S_meliloti|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc00588,OANT_RS07335,57.980,307,129,0,2,308,5,311,1.38e-127,363
SMc00590,OANT_RS13470,67.457,633,194,2,1,628,1,626,0.0,880
SMc00592,OANT_RS13970,29.091,275,186,7,131,400,209,479,3.81e-21,95.5
SMc00593,OANT_RS13465,56.886,167,72,0,1,167,1,167,4.18e-64,192
SMc00595,OANT_RS13460,92.143,140,11,0,1,140,1,140,2.29e-92,261
SMc00598,OANT_RS05750,30.137,292,196,4,1,289,1,287,3.59e-25,99.8
SMc00599,OANT_RS13450,61.688,154,59,0,1,154,1,154,2.87e-65,193
SMc00600,OANT_RS13445,64.286,84,30,0,3,86,2,85,3.74e-37,117
SMc00601,OANT_RS13440,82.353,187,33,0,8,194,8,194,1.54e-107,303
SMc00602,OANT_RS13435,77.465,639,142,1,34,670,30,668,0.0,1039
SMc00603,OANT_RS13430,60.976,246,96,0,9,254,26,271,7.30e-109,312
SMc00604,OANT_RS13425,42.326,215,119,4,1,212,1,213,1.80e-49,157
SMc00605,OANT_RS13410,55.959,193,85,0,8,200,3,195,5.27e-80,234
SMc00606,OANT_RS13405,45.078,193,100,2,62,249,31,222,1.94e-59,185
SMc00607,OANT_RS13400,39.583,144,82,3,5,147,16,155,2.55e-28,99.8
SMc00608,OANT_RS13395,58.188,287,116,1,1,283,1,287,1.07e-122,350
SMc00609,OANT_RS13385,67.188,704,229,2,1,703,1,703,0.0,1001
SMc00611,OANT_RS18835,36.342,831,511,12,22,841,30,853,2.38e-143,443
SMc00612,OANT_RS18840,33.333,147,89,4,74,213,4,148,1.90e-14,69.3
SMc00613,OANT_RS18840,40.625,192,110,2,1,192,193,380,1.93e-46,154
SMc00614,OANT_RS13375,68.783,189,59,0,7,195,3,191,3.44e-86,251
SMc00615,OANT_RS13370,80.737,353,65,2,5,356,13,363,0.0,557
SMc00616,OANT_RS13365,63.260,362,130,1,10,371,11,369,5.83e-154,436
SMc00617,OANT_RS13360,52.466,223,100,2,3,219,2,224,1.37e-71,215
SMc00618,OANT_RS13200,75.921,706,169,1,27,731,28,733,0.0,1108
SMc00619,OANT_RS13195,57.937,504,209,1,1,504,1,501,0.0,565
SMc00620,OANT_RS22940,75.278,449,106,1,9,452,6,454,0.0,699
SMc00622,OANT_RS13190,67.277,382,125,0,1,382,3,384,0.0,567
SMc00637,OANT_RS06300,74.222,450,116,0,1,450,1,450,0.0,689
SMc00638,OANT_RS06305,47.500,240,105,4,44,273,49,277,6.76e-64,199
SMc00639,OANT_RS06305,41.880,234,104,10,36,256,48,262,8.03e-41,139
SMc00640,OANT_RS06320,82.768,383,66,0,1,383,1,383,0.0,651
SMc00641,OANT_RS06325,78.868,530,112,0,1,530,1,530,0.0,848
SMc00643,OANT_RS06335,75.231,432,104,2,1,432,1,429,0.0,676
SMc00644,OANT_RS06340,41.436,362,163,9,393,739,149,476,3.54e-66,224
SMc00646,OANT_RS06360,80.399,301,59,0,1,301,1,301,2.31e-178,491
SMc00647,OANT_RS06365,66.261,329,109,2,13,339,2,330,5.35e-153,430
SMc00648,OANT_RS06370,39.231,130,68,2,6,124,26,155,5.21e-21,80.1
SMc00649,OANT_RS08225,50.376,266,129,1,7,272,13,275,2.74e-85,253
SMc00650,OANT_RS08200,26.685,371,195,11,1,356,1,309,1.31e-16,76.6
SMc00651,OANT_RS08195,67.066,167,53,1,34,200,34,198,3.39e-83,242
SMc00652,OANT_RS08190,60.976,205,78,2,8,211,5,208,6.27e-88,256
SMc00653,OANT_RS08185,38.938,113,67,1,7,117,11,123,1.07e-22,83.6
SMc00654,OANT_RS08180,92.920,226,16,0,1,226,1,226,7.05e-157,431
SMc00655,OANT_RS08175,64.865,111,39,0,1,111,1,111,6.66e-41,129
SMc00656,OANT_RS08205,57.143,91,39,0,1,91,5,95,5.44e-38,120
SMc00657,OANT_RS25570,91.209,91,8,0,1,91,1,91,6.27e-61,177
SMc00658,OANT_RS21790,49.180,61,31,0,187,247,191,251,3.08e-13,64.7
SMc00659,OANT_RS08215,74.490,392,95,1,1,392,1,387,0.0,604
SMc00667,OANT_RS07390,48.691,191,97,1,6,196,2,191,7.82e-60,182
SMc00668,OANT_RS07395,76.566,431,101,0,11,441,12,442,0.0,640
SMc00669,OANT_RS07410,39.597,447,254,8,53,490,53,492,4.16e-79,253
SMc00670,OANT_RS20060,52.692,260,123,0,4,263,9,268,1.95e-94,281
SMc00671,OANT_RS20055,58.371,221,89,2,56,276,55,272,1.91e-80,243
SMc00672,OANT_RS20050,20.415,289,188,5,17,302,10,259,9.57e-11,58.9
SMc00673,OANT_RS07420,50.763,459,215,7,3,460,5,453,1.24e-149,431
SMc00674,OANT_RS18510,44.643,224,124,0,19,242,23,246,9.60e-65,199
SMc00675,OANT_RS07255,33.108,1036,573,28,15,967,9,1007,2.53e-137,435
SMc00676,OANT_RS23125,86.624,314,42,0,18,331,22,335,0.0,585
SMc00677,OANT_RS07255,66.897,1015,334,2,1,1013,1,1015,0.0,1406
SMc00678,OANT_RS07250,69.718,142,43,0,19,160,2,143,7.29e-64,190
SMc00679,OANT_RS18630,51.220,287,133,2,10,292,9,292,1.86e-91,271
SMc00680,OANT_RS18625,77.586,348,77,1,1,347,1,348,0.0,573
SMc00681,OANT_RS08310,59.589,146,59,0,1,146,1,146,2.11e-63,189
SMc00682,OANT_RS04670,65.116,387,135,0,1,387,1,387,0.0,519
SMc00683,OANT_RS04675,56.232,345,135,4,19,358,26,359,1.82e-128,370
SMc00684,OANT_RS04680,60.638,376,144,3,8,380,5,379,6.51e-155,439
SMc00688,OANT_RS04685,62.319,69,26,0,9,77,10,78,5.05e-27,91.3
SMc00689,OANT_RS04690,56.842,285,113,5,1,282,1,278,8.21e-115,342
SMc00690,OANT_RS04695,70.978,317,92,0,1,317,1,317,5.97e-161,449
SMc00691,OANT_RS04700,62.791,301,106,3,9,304,7,306,2.56e-124,355
SMc00692,OANT_RS04705,45.652,46,25,0,1,46,1,46,2.34e-10,47.8
SMc00695,OANT_RS04710,53.672,177,82,0,13,189,14,190,1.51e-66,200
SMc00696,OANT_RS04715,70.166,362,108,0,13,374,13,374,1.22e-179,501
SMc00697,OANT_RS04720,68.483,422,133,0,11,432,4,425,0.0,595
SMc00698,OANT_RS04725,65.306,98,27,1,2,92,6,103,9.93e-37,117
SMc00699,OANT_RS04730,63.388,183,64,2,2,182,28,209,6.01e-84,244
SMc00700,OANT_RS04735,86.544,327,44,0,1,327,1,327,0.0,600
SMc00701,OANT_RS04740,72.803,603,162,1,16,618,22,622,0.0,875
SMc00703,OANT_RS04750,54.872,195,77,3,14,204,18,205,4.78e-64,195
SMc00704,OANT_RS04755,80.208,96,19,0,1,96,1,96,1.50e-54,162
SMc00705,OANT_RS04760,38.000,250,146,3,21,265,27,272,5.61e-58,183
SMc00708,OANT_RS04780,62.055,253,96,0,4,256,8,260,1.81e-107,308
SMc00709,OANT_RS05130,69.710,241,73,0,4,244,1,241,2.64e-126,356
SMc00710,OANT_RS05125,72.299,361,100,0,5,365,7,367,0.0,519
SMc00711,OANT_RS05120,75.667,300,73,0,4,303,5,304,3.81e-168,466
SMc00712,OANT_RS05115,27.385,325,218,9,23,337,23,339,2.79e-25,101
SMc00713,OANT_RS05110,61.446,166,64,0,5,170,10,175,4.29e-73,216
SMc00714,OANT_RS05095,61.390,259,100,0,1,259,2,260,1.18e-112,322
SMc00715,OANT_RS05090,50.556,180,88,1,31,209,104,283,2.63e-60,189
SMc00716,OANT_RS05085,62.585,294,110,0,31,324,47,340,2.11e-131,376
SMc00717,OANT_RS05080,78.539,219,47,0,9,227,1,219,5.06e-128,358
SMc00719,OANT_RS05135,71.591,176,50,0,11,186,1,176,1.04e-87,253
SMc00720,OANT_RS22090,38.655,119,73,0,1,119,1,119,6.91e-23,83.6
SMc00722,OANT_RS05140,44.816,868,406,20,48,882,67,894,0.0,609
SMc00723,OANT_RS05145,70.784,421,123,0,1,421,1,421,0.0,628
SMc00725,OANT_RS05155,81.996,461,83,0,6,466,2,462,0.0,785
SMc00726,OANT_RS05160,54.667,225,92,1,3,217,11,235,1.63e-79,235
SMc00727,OANT_RS05225,79.585,289,59,0,2,290,5,293,6.33e-177,487
SMc00728,OANT_RS05220,79.612,309,63,0,1,309,1,309,3.25e-169,469
SMc00729,OANT_RS05215,79.116,249,51,1,1,249,1,248,3.45e-145,403
SMc00730,OANT_RS10070,32.804,189,106,6,47,220,55,237,4.29e-19,81.3
SMc00731,OANT_RS05195,72.449,196,50,1,1,192,1,196,4.57e-93,267
SMc00732,OANT_RS05190,57.500,40,17,0,20,59,20,59,2.57e-09,45.4
SMc00733,OANT_RS05185,63.433,268,98,0,6,273,13,280,4.46e-126,357
SMc00734,OANT_RS05180,58.633,278,115,0,1,278,1,278,5.50e-108,312
SMc00735,OANT_RS06530,63.636,286,104,0,9,294,4,289,1.50e-133,377
SMc00736,OANT_RS06535,54.460,213,97,0,1,213,1,213,3.33e-73,218
SMc00737,OANT_RS06540,80.526,190,32,1,1,185,1,190,5.69e-116,324
SMc00738,OANT_RS06545,46.541,159,85,0,9,167,11,169,3.37e-46,146
SMc00739,OANT_RS16255,41.935,155,89,1,2,155,3,157,1.55e-37,124
SMc00740,OANT_RS16250,35.165,91,56,2,5,93,3,92,8.48e-18,68.9
SMc00741,OANT_RS16080,36.436,505,305,11,39,536,51,546,7.50e-72,237
SMc00742,OANT_RS05255,53.318,422,194,1,5,423,6,427,1.91e-159,454
SMc00743,OANT_RS05260,51.294,425,207,0,17,441,5,429,1.71e-144,418
SMc00744,OANT_RS06890,61.340,388,147,1,1,385,1,388,1.32e-156,444
SMc00758,OANT_RS08150,100.000,25,0,0,1,25,1,25,6.98e-11,46.6
SMc00760,OANT_RS10325,87.812,361,44,0,1,361,1,361,0.0,657
SMc00761,OANT_RS20310,67.991,428,137,0,1,428,1,428,0.0,583
SMc00762,OANT_RS20305,70.299,468,137,1,13,478,9,476,0.0,698
SMc00763,OANT_RS09350,66.154,390,131,1,3,392,2,390,0.0,531
SMc00766,OANT_RS05525,27.797,295,193,9,5,282,2,293,5.35e-18,79.3
SMc00767,OANT_RS20285,79.487,78,16,0,1,78,1,78,6.24e-42,129
SMc00768,OANT_RS20280,93.939,429,26,0,1,429,1,429,0.0,843
SMc00769,OANT_RS20275,66.667,471,155,2,1,470,1,470,0.0,630
SMc00770,OANT_RS20270,69.697,363,110,0,2,364,5,367,0.0,543
SMc00771,OANT_RS20265,72.032,379,105,1,2,379,1,379,0.0,580
SMc00772,OANT_RS20260,72.607,303,83,0,1,303,1,303,3.32e-154,431
SMc00773,OANT_RS20255,82.836,268,46,0,2,269,3,270,1.60e-166,459
SMc00774,OANT_RS00195,70.634,647,188,1,4,648,13,659,0.0,946
SMc00775,OANT_RS19740,42.205,526,301,3,34,558,31,554,2.50e-129,387
SMc00776,OANT_RS20240,49.520,834,344,13,343,1134,257,1055,0.0,736
SMc00778,OANT_RS10720,32.143,252,162,4,4,254,2,245,2.45e-39,134
SMc00780,OANT_RS05525,65.068,292,102,0,1,292,1,292,1.33e-142,400
SMc00781,OANT_RS05530,71.084,498,144,0,1,498,1,498,0.0,741
SMc00783,OANT_RS05885,35.802,162,86,8,200,350,113,267,1.52e-14,71.6
SMc00784,OANT_RS19745,55.821,335,144,3,9,343,8,338,3.04e-133,380
SMc00785,OANT_RS18690,77.931,145,32,0,1,145,1,145,7.81e-81,233
SMc00786,OANT_RS08240,68.544,515,162,0,17,531,17,531,0.0,729
SMc00787,OANT_RS08245,76.347,334,79,0,1,334,1,334,0.0,530
SMc00788,OANT_RS08250,70.861,302,88,0,1,302,1,302,1.84e-151,424
SMc00789,OANT_RS08255,75.812,277,67,0,1,277,1,277,2.51e-157,437
SMc00790,OANT_RS08260,79.087,263,55,0,4,266,5,267,7.07e-157,435
SMc00791,OANT_RS07050,69.298,114,35,0,1,114,1,114,3.21e-55,165
SMc00793,OANT_RS13285,25.620,363,201,12,55,371,32,371,2.38e-14,71.6
SMc00794,OANT_RS06410,70.833,264,77,0,1,264,1,264,7.98e-135,378
SMc00796,OANT_RS25515,75.926,54,13,0,1,54,1,54,3.56e-22,77.0
SMc00797,OANT_RS19180,45.913,416,220,4,2,416,5,416,4.66e-130,378
SMc00799,OANT_RS20225,50.658,152,75,0,1,152,1,152,4.56e-52,162
SMc00802,OANT_RS02525,46.087,115,62,0,7,121,8,122,1.06e-33,111
SMc00803,OANT_RS18025,46.038,265,102,4,7,268,4,230,1.86e-73,222
SMc00804,OANT_RS20925,62.095,401,151,1,1,401,1,400,2.71e-147,421
SMc00805,OANT_RS20930,72.115,208,58,0,1,208,1,208,4.64e-112,317
SMc00808,OANT_RS08500,48.394,436,201,5,33,466,10,423,1.98e-115,344
SMc00810,OANT_RS19680,70.303,330,96,1,91,420,179,506,1.09e-163,469
SMc00811,OANT_RS19685,64.151,212,76,0,18,229,29,240,7.49e-106,303
SMc00812,OANT_RS04935,40.625,128,70,3,1,127,1,123,4.52e-26,92.0
SMc00813,OANT_RS19690,60.669,478,180,1,1,470,1,478,0.0,577
SMc00814,OANT_RS13040,53.214,280,131,0,45,324,49,328,4.60e-111,323
SMc00815,OANT_RS15795,83.367,499,80,1,1,499,1,496,0.0,823
SMc00817,OANT_RS17230,47.038,287,149,2,6,290,9,294,2.17e-82,247
SMc00818,OANT_RS15800,55.208,288,129,0,1,288,7,294,8.72e-112,323
SMc00819,OANT_RS15805,82.996,494,84,0,1,494,1,494,0.0,885
SMc00820,OANT_RS15515,59.748,318,126,1,1,316,1,318,2.53e-134,381
SMc00825,OANT_RS15530,72.429,457,126,0,1,457,1,457,0.0,707
SMc00826,OANT_RS15535,58.367,245,102,0,1,245,1,245,2.28e-93,272
SMc00828,OANT_RS11050,42.177,147,82,2,7,152,9,153,3.18e-31,108
SMc00829,OANT_RS15570,58.566,251,104,0,20,270,5,255,9.51e-106,305
SMc00830,OANT_RS24815,30.769,416,265,8,12,416,6,409,3.03e-56,188
SMc00831,OANT_RS15580,66.330,297,100,0,1,297,2,298,1.30e-147,414
SMc00832,OANT_RS15585,57.419,465,197,1,9,472,8,472,0.0,526
SMc00833,OANT_RS15590,53.788,396,181,2,5,398,7,402,1.28e-143,412
SMc00838,OANT_RS20250,26.164,623,395,12,37,599,28,645,1.93e-57,201
SMc00851,OANT_RS02720,68.455,764,198,5,1,721,1,764,0.0,1010
SMc00853,OANT_RS05595,39.752,161,87,3,2,152,15,175,1.78e-30,107
SMc00855,OANT_RS02715,85.161,310,46,0,1,310,1,310,0.0,569
SMc00856,OANT_RS02675,42.623,61,35,0,1,61,1,61,3.72e-15,60.1
SMc00857,OANT_RS02680,65.517,290,98,1,1,288,1,290,4.79e-136,383
SMc00858,OANT_RS02695,60.408,245,96,1,28,271,15,259,1.81e-84,251
SMc00859,OANT_RS02700,70.833,72,21,0,1,72,1,72,1.41e-31,102
SMc00860,OANT_RS02705,77.219,338,77,0,1,338,1,338,0.0,551
SMc00861,OANT_RS02710,48.958,576,286,5,35,607,33,603,0.0,543
SMc00862,OANT_RS02670,48.973,292,139,5,10,297,18,303,1.52e-79,241
SMc00863,OANT_RS18210,36.029,136,82,3,13,144,2,136,8.34e-20,79.3
SMc00865,OANT_RS02655,40.152,132,77,2,1,131,1,131,1.74e-21,83.6
SMc00866,OANT_RS02650,71.466,382,108,1,4,385,10,390,0.0,582
SMc00867,OANT_RS02645,60.280,214,83,2,3,214,2,215,1.75e-72,216
SMc00868,OANT_RS02630,63.522,159,58,0,3,161,1,159,1.36e-67,200
SMc00869,OANT_RS02625,60.870,207,71,2,1,201,1,203,7.85e-84,244
SMc00870,OANT_RS02620,95.082,61,3,0,1,61,1,61,3.75e-36,114
SMc00871,OANT_RS02615,78.629,248,53,0,1,248,1,248,1.72e-143,399
SMc00872,OANT_RS02610,47.619,126,62,3,19,144,9,130,2.56e-28,99.0
SMc00873,OANT_RS09415,53.226,620,286,2,2,620,33,649,0.0,651
SMc00874,OANT_RS14025,41.265,332,187,4,1,326,1,330,4.14e-85,257
SMc00876,OANT_RS00330,67.500,400,103,4,1,384,1,389,0.0,525
SMc00877,OANT_RS21790,28.205,156,100,5,130,276,99,251,7.86e-11,58.2
SMc00878,OANT_RS21790,47.541,61,32,0,185,245,191,251,4.56e-12,61.2
SMc00879,OANT_RS02395,30.279,251,159,6,13,255,18,260,5.17e-31,114
SMc00880,OANT_RS18475,35.200,250,156,3,10,256,8,254,7.09e-37,128
SMc00881,OANT_RS07345,46.844,301,158,2,1,301,3,301,7.28e-82,247
SMc00882,OANT_RS07350,67.308,208,68,0,2,209,3,210,9.87e-96,275
SMc00883,OANT_RS04055,48.239,284,145,2,12,294,9,291,1.34e-92,273
SMc00884,OANT_RS23635,52.456,570,267,2,1,568,5,572,0.0,605
SMc00885,OANT_RS11040,43.182,132,68,6,76,204,57,184,9.86e-19,77.8
SMc00887,OANT_RS19735,38.350,412,252,1,23,434,358,767,2.29e-87,280
SMc00888,OANT_RS24150,37.600,125,70,2,445,563,1018,1140,1.50e-16,80.5
SMc00891,OANT_RS25915,34.167,120,71,3,1,116,1,116,1.32e-09,52.0
SMc00892,OANT_RS15770,51.775,338,163,0,1,338,1,338,6.92e-121,349
SMc00893,OANT_RS01955,35.931,231,147,1,5,234,11,241,4.40e-42,140
SMc00894,OANT_RS15765,61.574,432,165,1,1,431,1,432,0.0,551
SMc00895,OANT_RS15755,75.325,77,19,0,1,77,1,77,2.98e-41,127
SMc00896,OANT_RS15750,50.000,250,124,1,15,264,13,261,1.40e-77,233
SMc00897,OANT_RS15745,70.843,439,127,1,10,448,10,447,0.0,601
SMc00898,OANT_RS15740,64.000,600,210,5,7,605,8,602,0.0,730
SMc00900,OANT_RS24325,55.469,128,57,0,1,128,1,128,4.53e-43,135
SMc00902,OANT_RS15720,60.870,184,72,0,1,184,1,184,5.20e-78,228
SMc00904,OANT_RS15715,61.538,338,118,1,44,381,55,380,2.29e-130,390
SMc00905,OANT_RS15710,66.197,142,48,0,8,149,16,157,1.08e-67,199
SMc00906,OANT_RS14800,35.200,125,81,0,12,136,21,145,4.05e-17,71.6
SMc00907,OANT_RS15700,40.529,227,108,7,1,204,1,223,4.49e-39,131
SMc00908,OANT_RS15695,78.446,965,205,3,1,965,1,962,0.0,1551
SMc00909,OANT_RS15685,65.846,325,111,0,2,326,4,328,6.16e-149,419
SMc00910,OANT_RS15680,53.676,272,125,1,4,274,3,274,2.49e-103,300
SMc00912,OANT_RS15670,81.633,98,18,0,1,98,1,98,3.44e-56,166
SMc00913,OANT_RS15665,87.879,528,64,0,1,528,1,528,0.0,894
SMc00914,OANT_RS19955,36.296,405,250,4,4,404,4,404,5.54e-76,239
SMc00916,OANT_RS13775,51.592,157,73,1,21,177,8,161,4.15e-52,166
SMc00917,OANT_RS15630,72.170,212,59,0,1,212,1,212,4.11e-110,313
SMc00918,OANT_RS15625,51.093,366,172,3,11,373,11,372,2.20e-117,343
SMc00919,OANT_RS15620,66.603,524,142,3,7,500,4,524,0.0,644
SMc00921,OANT_RS16780,46.457,127,65,2,1,124,4,130,6.15e-33,110
SMc00923,OANT_RS15610,73.684,209,55,0,2,210,7,215,7.41e-114,321
SMc00924,OANT_RS15605,59.438,249,86,4,7,245,11,254,4.68e-98,284
SMc00925,OANT_RS15605,59.603,151,57,1,55,205,108,254,6.05e-63,194
SMc00926,OANT_RS15595,71.694,431,120,2,14,443,1,430,0.0,653
SMc00928,OANT_RS02605,51.194,377,177,2,15,385,54,429,2.06e-138,399
SMc00929,OANT_RS11275,35.135,296,184,5,8,302,6,294,5.67e-52,171
SMc00930,OANT_RS15735,48.120,266,138,0,23,288,9,274,1.16e-96,284
SMc00932,OANT_RS15780,60.697,631,215,6,1,604,1,625,0.0,746
SMc00933,OANT_RS15775,53.846,65,30,0,2,66,1,65,4.69e-23,81.3
SMc00935,OANT_RS08780,44.211,95,52,1,3,97,2,95,8.18e-21,77.0
SMc00936,OANT_RS11085,65.860,413,141,0,3,415,6,418,0.0,538
SMc00937,OANT_RS08655,43.413,463,261,1,23,484,4,466,1.23e-140,409
SMc00943,OANT_RS11070,64.975,197,69,0,1,197,1,197,1.22e-93,269
SMc00944,OANT_RS11065,66.387,238,80,0,7,244,9,246,2.71e-115,328
SMc00945,OANT_RS11055,76.970,165,38,0,1,165,1,165,1.53e-97,276
SMc00946,OANT_RS10840,49.487,487,235,5,9,487,4,487,5.55e-129,381
SMc00947,OANT_RS10835,89.286,112,12,0,1,112,1,112,1.02e-69,201
SMc00948,OANT_RS10830,89.126,469,51,0,1,469,1,469,0.0,895
SMc00949,OANT_RS18785,66.346,104,35,0,4,107,7,110,3.66e-52,157
SMc00950,OANT_RS18790,55.851,188,77,2,20,207,20,201,5.61e-74,219
SMc00951,OANT_RS18795,55.574,601,262,3,1,599,10,607,0.0,702
SMc00952,OANT_RS18800,50.952,210,102,1,4,213,6,214,1.18e-79,235
SMc00953,OANT_RS16085,45.679,81,44,0,226,306,245,325,2.51e-14,69.7
SMc00955,OANT_RS02225,55.270,389,169,3,5,390,21,407,1.27e-157,447
SMc00956,OANT_RS12240,48.077,260,130,3,1,256,1,259,8.69e-84,249
SMc00957,OANT_RS12115,70.370,27,8,0,1,27,1,27,1.33e-08,41.2
SMc00960,OANT_RS03010,75.536,466,114,0,4,469,3,468,0.0,758
SMc00962,OANT_RS21825,33.180,217,133,6,11,219,12,224,1.27e-29,110
SMc00964,OANT_RS06175,34.375,160,98,2,17,176,33,185,4.09e-14,64.7
SMc00965,OANT_RS13970,26.039,361,239,11,149,490,202,553,1.98e-23,100
SMc00966,OANT_RS19225,41.919,396,192,13,17,385,10,394,5.07e-72,228
SMc00968,OANT_RS06955,27.928,333,209,13,5,320,6,324,2.65e-15,72.4
SMc00969,OANT_RS02815,65.615,317,100,2,1,309,1,316,5.56e-153,428
SMc00970,OANT_RS02820,64.474,76,27,0,8,83,9,84,9.76e-33,105
SMc00971,OANT_RS02840,67.541,305,99,0,1,305,1,305,2.64e-151,423
SMc00972,OANT_RS02845,76.077,627,150,0,10,636,4,630,0.0,989
SMc00973,OANT_RS02850,63.745,251,90,1,1,250,1,251,1.60e-111,318
SMc00974,OANT_RS02855,55.663,415,176,3,2,415,5,412,9.91e-160,453
SMc00976,OANT_RS02745,59.200,250,99,1,1,250,1,247,3.19e-102,295
SMc00977,OANT_RS02750,67.067,583,186,3,1,581,1,579,0.0,782
SMc00979,OANT_RS20035,47.651,149,65,5,1,137,3,150,4.85e-31,105
SMc00981,OANT_RS08895,59.892,369,137,2,7,364,4,372,2.34e-160,451
SMc00982,OANT_RS08900,66.024,415,140,1,1,414,1,415,0.0,605
SMc00984,OANT_RS02730,58.544,316,126,3,12,323,9,323,2.31e-120,346
SMc00985,OANT_RS02735,63.871,465,168,0,26,490,6,470,0.0,624
SMc00986,OANT_RS21750,37.083,240,142,4,532,769,29,261,2.08e-47,166
SMc00987,OANT_RS02740,58.564,181,75,0,7,187,7,187,7.39e-67,200
SMc00988,OANT_RS02760,64.194,310,109,1,7,314,16,325,4.42e-131,374
SMc00989,OANT_RS15690,59.917,242,93,1,26,267,48,285,5.88e-108,311
SMc00990,OANT_RS13655,62.060,398,151,0,1,398,3,400,3.98e-180,504
SMc00991,OANT_RS20270,28.319,339,216,8,3,320,9,341,3.37e-32,121
SMc00992,OANT_RS01515,32.895,456,272,12,341,785,275,707,3.75e-66,230
SMc00993,OANT_RS02755,68.396,424,132,1,1,422,1,424,0.0,593
SMc00994,OANT_RS13645,49.603,252,125,1,17,266,21,272,8.02e-83,248
SMc00995,OANT_RS10470,61.379,145,55,1,1,144,1,145,2.02e-57,173
SMc00996,OANT_RS10480,48.734,474,203,10,36,497,21,466,7.64e-133,390
SMc00997,OANT_RS10045,36.842,209,129,2,34,241,31,237,3.69e-51,164
SMc00998,OANT_RS04025,52.020,198,94,1,3,199,8,205,3.34e-72,215
SMc00999,OANT_RS10060,52.083,192,91,1,7,198,6,196,6.25e-69,206
SMc01000,OANT_RS10065,31.169,154,101,2,21,170,2,154,1.38e-21,86.3
SMc01001,OANT_RS10070,37.143,245,133,6,10,243,4,238,1.23e-49,160
SMc01002,OANT_RS10075,43.972,141,79,0,1,141,1,141,3.74e-39,126
SMc01003,OANT_RS11195,60.372,323,108,4,1,316,2,311,5.01e-132,375
SMc01004,OANT_RS11190,70.290,138,39,1,5,140,4,141,2.22e-68,201
SMc01005,OANT_RS11185,71.123,187,54,0,15,201,26,212,1.12e-92,267
SMc01006,OANT_RS11180,62.329,146,55,0,1,146,1,146,3.27e-67,197
SMc01007,OANT_RS11175,70.103,97,29,0,22,118,19,115,2.26e-50,153
SMc01008,OANT_RS00755,54.015,137,63,0,4,140,1,137,4.41e-48,149
SMc01010,OANT_RS11165,81.583,657,118,3,2,656,1,656,0.0,1131
SMc01011,OANT_RS11160,51.557,289,128,4,37,325,65,341,1.58e-98,292
SMc01012,OANT_RS11155,51.099,182,89,0,7,188,5,186,5.63e-63,191
SMc01013,OANT_RS11150,56.061,198,86,1,1,198,1,197,6.18e-76,224
SMc01015,OANT_RS10435,41.603,262,153,0,39,300,39,300,8.49e-56,184
SMc01017,OANT_RS18915,35.526,152,93,3,3,150,2,152,2.02e-21,82.4
SMc01018,OANT_RS18895,76.420,704,148,3,1,686,1,704,0.0,1105
SMc01019,OANT_RS09845,48.239,284,145,1,13,294,1,284,1.27e-95,281
SMc01020,OANT_RS15360,46.330,436,226,3,6,439,5,434,1.45e-133,389
SMc01023,OANT_RS10645,64.961,254,89,0,1,254,1,254,3.95e-119,338
SMc01024,OANT_RS10650,53.247,154,60,3,1,144,1,152,2.83e-32,110
SMc01025,OANT_RS10660,87.823,542,66,0,1,542,1,542,0.0,978
SMc01026,OANT_RS17205,25.430,291,199,7,9,294,6,283,1.10e-15,72.8
SMc01027,OANT_RS10665,78.495,279,56,1,1,279,1,275,3.58e-148,413
SMc01028,OANT_RS10670,83.215,423,71,0,1,423,1,423,0.0,714
SMc01029,OANT_RS10680,48.864,88,45,0,1,88,14,101,2.06e-26,91.3
SMc01030,OANT_RS10685,83.908,348,54,2,1,348,1,346,0.0,600
SMc01031,OANT_RS10690,85.313,463,64,2,1,459,1,463,0.0,785
SMc01032,OANT_RS10695,70.067,451,124,5,1,447,1,444,0.0,597
SMc01034,OANT_RS10700,51.295,193,90,2,3,192,1,192,2.03e-67,202
SMc01035,OANT_RS10705,85.010,487,67,1,1,481,1,487,0.0,844
SMc01036,OANT_RS21490,61.194,67,26,0,16,82,16,82,3.43e-21,76.6
SMc01037,OANT_RS10710,80.938,320,60,1,1,320,1,319,0.0,548
SMc01038,OANT_RS10715,73.826,149,38,1,1,148,1,149,8.77e-78,224
SMc01039,OANT_RS10725,59.211,152,62,0,7,158,7,158,5.51e-54,166
SMc01040,OANT_RS10730,61.954,389,143,3,36,422,16,401,1.22e-160,456
SMc01041,OANT_RS10735,62.385,327,121,2,17,341,9,335,3.28e-136,388
SMc01042,OANT_RS10740,73.164,354,95,0,13,366,8,361,0.0,548
SMc01043,OANT_RS10745,79.626,481,96,2,4,482,8,488,0.0,784
SMc01044,OANT_RS11480,57.162,740,307,5,18,751,37,772,0.0,823
SMc01045,OANT_RS11475,80.176,454,89,1,1,454,1,453,0.0,753
SMc01046,OANT_RS11470,65.284,458,159,0,1,458,1,458,0.0,641
SMc01047,OANT_RS07370,41.319,288,161,3,3,287,11,293,2.02e-70,217
SMc01048,OANT_RS11465,93.590,78,5,0,1,78,1,78,1.24e-52,155
SMc01049,OANT_RS11460,64.653,447,151,3,25,465,26,471,0.0,530
SMc01051,OANT_RS11145,60.741,270,106,0,1,270,1,270,1.43e-116,333
