Abortus2308|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS25045,BME_RS00725,100.000,136,0,0,1,136,1,136,2.83e-98,275
BAB_RS25050,BME_RS00720,100.000,120,0,0,1,120,1,120,1.46e-86,244
BAB_RS25055,BME_RS00715,100.000,107,0,0,1,107,1,107,3.61e-78,222
BAB_RS25060,BME_RS00710,99.548,221,1,0,1,221,1,221,7.17e-163,445
BAB_RS25065,BME_RS00705,100.000,244,0,0,1,244,1,244,0.0,493
BAB_RS25070,BME_RS00700,100.000,189,0,0,1,189,1,189,5.70e-137,377
BAB_RS25075,BME_RS00695,99.683,315,1,0,1,315,1,315,0.0,627
BAB_RS25080,BME_RS00690,100.000,333,0,0,1,333,1,333,0.0,680
BAB_RS25085,BME_RS00685,99.143,467,4,0,1,467,1,467,0.0,923
BAB_RS25090,BME_RS00680,100.000,180,0,0,1,180,1,180,1.09e-135,373
BAB_RS25095,BME_RS00675,99.528,212,1,0,1,212,1,212,1.90e-154,423
BAB_RS25100,BME_RS00670,99.270,137,1,0,1,137,1,137,4.89e-93,262
BAB_RS25105,BME_RS00665,99.755,408,1,0,1,408,1,408,0.0,814
BAB_RS25110,BME_RS00660,99.701,1004,3,0,1,1004,1,1004,0.0,2081
BAB_RS25115,BME_RS00655,99.667,300,1,0,1,300,1,300,0.0,595
BAB_RS25120,BME_RS00650,100.000,398,0,0,1,398,1,398,0.0,792
BAB_RS25125,BME_RS00645,99.375,320,2,0,1,320,1,320,0.0,639
BAB_RS25130,BME_RS00640,99.483,387,2,0,17,403,1,387,0.0,791
BAB_RS25135,BME_RS00635,100.000,177,0,0,1,177,1,177,1.35e-125,347
BAB_RS25140,BME_RS00630,99.670,303,1,0,1,303,1,303,0.0,618
BAB_RS25145,BME_RS00625,99.766,427,1,0,1,427,1,427,0.0,873
BAB_RS25150,BME_RS00620,99.570,465,2,0,1,465,1,465,0.0,905
BAB_RS25155,BME_RS00615,99.545,220,1,0,1,220,1,220,4.92e-158,433
BAB_RS25160,BME_RS00610,100.000,260,0,0,1,260,1,260,0.0,537
BAB_RS25165,BME_RS00605,100.000,75,0,0,1,75,89,163,2.89e-51,154
BAB_RS25170,BME_RS00600,99.010,101,1,0,1,101,1,101,3.69e-73,209
BAB_RS25175,BME_RS00595,98.551,138,2,0,1,138,1,138,8.54e-98,274
BAB_RS25180,BME_RS00590,99.603,252,1,0,1,252,1,252,0.0,512
BAB_RS25185,BME_RS00585,99.516,413,2,0,1,413,1,413,0.0,831
BAB_RS25190,BME_RS00580,100.000,331,0,0,1,331,1,331,0.0,660
BAB_RS25195,BME_RS00575,100.000,48,0,0,1,48,1,48,7.38e-32,100
BAB_RS25200,BME_RS00570,99.890,906,1,0,1,906,1,906,0.0,1863
BAB_RS25205,BME_RS00565,100.000,68,0,0,1,68,1,68,1.89e-45,136
BAB_RS25210,BME_RS00560,99.766,428,1,0,1,428,1,428,0.0,870
BAB_RS25230,BME_RS00545,100.000,28,0,0,1,28,1,28,1.86e-14,55.5
BAB_RS25235,BME_RS00540,100.000,66,0,0,1,66,1,66,4.32e-45,135
BAB_RS25240,BME_RS00535,99.373,319,1,1,1,318,1,319,0.0,627
BAB_RS25245,BME_RS00530,99.644,281,1,0,1,281,1,281,0.0,568
BAB_RS25250,BME_RS00525,100.000,166,0,0,1,166,1,166,2.61e-117,325
BAB_RS25255,BME_RS00520,100.000,240,0,0,1,240,1,240,9.60e-177,482
BAB_RS25260,BME_RS00515,99.262,271,2,0,1,271,1,271,0.0,548
BAB_RS25265,BME_RS00510,99.110,337,3,0,1,337,1,337,0.0,672
BAB_RS25270,BME_RS00505,99.172,483,4,0,1,483,1,483,0.0,977
BAB_RS25275,BME_RS00500,99.602,251,1,0,1,251,1,251,0.0,520
BAB_RS25280,BME_RS00495,99.699,332,1,0,1,332,1,332,0.0,660
BAB_RS25285,BME_RS00490,100.000,227,0,0,1,227,1,227,9.76e-170,463
BAB_RS25290,BME_RS00485,94.138,290,17,0,1,290,1,290,0.0,549
BAB_RS25295,BME_RS00480,100.000,435,0,0,1,435,1,435,0.0,864
BAB_RS25300,BME_RS00475,99.766,427,1,0,1,427,1,427,0.0,865
BAB_RS25305,BME_RS00470,100.000,149,0,0,1,149,1,149,2.26e-105,294
BAB_RS25310,BME_RS00465,99.388,327,0,1,1,325,1,327,0.0,639
BAB_RS25315,BME_RS00460,100.000,291,0,0,1,291,1,291,0.0,599
BAB_RS25320,BME_RS00455,100.000,309,0,0,1,309,1,309,0.0,606
BAB_RS25325,BME_RS00450,99.597,248,1,0,1,248,1,248,3.40e-177,484
BAB_RS25330,BME_RS00445,100.000,232,0,0,1,232,1,232,2.04e-176,480
BAB_RS25335,BME_RS00440,90.000,120,6,1,1,120,1,114,4.76e-77,220
BAB_RS25340,BME_RS00435,99.206,252,2,0,1,252,1,252,0.0,514
BAB_RS25345,BME_RS00430,98.969,194,2,0,1,194,1,194,9.71e-143,392
BAB_RS25350,BME_RS00425,100.000,67,0,0,1,67,1,67,2.10e-42,128
BAB_RS25355,BME_RS00420,99.286,280,2,0,1,280,1,280,0.0,567
BAB_RS25360,BME_RS00415,100.000,286,0,0,1,286,1,286,0.0,570
BAB_RS25365,BME_RS00410,100.000,161,0,0,1,161,1,161,7.85e-117,324
BAB_RS25370,BME_RS00405,100.000,238,0,0,1,238,1,238,1.22e-175,479
BAB_RS25375,BME_RS00400,100.000,466,0,0,1,466,1,466,0.0,957
BAB_RS25380,BME_RS00395,100.000,60,0,0,1,60,1,60,8.93e-40,121
BAB_RS25385,BME_RS00390,99.525,421,2,0,1,421,1,421,0.0,846
BAB_RS25390,BME_RS00385,98.646,886,3,2,1,886,1,877,0.0,1758
BAB_RS25395,BME_RS00380,100.000,178,0,0,1,178,1,178,8.54e-129,355
BAB_RS25400,BME_RS00375,98.785,247,3,0,1,247,1,247,0.0,495
BAB_RS25405,BME_RS00370,99.728,368,1,0,1,368,1,368,0.0,753
BAB_RS25410,BME_RS00365,99.377,321,2,0,1,321,1,321,0.0,653
BAB_RS25415,BME_RS00360,100.000,339,0,0,1,339,1,339,0.0,692
BAB_RS25420,BME_RS00355,100.000,186,0,0,1,186,1,186,6.19e-140,384
BAB_RS25425,BME_RS00350,100.000,25,0,0,1,25,1,25,9.40e-13,50.8
BAB_RS25430,BME_RS00345,100.000,96,0,0,1,96,1,96,3.43e-64,186
BAB_RS25435,BME_RS00340,100.000,176,0,0,1,176,1,176,1.63e-130,360
BAB_RS25440,BME_RS00335,100.000,260,0,0,1,260,1,260,0.0,529
BAB_RS25445,BME_RS00330,100.000,300,0,0,1,300,1,300,0.0,620
BAB_RS25450,BME_RS00325,99.099,333,3,0,1,333,1,333,0.0,658
BAB_RS25455,BME_RS00320,100.000,219,0,0,1,219,1,219,1.79e-160,439
BAB_RS25460,BME_RS00315,100.000,90,0,0,1,90,1,90,7.50e-64,184
BAB_RS25465,BME_RS00310,99.123,228,2,0,1,228,1,228,4.14e-155,426
BAB_RS25470,BME_RS00305,99.567,231,1,0,1,231,1,231,9.03e-172,468
BAB_RS25475,BME_RS00300,100.000,268,0,0,1,268,1,268,0.0,554
BAB_RS25480,BME_RS00295,100.000,153,0,0,1,153,1,153,6.92e-108,300
BAB_RS25485,BME_RS00290,100.000,227,0,0,1,227,1,227,2.06e-168,459
BAB_RS25490,BME_RS00285,100.000,181,0,0,1,181,1,181,2.27e-133,367
BAB_RS25495,BME_RS15810,99.119,227,2,0,122,348,1,227,6.83e-157,448
BAB_RS25500,BME_RS00275,98.329,359,6,0,1,359,1,359,0.0,709
BAB_RS25505,BME_RS00270,98.230,113,2,0,1,113,1,113,2.31e-79,226
BAB_RS25510,BME_RS00265,99.421,518,3,0,1,518,1,518,0.0,1020
BAB_RS25525,BME_RS00255,99.552,223,1,0,1,223,1,223,6.05e-159,435
BAB_RS25530,BME_RS00250,100.000,97,0,0,1,97,1,97,9.23e-69,197
BAB_RS25535,BME_RS00245,99.631,271,1,0,1,271,1,271,0.0,548
BAB_RS25540,BME_RS00240,100.000,140,0,0,1,140,1,140,1.52e-101,283
BAB_RS25545,BME_RS00235,99.011,809,3,1,1,804,1,809,0.0,1589
BAB_RS25550,BME_RS00230,98.795,249,3,0,1,249,1,249,0.0,518
BAB_RS25555,BME_RS00225,100.000,330,0,0,1,330,1,330,0.0,671
BAB_RS25560,BME_RS00220,99.843,637,1,0,1,637,1,637,0.0,1291
BAB_RS25565,BME_RS00215,100.000,328,0,0,1,328,1,328,0.0,680
BAB_RS25570,BME_RS00210,100.000,209,0,0,1,209,1,209,2.47e-161,440
BAB_RS25575,BME_RS00205,99.038,104,1,0,1,104,1,104,1.73e-73,209
BAB_RS25580,BME_RS00200,100.000,435,0,0,1,435,1,435,0.0,872
BAB_RS25585,BME_RS00195,99.471,378,2,0,1,378,1,378,0.0,754
BAB_RS25590,BME_RS00190,100.000,200,0,0,1,200,1,200,2.45e-147,404
BAB_RS25595,BME_RS00185,98.333,60,1,0,1,60,1,60,7.80e-38,116
BAB_RS25600,BME_RS00180,99.674,307,1,0,1,307,1,307,0.0,616
BAB_RS25605,BME_RS00175,99.685,317,1,0,1,317,1,317,0.0,646
BAB_RS25610,BME_RS00170,99.256,403,3,0,1,403,1,403,0.0,821
BAB_RS25615,BME_RS00165,100.000,78,0,0,1,78,1,78,8.84e-56,163
BAB_RS25620,BME_RS00160,99.231,390,1,1,1,390,1,388,0.0,780
BAB_RS25625,BME_RS00155,99.730,371,1,0,1,371,1,371,0.0,763
BAB_RS25630,BME_RS00150,98.966,387,4,0,1,387,1,387,0.0,786
BAB_RS25635,BME_RS00145,100.000,25,0,0,1,25,1,25,5.88e-12,48.9
BAB_RS25640,BME_RS00140,99.213,254,2,0,1,254,1,254,0.0,512
BAB_RS25645,BME_RS00135,92.593,27,2,0,1,27,1,27,5.73e-13,58.9
BAB_RS25650,BME_RS00130,98.473,131,2,0,1,131,1,131,8.91e-90,253
BAB_RS25655,BME_RS11840,40.832,529,297,7,3,521,5,527,1.23e-121,365
BAB_RS25660,BME_RS00120,99.606,254,1,0,1,254,1,254,0.0,500
BAB_RS25665,BME_RS00115,99.595,494,2,0,1,494,1,494,0.0,1008
BAB_RS25670,BME_RS00110,100.000,506,0,0,1,506,1,506,0.0,1027
BAB_RS25675,BME_RS00105,99.091,110,1,0,1,110,1,110,4.52e-74,223
BAB_RS25685,BME_RS00100,99.454,366,2,0,1,366,1,366,0.0,750
BAB_RS25690,BME_RS00095,98.799,333,4,0,1,333,1,333,0.0,660
BAB_RS25695,BME_RS00090,99.716,352,1,0,1,352,1,352,0.0,707
BAB_RS25700,BME_RS00085,99.743,389,1,0,1,389,1,389,0.0,798
BAB_RS25705,BME_RS00080,100.000,340,0,0,1,340,1,340,0.0,696
BAB_RS25710,BME_RS00070,99.377,321,2,0,1,321,1,321,0.0,629
BAB_RS25715,BME_RS00065,100.000,294,0,0,1,294,1,294,0.0,566
BAB_RS25720,BME_RS00060,98.864,264,3,0,1,264,1,264,0.0,522
BAB_RS25725,BME_RS00055,99.712,347,1,0,1,347,1,347,0.0,692
BAB_RS25730,BME_RS00050,99.659,293,1,0,1,293,1,293,0.0,586
BAB_RS25735,BME_RS00045,99.623,265,1,0,1,265,1,265,0.0,536
BAB_RS25740,BME_RS00040,100.000,213,0,0,1,213,1,213,2.21e-157,431
BAB_RS25745,BME_RS00035,99.528,636,3,0,1,636,1,636,0.0,1282
BAB_RS25750,BME_RS00030,99.774,442,1,0,1,442,1,442,0.0,894
BAB_RS25755,BME_RS00025,99.786,468,1,0,1,468,1,468,0.0,978
BAB_RS25760,BME_RS00020,100.000,418,0,0,1,418,1,418,0.0,844
BAB_RS25770,BME_RS00010,100.000,178,0,0,1,178,1,178,8.71e-130,358
BAB_RS25775,BME_RS00005,99.707,341,1,0,1,341,1,341,0.0,689
BAB_RS25780,BME_RS10195,100.000,279,0,0,1,279,1,279,0.0,565
BAB_RS25785,BME_RS10190,98.492,199,3,0,1,199,1,199,3.77e-146,401
BAB_RS25790,BME_RS10185,99.654,289,1,0,1,289,1,289,0.0,585
BAB_RS25795,BME_RS10180,99.500,200,1,0,1,200,1,200,6.84e-144,395
BAB_RS25800,BME_RS10175,99.573,234,1,0,1,234,1,234,2.82e-174,475
BAB_RS25805,BME_RS10170,100.000,163,0,0,1,163,1,163,1.01e-120,334
BAB_RS25810,BME_RS10165,100.000,165,0,0,1,165,1,165,3.78e-119,330
BAB_RS25815,BME_RS10160,99.567,231,1,0,1,231,1,231,5.59e-169,461
BAB_RS25820,BME_RS10155,99.458,369,2,0,1,369,1,369,0.0,735
BAB_RS25825,BME_RS10150,100.000,188,0,0,13,200,3,190,3.97e-137,378
BAB_RS25830,BME_RS10145,100.000,126,0,0,1,126,1,126,1.30e-91,257
BAB_RS25835,BME_RS10140,100.000,339,0,0,1,339,1,339,0.0,706
BAB_RS25840,BME_RS10135,99.539,434,2,0,1,434,1,434,0.0,862
BAB_RS25845,BME_RS10130,98.913,184,2,0,1,184,1,184,2.52e-134,370
BAB_RS25850,BME_RS10125,100.000,202,0,0,1,202,1,202,1.20e-149,410
BAB_RS25855,BME_RS10120,100.000,169,0,0,1,169,1,169,8.27e-120,332
BAB_RS25860,BME_RS10115,99.074,216,2,0,1,216,1,216,3.48e-162,443
BAB_RS25865,BME_RS10110,100.000,243,0,0,1,243,1,243,6.20e-177,483
BAB_RS25870,BME_RS10105,99.617,261,1,0,1,261,1,261,0.0,520
BAB_RS25875,BME_RS10100,100.000,107,0,0,1,107,1,107,4.96e-74,211
BAB_RS25880,BME_RS10095,99.689,322,1,0,1,322,1,322,0.0,656
BAB_RS25885,BME_RS10090,100.000,145,0,0,1,145,1,145,8.44e-103,287
BAB_RS25890,BME_RS10085,100.000,29,0,0,1,29,1,29,2.85e-16,60.1
BAB_RS25895,BME_RS10080,99.593,491,2,0,1,491,1,491,0.0,1013
BAB_RS25900,BME_RS10075,100.000,239,0,0,1,239,1,239,1.62e-178,486
BAB_RS25905,BME_RS10070,99.834,601,1,0,1,601,1,601,0.0,1202
BAB_RS25910,BME_RS10065,100.000,159,0,0,1,159,1,159,8.21e-112,311
BAB_RS25915,BME_RS10060,100.000,133,0,0,1,133,1,133,2.08e-95,267
BAB_RS25920,BME_RS10055,99.038,104,1,0,1,104,1,104,8.74e-75,213
BAB_RS25925,BME_RS10050,99.785,466,1,0,1,466,1,466,0.0,964
BAB_RS25930,BME_RS10045,99.761,837,2,0,1,837,1,837,0.0,1696
BAB_RS25935,BME_RS10040,100.000,511,0,0,1,511,1,511,0.0,1031
BAB_RS25940,BME_RS10035,99.582,239,1,0,1,239,1,239,3.50e-177,483
BAB_RS25945,BME_RS10030,99.810,1052,2,0,1,1052,1,1052,0.0,2083
BAB_RS25950,BME_RS10025,99.407,1180,7,0,1,1180,1,1180,0.0,2364
BAB_RS25955,BME_RS10020,100.000,107,0,0,1,107,1,107,5.45e-76,216
BAB_RS25960,BME_RS10015,100.000,442,0,0,1,442,1,442,0.0,894
BAB_RS25965,BME_RS10010,99.668,301,1,0,1,301,1,301,0.0,616
BAB_RS25970,BME_RS10005,98.566,279,4,0,1,279,1,279,0.0,554
BAB_RS25975,BME_RS10000,100.000,155,0,0,1,155,1,155,1.79e-113,315
BAB_RS25980,BME_RS09995,99.507,406,2,0,1,406,1,406,0.0,832
BAB_RS25985,BME_RS09990,100.000,222,0,0,1,222,1,222,1.50e-162,444
BAB_RS25990,BME_RS09985,99.526,211,1,0,1,211,1,211,1.05e-156,429
BAB_RS25995,BME_RS09980,99.605,253,1,0,1,253,1,253,0.0,514
BAB_RS26000,BME_RS09975,100.000,99,0,0,50,148,1,99,1.04e-67,197
BAB_RS26005,BME_RS09965,98.701,77,1,0,1,77,307,383,2.07e-46,148
BAB_RS26010,BME_RS09965,98.929,280,3,0,1,280,1,280,0.0,529
BAB_RS26015,BME_RS09960,99.240,263,2,0,1,263,1,263,0.0,534
BAB_RS26025,BME_RS09950,100.000,178,0,0,1,178,1,178,1.52e-130,360
BAB_RS26030,BME_RS09945,99.510,204,1,0,1,204,1,204,5.39e-149,409
BAB_RS26035,BME_RS09940,100.000,66,0,0,1,66,1,66,6.33e-43,129
BAB_RS26040,BME_RS09935,100.000,134,0,0,1,134,1,134,4.10e-96,269
BAB_RS26045,BME_RS09930,99.643,280,1,0,1,280,1,280,0.0,566
BAB_RS26050,BME_RS09925,99.729,369,1,0,1,369,1,369,0.0,761
BAB_RS26055,BME_RS09920,99.254,804,6,0,1,804,1,804,0.0,1610
BAB_RS26060,BME_RS09915,99.390,328,2,0,1,328,1,328,0.0,675
BAB_RS26065,BME_RS09910,99.843,637,1,0,1,637,1,637,0.0,1278
BAB_RS26070,BME_RS09900,99.735,377,1,0,1,377,1,377,0.0,767
BAB_RS26075,BME_RS09895,99.497,199,1,0,1,199,1,199,1.34e-147,405
BAB_RS26080,BME_RS09890,99.580,238,1,0,1,238,1,238,6.94e-173,472
BAB_RS26085,BME_RS09885,98.947,95,1,0,1,95,1,95,1.06e-66,192
BAB_RS26090,BME_RS09880,99.656,291,1,0,1,291,1,291,0.0,599
BAB_RS26095,BME_RS09875,99.038,312,3,0,1,312,1,312,0.0,630
BAB_RS26105,BME_RS09870,94.595,111,6,0,1,111,1,111,2.41e-62,209
BAB_RS26110,BME_RS09865,99.029,206,2,0,1,206,1,206,1.28e-156,428
BAB_RS26115,BME_RS09860,99.153,118,1,0,1,118,1,118,1.65e-83,236
BAB_RS26120,BME_RS09855,100.000,138,0,0,1,138,1,138,5.04e-98,274
BAB_RS26125,BME_RS09850,100.000,348,0,0,1,348,1,348,0.0,708
BAB_RS26130,BME_RS09845,99.798,496,1,0,1,496,1,496,0.0,979
BAB_RS26135,BME_RS09840,99.771,436,1,0,1,436,1,436,0.0,872
BAB_RS26140,BME_RS09835,100.000,273,0,0,1,273,1,273,0.0,565
BAB_RS26145,BME_RS09830,100.000,240,0,0,1,240,1,240,6.52e-179,487
BAB_RS26150,BME_RS09825,100.000,228,0,0,1,228,1,228,7.96e-167,456
BAB_RS26155,BME_RS09820,99.706,340,1,0,1,340,1,340,0.0,695
BAB_RS26160,BME_RS09815,98.925,93,1,0,1,93,1,93,2.04e-66,191
BAB_RS26165,BME_RS09810,99.041,417,4,0,1,417,1,417,0.0,845
BAB_RS26170,BME_RS09805,100.000,165,0,0,1,165,1,165,1.19e-122,339
BAB_RS26175,BME_RS09800,100.000,229,0,0,1,229,1,229,1.10e-165,453
BAB_RS26180,BME_RS09795,99.398,166,1,0,1,166,1,166,7.09e-122,337
BAB_RS26185,BME_RS09790,99.625,267,1,0,1,267,1,267,0.0,535
BAB_RS26190,BME_RS09785,99.572,467,2,0,1,467,1,467,0.0,960
BAB_RS26195,BME_RS09780,100.000,24,0,0,1,24,1,24,3.12e-10,57.0
BAB_RS26200,BME_RS09775,100.000,158,0,0,1,158,1,158,1.78e-115,320
BAB_RS26205,BME_RS09770,99.462,372,2,0,1,372,1,372,0.0,742
BAB_RS26210,BME_RS09765,99.812,532,1,0,1,532,1,532,0.0,1044
BAB_RS26215,BME_RS09760,100.000,137,0,0,1,137,1,137,5.43e-100,279
BAB_RS26220,BME_RS09755,99.287,421,3,0,1,421,1,421,0.0,855
BAB_RS26225,BME_RS09750,99.571,233,1,0,1,233,1,233,5.61e-175,477
BAB_RS26230,BME_RS09745,99.543,219,1,0,1,219,1,219,1.36e-158,434
BAB_RS26235,BME_RS09740,100.000,537,0,0,1,537,1,537,0.0,1063
BAB_RS26240,BME_RS09735,100.000,217,0,0,1,217,1,217,1.14e-158,434
BAB_RS26245,BME_RS09730,99.896,959,1,0,1,959,1,959,0.0,1916
BAB_RS26250,BME_RS09725,99.333,150,1,0,1,150,1,150,1.69e-108,302
BAB_RS26255,BME_RS09720,99.691,324,1,0,1,324,1,324,0.0,654
BAB_RS26260,BME_RS09715,100.000,89,0,0,1,89,1,89,1.67e-62,181
BAB_RS26265,BME_RS09710,99.860,714,1,0,1,714,1,714,0.0,1445
BAB_RS26270,BME_RS09705,100.000,341,0,0,1,341,1,341,0.0,689
BAB_RS26280,BME_RS09695,100.000,272,0,0,1,272,1,272,0.0,555
BAB_RS26285,BME_RS09690,99.509,407,2,0,1,407,1,407,0.0,837
BAB_RS26290,BME_RS09685,100.000,172,0,0,1,172,1,172,3.34e-128,353
BAB_RS26295,BME_RS09680,100.000,145,0,0,1,145,1,145,9.75e-107,297
BAB_RS26300,BME_RS09675,98.842,259,3,0,1,259,1,259,0.0,522
BAB_RS26305,BME_RS09670,98.895,181,2,0,1,181,1,181,1.46e-132,365
BAB_RS26310,BME_RS09665,100.000,334,0,0,1,334,1,334,0.0,677
BAB_RS26315,BME_RS09660,99.571,233,1,0,1,233,1,233,9.44e-172,469
BAB_RS26320,BME_RS09655,100.000,290,0,0,1,290,1,290,0.0,598
BAB_RS26325,BME_RS09650,99.138,116,1,0,1,116,1,116,1.43e-78,223
BAB_RS26330,BME_RS09645,99.565,460,2,0,1,460,1,460,0.0,912
BAB_RS26335,BME_RS09640,100.000,59,0,0,1,59,1,59,5.70e-39,119
BAB_RS26340,BME_RS09635,100.000,293,0,0,1,293,1,293,0.0,597
BAB_RS26345,BME_RS09630,99.222,257,2,0,1,257,1,257,0.0,519
BAB_RS26350,BME_RS09620,100.000,88,0,0,1,88,1,88,9.21e-58,169
BAB_RS26375,BME_RS10635,86.667,30,4,0,1,30,1,30,7.42e-09,53.5
BAB_RS26385,BME_RS10625,99.042,313,3,0,1,313,1,313,0.0,614
BAB_RS26390,BME_RS10620,100.000,311,0,0,1,311,1,311,0.0,632
BAB_RS26395,BME_RS10615,85.479,303,0,1,1,259,1,303,5.76e-176,483
BAB_RS26400,BME_RS10610,100.000,359,0,0,1,359,1,359,0.0,696
BAB_RS26405,BME_RS10605,99.044,523,5,0,1,523,1,523,0.0,1033
BAB_RS26410,BME_RS10595,100.000,188,0,0,1,188,1,188,3.79e-136,382
BAB_RS26415,BME_RS10590,100.000,202,0,0,1,202,1,202,2.54e-153,419
BAB_RS26420,BME_RS10585,100.000,246,0,0,1,246,1,246,0.0,494
BAB_RS26425,BME_RS10580,99.612,258,1,0,1,258,1,258,0.0,522
BAB_RS26430,BME_RS10575,100.000,290,0,0,1,290,1,290,0.0,596
BAB_RS26435,BME_RS10570,99.629,539,2,0,1,539,1,539,0.0,1099
BAB_RS26440,BME_RS10565,99.233,391,3,0,1,391,1,391,0.0,798
BAB_RS26445,BME_RS10560,99.552,446,2,0,1,446,1,446,0.0,906
BAB_RS26450,BME_RS10555,100.000,262,0,0,1,262,1,262,0.0,545
BAB_RS26455,BME_RS10550,100.000,269,0,0,1,269,1,269,0.0,545
BAB_RS26460,BME_RS10545,94.681,94,0,1,1,89,1,94,4.94e-55,162
BAB_RS26465,BME_RS10540,96.599,147,5,0,5,151,1,147,3.45e-101,285
BAB_RS26470,BME_RS10535,99.526,211,1,0,1,211,1,211,4.67e-148,407
BAB_RS26475,BME_RS10530,99.593,246,1,0,1,246,1,246,0.0,494
BAB_RS26480,BME_RS16955,99.519,416,2,0,1,416,1,416,0.0,848
BAB_RS26485,BME_RS10515,99.051,316,0,1,1,313,1,316,0.0,588
BAB_RS26490,BME_RS10510,99.507,406,2,0,1,406,1,406,0.0,786
BAB_RS26495,BME_RS10505,100.000,250,0,0,1,250,1,250,0.0,510
BAB_RS26500,BME_RS10500,99.160,238,2,0,1,238,1,238,5.13e-177,482
BAB_RS26505,BME_RS10495,99.375,160,1,0,1,160,1,160,4.98e-115,319
BAB_RS26510,BME_RS10490,99.184,245,2,0,1,245,1,245,0.0,496
BAB_RS26515,BME_RS10485,100.000,250,0,0,1,250,1,250,0.0,493
BAB_RS26520,BME_RS10480,99.863,729,1,0,1,729,1,729,0.0,1483
BAB_RS26525,BME_RS10475,99.287,421,3,0,1,421,1,421,0.0,816
BAB_RS26530,BME_RS10470,100.000,261,0,0,1,261,1,261,0.0,526
BAB_RS26540,BME_RS10460,99.890,905,1,0,1,905,1,905,0.0,1838
BAB_RS26545,BME_RS10455,89.474,114,12,0,41,154,3,116,1.69e-58,174
BAB_RS26550,BME_RS10450,98.507,67,1,0,1,67,1,67,2.73e-45,135
BAB_RS26555,BME_RS10445,100.000,238,0,0,1,238,1,238,8.45e-174,474
BAB_RS26560,BME_RS10440,99.719,356,1,0,1,356,1,356,0.0,707
BAB_RS26565,BME_RS10435,100.000,212,0,0,1,212,1,212,5.54e-158,432
BAB_RS26570,BME_RS10430,100.000,25,0,0,1,25,1,25,3.09e-11,47.0
BAB_RS26575,BME_RS10425,100.000,120,0,0,1,120,1,120,1.08e-85,242
BAB_RS26580,BME_RS10420,99.662,296,1,0,1,296,1,296,0.0,602
BAB_RS26585,BME_RS10415,99.225,258,2,0,1,258,1,258,0.0,511
BAB_RS26590,BME_RS10410,99.698,331,1,0,1,331,1,331,0.0,671
BAB_RS26595,BME_RS10405,100.000,132,0,0,1,132,1,132,3.63e-93,261
BAB_RS26600,BME_RS10400,100.000,156,0,0,1,156,1,156,9.61e-117,323
BAB_RS26605,BME_RS10395,100.000,349,0,0,1,349,1,349,0.0,718
BAB_RS26610,BME_RS10390,99.937,1583,1,0,1,1583,1,1583,0.0,3266
BAB_RS26615,BME_RS10385,100.000,484,0,0,1,484,1,484,0.0,1003
BAB_RS26620,BME_RS10380,100.000,467,0,0,1,467,1,467,0.0,936
BAB_RS26625,BME_RS10375,99.478,383,2,0,1,383,1,383,0.0,773
BAB_RS26630,BME_RS10370,99.419,172,1,0,1,172,1,172,1.04e-125,347
BAB_RS26635,BME_RS10365,99.723,361,1,0,1,361,1,361,0.0,748
BAB_RS26640,BME_RS10360,97.423,388,2,1,1,388,1,380,0.0,758
BAB_RS26645,BME_RS10355,99.649,285,1,0,5,289,1,285,0.0,585
BAB_RS26650,BME_RS10350,100.000,239,0,0,1,239,1,239,0.0,493
BAB_RS26655,BME_RS10345,100.000,57,0,0,1,57,1,57,1.59e-36,113
BAB_RS26660,BME_RS10340,99.135,347,3,0,1,347,1,347,0.0,684
BAB_RS26665,BME_RS10335,99.580,238,1,0,1,238,1,238,4.94e-180,490
BAB_RS26670,BME_RS10330,99.759,831,2,0,1,831,1,831,0.0,1741
BAB_RS26675,BME_RS10325,100.000,116,0,0,1,116,1,116,1.22e-83,236
BAB_RS26680,BME_RS10320,100.000,105,0,0,1,105,1,105,1.52e-72,207
BAB_RS26685,BME_RS10315,99.580,238,1,0,1,238,1,238,8.31e-178,484
BAB_RS26690,BME_RS10310,99.515,412,2,0,1,412,1,412,0.0,844
BAB_RS26695,BME_RS10305,100.000,297,0,0,1,297,1,297,0.0,612
BAB_RS26700,BME_RS10300,99.609,512,2,0,1,512,1,512,0.0,1036
BAB_RS26705,BME_RS10295,100.000,333,0,0,1,333,1,333,0.0,668
BAB_RS26710,BME_RS10290,100.000,155,0,0,1,155,1,155,2.93e-108,301
BAB_RS26715,BME_RS10285,99.695,328,1,0,1,328,1,328,0.0,658
BAB_RS26720,BME_RS10280,99.716,352,1,0,1,352,1,352,0.0,728
BAB_RS26725,BME_RS10275,100.000,126,0,0,1,126,1,126,1.06e-91,257
BAB_RS26730,BME_RS10270,89.781,274,26,2,1,273,1,273,1.87e-174,496
BAB_RS26735,BME_RS10265,98.673,226,3,0,1,226,1,226,2.05e-165,452
BAB_RS26740,BME_RS10260,99.743,389,1,0,1,389,1,389,0.0,799
BAB_RS26745,BME_RS10255,99.516,620,3,0,1,620,1,620,0.0,1274
BAB_RS26750,BME_RS10250,99.597,496,2,0,1,496,1,496,0.0,1003
BAB_RS26755,BME_RS10245,99.387,653,4,0,1,653,1,653,0.0,1298
