Melitensis16M|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS05315,CC_1883,59.355,155,57,1,8,156,16,170,1.78e-44,141
BME_RS05320,CC_1884,70.880,443,129,0,1,443,1,443,0.0,625
BME_RS05325,CC_1885,51.648,182,88,0,2,183,10,191,3.30e-66,199
BME_RS05330,CC_1886,39.130,115,63,3,44,151,105,219,3.43e-22,85.5
BME_RS05335,CC_1887,45.370,108,52,2,30,134,1,104,7.27e-29,99.0
BME_RS05345,CC_2436,65.669,501,156,4,10,499,3,498,0.0,672
BME_RS05350,CC_1964,44.196,448,244,2,9,453,1,445,7.91e-128,376
BME_RS05375,CC_2598,66.807,476,144,4,1,464,1,474,0.0,649
BME_RS05380,CC_1987,33.708,178,105,6,11,186,10,176,2.21e-12,62.0
BME_RS05385,CC_1989,39.640,111,67,0,18,128,7,117,8.49e-18,70.5
BME_RS05390,CC_1991,36.997,373,233,2,86,457,160,531,6.54e-84,274
BME_RS05395,CC_1992,47.872,94,48,1,20,113,10,102,1.64e-27,94.4
BME_RS05400,CC_1993,46.786,280,141,4,5,284,13,284,4.35e-72,221
BME_RS05405,CC_1996,33.091,275,149,6,190,430,334,607,8.18e-33,127
BME_RS05415,CC_1997,33.838,198,130,1,24,220,23,220,5.23e-34,118
BME_RS05420,CC_1998,54.724,254,113,2,1,252,1,254,1.38e-94,276
BME_RS05425,CC_1999,55.439,478,158,3,1,423,1,478,0.0,511
BME_RS05430,CC_2001,51.701,294,114,3,1,268,5,296,1.76e-80,242
BME_RS05435,CC_2002,40.659,91,47,1,3,93,4,87,1.16e-17,74.3
BME_RS05440,CC_2003,53.521,71,22,3,1,61,1,70,1.40e-16,64.3
BME_RS05445,CC_2004,51.515,198,89,1,34,224,11,208,8.09e-59,182
BME_RS05450,CC_2005,47.104,259,123,5,24,273,15,268,1.77e-63,198
BME_RS05455,CC_2006,50.733,341,159,2,1,336,1,337,9.03e-112,325
BME_RS05465,CC_3359,24.916,594,363,23,44,584,37,600,1.13e-23,102
BME_RS05470,CC_2008,52.742,383,177,1,13,395,10,388,1.42e-136,393
BME_RS05475,CC_2009,55.238,105,47,0,4,108,6,110,2.59e-40,126
BME_RS05485,CC_2011,59.302,258,101,2,1,255,1,257,6.27e-109,312
BME_RS05500,CC_2084,48.768,203,91,2,7,209,3,192,3.06e-67,202
BME_RS05505,CC_0424,57.718,149,63,0,1,149,13,161,1.56e-63,189
BME_RS05510,CC_1309,44.127,315,145,6,7,320,8,292,8.87e-60,191
BME_RS05520,CC_1308,48.000,50,26,0,5,54,10,59,9.84e-15,59.3
BME_RS05525,CC_1307,44.828,116,63,1,117,232,56,170,7.73e-25,93.6
BME_RS05530,CC_1306,57.321,321,136,1,18,337,11,331,1.99e-129,370
BME_RS05535,CC_1441,31.276,243,150,5,18,256,29,258,2.14e-32,116
BME_RS05555,CC_1057,40.196,306,169,8,7,303,7,307,4.71e-49,162
BME_RS05560,CC_1418,39.481,347,194,7,6,336,29,375,8.62e-70,219
BME_RS05575,CC_1678,26.263,297,160,10,5,267,3,274,1.60e-11,62.0
BME_RS05580,CC_1678,35.648,432,241,9,13,420,4,422,6.44e-69,221
BME_RS05585,CC_3759,32.047,337,188,6,12,339,15,319,6.34e-38,135
BME_RS05590,CC_2250,29.749,279,189,2,30,307,23,295,5.53e-44,149
BME_RS05595,CC_0101,61.972,213,78,2,6,216,13,224,3.35e-89,259
BME_RS05600,CC_2487,71.824,433,122,0,1,433,1,433,0.0,613
BME_RS05610,CC_2185,46.369,179,92,3,8,184,12,188,1.93e-53,166
BME_RS05620,CC_2490,55.140,107,45,2,1,107,1,104,1.86e-30,101
BME_RS05625,CC_2491,73.663,243,64,0,2,244,3,245,8.51e-138,385
BME_RS05630,CC_2492,53.165,79,37,0,2,80,1,79,1.28e-23,82.4
BME_RS05635,CC_2497,58.605,215,87,1,1,215,1,213,9.14e-89,258
BME_RS05640,CC_3568,30.702,114,69,4,56,162,61,171,2.76e-08,49.3
BME_RS05650,CC_2500,59.756,738,289,6,1,733,1,735,0.0,867
BME_RS05655,CC_2503,44.928,69,38,0,8,76,28,96,1.88e-19,72.4
BME_RS05660,CC_2505,61.000,100,39,0,6,105,11,110,6.25e-44,136
BME_RS05665,CC_1230,29.610,385,233,6,21,387,14,378,8.94e-40,144
BME_RS05670,CC_2252,27.799,259,163,7,15,262,18,263,6.21e-17,75.5
BME_RS05680,CC_2511,74.510,204,52,0,1,204,1,204,2.13e-118,332
BME_RS05700,CC_1926,51.986,1158,522,13,18,1163,8,1143,0.0,1126
BME_RS05705,CC_1929,60.731,219,86,0,6,224,5,223,1.31e-84,248
BME_RS05710,CC_1930,48.826,426,209,5,18,437,4,426,6.90e-137,396
BME_RS05715,CC_1931,66.743,439,145,1,1,439,1,438,0.0,611
BME_RS05720,CC_1932,37.349,83,51,1,1,82,1,83,3.47e-13,56.6
BME_RS05725,CC_1933,52.593,135,61,2,1,134,1,133,3.36e-48,149
BME_RS05730,CC_1934,46.346,561,295,3,1,557,1,559,4.15e-178,511
BME_RS05735,CC_1936,39.431,246,135,4,19,260,15,250,2.29e-35,124
BME_RS05740,CC_1937,47.575,433,221,3,7,435,5,435,2.90e-124,368
BME_RS05745,CC_1938,64.228,492,172,2,6,494,4,494,0.0,635
BME_RS05750,CC_1939,54.839,682,264,8,6,653,8,679,0.0,676
BME_RS05755,CC_1940,77.000,100,23,0,3,102,2,101,2.24e-40,126
BME_RS05760,CC_1941,60.199,201,80,0,5,205,3,203,6.20e-69,206
BME_RS05765,CC_1942,76.250,160,37,1,4,163,5,163,1.84e-89,255
BME_RS05770,CC_1945,61.027,331,96,6,37,347,38,355,1.17e-128,369
BME_RS05775,CC_1946,63.857,700,233,7,1,694,1,686,0.0,863
BME_RS05780,CC_1947,72.477,436,119,1,1,435,4,439,0.0,653
BME_RS05785,CC_1950,55.024,209,83,4,1,206,1,201,1.44e-71,215
BME_RS05790,CC_1952,77.525,396,87,1,1,396,5,398,0.0,650
BME_RS05795,CC_1954,69.886,176,52,1,25,200,23,197,1.24e-90,261
BME_RS05800,CC_1955,87.117,163,21,0,31,193,31,193,1.49e-97,278
BME_RS05805,CC_1956,71.200,125,32,1,1,121,1,125,3.69e-59,175
BME_RS05815,CC_t27,92.000,25,2,0,1,25,1,25,6.46e-12,48.9
BME_RS05845,CC_3595,47.934,121,62,1,1,120,1,121,1.36e-37,120
BME_RS05855,CC_3168,40.235,425,220,4,1,424,1,392,5.79e-96,291
BME_RS05860,CC_3564,50.000,108,52,1,6,111,14,121,1.47e-31,106
BME_RS05870,CC_1376,63.087,149,54,1,3,150,5,153,7.65e-65,192
BME_RS05875,CC_1377,69.427,157,45,2,2,158,4,157,1.27e-76,222
BME_RS05885,CC_1378,61.564,307,117,1,3,309,5,310,4.20e-134,380
BME_RS05890,CC_1374,45.031,322,169,5,18,335,6,323,7.51e-71,222
BME_RS05905,CC_0169,42.073,164,94,1,32,195,24,186,1.03e-38,128
BME_RS05915,CC_2425,38.058,381,226,4,133,511,138,510,3.78e-80,256
BME_RS05920,CC_t19,92.000,25,2,0,1,25,1,25,2.17e-10,45.1
BME_RS05925,CC_3443,51.923,104,50,0,1,104,1,104,1.54e-28,96.7
BME_RS05930,CC_1371,60.674,89,35,0,3,91,3,91,4.52e-37,122
BME_RS05935,CC_1370,60.638,94,37,0,1,94,1,94,6.14e-35,112
BME_RS05940,CC_1369,56.698,321,139,0,2,322,1,321,6.00e-125,358
BME_RS05945,CC_1368,53.191,329,152,2,4,332,7,333,6.37e-125,360
BME_RS05950,CC_1367,29.609,179,105,4,11,184,13,175,3.29e-13,61.6
BME_RS05955,CC_1366,32.051,156,106,0,19,174,18,173,1.62e-23,89.0
BME_RS05960,CC_1365,41.593,113,59,4,51,157,32,143,3.27e-22,84.7
BME_RS05965,CC_1363,70.042,711,206,5,8,716,5,710,0.0,894
BME_RS05970,CC_1360,49.265,136,69,0,20,155,9,144,7.93e-41,132
BME_RS05975,CC_1359,50.685,146,71,1,7,151,4,149,1.28e-44,140
BME_RS05980,CC_0886,40.000,205,112,4,1,199,1,200,1.39e-39,131
BME_RS05985,CC_0885,34.146,287,137,8,70,340,71,321,3.02e-25,101
BME_RS05990,CC_1358,61.290,155,60,0,1,155,1,155,2.17e-70,206
BME_RS05995,CC_1357,70.556,180,53,0,8,187,3,182,3.38e-89,275
BME_RS06000,CC_1511,31.361,338,214,4,85,422,173,492,1.20e-51,178
BME_RS06015,CC_1352,42.012,338,188,6,10,342,6,340,2.57e-66,210
BME_RS06020,CC_1347,59.443,323,128,2,25,345,13,334,3.65e-132,377
BME_RS06030,CC_1572,54.545,242,105,1,3,244,4,240,7.63e-93,271
BME_RS06035,CC_1566,55.322,761,303,5,20,770,23,756,0.0,837
BME_RS06045,CC_1892,63.875,609,198,4,1,591,1,605,0.0,818
BME_RS06050,CC_1704,51.075,372,179,3,1,371,1,370,1.61e-126,367
BME_RS06055,CC_1708,37.288,472,280,5,17,479,10,474,2.33e-80,256
BME_RS06060,CC_1710,59.410,712,284,2,27,734,72,782,0.0,845
BME_RS06075,CC_1439,48.319,238,123,0,29,266,3,240,4.86e-78,233
BME_RS06085,CC_1440,39.535,86,52,0,264,349,86,171,3.79e-15,70.9
BME_RS06095,CC_3019,33.333,117,53,7,140,242,145,250,1.56e-08,50.8
BME_RS06105,CC_1424,46.053,380,199,5,14,389,4,381,2.35e-107,318
BME_RS06200,CC_1389,60.396,101,40,0,1,101,1,101,3.04e-42,131
BME_RS06205,CC_t19,84.000,25,4,0,1,25,1,25,1.75e-08,40.4
BME_RS06220,CC_3076,33.061,245,146,4,5,231,9,253,1.59e-30,110
BME_RS06230,CC_2899,30.814,172,78,6,1,149,1,154,4.34e-08,50.4
BME_RS06235,CC_1711,36.444,225,130,4,11,228,4,222,7.11e-29,105
BME_RS06240,CC_0089,23.196,194,136,4,193,381,155,340,1.30e-10,58.9
BME_RS06245,CC_1703,61.310,336,128,2,11,345,6,340,8.31e-146,413
BME_RS06250,CC_1702,56.383,188,81,1,4,190,5,192,5.60e-65,196
BME_RS06260,CC_0617,23.713,738,468,22,14,704,12,701,9.89e-25,106
BME_RS06270,CC_1096,36.576,257,152,5,1,256,1,247,9.17e-45,150
BME_RS06280,CC_0030,31.250,176,100,7,42,210,60,221,7.86e-23,90.1
BME_RS06285,CC_0147,37.705,183,105,4,3,181,2,179,2.13e-21,84.3
BME_RS06295,CC_0417,54.435,248,110,2,22,267,1,247,8.06e-85,251
BME_RS06300,CC_2881,58.529,639,247,4,54,683,9,638,0.0,746
BME_RS06305,CC_2908,39.024,205,98,6,8,190,3,202,1.49e-25,95.1
BME_RS06315,CC_0016,40.667,150,87,1,9,158,1,148,2.64e-39,127
BME_RS06325,CC_1699,68.613,137,43,0,4,140,3,139,6.41e-65,191
BME_RS06335,CC_1698,47.896,618,311,4,1,615,1,610,0.0,547
BME_RS06345,CC_1693,43.243,148,84,0,2,149,6,153,4.38e-43,137
BME_RS06355,CC_1691,24.928,349,255,4,1,346,1,345,5.64e-21,90.5
BME_RS06360,CC_1690,29.155,367,244,4,6,362,8,368,3.25e-46,158
BME_RS06365,CC_1689,26.248,781,488,20,54,789,71,808,2.17e-65,230
BME_RS06375,CC_1686,52.584,329,150,3,8,335,5,328,1.05e-106,312
BME_RS06380,CC_1685,54.651,258,111,4,19,275,1,253,3.96e-84,249
BME_RS06385,CC_3034,37.255,255,150,5,308,555,181,432,5.14e-47,168
BME_RS06390,CC_0254,38.112,286,173,3,12,295,7,290,5.79e-57,182
BME_RS06395,CC_1541,29.478,536,319,20,3,521,12,505,3.41e-43,158
BME_RS06400,CC_0460,44.200,500,223,8,8,495,3,458,6.30e-126,372
BME_RS06420,CC_3382,37.607,117,66,2,8,121,4,116,7.82e-15,64.3
BME_RS06440,CC_0388,64.027,442,158,1,1,441,1,442,0.0,565
BME_RS06445,CC_0385,34.000,250,158,3,2,251,1,243,3.40e-42,143
BME_RS06450,CC_1451,63.776,196,65,2,9,202,45,236,1.73e-84,248
BME_RS06460,CC_1564,39.344,244,146,2,1,243,8,250,1.10e-50,163
BME_RS06465,CC_1562,54.045,309,128,1,15,309,23,331,8.82e-116,334
BME_RS06470,CC_1560,47.945,219,111,2,11,226,11,229,7.68e-51,162
BME_RS06475,CC_1559,46.124,258,113,1,15,246,20,277,8.21e-75,226
BME_RS06480,CC_1558,64.885,131,46,0,1,131,1,131,1.07e-59,177
BME_RS06500,CC_1411,40.233,430,252,1,7,431,12,441,5.64e-110,329
BME_RS06505,CC_0752,35.354,198,124,1,43,240,18,211,8.18e-30,108
BME_RS06510,CC_1555,65.285,193,65,2,1,192,1,192,3.76e-84,244
BME_RS06515,CC_1553,47.028,757,360,7,1,750,20,742,0.0,664
BME_RS06520,CC_1552,71.233,73,21,0,1,73,1,73,3.30e-31,105
BME_RS06525,CC_1550,63.784,185,65,1,2,186,3,185,7.08e-87,251
BME_RS06530,CC_1549,57.820,211,86,1,3,213,16,223,5.38e-85,248
BME_RS06535,CC_1196,63.758,149,53,1,11,158,3,151,1.26e-64,192
BME_RS06540,CC_1195,54.138,290,131,2,2,291,6,293,2.02e-111,321
BME_RS06545,CC_1194,36.452,620,372,10,64,672,55,663,1.43e-96,310
BME_RS06550,CC_1098,41.176,68,40,0,118,185,157,224,1.02e-11,59.3
BME_RS06580,CC_3006,26.429,280,174,9,50,304,24,296,5.69e-13,65.1
BME_RS06585,CC_2223,27.338,139,100,1,36,174,27,164,6.47e-14,68.9
BME_RS06605,CC_2433,37.500,64,39,1,20,82,26,89,1.24e-10,50.1
BME_RS06620,CC_2434,56.250,240,97,2,5,236,2,241,4.28e-97,280
BME_RS06635,CC_0264,45.194,489,251,8,24,500,1,484,8.11e-133,390
BME_RS06640,CC_1585,29.524,315,197,12,11,311,19,322,5.16e-20,85.9
BME_RS06645,CC_1334,62.923,561,194,4,9,563,6,558,0.0,704
BME_RS06650,CC_1333,43.165,278,135,5,10,285,10,266,7.24e-61,191
BME_RS06660,CC_0093,30.742,283,188,4,26,307,14,289,9.88e-31,114
BME_RS06665,CC_2481,49.040,885,427,9,1,883,1,863,0.0,768
BME_RS06670,CC_2482,38.512,605,342,10,181,769,240,830,1.26e-113,361
BME_RS06680,CC_2753,44.167,840,458,5,116,953,129,959,0.0,611
BME_RS06685,CC_2755,35.579,475,278,8,4,461,2,465,2.44e-66,217
BME_RS06690,CC_2757,64.253,221,79,0,1,221,1,221,1.07e-99,286
BME_RS06695,CC_2758,40.367,545,268,11,4,510,3,528,2.53e-107,327
BME_RS06700,CC_2759,53.030,132,57,2,27,157,22,149,2.93e-36,119
BME_RS06705,CC_2760,48.913,644,325,1,1,640,1,644,0.0,602
BME_RS06710,CC_2761,45.139,144,78,1,23,165,7,150,1.18e-39,129
BME_RS06715,CC_2762,28.895,353,232,6,1,349,2,339,5.29e-21,90.1
BME_RS06725,CC_2765,33.913,460,259,11,1,435,25,464,5.04e-61,202
BME_RS06730,CC_2766,68.981,216,67,0,1,216,1,216,1.98e-102,293
BME_RS06745,CC_2773,41.315,426,233,8,493,911,1,416,3.72e-82,283
BME_RS06750,CC_2775,54.478,134,61,0,7,140,47,180,1.99e-45,144
BME_RS06755,CC_2776,41.958,143,83,0,20,162,14,156,1.04e-29,108
BME_RS06760,CC_2777,45.946,185,93,3,28,208,1,182,1.68e-41,136
BME_RS06775,CC_2781,52.555,137,59,2,1,133,1,135,6.08e-49,150
BME_RS06785,CC_2788,52.174,368,164,6,30,389,78,441,6.45e-115,339
BME_RS06790,CC_2790,52.806,392,170,6,26,416,188,565,1.55e-110,333
BME_RS06800,CC_0252,39.794,583,345,5,97,677,50,628,3.12e-141,426
BME_RS06820,CC_1065,39.216,102,55,2,1,101,1,96,1.80e-18,71.6
BME_RS06830,CC_1063,45.528,246,126,5,314,557,312,551,1.06e-55,195
BME_RS06840,CC_1061,56.028,141,56,2,1,137,1,139,1.15e-50,155
BME_RS06845,CC_2613,34.312,443,265,7,2,427,18,451,1.18e-40,148
BME_RS06850,CC_1059,39.706,136,79,1,99,234,87,219,4.38e-19,80.5
BME_RS06855,CC_1058,37.209,86,54,0,58,143,29,114,3.19e-15,64.7
BME_RS06865,CC_0949,58.140,129,50,2,14,139,49,176,1.11e-46,146
BME_RS06870,CC_0936,53.043,690,323,1,7,696,37,725,0.0,738
BME_RS06880,CC_1777,43.842,203,108,3,2,199,36,237,5.81e-53,167
BME_RS06900,CC_0090,59.794,485,170,3,27,495,25,500,0.0,518
BME_RS06915,CC_2813,34.579,214,115,6,20,219,18,220,1.88e-18,78.2
BME_RS06920,CC_3181,21.905,315,228,7,18,330,24,322,6.39e-10,56.2
BME_RS06930,CC_3363,40.179,112,66,1,10,120,15,126,1.54e-25,90.9
BME_RS06935,CC_2202,48.125,160,75,3,1,153,1,159,9.07e-36,119
BME_RS06945,CC_3123,31.410,156,97,6,30,179,42,193,1.91e-08,49.3
BME_RS06950,CC_2642,41.542,467,267,4,4,466,7,471,4.96e-122,367
BME_RS06955,CC_3141,37.938,485,293,6,2,480,13,495,1.11e-109,331
BME_RS06965,CC_0713,37.963,108,67,0,33,140,325,432,4.64e-20,83.2
BME_RS06970,CC_2053,51.667,60,29,0,2,61,4,63,2.56e-11,60.8
BME_RS06975,CC_1223,27.826,460,300,12,1,440,5,452,1.08e-29,118
BME_RS06985,CC_1630,49.072,377,184,2,15,390,3,372,1.10e-126,367
BME_RS06990,CC_1631,69.801,351,105,1,1,350,1,351,0.0,511
BME_RS06995,CC_0859,28.111,217,146,7,75,284,78,291,1.91e-12,63.9
BME_RS07000,CC_0861,36.441,236,145,2,39,274,42,272,1.18e-34,126
BME_RS07005,CC_0860,41.667,504,278,8,12,504,3,501,2.56e-119,357
BME_RS07015,CC_3617,48.670,376,188,3,13,388,13,383,2.81e-112,330
BME_RS07020,CC_3618,42.442,344,194,4,8,349,6,347,1.31e-70,228
BME_RS07025,CC_0117,27.143,350,234,10,5,338,7,351,1.86e-17,80.9
BME_RS07065,CC_3595,48.760,121,61,1,1,120,1,121,3.35e-38,122
BME_RS07080,CC_3595,41.818,55,30,1,5,57,3,57,7.52e-09,48.5
BME_RS07085,CC_1010,51.003,349,145,4,1,347,1,325,7.08e-123,354
BME_RS07090,CC_1012,47.191,356,182,3,3,352,7,362,4.95e-107,316
BME_RS07095,CC_0635,27.126,247,174,5,15,260,22,263,1.88e-24,95.5
BME_RS07100,CC_0634,41.322,242,138,2,5,243,4,244,2.90e-60,187
BME_RS07110,CC_0279,32.558,172,103,6,68,233,69,233,4.40e-16,73.2
BME_RS07115,CC_2741,70.270,74,22,0,1,74,15,88,9.91e-30,105
BME_RS07140,CC_3210,43.700,373,178,6,261,620,257,610,1.04e-79,261
BME_RS07145,CC_2371,41.228,114,65,1,2,113,4,117,1.73e-17,76.6
BME_RS07150,CC_2620,42.373,118,65,2,1,118,1,115,4.31e-28,96.3
BME_RS07165,CC_0923,45.118,297,156,3,5,299,4,295,5.76e-80,241
BME_RS07185,CC_1471,69.874,873,263,0,2,874,13,885,0.0,1274
BME_RS07190,CC_3424,59.649,114,41,3,1,111,1,112,2.29e-42,132
BME_RS07195,CC_0303,36.538,260,165,0,28,287,87,346,1.70e-48,162
BME_RS07200,CC_0373,48.231,1159,574,8,1,1148,1,1144,0.0,746
BME_RS07205,CC_0375,38.824,170,101,3,50,217,31,199,3.09e-39,131
BME_RS07210,CC_0376,33.793,145,86,3,25,165,41,179,9.50e-14,62.8
BME_RS07215,CC_0377,51.163,344,155,6,7,346,11,345,2.49e-94,282
BME_RS07220,CC_3320,31.282,195,133,1,1,194,1,195,3.84e-25,94.4
BME_RS07225,CC_0378,65.057,352,123,0,21,372,6,357,2.05e-176,492
BME_RS07230,CC_2555,46.286,525,272,4,48,568,99,617,1.45e-139,415
BME_RS07235,CC_2096,29.189,185,117,6,7,184,10,187,6.70e-13,62.8
BME_RS07245,CC_0091,35.745,235,144,4,281,513,552,781,9.16e-37,142
BME_RS07255,CC_3399,52.941,459,215,1,1,458,1,459,3.07e-166,474
BME_RS07260,CC_3398,37.116,423,266,0,1,423,1,423,3.52e-85,264
BME_RS07265,CC_3397,51.596,188,90,1,4,190,5,192,1.34e-61,187
BME_RS07270,CC_0740,33.442,616,349,14,365,946,217,805,4.40e-91,305
BME_RS07275,CC_3395,45.128,195,89,5,13,200,12,195,1.92e-51,161
BME_RS07280,CC_0217,35.238,105,60,3,55,151,37,141,2.09e-11,60.5
BME_RS07285,CC_3394,57.143,161,68,1,1,161,1,160,8.59e-61,182
BME_RS07290,CC_3365,63.768,138,50,0,3,140,4,141,2.50e-61,183
BME_RS07295,CC_3364,54.341,311,141,1,1,310,1,311,2.01e-117,338
BME_RS07300,CC_3361,60.450,311,120,1,5,315,8,315,1.60e-129,370
BME_RS07305,CC_1769,41.410,227,126,4,23,248,1,221,1.06e-41,139
BME_RS07310,CC_3115,48.361,122,62,1,5,125,4,125,4.14e-38,122
BME_RS07315,CC_3402,55.986,284,109,4,8,281,6,283,3.23e-95,280
BME_RS07320,CC_3403,51.099,182,85,2,13,191,3,183,4.24e-62,189
BME_RS07330,CC_3405,54.348,322,125,2,6,305,3,324,1.36e-107,313
BME_RS07335,CC_3406,70.764,537,151,2,16,552,17,547,0.0,734
BME_RS07340,CC_3407,50.943,265,116,5,9,265,9,267,4.64e-76,231
BME_RS07350,CC_3411,59.829,468,188,0,3,470,23,490,0.0,565
BME_RS07355,CC_1681,44.175,206,114,1,12,217,8,212,5.36e-63,192
BME_RS07360,CC_1680,45.091,275,147,2,10,282,21,293,4.87e-60,189
BME_RS07365,CC_1679,44.034,352,181,6,53,393,4,350,3.28e-93,282
BME_RS07370,CC_1678,62.207,426,154,1,1,419,1,426,0.0,555
BME_RS07375,CC_1677,76.923,78,18,0,1,78,1,78,5.33e-37,116
BME_RS07380,CC_1675,69.919,246,73,1,1,245,1,246,8.82e-110,313
BME_RS07385,CC_1674,57.419,310,128,3,1,307,1,309,6.08e-108,314
BME_RS07390,CC_1669,63.025,119,42,1,1,117,1,119,1.18e-47,147
BME_RS07395,CC_1668,92.857,70,5,0,13,82,23,92,4.28e-43,132
BME_RS07405,CC_1667,54.375,160,73,0,1,160,1,160,1.64e-58,179
BME_RS07410,CC_1427,35.905,337,200,6,57,384,79,408,1.32e-61,202
BME_RS07415,CC_1665,53.459,477,220,2,23,498,24,499,1.23e-175,501
BME_RS07420,CC_1660,60.538,446,158,4,1,438,1,436,1.45e-177,502
BME_RS07425,CC_1659,30.769,169,111,3,2,169,3,166,7.69e-10,53.1
BME_RS07430,CC_1658,65.226,486,158,4,14,494,20,499,0.0,657
BME_RS07435,CC_1656,55.760,217,95,1,5,220,9,225,1.95e-82,244
BME_RS07450,CC_1314,42.857,588,327,4,16,598,53,636,1.94e-145,433
BME_RS07465,CC_1313,48.066,181,90,1,4,184,241,417,5.50e-48,159
BME_RS07470,CC_1326,46.247,413,212,5,9,412,4,415,8.71e-115,339
BME_RS07475,CC_1324,51.626,246,110,4,9,251,3,242,3.97e-71,215
BME_RS07480,CC_2068,70.175,627,187,0,6,632,5,631,0.0,879
BME_RS07485,CC_3178,45.017,291,152,6,29,315,2,288,4.32e-75,229
BME_RS07495,CC_1682,56.471,85,37,0,1,85,17,101,6.03e-31,102
BME_RS07505,CC_2070,54.321,81,34,2,2,80,1,80,3.61e-23,81.6
BME_RS07510,CC_2072,45.695,302,154,3,12,313,2,293,1.30e-68,213
BME_RS07515,CC_0887,37.466,371,220,7,6,367,2,369,2.90e-62,202
BME_RS07520,CC_3154,68.044,363,116,0,1,363,1,363,3.72e-177,494
BME_RS07530,CC_0304,28.194,227,150,6,5,218,2,228,1.68e-22,89.0
BME_RS07545,CC_2903,70.588,68,20,0,1,68,1,68,8.48e-33,104
BME_RS07550,CC_1351,33.163,196,117,6,5,194,1,188,4.58e-25,94.0
BME_RS07555,CC_3717,49.606,254,127,1,7,259,19,272,2.71e-90,266
BME_RS07560,CC_2772,42.724,323,153,5,2,312,3,305,2.08e-67,210
BME_RS07570,CC_0918,64.921,191,65,1,13,203,34,222,6.39e-91,263
BME_RS07575,CC_3421,42.216,334,161,5,2,323,7,320,1.13e-74,230
BME_RS07580,CC_0297,55.189,424,187,3,1,422,4,426,2.25e-153,438
BME_RS07585,CC_3285,34.286,140,83,4,215,349,76,211,2.28e-15,72.0
BME_RS07590,CC_3393,51.684,594,258,9,2,585,21,595,4.40e-177,511
BME_RS07595,CC_0397,42.570,249,142,1,1,249,1,248,9.93e-63,194
BME_RS07615,CC_3389,47.391,460,238,2,7,466,1,456,1.20e-143,416
BME_RS07620,CC_3390,50.825,303,137,6,19,320,30,321,2.13e-79,242
BME_RS07625,CC_1342,46.272,778,331,13,1,777,1,692,0.0,603
BME_RS07630,CC_1341,65.292,291,96,3,5,294,7,293,3.64e-140,395
BME_RS07635,CC_1335,29.545,572,373,9,17,574,7,562,4.90e-56,196
BME_RS07640,CC_2113,52.000,325,156,0,12,336,12,336,3.88e-107,313
BME_RS07650,CC_2114,32.911,237,149,5,24,259,18,245,4.03e-24,94.4
BME_RS07655,CC_0450,63.200,375,138,0,22,396,19,393,3.13e-157,459
BME_RS07665,CC_1336,41.608,286,154,7,11,288,8,288,2.63e-50,165
BME_RS07680,CC_1330,55.460,348,153,1,43,388,12,359,8.45e-135,387
BME_RS07685,CC_0379,50.000,182,89,2,34,215,12,191,1.30e-48,155
BME_RS07690,CC_0365,44.231,156,86,1,5,159,14,169,1.46e-15,67.0
BME_RS07695,CC_0366,40.000,160,96,0,41,200,17,176,5.44e-16,69.7
BME_RS07700,CC_0367,60.811,74,29,0,1,74,1,74,2.58e-24,84.0
BME_RS07705,CC_0368,52.610,249,110,3,4,246,3,249,4.07e-77,231
BME_RS07715,CC_2967,57.364,129,54,1,294,422,215,342,6.45e-46,161
BME_RS07720,CC_1476,47.907,430,219,2,14,438,14,443,4.95e-142,410
BME_RS07725,CC_1654,58.628,481,165,4,1,480,1,448,0.0,545
BME_RS07730,CC_1652,30.841,214,137,5,9,216,7,215,4.01e-18,77.4
BME_RS07755,CC_1642,59.649,114,46,0,1,114,17,130,4.63e-47,144
BME_RS07760,CC_0709,53.125,160,75,0,199,358,80,239,3.34e-48,160
BME_RS07765,CC_2402,59.036,166,68,0,20,185,7,172,5.75e-54,185
BME_RS07770,CC_1879,35.374,147,86,3,44,187,85,225,7.17e-24,92.0
BME_RS07785,CC_1401,65.497,513,168,3,9,516,21,529,0.0,700
BME_RS07790,CC_1402,66.387,238,78,2,1,236,1,238,8.17e-112,318
BME_RS07800,CC_1404,44.637,289,157,2,1,287,1,288,7.10e-86,256
BME_RS07805,CC_1405,49.049,473,210,5,11,483,22,463,4.04e-154,446
BME_RS07810,CC_1406,27.778,144,102,2,1,143,8,150,4.13e-11,55.5
BME_RS07815,CC_1407,43.944,710,374,10,32,729,21,718,8.94e-173,511
BME_RS07820,CC_1408,50.000,54,25,1,1,52,1,54,1.62e-12,52.4
BME_RS07830,CC_2616,48.219,421,216,2,6,426,4,422,8.99e-144,414
BME_RS07835,CC_2607,41.320,409,224,3,2,410,3,395,4.77e-108,321
BME_RS07840,CC_2517,33.096,281,181,2,9,289,13,286,2.05e-43,147
BME_RS07845,CC_2617,30.864,324,143,5,22,285,18,320,1.24e-32,119
BME_RS07850,CC_2618,58.094,766,312,5,17,779,16,775,0.0,858
BME_RS07855,CC_2619,51.266,474,220,6,9,479,2,467,3.97e-141,411
BME_RS07865,CC_2605,61.074,298,115,1,1,298,1,297,2.15e-138,397
BME_RS07890,CC_1150,33.500,200,130,1,7,206,2,198,1.46e-30,108
BME_RS07895,CC_1149,27.673,318,196,9,145,442,87,390,1.00e-15,75.5
