C_crescentus|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_1296,BAB_RS28865,47.385,325,171,0,4,328,5,329,8.48e-93,276
CC_1297,BAB_RS28860,38.869,283,161,6,3,281,2,276,1.18e-56,180
CC_1298,BAB_RS28855,56.082,633,274,3,5,635,2,632,0.0,697
CC_1299,BAB_RS28850,61.039,616,224,5,1,610,1,606,0.0,721
CC_1300,BAB_RS28845,45.608,296,158,2,3,296,2,296,1.97e-85,255
CC_1301,BAB_RS28840,52.985,268,123,2,1,267,1,266,7.90e-100,290
CC_1302,BAB_RS24665,64.600,500,174,2,1,499,1,498,0.0,648
CC_1304,BAB_RS18935,49.315,219,111,0,1,219,1,219,2.38e-72,216
CC_1305,BAB_RS18940,35.233,386,223,13,56,425,51,425,3.97e-46,162
CC_1306,BAB_RS20140,57.632,321,135,1,11,331,18,337,1.80e-131,375
CC_1307,BAB_RS20145,44.828,116,63,1,56,170,117,232,4.29e-25,93.6
CC_1308,BAB_RS20150,48.000,50,26,0,10,59,5,54,9.01e-15,59.3
CC_1309,BAB_RS20160,45.079,315,142,6,8,292,7,320,1.49e-58,187
CC_1310,BAB_RS30100,28.531,354,218,11,54,399,47,373,3.19e-33,124
CC_1311,BAB_RS27390,29.722,360,228,8,29,373,6,355,5.65e-37,135
CC_1313,BAB_RS18140,47.802,182,91,1,240,417,3,184,1.02e-56,182
CC_1314,BAB_RS18155,42.687,588,328,4,53,636,16,598,3.10e-153,453
CC_1315,BAB_RS22070,60.588,170,60,2,2,164,4,173,1.14e-76,223
CC_1316,BAB_RS19045,43.458,214,113,3,28,241,2,207,1.24e-54,172
CC_1317,BAB_RS20530,35.981,214,103,6,1,181,1,213,1.03e-24,93.2
CC_1318,BAB_RS20535,36.547,446,265,9,11,452,12,443,7.40e-69,224
CC_1319,BAB_RS20540,43.103,58,32,1,117,174,185,241,1.03e-10,55.5
CC_1320,BAB_RS20545,59.175,921,342,6,1,902,1,906,0.0,1035
CC_1321,BAB_RS17460,31.660,518,302,16,87,577,88,580,1.99e-61,210
CC_1323,BAB_RS31360,24.895,478,325,15,64,521,8,471,1.21e-26,109
CC_1324,BAB_RS18130,52.033,246,109,4,3,242,9,251,3.19e-67,205
CC_1326,BAB_RS18135,46.247,413,212,5,4,415,9,412,3.21e-116,342
CC_1330,BAB_RS17915,56.322,348,152,0,12,359,43,390,2.59e-145,413
CC_1331,BAB_RS17920,35.088,114,67,4,1,113,1,108,2.49e-10,52.8
CC_1332,BAB_RS19120,30.892,314,187,13,211,512,386,681,2.25e-20,91.3
CC_1333,BAB_RS19015,43.728,279,132,6,10,266,10,285,2.95e-69,213
CC_1334,BAB_RS19020,62.745,561,195,4,6,558,9,563,0.0,697
CC_1335,BAB_RS17965,29.815,540,343,10,46,562,48,574,3.53e-62,213
CC_1336,BAB_RS17935,41.259,286,155,7,8,288,11,288,8.17e-50,164
CC_1337,BAB_RS21275,31.579,152,74,6,44,181,12,147,2.94e-10,53.9
CC_1338,BAB_RS24980,48.233,481,189,7,29,505,6,430,5.13e-137,399
CC_1339,BAB_RS20830,62.500,112,42,0,1,112,1,112,1.52e-48,147
CC_1341,BAB_RS17970,65.292,291,96,3,7,293,5,294,2.81e-140,395
CC_1342,BAB_RS17980,46.144,778,332,13,1,692,1,777,0.0,600
CC_1343,BAB_RS31045,38.462,78,46,2,8,84,3,79,5.72e-08,43.5
CC_1346,BAB_RS32150,45.536,112,53,3,3,108,2,111,1.41e-18,72.8
CC_1347,BAB_RS19650,59.443,323,128,2,13,334,25,345,2.81e-132,377
CC_1350,BAB_RS22305,65.067,375,131,0,3,377,9,383,0.0,504
CC_1351,BAB_RS18055,33.163,196,117,6,1,188,5,194,2.63e-25,94.4
CC_1352,BAB_RS19655,42.012,338,188,6,6,340,10,342,7.00e-75,232
CC_1354,BAB_RS22310,58.503,294,121,1,1,294,1,293,9.73e-108,311
CC_1355,BAB_RS17600,60.506,395,155,1,1,395,1,394,7.54e-166,469
CC_1356,BAB_RS18765,53.333,135,63,0,31,165,3,137,2.50e-46,145
CC_1357,BAB_RS19675,70.714,420,122,1,10,428,15,434,0.0,616
CC_1358,BAB_RS19680,61.290,155,60,0,1,155,1,155,1.71e-70,206
CC_1359,BAB_RS19695,50.000,146,72,1,4,149,7,151,6.33e-44,139
CC_1360,BAB_RS19700,49.265,136,69,0,9,144,20,155,5.03e-41,132
CC_1363,BAB_RS19705,70.042,711,206,5,5,710,8,716,0.0,890
CC_1364,BAB_RS29320,26.852,108,76,2,7,114,4,108,3.80e-10,52.0
CC_1365,BAB_RS19710,36.000,150,78,6,6,143,14,157,4.63e-23,86.3
CC_1366,BAB_RS19715,32.051,156,106,0,18,173,19,174,6.98e-24,89.4
CC_1367,BAB_RS19720,30.986,142,95,2,13,151,11,152,1.09e-16,70.9
CC_1368,BAB_RS19725,53.495,329,151,2,7,333,4,332,1.70e-126,363
CC_1369,BAB_RS19730,56.698,321,139,0,1,321,2,322,2.79e-129,369
CC_1370,BAB_RS19735,60.638,94,37,0,1,94,1,94,4.56e-35,112
CC_1371,BAB_RS19740,59.341,91,37,0,1,91,1,91,3.19e-37,122
CC_1374,BAB_RS19780,45.014,351,164,7,6,342,18,353,1.55e-70,221
CC_1376,BAB_RS19800,63.087,149,54,1,5,153,3,150,6.19e-65,192
CC_1377,BAB_RS19795,68.790,157,46,2,4,157,2,158,8.29e-75,217
CC_1378,BAB_RS19785,61.889,307,116,1,5,310,3,309,1.17e-134,381
CC_1382,BAB_RS22110,64.646,396,140,0,1,396,1,396,0.0,563
CC_1383,BAB_RS22105,45.833,432,224,3,7,428,6,437,1.09e-127,373
CC_1384,BAB_RS22100,61.538,312,119,1,6,316,12,323,5.82e-122,350
CC_1385,BAB_RS28100,39.073,302,175,5,30,329,40,334,1.70e-65,207
CC_1386,BAB_RS22090,43.002,593,326,8,14,600,7,593,1.21e-137,410
CC_1387,BAB_RS22065,61.017,59,23,0,1,59,123,181,5.16e-21,77.8
CC_1388,BAB_RS22060,34.711,121,78,1,62,181,32,152,9.52e-22,83.6
CC_1389,BAB_RS19460,60.396,101,40,0,1,101,1,101,2.41e-42,131
CC_1396,BAB_RS27880,34.530,362,215,7,26,371,9,364,1.27e-56,187
CC_1401,BAB_RS17805,65.497,513,168,3,21,529,9,516,0.0,701
CC_1402,BAB_RS17800,66.387,238,78,2,1,238,1,236,2.37e-116,329
CC_1404,BAB_RS17790,44.637,289,157,2,1,288,1,287,6.01e-89,263
CC_1405,BAB_RS17785,48.414,473,213,4,22,463,11,483,8.81e-161,462
CC_1406,BAB_RS17780,27.778,144,102,2,8,150,1,143,3.30e-11,55.5
CC_1407,BAB_RS17775,43.803,710,375,10,21,718,32,729,0.0,535
CC_1409,BAB_RS23450,37.654,162,97,3,57,214,66,227,1.95e-27,101
CC_1410,BAB_RS30760,22.167,203,145,4,11,204,9,207,5.27e-10,54.7
CC_1411,BAB_RS31875,44.027,452,248,2,2,452,1,448,4.25e-128,375
CC_1412,BAB_RS30760,25.701,214,158,1,62,274,10,223,1.06e-10,57.0
CC_1418,BAB_RS20110,40.058,347,192,7,29,375,6,336,3.67e-71,223
CC_1419,BAB_RS27765,62.985,335,119,2,2,336,1,330,1.31e-149,421
CC_1420,BAB_RS27755,34.375,224,141,2,24,243,17,238,3.93e-29,107
CC_1421,BAB_RS27775,79.368,601,123,1,1,600,1,601,0.0,1000
CC_1424,BAB_RS19560,46.053,380,199,5,4,381,14,389,2.23e-111,328
CC_1425,BAB_RS21070,48.421,285,146,1,1,285,1,284,6.08e-98,286
CC_1426,BAB_RS21060,72.171,327,91,0,6,332,4,330,1.21e-177,492
CC_1427,BAB_RS18195,35.608,337,201,6,79,408,57,384,4.97e-61,200
CC_1429,BAB_RS21460,68.182,264,84,0,23,286,13,276,2.47e-121,345
CC_1430,BAB_RS29660,28.328,293,174,14,1,275,1,275,4.00e-15,71.6
CC_1436,BAB_RS30055,50.489,307,148,3,1,304,1,306,1.03e-85,257
CC_1437,BAB_RS29470,51.146,698,321,8,1,686,1,690,0.0,622
CC_1439,BAB_RS19595,48.319,238,123,0,3,240,29,266,3.53e-78,233
CC_1440,BAB_RS29005,57.619,210,88,1,5,213,5,214,2.39e-65,198
CC_1441,BAB_RS29010,37.069,232,141,3,33,261,28,257,3.36e-43,144
CC_1442,BAB_RS19730,28.782,271,156,5,137,390,72,322,1.14e-24,99.8
CC_1448,BAB_RS17710,28.232,379,253,7,17,380,24,398,8.88e-30,117
CC_1451,BAB_RS19215,63.776,196,65,2,45,236,9,202,1.67e-84,248
CC_1452,BAB_RS21030,40.650,123,61,5,164,278,160,278,2.65e-12,62.4
CC_1456,BAB_RS26790,24.051,158,118,1,31,186,51,208,2.29e-08,48.9
CC_1458,BAB_RS31560,30.556,144,92,2,3,139,9,151,7.26e-16,66.6
CC_1459,BAB_RS31565,34.000,100,64,2,15,113,16,114,2.05e-11,53.5
CC_1460,BAB_RS31620,36.170,282,166,2,4,273,3,282,6.31e-35,124
CC_1461,BAB_RS31620,38.380,284,155,4,5,273,3,281,1.19e-35,125
CC_1463,BAB_RS31620,36.678,289,159,7,4,277,3,282,3.14e-36,127
CC_1468,BAB_RS21320,66.071,168,56,1,1,167,1,168,1.09e-66,197
CC_1471,BAB_RS18420,69.989,873,262,0,13,885,2,874,0.0,1287
CC_1473,BAB_RS18120,37.179,78,42,1,56,133,81,151,6.74e-10,54.7
CC_1474,BAB_RS27185,40.268,298,170,5,1,297,2,292,6.47e-60,190
CC_1476,BAB_RS17875,47.907,430,219,2,14,443,14,438,3.07e-145,418
CC_1477,BAB_RS22660,70.229,393,115,2,1,392,1,392,0.0,564
CC_1478,BAB_RS16505,50.927,593,264,6,8,579,9,595,0.0,549
CC_1480,BAB_RS20785,25.287,522,336,10,3,519,5,477,1.23e-34,134
CC_1482,BAB_RS16825,61.269,599,232,0,12,610,14,612,0.0,758
CC_1483,BAB_RS16820,71.717,297,84,0,15,311,10,306,1.78e-153,429
CC_1486,BAB_RS19755,36.000,200,103,8,2,183,318,510,7.42e-28,105
CC_1487,BAB_RS28390,45.905,464,241,6,1,457,20,480,4.68e-132,387
CC_1488,BAB_RS28415,37.000,500,297,9,15,499,15,511,5.41e-99,305
CC_1489,BAB_RS16880,40.762,341,190,5,23,357,6,340,2.68e-77,238
CC_1490,BAB_RS28380,54.167,360,163,2,5,363,1,359,7.39e-134,389
CC_1492,BAB_RS18225,38.710,248,145,3,5,252,2,242,4.79e-47,153
CC_1495,BAB_RS26760,28.500,200,137,2,8,207,8,201,1.90e-17,74.7
CC_1499,BAB_RS17580,39.634,328,163,7,18,344,7,300,5.79e-71,221
CC_1501,BAB_RS33310,36.232,69,42,2,169,236,62,129,1.60e-08,48.9
CC_1503,BAB_RS20760,51.327,113,55,0,8,120,3,115,8.69e-38,121
CC_1508,BAB_RS25295,22.791,430,293,11,23,424,13,431,1.71e-24,101
CC_1511,BAB_RS19670,31.065,338,215,4,173,492,85,422,2.28e-50,174
CC_1512,BAB_RS26755,45.033,151,81,1,65,213,42,192,3.12e-37,133
CC_1515,BAB_RS26125,42.727,330,185,3,1,326,1,330,2.23e-85,258
CC_1516,BAB_RS16475,41.783,572,310,10,214,768,111,676,4.19e-122,382
CC_1518,BAB_RS30685,37.264,212,130,3,3,214,22,230,3.80e-39,135
CC_1521,BAB_RS16030,29.747,158,101,2,17,170,1,152,1.00e-11,61.2
CC_1522,BAB_RS22790,45.771,804,325,16,1,781,1,716,0.0,596
CC_1523,BAB_RS25800,26.341,205,141,5,1,198,1,202,8.25e-13,61.6
CC_1525,BAB_RS22780,48.852,610,298,6,3,603,4,608,0.0,527
CC_1526,BAB_RS22775,39.416,274,162,3,15,285,12,284,2.36e-61,192
CC_1528,BAB_RS22755,53.613,858,332,11,1,803,10,856,0.0,875
CC_1530,BAB_RS22720,47.368,57,30,0,1,57,1,57,3.48e-11,49.3
CC_1533,BAB_RS27470,30.097,206,134,5,4,206,3,201,5.23e-20,80.9
CC_1534,BAB_RS23130,72.000,400,112,0,1,400,1,400,0.0,610
CC_1541,BAB_RS19270,29.478,536,319,20,12,505,3,521,2.64e-43,158
CC_1543,BAB_RS26065,31.313,99,63,2,106,199,137,235,6.37e-08,50.4
CC_1546,BAB_RS22870,23.649,592,314,24,56,617,80,563,8.14e-12,64.7
CC_1547,BAB_RS22845,29.861,288,186,7,89,373,90,364,3.58e-31,119
CC_1548,BAB_RS24745,32.895,152,96,4,10,159,37,184,1.47e-11,57.4
CC_1549,BAB_RS19135,57.820,211,86,1,16,223,3,213,4.31e-85,248
CC_1550,BAB_RS19140,64.324,185,64,1,3,185,2,186,2.93e-88,254
CC_1551,BAB_RS20960,33.735,83,49,2,67,143,60,142,5.32e-10,52.4
CC_1552,BAB_RS19145,67.073,82,24,1,1,82,1,79,6.14e-32,106
CC_1553,BAB_RS19150,47.160,757,359,7,20,742,1,750,0.0,650
CC_1554,BAB_RS25175,34.000,100,62,3,1,96,1,100,3.10e-10,51.6
CC_1555,BAB_RS19155,65.285,193,65,2,1,192,1,192,3.01e-84,244
CC_1557,BAB_RS22625,35.537,242,149,5,1,238,1,239,1.02e-29,108
CC_1558,BAB_RS19185,64.885,131,46,0,1,131,1,131,8.45e-60,177
CC_1559,BAB_RS19190,46.124,258,113,1,20,277,15,246,7.04e-75,226
CC_1560,BAB_RS19195,47.945,219,111,2,11,229,11,226,5.75e-61,188
CC_1562,BAB_RS19200,54.369,309,127,1,23,331,15,309,2.87e-117,338
CC_1564,BAB_RS19205,40.984,244,142,2,8,250,1,243,8.71e-57,178
CC_1566,BAB_RS19635,54.662,783,315,6,1,756,1,770,0.0,834
CC_1569,BAB_RS24270,33.025,324,210,3,1,318,9,331,3.64e-41,143
CC_1570,BAB_RS28295,27.803,223,140,5,12,217,12,230,3.11e-09,53.5
CC_1571,BAB_RS18225,34.524,252,155,5,4,253,1,244,2.79e-36,125
CC_1572,BAB_RS19640,54.545,242,105,1,4,240,3,244,2.16e-92,270
CC_1573,BAB_RS31605,47.297,74,31,2,9,78,12,81,1.14e-18,81.6
CC_1574,BAB_RS20565,41.722,302,143,6,1,284,4,290,2.43e-66,206
CC_1575,BAB_RS29890,32.584,178,97,6,4,177,5,163,9.26e-18,75.1
CC_1576,BAB_RS29885,36.461,373,206,8,91,439,13,378,3.53e-53,179
CC_1577,BAB_RS29895,39.055,402,232,7,7,400,21,417,4.26e-88,270
CC_1579,BAB_RS28905,35.465,172,88,7,16,174,12,173,1.01e-23,88.6
CC_1580,BAB_RS21295,62.583,906,331,4,17,919,12,912,0.0,1144
CC_1581,BAB_RS21285,44.099,161,88,1,1,159,1,161,1.40e-45,144
CC_1582,BAB_RS21275,38.863,211,70,4,8,206,5,168,2.31e-40,134
CC_1583,BAB_RS21275,38.350,206,68,4,1,194,10,168,6.79e-36,122
CC_1584,BAB_RS21275,63.190,163,48,1,4,154,5,167,4.43e-68,201
CC_1585,BAB_RS19025,29.430,316,198,11,18,322,10,311,6.95e-19,82.4
CC_1587,BAB_RS21270,68.333,360,107,3,1,360,1,353,3.55e-175,488
CC_1588,BAB_RS21265,60.784,357,139,1,4,360,6,361,2.76e-160,451
CC_1592,BAB_RS16955,28.214,599,378,13,32,609,160,727,2.60e-44,166
CC_1594,BAB_RS18995,28.014,282,183,8,623,889,497,773,1.68e-22,99.8
CC_1595,BAB_RS18935,38.053,226,126,4,32,253,2,217,4.85e-38,130
CC_1596,BAB_RS16430,59.712,278,112,0,40,317,5,282,1.79e-114,329
CC_1597,BAB_RS16435,72.727,242,66,0,37,278,38,279,4.54e-115,330
CC_1598,BAB_RS16440,59.929,282,111,1,21,300,1,282,5.09e-117,340
CC_1603,BAB_RS16145,29.881,589,369,11,72,628,63,639,3.31e-57,201
CC_1604,BAB_RS16150,30.361,415,267,6,1002,1398,1169,1579,2.54e-34,140
CC_1605,BAB_RS31010,30.000,220,122,10,96,291,68,279,3.89e-11,60.8
CC_1607,BAB_RS16905,31.911,492,266,16,6,460,7,466,2.96e-47,167
CC_1613,BAB_RS29505,65.385,104,36,0,6,109,9,112,4.87e-50,151
CC_1614,BAB_RS28995,49.454,366,164,5,14,370,139,492,1.22e-108,325
CC_1615,BAB_RS28990,54.680,203,87,1,28,225,38,240,3.29e-75,224
CC_1616,BAB_RS22360,28.682,129,88,1,117,245,435,559,7.38e-08,50.4
CC_1617,BAB_RS30375,67.152,481,155,1,7,484,14,494,0.0,636
CC_1618,BAB_RS25100,46.296,108,57,1,25,131,30,137,2.75e-26,92.8
CC_1619,BAB_RS30345,47.100,431,217,3,1,422,1,429,1.29e-114,339
CC_1620,BAB_RS30330,66.536,511,171,0,10,520,10,520,0.0,710
CC_1621,BAB_RS30110,27.200,250,178,3,3,248,1,250,5.94e-15,70.5
CC_1623,BAB_RS22470,32.934,167,83,8,32,192,19,162,2.21e-08,54.3
CC_1627,BAB_RS16880,33.138,341,213,7,2,335,8,340,9.87e-43,147
CC_1630,BAB_RS18640,47.592,353,175,3,29,372,14,365,1.45e-111,327
CC_1631,BAB_RS18635,69.516,351,106,1,1,351,1,350,0.0,509
CC_1632,BAB_RS27165,36.449,107,64,4,1,105,16,120,1.61e-17,69.3
CC_1634,BAB_RS25665,24.370,476,277,15,118,572,77,490,5.61e-22,95.9
CC_1638,BAB_RS25665,25.536,466,246,21,88,505,79,491,9.39e-17,79.3
CC_1642,BAB_RS17840,58.772,114,47,0,17,130,1,114,1.49e-46,143
CC_1643,BAB_RS20845,25.217,230,150,7,30,246,4,224,4.70e-12,60.5
CC_1646,BAB_RS23930,27.344,128,93,0,40,167,40,167,5.63e-13,60.8
CC_1651,BAB_RS17650,57.600,250,105,1,2,250,23,272,2.52e-105,303
CC_1652,BAB_RS17865,32.243,214,134,5,7,215,9,216,8.83e-19,79.0
CC_1654,BAB_RS17870,58.628,481,165,4,1,448,1,480,0.0,545
CC_1656,BAB_RS18170,55.760,217,95,1,9,225,5,220,1.58e-82,244
CC_1657,BAB_RS21120,54.341,311,140,1,22,330,6,316,3.28e-106,310
CC_1658,BAB_RS18175,65.226,486,158,4,20,499,14,494,0.0,632
CC_1659,BAB_RS18180,30.769,169,111,3,3,166,2,169,2.25e-11,57.0
CC_1660,BAB_RS18185,60.538,446,158,4,1,436,1,438,1.48e-180,509
CC_1661,BAB_RS27865,43.631,369,190,5,9,360,21,388,1.02e-86,264
CC_1662,BAB_RS21300,31.034,203,134,3,18,219,10,207,1.69e-23,90.9
CC_1663,BAB_RS24260,29.752,121,84,1,17,136,9,129,2.56e-12,57.4
CC_1665,BAB_RS18190,53.459,477,220,2,24,499,23,498,9.92e-176,501
CC_1666,BAB_RS22470,28.426,197,108,6,20,202,21,198,6.67e-11,62.0
CC_1667,BAB_RS18200,55.000,160,72,0,1,160,1,160,5.30e-60,182
CC_1668,BAB_RS18210,91.892,74,6,0,19,92,9,82,1.63e-45,138
CC_1669,BAB_RS18215,69.474,95,29,0,1,95,1,95,2.32e-45,141
CC_1673,BAB_RS20435,31.210,157,98,3,20,171,1,152,1.06e-17,72.8
CC_1674,BAB_RS18220,59.459,296,116,3,1,295,1,293,2.23e-108,315
CC_1675,BAB_RS18225,69.919,246,73,1,1,246,1,245,9.00e-119,335
CC_1677,BAB_RS18230,76.923,78,18,0,1,78,1,78,4.23e-37,116
CC_1678,BAB_RS18235,62.207,426,154,1,1,426,1,419,0.0,511
CC_1679,BAB_RS18240,48.443,289,145,2,66,350,105,393,1.42e-92,280
CC_1680,BAB_RS18245,44.518,301,157,3,1,293,1,299,5.52e-70,215
CC_1681,BAB_RS18250,44.175,206,114,1,8,212,12,217,4.12e-63,192
CC_1682,BAB_RS18110,56.471,85,37,0,17,101,1,85,6.47e-31,101
CC_1683,BAB_RS29430,38.342,193,110,4,358,541,271,463,8.70e-35,134
CC_1685,BAB_RS19285,55.039,258,110,4,1,253,19,275,7.31e-86,254
CC_1686,BAB_RS19290,52.584,329,150,3,5,328,8,335,9.10e-107,312
CC_1688,BAB_RS25190,35.065,77,49,1,281,356,185,261,1.95e-10,58.5
CC_1689,BAB_RS19300,25.992,781,490,20,71,808,54,789,2.70e-63,224
CC_1690,BAB_RS19305,29.155,367,244,4,8,368,6,362,4.47e-42,147
CC_1691,BAB_RS19310,25.215,349,254,4,1,345,1,346,4.29e-24,99.4
CC_1692,BAB_RS19315,55.694,483,196,9,20,492,22,496,2.30e-165,474
CC_1693,BAB_RS19320,43.243,148,84,0,6,153,2,149,3.57e-43,137
CC_1698,BAB_RS19330,47.504,621,315,4,1,613,1,618,0.0,565
CC_1699,BAB_RS19340,68.613,137,43,0,3,139,4,140,4.48e-65,191
CC_1700,BAB_RS24675,60.465,43,17,0,8,50,6,48,8.89e-12,56.6
CC_1701,BAB_RS22405,34.146,164,108,0,1,164,1,164,2.01e-26,97.8
CC_1702,BAB_RS19415,56.383,188,81,1,5,192,4,190,4.19e-65,196
CC_1703,BAB_RS19420,61.607,336,127,2,6,340,11,345,3.43e-147,416
CC_1704,BAB_RS19620,50.909,385,186,3,1,383,1,384,3.05e-131,379
CC_1705,BAB_RS18995,35.341,249,142,5,183,418,524,766,4.39e-30,122
CC_1708,BAB_RS19615,37.021,470,290,3,7,474,14,479,5.89e-78,249
CC_1710,BAB_RS19610,59.494,711,283,2,73,782,28,734,0.0,845
CC_1711,BAB_RS19425,36.444,225,130,4,4,222,403,620,3.52e-34,125
CC_1720,BAB_RS21465,73.273,550,139,2,1,550,1,542,0.0,810
CC_1721,BAB_RS24420,72.881,59,16,0,1,59,1,59,1.62e-29,95.5
CC_1723,BAB_RS26345,36.585,246,142,4,2,243,6,241,2.21e-46,152
CC_1724,BAB_RS21455,73.585,424,111,1,1,424,1,423,0.0,626
CC_1725,BAB_RS21445,38.462,91,55,1,8,98,15,104,1.43e-12,55.8
CC_1726,BAB_RS21440,68.955,335,103,1,6,339,12,346,3.20e-161,451
CC_1727,BAB_RS21435,64.912,456,151,1,3,449,4,459,0.0,587
CC_1729,BAB_RS21430,56.579,456,161,6,1,428,1,447,2.73e-155,443
CC_1731,BAB_RS21425,54.545,495,186,8,1,465,1,486,8.05e-179,506
CC_1732,BAB_RS24785,37.029,478,272,5,19,474,3,473,2.86e-88,275
CC_1733,BAB_RS17460,24.390,451,292,16,39,466,114,538,2.78e-17,81.3
CC_1734,BAB_RS26590,28.803,309,203,8,52,350,20,321,1.28e-23,96.7
CC_1735,BAB_RS21415,68.308,325,99,1,1,325,1,321,3.80e-174,482
CC_1736,BAB_RS21410,34.815,135,86,1,15,147,15,149,3.86e-24,88.2
CC_1737,BAB_RS21400,50.667,150,74,0,13,162,13,162,1.75e-47,149
CC_1738,BAB_RS21395,43.814,388,205,7,6,381,56,442,2.23e-88,271
CC_1739,BAB_RS21390,48.052,308,151,4,1,308,25,323,9.14e-87,260
CC_1740,BAB_RS21385,46.610,354,182,4,3,351,7,358,4.27e-97,290
CC_1741,BAB_RS21380,55.785,484,191,5,8,473,10,488,0.0,536
CC_1742,BAB_RS21375,38.227,722,419,11,5,714,60,766,4.91e-140,426
CC_1743,BAB_RS21370,62.115,454,170,2,1,453,1,453,0.0,560
CC_1744,BAB_RS27810,47.751,289,143,3,2,287,10,293,1.22e-86,258
CC_1745,BAB_RS21355,79.452,73,15,0,3,75,2,74,6.14e-42,128
CC_1746,BAB_RS21350,57.431,397,158,3,17,405,55,448,4.37e-137,398
CC_1747,BAB_RS21130,53.640,261,109,1,21,269,10,270,1.68e-96,281
CC_1750,BAB_RS22470,27.727,660,392,24,18,650,19,620,1.00e-44,165
CC_1751,BAB_RS22300,59.875,481,189,3,3,480,4,483,0.0,535
CC_1753,BAB_RS16880,36.550,342,207,5,2,343,4,335,1.01e-65,207
CC_1758,BAB_RS16330,36.471,850,512,12,6,838,9,847,1.71e-137,426
CC_1759,BAB_RS16325,55.607,214,95,0,13,226,12,225,5.72e-76,226
CC_1760,BAB_RS16320,44.134,179,100,0,31,209,52,230,5.98e-48,154
CC_1763,BAB_RS21700,37.668,446,272,4,1,444,26,467,1.45e-97,297
CC_1764,BAB_RS23695,28.384,458,214,13,69,520,58,407,6.87e-41,149
CC_1767,BAB_RS16565,42.262,168,96,1,7,174,18,184,1.77e-42,137
CC_1768,BAB_RS16550,26.744,430,293,8,22,438,3,423,1.05e-27,110
CC_1769,BAB_RS29730,55.251,219,98,0,1,219,10,228,1.29e-79,235
CC_1770,BAB_RS16135,51.938,129,51,4,3,129,2,121,4.18e-39,124
CC_1771,BAB_RS16130,56.373,204,89,0,4,207,6,209,1.29e-76,226
CC_1772,BAB_RS31950,72.973,370,100,0,9,378,1,370,0.0,543
CC_1773,BAB_RS16120,54.325,289,115,4,22,301,13,293,1.19e-112,328
CC_1774,BAB_RS28890,37.592,407,251,2,37,442,22,426,1.67e-72,231
CC_1776,BAB_RS24185,28.571,189,126,2,16,200,25,208,8.70e-19,78.6
CC_1777,BAB_RS18750,42.857,203,110,3,36,237,2,199,2.40e-51,162
CC_1787,BAB_RS27895,30.685,365,228,5,10,359,29,383,7.54e-32,120
CC_1788,BAB_RS27905,37.767,1030,622,7,3,1023,5,1024,0.0,712
CC_1792,BAB_RS31820,29.148,223,147,5,29,243,8,227,5.63e-19,84.0
CC_1798,BAB_RS27390,58.355,377,156,1,3,378,4,380,7.57e-166,466
CC_1801,BAB_RS26435,23.585,530,359,16,47,561,39,537,1.16e-21,95.1
CC_1802,BAB_RS27965,37.826,230,117,9,67,277,2,224,1.82e-38,139
CC_1803,BAB_RS26510,31.646,237,147,7,12,239,11,241,2.76e-26,99.4
CC_1805,BAB_RS26090,30.435,253,171,4,6,257,7,255,1.64e-27,105
CC_1806,BAB_RS28450,34.727,311,187,9,5,305,37,341,7.25e-42,147
CC_1807,BAB_RS22305,26.257,358,255,5,2,354,8,361,1.33e-26,106
CC_1808,BAB_RS25640,40.486,247,137,6,7,247,2,244,8.04e-42,140
CC_1809,BAB_RS22470,30.201,149,93,3,82,225,20,162,3.72e-10,60.1
CC_1812,BAB_RS17460,26.394,538,320,14,40,534,77,581,1.78e-40,151
CC_1814,BAB_RS26345,36.047,258,149,5,26,275,8,257,8.22e-39,133
CC_1816,BAB_RS23775,38.115,244,146,4,8,250,17,256,1.15e-38,138
CC_1819,BAB_RS27385,26.244,221,150,5,65,275,42,259,3.71e-13,67.4
CC_1821,BAB_RS20795,45.489,266,140,3,5,268,8,270,4.75e-80,239
CC_1822,BAB_RS20790,48.649,259,133,0,4,262,1,259,3.75e-86,254
CC_1823,BAB_RS20780,36.025,322,188,8,27,336,39,354,1.26e-47,161
CC_1824,BAB_RS20775,54.455,202,89,1,4,202,3,204,2.46e-70,210
CC_1825,BAB_RS20765,61.017,118,46,0,46,163,85,202,1.58e-46,159
CC_1829,BAB_RS16015,51.927,441,207,2,1,436,19,459,3.17e-128,405
CC_1830,BAB_RS29405,32.334,467,266,16,20,445,22,479,1.30e-29,119
CC_1831,BAB_RS31810,42.500,240,122,4,4,243,5,228,5.54e-52,166
CC_1832,BAB_RS29995,30.455,220,147,1,45,264,57,270,6.56e-25,97.1
CC_1833,BAB_RS31805,26.829,164,113,6,131,290,106,266,1.75e-08,52.0
CC_1838,BAB_RS27310,31.538,130,77,5,3,129,75,195,1.46e-10,57.0
CC_1839,BAB_RS25615,40.000,70,41,1,6,75,9,77,6.23e-12,52.4
CC_1841,BAB_RS27130,26.448,397,259,8,5,375,16,405,1.85e-31,119
CC_1842,BAB_RS29325,25.275,455,300,10,5,436,3,440,4.24e-19,85.9
CC_1843,BAB_RS29490,48.804,209,105,1,5,211,4,212,2.01e-62,191
CC_1844,BAB_RS29480,55.202,1163,496,13,8,1153,14,1168,0.0,1238
