O_anthropi|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS13195,OANT_RS13195,100.000,512,0,0,1,512,1,512,0.0,1033
OANT_RS13200,OANT_RS13200,100.000,743,0,0,1,743,1,743,0.0,1515
OANT_RS13205,OANT_RS13205,100.000,84,0,0,1,84,1,84,3.25e-60,175
OANT_RS13210,OANT_RS13210,100.000,401,0,0,1,401,1,401,0.0,811
OANT_RS13215,OANT_RS13215,100.000,161,0,0,1,161,1,161,2.55e-121,335
OANT_RS13220,OANT_RS13220,100.000,138,0,0,1,138,1,138,8.64e-103,287
OANT_RS13225,OANT_RS13225,100.000,233,0,0,1,233,1,233,1.97e-173,473
OANT_RS13230,OANT_RS13230,100.000,154,0,0,1,154,1,154,1.02e-114,318
OANT_RS13235,OANT_RS13235,100.000,105,0,0,1,105,1,105,1.04e-74,213
OANT_RS13240,OANT_RS13240,100.000,135,0,0,1,135,1,135,3.88e-100,280
OANT_RS13245,OANT_RS13245,100.000,124,0,0,1,124,1,124,1.42e-91,257
OANT_RS13250,OANT_RS13250,100.000,269,0,0,1,269,1,269,0.0,562
OANT_RS13255,OANT_RS13255,100.000,385,0,0,1,385,1,385,0.0,763
OANT_RS13260,OANT_RS13260,100.000,397,0,0,1,397,1,397,0.0,782
OANT_RS13265,OANT_RS13265,100.000,343,0,0,1,343,1,343,0.0,704
OANT_RS13270,OANT_RS13270,100.000,76,0,0,1,76,1,76,2.23e-52,155
OANT_RS13275,OANT_RS13275,100.000,255,0,0,1,255,1,255,0.0,505
OANT_RS13280,OANT_RS13280,100.000,389,0,0,1,389,1,389,0.0,802
OANT_RS13285,OANT_RS13285,100.000,644,0,0,1,644,1,644,0.0,1281
OANT_RS13290,OANT_RS13290,100.000,367,0,0,1,367,1,367,0.0,755
OANT_RS13295,OANT_RS13295,100.000,112,0,0,1,112,1,112,3.30e-81,230
OANT_RS13300,OANT_RS13300,100.000,82,0,0,1,82,1,82,7.96e-52,154
OANT_RS13305,OANT_RS13305,100.000,167,0,0,1,167,1,167,3.80e-121,336
OANT_RS13310,OANT_RS13310,100.000,131,0,0,1,131,1,131,3.01e-95,267
OANT_RS13315,OANT_RS13315,100.000,304,0,0,1,304,1,304,0.0,580
OANT_RS13320,OANT_RS13320,100.000,67,0,0,1,67,1,67,2.26e-46,139
OANT_RS13325,OANT_RS13325,100.000,294,0,0,1,294,1,294,0.0,603
OANT_RS13330,OANT_RS13330,100.000,25,0,0,1,25,1,25,1.03e-12,51.2
OANT_RS13335,OANT_RS13335,100.000,101,0,0,1,101,1,101,1.55e-74,213
OANT_RS13340,OANT_RS13340,100.000,25,0,0,1,25,1,25,2.37e-12,50.4
OANT_RS13350,OANT_RS13350,100.000,276,0,0,1,276,1,276,0.0,545
OANT_RS13355,OANT_RS13355,100.000,287,0,0,1,287,1,287,0.0,573
OANT_RS13360,OANT_RS13360,100.000,232,0,0,1,232,1,232,9.17e-171,466
OANT_RS13365,OANT_RS13365,100.000,382,0,0,1,382,1,382,0.0,756
OANT_RS13370,OANT_RS13370,100.000,363,0,0,1,363,1,363,0.0,722
OANT_RS13375,OANT_RS13375,100.000,205,0,0,1,205,1,205,1.80e-149,410
OANT_RS13380,OANT_RS13380,100.000,174,0,0,1,174,1,174,4.53e-124,343
OANT_RS13385,OANT_RS13385,100.000,706,0,0,1,706,1,706,0.0,1467
OANT_RS13390,OANT_RS13390,100.000,281,0,0,1,281,1,281,0.0,545
OANT_RS13395,OANT_RS13395,100.000,290,0,0,1,290,1,290,0.0,594
OANT_RS13400,OANT_RS13400,100.000,155,0,0,1,155,1,155,3.09e-115,320
OANT_RS13405,OANT_RS13405,100.000,225,0,0,1,225,1,225,2.22e-171,468
OANT_RS13410,OANT_RS13410,100.000,199,0,0,1,199,1,199,8.64e-150,410
OANT_RS13415,OANT_RS13415,100.000,390,0,0,1,390,1,390,0.0,797
OANT_RS13420,OANT_RS13420,100.000,291,0,0,1,291,1,291,0.0,592
OANT_RS13425,OANT_RS13425,100.000,213,0,0,1,213,1,213,1.04e-158,434
OANT_RS13430,OANT_RS13430,100.000,271,0,0,1,271,1,271,0.0,557
OANT_RS13435,OANT_RS13435,100.000,669,0,0,1,669,1,669,0.0,1377
OANT_RS13440,OANT_RS13440,100.000,194,0,0,1,194,1,194,1.83e-140,387
OANT_RS13445,OANT_RS13445,100.000,85,0,0,1,85,1,85,1.22e-59,174
OANT_RS13450,OANT_RS13450,100.000,155,0,0,1,155,1,155,5.72e-115,319
OANT_RS13455,OANT_RS13455,100.000,267,0,0,1,267,1,267,0.0,545
OANT_RS13460,OANT_RS13460,100.000,140,0,0,1,140,1,140,1.03e-101,284
OANT_RS13465,OANT_RS13465,100.000,170,0,0,1,170,1,170,7.40e-127,350
OANT_RS13470,OANT_RS13470,100.000,627,0,0,1,627,1,627,0.0,1276
OANT_RS13475,OANT_RS13475,100.000,91,0,0,1,91,1,91,2.96e-59,173
OANT_RS13480,OANT_RS13480,100.000,179,0,0,1,179,1,179,4.57e-130,359
OANT_RS13485,OANT_RS13485,100.000,149,0,0,1,149,1,149,1.37e-110,307
OANT_RS13490,OANT_RS13490,100.000,498,0,0,1,498,1,498,0.0,1004
OANT_RS13495,OANT_RS13495,100.000,402,0,0,1,402,1,402,0.0,803
OANT_RS13500,OANT_RS13500,100.000,362,0,0,1,362,1,362,0.0,734
OANT_RS13505,OANT_RS13505,100.000,779,0,0,1,779,1,779,0.0,1611
OANT_RS13510,OANT_RS13510,100.000,319,0,0,1,319,1,319,0.0,655
OANT_RS13515,OANT_RS13515,100.000,342,0,0,1,342,1,342,0.0,676
OANT_RS13520,OANT_RS13520,100.000,278,0,0,1,278,1,278,0.0,568
OANT_RS13525,OANT_RS13525,100.000,581,0,0,1,581,1,581,0.0,1179
OANT_RS13530,OANT_RS13530,100.000,306,0,0,1,306,1,306,0.0,603
OANT_RS13535,OANT_RS13535,100.000,537,0,0,1,537,1,537,0.0,1100
OANT_RS13540,OANT_RS13540,100.000,162,0,0,1,162,1,162,3.92e-124,343
OANT_RS13545,OANT_RS13545,100.000,505,0,0,1,505,1,505,0.0,1045
OANT_RS13550,OANT_RS13550,100.000,55,0,0,1,55,1,55,3.59e-35,110
OANT_RS13555,OANT_RS13555,100.000,259,0,0,1,259,1,259,0.0,531
OANT_RS13560,OANT_RS13560,100.000,152,0,0,1,152,1,152,6.68e-111,308
OANT_RS13565,OANT_RS13565,100.000,127,0,0,1,127,1,127,7.08e-94,263
OANT_RS13570,OANT_RS13570,100.000,88,0,0,1,88,1,88,6.72e-61,177
OANT_RS13575,OANT_RS13575,100.000,245,0,0,1,245,1,245,1.05e-179,490
OANT_RS13580,OANT_RS13580,100.000,333,0,0,1,333,1,333,0.0,668
OANT_RS13585,OANT_RS13585,100.000,188,0,0,1,188,1,188,4.98e-140,385
OANT_RS13590,OANT_RS13590,100.000,95,0,0,1,95,1,95,1.48e-67,194
OANT_RS13595,OANT_RS13595,100.000,444,0,0,1,444,1,444,0.0,908
OANT_RS13600,OANT_RS13600,100.000,316,0,0,1,316,1,316,0.0,647
OANT_RS13605,OANT_RS13605,100.000,206,0,0,1,206,1,206,3.73e-153,420
OANT_RS13610,OANT_RS13610,100.000,176,0,0,1,176,1,176,6.82e-128,353
OANT_RS13615,OANT_RS13615,100.000,243,0,0,1,243,1,243,0.0,496
OANT_RS13620,OANT_RS13620,100.000,311,0,0,1,311,1,311,0.0,639
OANT_RS13625,OANT_RS13625,100.000,234,0,0,1,234,1,234,2.67e-175,478
OANT_RS13630,OANT_RS13630,100.000,260,0,0,1,260,1,260,0.0,525
OANT_RS13635,OANT_RS13635,100.000,158,0,0,1,158,1,158,2.63e-117,325
OANT_RS13640,OANT_RS13640,100.000,191,0,0,1,191,1,191,3.15e-138,381
OANT_RS13645,OANT_RS13645,100.000,291,0,0,1,291,1,291,0.0,594
OANT_RS13650,OANT_RS13650,100.000,71,0,0,1,71,1,71,7.84e-50,148
OANT_RS13655,OANT_RS13655,100.000,403,0,0,1,403,1,403,0.0,802
OANT_RS13660,OANT_RS13660,100.000,444,0,0,1,444,1,444,0.0,915
OANT_RS13665,OANT_RS13665,100.000,249,0,0,1,249,1,249,0.0,504
OANT_RS13670,OANT_RS13670,100.000,192,0,0,1,192,1,192,2.81e-140,386
OANT_RS13675,OANT_RS13675,100.000,748,0,0,1,748,1,748,0.0,1543
OANT_RS13680,OANT_RS13680,100.000,134,0,0,1,134,1,134,5.14e-94,265
OANT_RS13685,OANT_RS13685,100.000,191,0,0,1,191,1,191,2.07e-140,386
OANT_RS13690,OANT_RS13690,100.000,216,0,0,1,216,1,216,1.02e-163,447
OANT_RS13695,OANT_RS13695,100.000,158,0,0,1,158,1,158,6.42e-116,322
OANT_RS13700,OANT_RS13700,100.000,293,0,0,1,293,1,293,0.0,605
OANT_RS13705,OANT_RS13705,100.000,685,0,0,1,685,1,685,0.0,1387
OANT_RS13710,OANT_RS13710,100.000,219,0,0,1,219,1,219,1.13e-160,440
OANT_RS13715,OANT_RS13715,100.000,211,0,0,1,211,1,211,1.22e-153,421
OANT_RS13720,OANT_RS13720,100.000,372,0,0,1,372,1,372,0.0,748
OANT_RS13725,OANT_RS13725,100.000,30,0,0,1,30,1,30,3.36e-16,60.5
OANT_RS13730,OANT_RS13730,100.000,355,0,0,1,355,1,355,0.0,717
OANT_RS13735,OANT_RS13735,100.000,315,0,0,1,315,1,315,0.0,657
OANT_RS13740,OANT_RS13740,100.000,376,0,0,1,376,1,376,0.0,771
OANT_RS13745,OANT_RS13745,100.000,124,0,0,1,124,1,124,1.95e-86,244
OANT_RS13750,OANT_RS13750,100.000,274,0,0,1,274,1,274,0.0,546
OANT_RS13755,OANT_RS13755,100.000,184,0,0,1,184,1,184,1.57e-136,376
OANT_RS13760,OANT_RS13760,100.000,217,0,0,1,217,1,217,2.27e-156,429
OANT_RS13765,OANT_RS13765,100.000,85,0,0,1,85,1,85,1.15e-59,174
OANT_RS13770,OANT_RS13770,100.000,115,0,0,1,115,1,115,9.00e-81,229
OANT_RS13775,OANT_RS13775,100.000,235,0,0,1,235,1,235,7.05e-178,484
OANT_RS13780,OANT_RS13780,100.000,500,0,0,1,500,1,500,0.0,1038
OANT_RS13785,OANT_RS13785,100.000,337,0,0,1,337,1,337,0.0,688
OANT_RS13790,OANT_RS13790,100.000,568,0,0,1,568,1,568,0.0,1171
OANT_RS13795,OANT_RS13795,100.000,285,0,0,1,285,1,285,0.0,575
OANT_RS13800,OANT_RS13800,100.000,417,0,0,1,417,1,417,0.0,835
OANT_RS13805,OANT_RS13805,100.000,319,0,0,1,319,1,319,0.0,633
OANT_RS13810,OANT_RS13810,100.000,883,0,0,1,883,1,883,0.0,1815
OANT_RS13815,OANT_RS13815,100.000,784,0,0,1,784,1,784,0.0,1610
OANT_RS13820,OANT_RS13820,100.000,980,0,0,1,980,1,980,0.0,1983
OANT_RS13825,OANT_RS13825,100.000,467,0,0,1,467,1,467,0.0,929
OANT_RS13830,OANT_RS13830,100.000,235,0,0,1,235,1,235,1.37e-172,471
OANT_RS13835,OANT_RS13835,100.000,520,0,0,1,520,1,520,0.0,1024
OANT_RS13840,OANT_RS13840,100.000,158,0,0,1,158,1,158,4.87e-112,312
OANT_RS13845,OANT_RS13845,100.000,663,0,0,1,663,1,663,0.0,1312
OANT_RS13850,OANT_RS13850,100.000,165,0,0,1,165,1,165,6.48e-119,330
OANT_RS13855,OANT_RS13855,100.000,379,0,0,1,379,1,379,0.0,752
OANT_RS13860,OANT_RS13860,100.000,150,0,0,1,150,1,150,4.24e-109,304
OANT_RS13865,OANT_RS13865,100.000,436,0,0,1,436,1,436,0.0,871
OANT_RS13870,OANT_RS13870,100.000,230,0,0,1,230,1,230,5.25e-169,462
OANT_RS13875,OANT_RS13875,100.000,98,0,0,1,98,1,98,5.74e-66,191
OANT_RS13880,OANT_RS13880,100.000,128,0,0,1,128,1,128,5.85e-91,256
OANT_RS13885,OANT_RS13885,100.000,104,0,0,1,104,1,104,2.15e-75,215
OANT_RS13890,OANT_RS13890,100.000,724,0,0,1,724,1,724,0.0,1486
OANT_RS13895,OANT_RS13895,100.000,200,0,0,1,200,1,200,1.63e-145,400
OANT_RS13900,OANT_RS13900,100.000,180,0,0,1,180,1,180,1.27e-133,368
OANT_RS13905,OANT_RS13905,100.000,344,0,0,1,344,1,344,0.0,685
OANT_RS13910,OANT_RS13910,100.000,118,0,0,1,118,1,118,7.41e-85,240
OANT_RS13915,OANT_RS13915,100.000,328,0,0,1,328,1,328,0.0,657
OANT_RS13920,OANT_RS13920,100.000,614,0,0,1,614,1,614,0.0,1245
OANT_RS13925,OANT_RS13925,100.000,147,0,0,1,147,1,147,2.76e-106,296
OANT_RS13930,OANT_RS13930,100.000,141,0,0,1,141,1,141,2.09e-103,289
OANT_RS13935,OANT_RS13935,100.000,437,0,0,1,437,1,437,0.0,871
OANT_RS13940,OANT_RS13940,100.000,263,0,0,1,263,1,263,0.0,540
OANT_RS13945,OANT_RS13945,100.000,148,0,0,1,148,1,148,7.92e-106,295
OANT_RS13950,OANT_RS13950,100.000,89,0,0,1,89,1,89,2.96e-62,181
OANT_RS13955,OANT_RS13955,100.000,142,0,0,1,142,1,142,8.74e-105,292
OANT_RS13960,OANT_RS13960,100.000,701,0,0,1,701,1,701,0.0,1448
OANT_RS13965,OANT_RS13965,100.000,112,0,0,1,112,1,112,1.49e-80,229
OANT_RS13970,OANT_RS13970,100.000,562,0,0,1,562,1,562,0.0,1166
OANT_RS13975,OANT_RS13975,100.000,120,0,0,1,120,1,120,1.90e-78,224
OANT_RS13980,OANT_RS13980,100.000,146,0,0,1,146,1,146,5.36e-105,293
OANT_RS13985,OANT_RS13985,100.000,312,0,0,1,312,1,312,0.0,642
OANT_RS13990,OANT_RS13990,100.000,503,0,0,1,503,1,503,0.0,1015
OANT_RS13995,OANT_RS13995,100.000,76,0,0,1,76,1,76,1.09e-52,155
OANT_RS14000,OANT_RS14000,100.000,238,0,0,1,238,1,238,3.09e-180,491
OANT_RS14005,OANT_RS14005,100.000,217,0,0,1,217,1,217,1.25e-160,439
OANT_RS14010,OANT_RS14010,100.000,198,0,0,1,198,1,198,2.72e-147,404
OANT_RS14015,OANT_RS14015,100.000,432,0,0,1,432,1,432,0.0,849
OANT_RS14020,OANT_RS14020,100.000,225,0,0,1,225,1,225,1.10e-163,448
OANT_RS14025,OANT_RS14025,100.000,330,0,0,1,330,1,330,0.0,677
OANT_RS14030,OANT_RS14030,100.000,76,0,0,1,76,1,76,3.86e-52,154
OANT_RS14035,OANT_RS14035,100.000,129,0,0,1,129,1,129,1.37e-91,258
OANT_RS14040,OANT_RS14040,100.000,156,0,0,1,156,1,156,1.98e-112,313
OANT_RS14045,OANT_RS14045,100.000,194,0,0,1,194,1,194,2.25e-141,389
OANT_RS14050,OANT_RS14050,100.000,549,0,0,1,549,1,549,0.0,1138
OANT_RS14055,OANT_RS14055,100.000,487,0,0,1,487,1,487,0.0,994
OANT_RS14060,OANT_RS14195,100.000,362,0,0,1,362,1,362,0.0,697
OANT_RS14070,OANT_RS14070,100.000,216,0,0,1,216,1,216,5.76e-163,445
OANT_RS14075,OANT_RS14075,100.000,459,0,0,1,459,1,459,0.0,942
OANT_RS14080,OANT_RS14080,100.000,260,0,0,1,260,1,260,0.0,519
OANT_RS14085,OANT_RS14085,100.000,471,0,0,1,471,1,471,0.0,967
OANT_RS14090,OANT_RS14090,100.000,474,0,0,1,474,1,474,0.0,961
OANT_RS14105,OANT_RS14105,100.000,292,0,0,1,292,1,292,0.0,595
OANT_RS14110,OANT_RS14110,100.000,358,0,0,1,358,1,358,0.0,741
OANT_RS14115,OANT_RS14115,100.000,184,0,0,1,184,1,184,1.45e-136,376
OANT_RS14120,OANT_RS14120,100.000,293,0,0,1,293,1,293,0.0,600
OANT_RS14125,OANT_RS14125,100.000,278,0,0,1,278,1,278,0.0,578
OANT_RS14140,OANT_RS14140,100.000,129,0,0,1,129,1,129,1.05e-92,261
OANT_RS14145,OANT_RS14145,100.000,114,0,0,1,114,1,114,1.04e-81,232
OANT_RS14150,OANT_RS14150,100.000,516,0,0,1,516,1,516,0.0,1050
OANT_RS14155,OANT_RS14155,100.000,98,0,0,1,98,1,98,6.85e-69,198
OANT_RS14160,OANT_RS14160,100.000,540,0,0,1,540,1,540,0.0,1101
OANT_RS14165,OANT_RS24160,100.000,115,0,0,1,115,1,115,1.77e-81,231
OANT_RS14170,OANT_RS24155,100.000,101,0,0,1,101,1,101,2.71e-71,204
OANT_RS14175,OANT_RS14175,100.000,278,0,0,1,278,1,278,0.0,565
OANT_RS14195,OANT_RS14195,100.000,362,0,0,1,362,1,362,0.0,697
OANT_RS14205,OANT_RS14205,100.000,585,0,0,1,585,1,585,0.0,1207
OANT_RS14210,OANT_RS14210,100.000,561,0,0,1,561,1,561,0.0,1168
OANT_RS14215,OANT_RS14215,100.000,247,0,0,1,247,1,247,0.0,504
OANT_RS14220,OANT_RS14220,100.000,283,0,0,1,283,1,283,0.0,570
OANT_RS14225,OANT_RS14225,100.000,284,0,0,1,284,1,284,0.0,598
OANT_RS14230,OANT_RS24615,100.000,152,0,0,1,152,1,152,9.02e-109,303
OANT_RS14235,OANT_RS14235,100.000,118,0,0,1,118,1,118,2.77e-84,238
OANT_RS14240,OANT_RS14240,100.000,524,0,0,1,524,1,524,0.0,1069
OANT_RS14245,OANT_RS14245,100.000,187,0,0,1,187,1,187,1.40e-140,386
OANT_RS14255,OANT_RS14255,100.000,129,0,0,1,129,1,129,3.98e-90,254
OANT_RS14265,OANT_RS14265,100.000,290,0,0,1,290,1,290,0.0,598
OANT_RS14270,OANT_RS14270,100.000,258,0,0,1,258,1,258,0.0,540
OANT_RS14275,OANT_RS14275,100.000,267,0,0,1,267,1,267,0.0,554
OANT_RS14280,OANT_RS14280,100.000,242,0,0,1,242,1,242,0.0,497
OANT_RS14285,OANT_RS14285,100.000,215,0,0,1,215,1,215,1.18e-162,444
OANT_RS14295,OANT_RS25975,100.000,118,0,0,1,118,1,118,5.74e-86,243
OANT_RS14300,OANT_RS23295,100.000,335,0,0,1,335,1,335,0.0,694
OANT_RS14305,OANT_RS25975,100.000,118,0,0,1,118,1,118,5.74e-86,243
OANT_RS14310,OANT_RS23295,100.000,335,0,0,1,335,1,335,0.0,694
OANT_RS14315,OANT_RS14315,100.000,350,0,0,1,350,1,350,0.0,728
OANT_RS14320,OANT_RS14320,100.000,91,0,0,1,91,1,91,6.21e-67,192
OANT_RS14325,OANT_RS14325,100.000,420,0,0,1,420,1,420,0.0,852
OANT_RS14330,OANT_RS14330,100.000,356,0,0,1,356,1,356,0.0,721
OANT_RS14335,OANT_RS14335,100.000,248,0,0,1,248,1,248,0.0,498
OANT_RS14340,OANT_RS14340,100.000,548,0,0,1,548,1,548,0.0,1087
OANT_RS14345,OANT_RS14345,100.000,470,0,0,1,470,1,470,0.0,963
OANT_RS14350,OANT_RS14350,100.000,228,0,0,1,228,1,228,8.88e-169,461
OANT_RS14355,OANT_RS14355,100.000,1108,0,0,1,1108,1,1108,0.0,2127
OANT_RS14360,OANT_RS14360,100.000,408,0,0,1,408,1,408,0.0,831
OANT_RS14365,OANT_RS14365,100.000,507,0,0,1,507,1,507,0.0,1032
OANT_RS14370,OANT_RS14370,100.000,321,0,0,1,321,1,321,0.0,613
OANT_RS14375,OANT_RS14375,100.000,288,0,0,1,288,1,288,0.0,556
OANT_RS14380,OANT_RS14380,100.000,269,0,0,1,269,1,269,0.0,529
OANT_RS14385,OANT_RS14385,100.000,250,0,0,1,250,1,250,0.0,500
OANT_RS14390,OANT_RS14390,100.000,167,0,0,1,167,1,167,1.71e-120,334
OANT_RS14395,OANT_RS14395,100.000,314,0,0,1,314,1,314,0.0,631
OANT_RS14400,OANT_RS14400,100.000,817,0,0,1,817,1,817,0.0,1673
OANT_RS14405,OANT_RS14405,100.000,290,0,0,1,290,1,290,0.0,586
OANT_RS14410,OANT_RS14410,100.000,665,0,0,1,665,1,665,0.0,1266
OANT_RS14415,OANT_RS14415,100.000,298,0,0,1,298,1,298,0.0,599
OANT_RS14420,OANT_RS14420,100.000,88,0,0,1,88,1,88,1.22e-58,171
OANT_RS14425,OANT_RS14425,100.000,525,0,0,1,525,1,525,0.0,1086
OANT_RS14430,OANT_RS14430,100.000,315,0,0,1,315,1,315,0.0,615
OANT_RS14435,OANT_RS14435,100.000,272,0,0,1,272,1,272,0.0,530
OANT_RS14440,OANT_RS14440,100.000,535,0,0,1,535,1,535,0.0,1085
OANT_RS14445,OANT_RS14445,100.000,668,0,0,1,668,1,668,0.0,1377
OANT_RS14450,OANT_RS14450,100.000,518,0,0,1,518,1,518,0.0,981
OANT_RS14455,OANT_RS14455,100.000,302,0,0,1,302,1,302,0.0,608
OANT_RS14460,OANT_RS14460,100.000,386,0,0,1,386,1,386,0.0,803
OANT_RS14465,OANT_RS14465,100.000,332,0,0,1,332,1,332,0.0,677
OANT_RS14470,OANT_RS14470,100.000,326,0,0,1,326,1,326,0.0,637
OANT_RS14475,OANT_RS14475,100.000,271,0,0,1,271,1,271,0.0,544
OANT_RS14480,OANT_RS14480,100.000,474,0,0,1,474,1,474,0.0,981
OANT_RS14485,OANT_RS14485,100.000,1698,0,0,1,1698,1,1698,0.0,3476
OANT_RS14490,OANT_RS14490,100.000,286,0,0,1,286,1,286,0.0,599
OANT_RS14495,OANT_RS14495,100.000,128,0,0,1,128,1,128,8.04e-95,266
OANT_RS14500,OANT_RS14500,100.000,443,0,0,1,443,1,443,0.0,899
OANT_RS14505,OANT_RS14505,100.000,216,0,0,1,216,1,216,1.02e-159,437
OANT_RS14510,OANT_RS14510,100.000,510,0,0,1,510,1,510,0.0,1031
OANT_RS14515,OANT_RS14515,100.000,286,0,0,1,286,1,286,0.0,585
OANT_RS14520,OANT_RS14520,100.000,284,0,0,1,284,1,284,0.0,578
OANT_RS14525,OANT_RS14525,100.000,349,0,0,1,349,1,349,0.0,720
OANT_RS14530,OANT_RS14530,100.000,362,0,0,1,362,1,362,0.0,733
OANT_RS14535,OANT_RS14535,100.000,299,0,0,1,299,1,299,0.0,583
OANT_RS14540,OANT_RS14540,100.000,276,0,0,1,276,1,276,0.0,552
OANT_RS14545,OANT_RS14545,100.000,375,0,0,1,375,1,375,0.0,766
OANT_RS14550,OANT_RS14550,100.000,326,0,0,1,326,1,326,0.0,649
OANT_RS14555,OANT_RS14555,100.000,501,0,0,1,501,1,501,0.0,1005
OANT_RS14560,OANT_RS14560,100.000,337,0,0,1,337,1,337,0.0,654
OANT_RS14565,OANT_RS14565,100.000,2578,0,0,1,2578,1,2578,0.0,4944
OANT_RS14570,OANT_RS14570,100.000,337,0,0,1,337,1,337,0.0,694
OANT_RS14575,OANT_RS14575,100.000,348,0,0,1,348,1,348,0.0,701
OANT_RS14580,OANT_RS14580,100.000,276,0,0,1,276,1,276,0.0,555
OANT_RS14585,OANT_RS14585,100.000,414,0,0,1,414,1,414,0.0,805
OANT_RS14590,OANT_RS14590,100.000,242,0,0,1,242,1,242,0.0,493
OANT_RS14595,OANT_RS14595,100.000,538,0,0,1,538,1,538,0.0,1089
OANT_RS14605,OANT_RS14605,100.000,439,0,0,1,439,1,439,0.0,899
OANT_RS14610,OANT_RS14610,100.000,317,0,0,1,317,1,317,0.0,643
OANT_RS14615,OANT_RS14615,100.000,424,0,0,1,424,1,424,0.0,877
OANT_RS14620,OANT_RS14620,100.000,212,0,0,1,212,1,212,2.86e-156,428
OANT_RS14625,OANT_RS14625,100.000,382,0,0,1,382,1,382,0.0,774
OANT_RS14630,OANT_RS14630,100.000,336,0,0,1,336,1,336,0.0,699
OANT_RS14635,OANT_RS14635,100.000,278,0,0,1,278,1,278,0.0,556
OANT_RS14640,OANT_RS14640,100.000,344,0,0,1,344,1,344,0.0,645
OANT_RS14645,OANT_RS14645,100.000,347,0,0,1,347,1,347,0.0,664
OANT_RS14650,OANT_RS14650,100.000,332,0,0,1,332,1,332,0.0,678
OANT_RS14655,OANT_RS14655,100.000,285,0,0,1,285,1,285,0.0,582
OANT_RS14670,OANT_RS14670,100.000,424,0,0,1,424,1,424,0.0,864
OANT_RS14675,OANT_RS14675,100.000,291,0,0,1,291,1,291,0.0,604
OANT_RS14680,OANT_RS14680,100.000,117,0,0,1,117,1,117,1.26e-84,239
OANT_RS14685,OANT_RS14685,100.000,559,0,0,1,559,1,559,0.0,1086
OANT_RS14690,OANT_RS14690,100.000,320,0,0,1,320,1,320,0.0,640
OANT_RS14695,OANT_RS14695,100.000,359,0,0,1,359,1,359,0.0,727
OANT_RS14700,OANT_RS14700,100.000,178,0,0,1,178,1,178,1.10e-130,361
OANT_RS14705,OANT_RS14705,100.000,788,0,0,1,788,1,788,0.0,1614
OANT_RS14710,OANT_RS14710,100.000,319,0,0,1,319,1,319,0.0,653
OANT_RS14715,OANT_RS14715,100.000,314,0,0,1,314,1,314,0.0,633
OANT_RS14720,OANT_RS14720,100.000,360,0,0,1,360,1,360,0.0,748
OANT_RS14725,OANT_RS14725,100.000,332,0,0,1,332,1,332,0.0,644
OANT_RS14730,OANT_RS14730,100.000,325,0,0,1,325,1,325,0.0,632
OANT_RS14735,OANT_RS14735,100.000,500,0,0,1,500,1,500,0.0,1015
OANT_RS14740,OANT_RS14740,100.000,337,0,0,1,337,1,337,0.0,682
OANT_RS14745,OANT_RS14745,100.000,235,0,0,1,235,1,235,1.56e-176,481
OANT_RS14750,OANT_RS14750,100.000,190,0,0,1,190,1,190,1.15e-142,392
OANT_RS14755,OANT_RS14755,100.000,410,0,0,1,410,1,410,0.0,794
OANT_RS14760,OANT_RS14760,100.000,319,0,0,1,319,1,319,0.0,644
OANT_RS14765,OANT_RS14765,100.000,253,0,0,1,253,1,253,0.0,511
OANT_RS14770,OANT_RS14770,100.000,215,0,0,1,215,1,215,4.50e-152,418
OANT_RS14775,OANT_RS14775,100.000,219,0,0,1,219,1,219,2.47e-157,431
OANT_RS14780,OANT_RS14780,100.000,257,0,0,1,257,1,257,0.0,524
OANT_RS14785,OANT_RS14785,100.000,546,0,0,1,546,1,546,0.0,1130
OANT_RS14790,OANT_RS14790,100.000,455,0,0,1,455,1,455,0.0,932
OANT_RS14795,OANT_RS14795,100.000,315,0,0,1,315,1,315,0.0,649
OANT_RS14800,OANT_RS14800,100.000,173,0,0,1,173,1,173,6.01e-126,348
OANT_RS14805,OANT_RS14805,100.000,342,0,0,1,342,1,342,0.0,697
OANT_RS14810,OANT_RS14810,100.000,139,0,0,1,139,1,139,9.61e-104,289
OANT_RS14815,OANT_RS14815,100.000,207,0,0,1,207,1,207,4.42e-157,430
OANT_RS14820,OANT_RS14820,100.000,429,0,0,1,429,1,429,0.0,831
OANT_RS14825,OANT_RS14825,100.000,350,0,0,1,350,1,350,0.0,712
OANT_RS14830,OANT_RS14830,100.000,366,0,0,1,366,1,366,0.0,744
OANT_RS14835,OANT_RS14835,100.000,199,0,0,1,199,1,199,2.70e-150,412
OANT_RS14840,OANT_RS14840,100.000,812,0,0,1,812,1,812,0.0,1695
OANT_RS14845,OANT_RS14845,100.000,313,0,0,1,313,1,313,0.0,654
OANT_RS14850,OANT_RS14850,100.000,235,0,0,1,235,1,235,3.84e-174,475
OANT_RS14855,OANT_RS14855,100.000,303,0,0,1,303,1,303,0.0,617
OANT_RS14860,OANT_RS14860,100.000,465,0,0,1,465,1,465,0.0,924
OANT_RS14865,OANT_RS14865,100.000,245,0,0,1,245,1,245,2.19e-177,484
OANT_RS14870,OANT_RS14870,100.000,655,0,0,1,655,1,655,0.0,1290
OANT_RS14875,OANT_RS14875,100.000,32,0,0,1,32,1,32,6.14e-18,65.1
