S_meliloti|Q.,C_crescentus|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc00773,CC_3135,44.828,232,120,4,16,240,59,289,4.09e-60,190
SMc00774,CC_3581,25.983,585,393,14,81,640,69,638,3.56e-45,167
SMc00776,CC_2482,35.000,400,199,10,768,1127,449,827,4.29e-56,207
SMc00778,CC_0094,35.769,260,152,5,3,253,3,256,3.24e-39,135
SMc00779,CC_1219,31.915,423,265,6,8,412,49,466,2.15e-67,218
SMc00780,CC_2352,30.935,278,189,3,2,277,9,285,3.37e-29,110
SMc00781,CC_2274,61.647,498,191,0,1,498,1,498,0.0,642
SMc00783,CC_0877,30.345,145,94,2,199,337,95,238,4.86e-13,65.1
SMc00785,CC_2625,29.771,131,87,2,3,129,2,131,2.84e-12,57.8
SMc00789,CC_2669,38.710,248,134,7,10,251,1,236,1.35e-33,122
SMc00790,CC_2669,40.000,225,127,5,29,251,18,236,2.77e-43,147
SMc00793,CC_2877,26.837,313,219,5,53,364,15,318,2.78e-11,60.8
SMc00794,CC_3477,55.019,269,114,2,1,265,1,266,5.37e-90,265
SMc00808,CC_1097,44.138,435,211,6,32,464,7,411,5.91e-87,270
SMc00810,CC_1614,53.191,329,139,6,94,412,48,371,5.56e-104,311
SMc00811,CC_1615,47.186,231,116,2,1,230,1,226,2.25e-72,218
SMc00812,CC_0113,44.800,125,59,3,2,123,4,121,4.89e-23,84.3
SMc00813,CC_3715,29.697,165,116,0,9,173,35,199,1.77e-21,94.0
SMc00815,CC_1617,67.901,486,150,1,12,497,5,484,0.0,671
SMc00817,CC_3758,30.603,232,148,6,68,290,3,230,9.59e-24,93.6
SMc00818,CC_3697,40.433,277,161,2,1,273,9,285,1.23e-63,200
SMc00820,CC_3510,34.875,281,180,2,5,284,7,285,5.12e-58,186
SMc00825,CC_3414,52.391,460,209,4,1,457,1,453,3.28e-164,468
SMc00826,CC_3415,47.280,239,125,1,7,245,1,238,2.81e-66,202
SMc00828,CC_2271,47.727,132,67,1,20,151,25,154,4.48e-28,100
SMc00829,CC_2813,33.632,223,132,7,26,246,8,216,2.10e-21,87.4
SMc00830,CC_2586,34.132,334,208,6,79,404,55,384,2.19e-41,148
SMc00831,CC_2517,38.276,290,169,3,1,286,1,284,9.88e-61,192
SMc00832,CC_3389,28.178,472,305,12,22,471,1,460,3.73e-38,142
SMc00833,CC_3389,31.500,200,130,1,7,206,41,233,1.58e-15,74.7
SMc00851,CC_1342,47.951,732,330,11,1,721,1,692,0.0,593
SMc00853,CC_3455,40.940,149,80,1,19,159,32,180,5.90e-30,106
SMc00855,CC_1341,65.306,294,94,2,5,297,7,293,6.40e-142,399
SMc00857,CC_0927,31.416,226,141,5,15,230,293,514,1.11e-17,79.7
SMc00858,CC_2114,34.818,247,149,7,29,273,7,243,3.83e-25,97.4
SMc00860,CC_2113,52.308,325,155,0,12,336,12,336,1.03e-106,312
SMc00861,CC_1335,29.431,598,352,15,9,578,7,562,9.03e-53,187
SMc00862,CC_1336,42.321,293,154,6,11,295,8,293,6.95e-55,177
SMc00863,CC_0015,54.913,173,78,0,3,175,10,182,2.74e-62,187
SMc00866,CC_1330,56.897,348,150,0,38,385,12,359,1.08e-136,391
SMc00867,CC_0379,51.099,182,87,2,34,214,11,191,4.60e-51,161
SMc00868,CC_0365,47.170,159,83,1,4,161,11,169,3.02e-17,71.6
SMc00869,CC_0366,38.750,160,98,0,39,198,17,176,2.73e-13,62.4
SMc00870,CC_0367,62.162,74,28,0,1,74,1,74,1.48e-24,84.3
SMc00871,CC_0368,49.407,253,120,3,4,250,3,253,4.75e-73,220
SMc00873,CC_0131,55.096,628,262,6,10,622,74,696,0.0,672
SMc00874,CC_3181,25.152,330,216,11,9,326,12,322,4.50e-19,83.2
SMc00876,CC_2095,46.499,357,163,5,25,368,24,365,7.39e-97,290
SMc00880,CC_0821,46.825,252,128,3,3,254,1,246,1.61e-66,204
SMc00881,CC_0785,40.803,299,161,9,11,301,10,300,4.94e-52,170
SMc00882,CC_0784,48.039,204,102,1,1,204,1,200,2.45e-54,169
SMc00883,CC_0820,28.369,282,198,3,14,294,10,288,6.91e-31,114
SMc00884,CC_1421,44.387,579,293,8,5,559,8,581,9.50e-143,423
SMc00887,CC_3094,38.942,416,254,0,23,438,282,697,1.93e-90,287
SMc00888,CC_2501,43.119,109,62,0,443,551,512,620,1.62e-19,89.0
SMc00892,CC_0301,38.462,312,174,7,20,323,24,325,3.71e-47,159
SMc00894,CC_0302,39.945,363,209,7,9,368,6,362,2.48e-69,223
SMc00895,CC_0307,64.706,68,24,0,8,75,4,71,4.13e-31,101
SMc00896,CC_0308,43.462,260,129,5,15,271,3,247,1.57e-54,174
SMc00897,CC_0309,45.540,426,219,6,30,447,22,442,1.15e-107,323
SMc00898,CC_0204,43.066,548,294,6,7,538,4,549,2.26e-118,362
SMc00900,CC_0639,44.697,132,68,2,1,128,1,131,4.02e-27,94.7
SMc00902,CC_0227,49.735,189,90,4,1,185,1,188,2.94e-56,173
SMc00904,CC_0230,58.228,237,94,1,47,278,35,271,5.66e-92,286
SMc00905,CC_0231,55.782,147,61,2,6,149,12,157,6.17e-38,124
SMc00906,CC_0402,50.955,157,77,0,1,157,1,157,7.04e-53,162
SMc00908,CC_0701,55.041,972,399,14,9,962,10,961,0.0,1031
SMc00909,CC_0703,42.809,299,169,2,14,312,14,310,4.00e-76,233
SMc00910,CC_0705,49.383,243,121,2,11,251,42,284,2.97e-72,222
SMc00912,CC_0686,78.495,93,20,0,5,97,2,94,3.35e-50,150
SMc00913,CC_0685,78.053,524,114,1,1,523,1,524,0.0,800
SMc00914,CC_3525,41.604,399,230,2,5,401,11,408,5.42e-98,295
SMc00915,CC_1316,44.828,58,32,0,5,62,189,246,2.53e-12,55.8
SMc00916,CC_1316,68.508,181,56,1,1,181,14,193,1.08e-82,244
SMc00917,CC_3511,49.345,229,113,2,3,229,5,232,7.59e-54,172
SMc00918,CC_3512,35.714,350,204,10,25,364,37,375,7.18e-28,110
SMc00919,CC_3513,53.737,495,220,5,2,493,5,493,1.58e-170,487
SMc00922,CC_2347,32.727,495,293,12,10,480,7,485,4.94e-67,220
SMc00923,CC_0382,48.168,191,90,3,13,197,4,191,2.60e-53,166
SMc00928,CC_2967,52.713,129,60,1,250,378,215,342,1.13e-41,149
SMc00929,CC_1117,32.095,296,197,4,6,299,27,320,4.78e-38,135
SMc00930,CC_2171,27.948,229,147,4,24,248,317,531,3.80e-16,75.5
SMc00932,CC_0695,53.583,642,254,9,1,604,1,636,0.0,599
SMc00933,CC_2247,46.341,41,22,0,24,64,1,41,1.99e-08,43.1
SMc00936,CC_3105,34.395,314,196,8,4,314,7,313,1.58e-37,135
SMc00939,CC_1329,51.786,56,27,0,1,56,1,56,1.63e-11,57.0
SMc00943,CC_0791,63.959,197,71,0,1,197,1,197,8.89e-91,261
SMc00944,CC_2674,49.593,246,117,5,7,249,5,246,3.69e-73,221
SMc00946,CC_1965,44.008,484,242,13,9,483,5,468,3.66e-89,278
SMc00947,CC_1968,76.786,112,26,0,1,112,1,112,2.00e-59,175
SMc00948,CC_1969,68.308,467,148,0,1,467,1,467,0.0,691
SMc00949,CC_1613,66.972,109,36,0,1,109,1,109,2.02e-52,157
SMc00952,CC_1843,50.739,203,97,2,6,208,9,208,1.90e-62,191
SMc00953,CC_0637,40.476,84,50,0,223,306,252,335,8.58e-14,67.8
SMc00956,CC_2011,46.693,257,128,4,1,250,1,255,2.11e-70,214
SMc00960,CC_3411,61.456,467,177,1,6,469,22,488,0.0,575
SMc00961,CC_3324,33.516,364,216,8,1,353,1,349,4.39e-41,147
SMc00962,CC_2669,36.574,216,124,6,3,206,2,216,8.85e-29,107
SMc00965,CC_0944,28.531,354,236,7,140,478,143,494,2.95e-28,114
SMc00966,CC_2407,44.584,397,185,14,17,388,10,396,1.94e-79,247
SMc00968,CC_3759,29.538,325,195,9,14,320,13,321,1.56e-18,81.6
SMc00969,CC_2072,45.455,297,157,5,11,306,1,293,3.33e-60,191
SMc00970,CC_2070,56.757,74,30,1,1,72,1,74,1.64e-22,80.1
SMc00971,CC_3178,48.582,282,139,5,27,305,9,287,8.71e-84,251
SMc00972,CC_2068,63.924,632,228,0,12,643,5,636,0.0,795
SMc00973,CC_1324,48.988,247,111,5,10,250,5,242,5.96e-63,194
SMc00974,CC_1326,41.163,430,215,7,6,415,4,415,4.74e-96,291
SMc00975,CC_0343,54.501,411,183,2,280,688,183,591,8.70e-129,394
SMc00976,CC_0397,46.614,251,129,4,1,250,1,247,2.15e-62,193
SMc00977,CC_3393,51.864,590,265,7,2,587,21,595,1.43e-177,513
SMc00981,CC_2394,26.102,295,184,9,67,358,46,309,4.78e-13,65.9
SMc00982,CC_3122,29.500,200,129,6,24,215,43,238,7.62e-24,99.4
SMc00984,CC_3390,49.000,300,144,4,22,320,30,321,5.61e-76,233
SMc00985,CC_3389,50.340,441,213,4,47,486,21,456,8.54e-149,430
SMc00988,CC_3421,43.910,312,157,4,8,313,22,321,2.59e-71,221
SMc00989,CC_0351,37.000,100,58,2,166,263,158,254,6.89e-11,57.8
SMc00991,CC_3137,25.816,337,226,7,1,323,20,346,7.14e-30,114
SMc00992,CC_0091,32.867,429,271,6,341,765,375,790,6.03e-72,248
SMc00993,CC_0297,54.374,423,190,3,1,420,4,426,2.58e-149,427
SMc00995,CC_2167,46.479,142,64,4,1,142,1,130,4.25e-37,120
SMc00996,CC_2161,46.075,293,150,2,51,336,46,337,2.55e-78,248
SMc00998,CC_0167,41.379,116,63,1,67,177,146,261,4.39e-25,95.9
SMc01000,CC_2640,31.126,151,103,1,25,175,74,223,1.48e-16,72.8
SMc01001,CC_2627,35.065,231,108,10,20,239,5,204,7.46e-21,84.7
SMc01002,CC_2626,53.237,139,65,0,3,141,17,155,1.05e-45,143
SMc01003,CC_2171,30.824,279,179,7,40,314,318,586,3.05e-27,108
SMc01004,CC_0457,55.285,123,55,0,1,123,1,123,3.08e-44,139
SMc01005,CC_0459,51.185,211,93,2,1,201,1,211,4.57e-73,217
SMc01006,CC_0462,48.529,136,70,0,1,136,1,136,2.74e-38,124
SMc01007,CC_0463,48.529,68,35,0,41,108,12,79,1.90e-17,68.6
SMc01009,CC_2108,35.359,181,109,4,1,178,29,204,1.25e-22,87.0
SMc01010,CC_0464,56.641,655,266,4,6,653,2,645,0.0,769
SMc01012,CC_2653,45.355,183,94,3,8,189,1,178,3.81e-50,157
SMc01015,CC_2323,27.961,304,218,1,10,312,17,320,5.28e-27,107
SMc01017,CC_1995,36.170,141,86,2,13,150,15,154,5.78e-22,83.2
SMc01018,CC_1974,62.737,687,244,8,6,686,15,695,0.0,840
SMc01021,CC_2119,31.016,187,117,5,17,197,4,184,1.13e-16,71.6
SMc01022,CC_3391,33.889,180,108,5,9,180,8,184,6.64e-17,75.1
SMc01023,CC_1893,54.878,246,108,2,6,250,9,252,9.14e-80,238
SMc01024,CC_1719,42.537,134,52,5,4,129,61,177,1.10e-17,73.6
SMc01025,CC_1720,71.455,550,149,2,1,542,1,550,0.0,792
SMc01027,CC_1429,68.992,258,80,0,23,280,29,286,5.16e-121,345
SMc01028,CC_1724,74.824,425,106,1,1,424,1,425,0.0,634
SMc01029,CC_1725,31.395,86,58,1,3,87,9,94,4.52e-08,43.9
SMc01030,CC_1726,69.040,323,99,1,26,348,18,339,1.45e-158,445
SMc01031,CC_1727,64.551,457,153,1,4,460,3,450,0.0,591
SMc01032,CC_1729,56.793,449,171,5,1,447,1,428,1.78e-151,434
SMc01035,CC_1731,55.602,482,195,7,1,480,1,465,0.0,512
SMc01037,CC_1735,69.401,317,94,1,1,314,1,317,2.13e-169,470
SMc01038,CC_1736,39.161,143,82,4,9,149,9,148,1.97e-27,97.1
SMc01039,CC_1737,49.375,160,81,0,1,160,1,160,3.72e-47,148
SMc01040,CC_1738,47.570,391,191,9,31,420,1,378,1.10e-93,284
SMc01041,CC_1739,48.529,272,133,3,33,297,1,272,2.38e-76,234
SMc01042,CC_1740,45.506,356,181,5,15,365,6,353,2.00e-94,284
SMc01043,CC_1741,56.108,483,189,5,6,482,8,473,0.0,542
SMc01044,CC_1742,38.539,698,404,12,54,742,33,714,2.71e-131,403
SMc01045,CC_1743,62.555,454,169,1,1,454,1,453,0.0,558
SMc01047,CC_1744,56.794,287,124,0,1,287,1,287,1.80e-112,323
SMc01048,CC_1745,74.359,78,20,0,2,79,3,80,3.37e-41,127
SMc01049,CC_1746,57.002,407,166,4,51,454,17,417,3.27e-140,406
SMc01050,CC_2729,30.519,308,173,12,11,296,7,295,4.67e-26,103
SMc01051,CC_1747,51.685,267,117,2,10,276,21,275,6.98e-90,265
SMc01053,CC_1118,46.667,270,142,1,214,483,21,288,6.23e-66,212
SMc01090,CC_1478,51.708,644,276,11,4,624,3,634,0.0,570
SMc01091,CC_1836,47.500,40,21,0,1,40,60,99,4.59e-08,42.4
SMc01092,CC_1474,33.562,292,184,4,4,291,13,298,4.87e-42,144
SMc01093,CC_0771,28.767,219,153,2,9,224,120,338,3.24e-18,80.1
SMc01094,CC_0808,33.939,330,209,5,59,385,47,370,5.81e-37,135
SMc01095,CC_0807,42.410,1054,582,10,3,1049,2,1037,0.0,811
SMc01096,CC_0275,55.670,388,155,4,5,392,12,382,1.31e-123,360
SMc01098,CC_2923,39.831,118,69,2,65,181,182,298,2.76e-15,69.7
SMc01099,CC_0278,58.300,247,101,1,1,247,1,245,1.51e-96,280
SMc01100,CC_0279,51.456,309,149,1,3,311,1,308,2.08e-103,302
SMc01101,CC_0272,54.839,155,70,0,18,172,18,172,8.00e-65,194
SMc01103,CC_0950,41.196,301,172,3,2,299,3,301,1.76e-50,166
SMc01104,CC_2281,43.734,798,422,8,1,788,1,781,0.0,536
SMc01105,CC_2615,36.000,275,166,7,1,269,1,271,7.42e-43,147
SMc01106,CC_3592,50.345,145,59,3,1,139,23,160,1.13e-40,130
SMc01108,CC_0049,40.394,203,116,3,33,235,59,256,1.01e-44,148
SMc01109,CC_0050,60.482,415,142,12,2,407,3,404,8.55e-151,431
SMc01110,CC_0051,52.632,133,59,2,3,135,6,134,7.19e-46,143
SMc01111,CC_0052,38.397,474,264,13,31,493,29,485,6.19e-79,254
SMc01112,CC_0053,42.857,252,109,5,89,339,61,278,4.08e-54,178
SMc01113,CC_0054,51.327,113,50,1,51,163,44,151,1.41e-32,110
SMc01114,CC_0055,48.845,303,142,2,39,341,13,302,1.17e-94,281
SMc01115,CC_0056,63.117,385,132,3,19,402,4,379,5.32e-170,483
SMc01117,CC_0058,43.478,138,70,3,27,163,15,145,8.22e-23,85.9
SMc01118,CC_0059,39.252,214,116,6,2,208,1,207,2.25e-28,103
SMc01119,CC_0062,56.614,189,77,4,1,186,35,221,6.86e-68,204
SMc01121,CC_0064,58.790,347,125,1,6,352,13,341,3.83e-143,406
SMc01122,CC_2022,64.062,128,44,2,1,128,1,126,5.16e-50,152
SMc01123,CC_0065,37.859,523,313,5,3,519,31,547,5.65e-92,289
SMc01124,CC_0013,46.189,866,447,8,43,898,45,901,0.0,723
SMc01125,CC_0012,52.323,904,410,11,21,914,10,902,0.0,831
SMc01126,CC_3549,63.852,758,274,0,1,758,1,758,0.0,982
SMc01128,CC_0138,38.182,495,273,13,185,677,18,481,2.43e-74,246
SMc01129,CC_0700,28.859,149,98,5,20,163,19,164,2.33e-11,56.2
SMc01130,CC_1187,50.195,257,127,1,19,275,4,259,2.86e-90,266
SMc01131,CC_1188,49.329,298,140,4,88,381,9,299,4.17e-93,278
SMc01134,CC_3586,60.440,91,36,0,1,91,1,91,3.06e-36,115
SMc01135,CC_0927,34.239,184,111,4,65,242,328,507,4.33e-19,84.7
SMc01136,CC_1168,27.907,172,120,2,43,214,41,208,1.95e-12,60.8
SMc01137,CC_3601,31.452,124,81,3,48,169,36,157,3.60e-13,62.0
SMc01138,CC_3600,61.017,236,92,0,34,269,11,246,1.52e-107,309
SMc01139,CC_3599,50.973,514,218,11,1,503,1,491,1.38e-160,462
SMc01140,CC_3597,39.000,200,112,2,1,190,1,200,8.69e-44,142
SMc01141,CC_3596,42.857,154,88,0,1,154,27,180,1.81e-37,123
SMc01142,CC_0154,47.097,155,78,2,42,195,12,163,2.01e-43,141
SMc01143,CC_0153,49.438,356,171,4,2,357,9,355,8.61e-117,340
SMc01144,CC_0152,62.343,239,89,1,1,239,1,238,3.62e-107,306
SMc01145,CC_3096,29.730,148,80,4,6,129,5,152,4.13e-09,49.3
SMc01146,CC_0146,48.500,200,88,4,5,204,1,185,1.23e-54,170
SMc01147,CC_0145,48.413,378,190,5,18,393,10,384,1.19e-106,316
SMc01149,CC_3077,60.000,150,59,1,12,160,9,158,7.37e-66,195
SMc01150,CC_1329,70.316,411,122,0,1,411,124,534,4.24e-177,502
SMc01151,CC_1329,66.071,56,19,0,1,56,1,56,1.13e-19,80.1
SMc01152,CC_0007,66.667,87,29,0,1,87,1,87,9.23e-35,111
SMc01153,CC_0006,62.257,257,93,2,3,255,4,260,2.56e-96,280
SMc01154,CC_3707,52.000,300,130,3,1,300,29,314,1.25e-101,297
SMc01155,CC_3708,50.988,253,108,4,27,270,7,252,1.82e-78,235
SMc01156,CC_3709,48.401,469,231,5,1,466,1,461,6.53e-147,428
SMc01157,CC_1816,33.198,247,155,4,11,255,11,249,4.81e-25,100
SMc01158,CC_1639,30.000,160,103,2,42,197,336,490,1.78e-09,53.1
SMc01159,CC_2919,27.315,216,133,7,99,297,308,516,4.83e-08,50.8
SMc01160,CC_0132,36.283,113,71,1,23,135,42,153,1.22e-08,48.1
SMc01161,CC_3712,59.194,397,156,5,6,399,18,411,3.89e-150,428
SMc01163,CC_1225,26.398,322,189,10,61,375,86,366,3.12e-23,96.7
SMc01164,CC_1297,34.100,261,169,2,17,274,17,277,3.41e-47,156
SMc01165,CC_1298,52.615,631,297,2,15,644,5,634,0.0,667
SMc01166,CC_1299,62.092,612,230,2,6,617,4,613,0.0,743
SMc01167,CC_0008,38.509,483,263,10,33,503,26,486,1.76e-91,285
SMc01168,CC_3573,42.069,145,84,0,4,148,8,152,1.97e-35,117
SMc01169,CC_3574,65.753,365,125,0,1,365,1,365,5.47e-162,456
SMc01172,CC_1425,48.364,275,141,1,12,285,8,282,8.03e-96,281
SMc01173,CC_2529,26.667,270,161,11,2,248,466,721,2.53e-10,57.0
SMc01174,CC_1426,71.988,332,93,0,16,347,1,332,6.46e-177,491
SMc01175,CC_0511,28.837,215,140,3,13,217,4,215,5.85e-22,89.0
SMc01179,CC_3443,33.663,101,67,0,3,103,1,101,7.89e-08,43.9
SMc01182,CC_2610,32.593,270,98,10,47,258,127,370,1.06e-08,53.5
SMc01183,CC_1902,66.667,240,72,3,1,238,12,245,2.79e-103,296
SMc01184,CC_2518,28.636,440,256,15,80,508,50,442,1.15e-36,138
SMc01185,CC_2518,24.944,449,259,21,59,487,48,438,1.56e-13,69.3
SMc01187,CC_1825,56.098,123,54,0,76,198,48,170,7.67e-42,145
SMc01188,CC_2161,33.585,265,155,5,36,293,51,301,4.15e-31,119
SMc01189,CC_1824,48.341,211,106,1,11,221,1,208,7.35e-65,197
SMc01190,CC_1823,37.386,329,190,6,21,343,14,332,2.38e-51,171
SMc01192,CC_1480,24.000,550,367,11,9,510,6,552,2.09e-33,130
SMc01193,CC_1822,49.225,258,131,0,1,258,4,261,1.54e-83,248
SMc01194,CC_1821,45.185,270,144,2,1,268,1,268,7.25e-77,231
SMc01195,CC_1761,43.939,132,72,1,5,136,5,134,5.86e-30,107
SMc01204,CC_2337,38.021,192,104,4,12,196,17,200,2.58e-26,101
SMc01205,CC_1441,26.562,192,123,3,23,213,30,204,8.89e-15,68.9
SMc01206,CC_1588,62.465,357,133,1,5,360,4,360,1.06e-163,460
SMc01207,CC_1587,66.667,366,114,4,1,360,1,364,1.37e-162,456
SMc01208,CC_1584,64.024,164,47,1,6,169,4,155,6.38e-72,211
SMc01209,CC_1581,41.615,161,92,1,1,161,1,159,6.36e-44,140
SMc01211,CC_2020,29.075,454,295,11,25,466,33,471,1.12e-17,82.0
SMc01212,CC_1281,41.085,387,227,1,11,396,184,570,8.02e-88,275
SMc01214,CC_3029,31.805,349,204,7,1,319,1,345,5.50e-43,149
SMc01215,CC_2900,65.221,1176,313,9,1,1160,1,1096,0.0,1477
SMc01217,CC_3078,30.361,415,270,6,11,422,6,404,2.03e-40,148
SMc01218,CC_2848,67.308,156,51,0,2,157,1,156,7.64e-74,215
SMc01219,CC_1052,29.008,262,157,11,110,350,90,343,3.36e-11,60.5
SMc01220,CC_3173,30.675,163,109,1,171,329,173,335,2.31e-20,87.4
SMc01221,CC_3173,29.864,221,142,5,123,334,127,343,2.24e-16,75.9
SMc01223,CC_2535,39.189,148,90,0,3,150,37,184,2.64e-31,108
SMc01224,CC_2871,66.879,314,100,1,1,314,17,326,4.13e-158,443
SMc01225,CC_2517,31.148,244,161,2,9,252,4,240,2.44e-33,121
SMc01226,CC_3028,33.333,93,50,2,4,96,55,135,2.11e-09,48.5
SMc01227,CC_2129,39.648,227,116,5,1,223,3,212,9.22e-42,147
SMc01229,CC_0935,43.030,165,92,2,3,166,2,165,1.18e-33,114
SMc01230,CC_2416,35.000,120,75,3,83,201,93,210,1.44e-10,57.0
SMc01231,CC_1580,62.528,894,328,3,16,905,17,907,0.0,1123
SMc01232,CC_0106,34.259,216,130,4,1,206,1,214,1.29e-22,88.6
SMc01233,CC_1468,60.000,175,61,2,1,174,1,167,1.43e-62,187
SMc01235,CC_2590,72.141,962,253,3,3,963,4,951,0.0,1399
SMc01236,CC_3109,48.551,276,106,3,2,267,25,274,5.06e-86,255
SMc01237,CC_1889,36.617,609,307,10,537,1119,323,878,1.32e-81,285
SMc01238,CC_2647,24.402,209,131,5,6,203,3,195,4.26e-11,57.0
SMc01242,CC_3502,45.299,117,63,1,209,325,36,151,1.24e-23,92.0
SMc01243,CC_t25,80.000,30,6,0,1,30,1,30,2.81e-13,52.8
SMc01256,CC_3108,54.025,472,201,6,1,466,1,462,1.03e-165,472
SMc01257,CC_1018,26.738,187,133,2,38,224,37,219,1.67e-14,67.4
SMc01260,CC_0081,38.261,115,68,1,3,117,9,120,7.03e-23,84.7
SMc01261,CC_2174,44.138,435,236,4,42,470,55,488,1.01e-119,356
SMc01262,CC_0272,45.390,141,74,1,28,165,32,172,3.11e-39,128
SMc01268,CC_2176,64.840,219,72,1,28,246,5,218,1.41e-91,266
SMc01270,CC_2516,75.200,375,87,1,1,375,1,369,0.0,563
SMc01271,CC_1215,48.966,145,74,0,2,146,5,149,1.05e-43,138
SMc01273,CC_2515,52.518,278,127,3,1,276,3,277,3.63e-95,278
SMc01274,CC_1981,48.780,123,62,1,1,122,1,123,1.70e-30,103
SMc01275,CC_1980,44.860,321,167,3,9,329,11,321,1.20e-87,263
SMc01277,CC_1977,43.478,207,115,2,30,236,11,215,2.89e-51,164
SMc01278,CC_3443,67.647,102,33,0,1,102,1,102,4.54e-43,133
SMc01279,CC_1283,65.525,438,139,3,1,433,1,431,0.0,540
SMc01280,CC_1282,48.124,453,222,7,16,464,29,472,5.75e-119,353
SMc01281,CC_2748,59.609,307,115,4,5,310,12,310,1.40e-129,369
SMc01282,CC_2747,38.830,188,112,3,8,192,53,240,2.45e-31,112
SMc01283,CC_1273,76.613,124,29,0,1,124,1,124,1.25e-68,201
SMc01285,CC_1272,74.184,337,85,1,1,335,1,337,0.0,528
SMc01286,CC_1271,82.946,129,22,0,1,129,1,129,3.66e-78,224
SMc01287,CC_1270,86.885,122,16,0,1,122,1,122,6.54e-73,210
SMc01288,CC_1269,51.309,191,87,1,1,191,1,185,9.19e-62,187
SMc01289,CC_1268,61.991,442,159,6,12,446,1,440,0.0,548
SMc01290,CC_1267,61.745,149,57,0,2,150,3,151,7.56e-59,177
SMc01291,CC_1266,66.667,57,19,0,9,65,5,61,2.85e-22,77.8
SMc01292,CC_1265,73.563,174,45,1,16,188,24,197,1.39e-85,248
SMc01293,CC_1264,63.559,118,38,1,3,120,4,116,7.36e-44,136
SMc01294,CC_1263,55.932,177,78,0,1,177,1,177,2.97e-68,202
SMc01295,CC_1262,65.909,132,45,0,1,132,1,132,7.98e-61,180
SMc01296,CC_1261,66.337,101,34,0,1,101,1,101,4.14e-45,138
SMc01297,CC_1260,75.410,183,45,0,1,183,1,183,2.08e-104,295
SMc01298,CC_1259,61.765,102,37,2,3,103,4,104,8.81e-40,125
SMc01299,CC_1258,80.328,122,24,0,1,122,1,122,3.00e-72,208
SMc01300,CC_1257,62.821,78,29,0,1,78,1,78,1.20e-31,102
SMc01301,CC_1256,66.129,62,21,0,1,62,1,62,1.14e-26,89.0
SMc01302,CC_1255,73.333,135,36,0,1,135,1,135,3.65e-72,209
SMc01303,CC_1254,74.888,223,55,1,1,222,1,223,5.52e-128,359
SMc01304,CC_1253,65.891,129,41,1,1,129,1,126,5.14e-55,165
SMc01305,CC_1252,75.904,83,20,0,1,83,1,83,3.05e-44,135
SMc01306,CC_1251,72.401,279,74,3,1,278,1,277,3.03e-135,380
SMc01307,CC_1250,72.043,93,26,0,5,97,6,98,1.90e-44,136
SMc01308,CC_1249,65.049,206,71,1,1,205,1,206,2.58e-89,258
SMc01309,CC_1248,67.117,222,73,0,2,223,7,228,2.95e-107,306
SMc01310,CC_1247,89.216,102,11,0,1,102,1,102,1.41e-64,187
SMc01311,CC_3199,83.838,396,59,1,1,391,1,396,0.0,655
SMc01312,CC_3200,71.879,697,190,2,1,696,1,692,0.0,1043
SMc01313,CC_3201,75.159,157,38,1,1,156,1,157,2.76e-89,254
SMc01314,CC_3202,82.927,123,21,0,1,123,1,123,1.60e-72,209
SMc01316,CC_0503,70.458,1398,402,5,1,1394,1,1391,0.0,2035
SMc01317,CC_0502,73.719,1366,347,5,1,1364,1,1356,0.0,2065
SMc01318,CC_0497,69.291,127,38,1,1,126,1,127,1.39e-39,126
SMc01319,CC_0496,51.744,172,82,1,1,171,1,172,2.19e-56,172
SMc01320,CC_0640,66.234,231,76,1,1,231,1,229,1.70e-93,271
SMc01321,CC_0641,59.286,140,57,0,1,140,1,140,6.04e-63,186
SMc01322,CC_3205,71.676,173,49,0,4,176,12,184,4.45e-93,266
SMc01323,CC_3206,41.935,62,36,0,3,64,18,79,4.07e-15,60.5
SMc01324,CC_2383,27.551,196,103,6,1,183,1,170,7.58e-12,61.6
SMc01326,CC_3199,83.838,396,59,1,1,391,1,396,0.0,655
SMc01327,CC_1239,43.348,233,121,5,59,285,40,267,2.93e-44,149
SMc01330,CC_1474,34.797,296,187,5,1,293,4,296,6.09e-36,128
SMc01331,CC_1221,58.233,249,104,0,8,256,11,259,8.91e-100,289
SMc01333,CC_1874,63.939,330,119,0,1,330,32,361,6.55e-155,436
SMc01334,CC_1875,48.158,760,351,10,22,779,18,736,0.0,673
SMc01335,CC_1876,36.317,391,218,12,40,422,25,392,5.08e-51,174
SMc01336,CC_1877,59.865,446,165,4,197,636,104,541,3.38e-172,521
SMc01340,CC_2455,43.979,382,200,5,7,384,2,373,2.87e-106,315
SMc01342,CC_1879,32.174,230,152,3,5,234,1,226,5.20e-34,120
SMc01343,CC_1882,55.396,139,62,0,1,139,1,139,1.61e-53,163
SMc01344,CC_1883,56.051,157,65,2,6,158,14,170,1.87e-39,128
SMc01345,CC_1884,70.759,448,130,1,3,449,1,448,0.0,630
SMc01346,CC_1885,54.211,190,87,0,12,201,6,195,1.37e-72,216
SMc01347,CC_1886,39.024,123,66,4,28,143,99,219,4.65e-23,87.8
SMc01348,CC_1887,46.154,104,53,1,31,131,1,104,7.40e-27,93.6
SMc01350,CC_2436,63.655,498,165,3,29,515,6,498,0.0,649
SMc01351,CC_0226,49.412,85,42,1,1,84,42,126,8.25e-24,84.7
