Melitensis16M|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS08810,BME_RS08810,100.000,238,0,0,1,238,1,238,3.34e-178,485
BME_RS08815,BME_RS08815,100.000,356,0,0,1,356,1,356,0.0,710
BME_RS08820,BME_RS08820,100.000,226,0,0,1,226,1,226,4.18e-165,451
BME_RS08825,BME_RS08825,100.000,218,0,0,1,218,1,218,6.84e-157,430
BME_RS08830,BME_RS08830,100.000,330,0,0,1,330,1,330,0.0,673
BME_RS08835,BME_RS08835,100.000,237,0,0,1,237,1,237,3.94e-170,465
BME_RS08840,BME_RS08840,100.000,248,0,0,1,248,1,248,0.0,508
BME_RS08845,BME_RS08845,100.000,165,0,0,1,165,1,165,2.10e-122,338
BME_RS08850,BME_RS08850,100.000,140,0,0,1,140,1,140,2.73e-101,283
BME_RS08855,BME_RS08855,100.000,81,0,0,1,81,1,81,3.09e-57,167
BME_RS08860,BME_RS08860,100.000,154,0,0,1,154,1,154,2.86e-110,306
BME_RS08865,BME_RS08865,100.000,197,0,0,1,197,1,197,2.18e-147,404
BME_RS08870,BME_RS08870,100.000,500,0,0,1,500,1,500,0.0,1019
BME_RS08875,BME_RS08875,100.000,277,0,0,1,277,1,277,0.0,560
BME_RS08880,BME_RS08880,100.000,216,0,0,1,216,1,216,3.81e-160,438
BME_RS08885,BME_RS08885,100.000,240,0,0,1,240,1,240,0.0,492
BME_RS08890,BME_RS08890,100.000,327,0,0,1,327,1,327,0.0,659
BME_RS08895,BME_RS08895,100.000,94,0,0,1,94,1,94,2.06e-65,188
BME_RS08900,BME_RS08900,100.000,107,0,0,1,107,1,107,6.40e-73,208
BME_RS08910,BME_RS08910,100.000,297,0,0,1,297,1,297,0.0,605
BME_RS08915,BME_RS08915,100.000,160,0,0,1,160,1,160,6.69e-115,319
BME_RS08920,BME_RS08920,100.000,281,0,0,1,281,1,281,0.0,582
BME_RS08925,BME_RS08925,100.000,910,0,0,1,910,1,910,0.0,1847
BME_RS08935,BME_RS08935,100.000,352,0,0,1,352,1,352,0.0,711
BME_RS08940,BME_RS08940,100.000,934,0,0,1,934,1,934,0.0,1919
BME_RS08945,BME_RS08945,100.000,529,0,0,1,529,1,529,0.0,1045
BME_RS08950,BME_RS08950,100.000,355,0,0,1,355,1,355,0.0,734
BME_RS08955,BME_RS08955,100.000,179,0,0,1,179,1,179,1.43e-129,357
BME_RS08960,BME_RS08960,100.000,190,0,0,1,190,1,190,3.30e-142,390
BME_RS08965,BME_RS08965,100.000,206,0,0,1,206,1,206,1.23e-154,423
BME_RS08970,BME_RS08970,100.000,164,0,0,1,164,1,164,3.45e-120,332
BME_RS08975,BME_RS08975,100.000,187,0,0,1,187,1,187,1.99e-138,380
BME_RS08980,BME_RS08980,100.000,130,0,0,1,130,1,130,5.78e-97,271
BME_RS08985,BME_RS08985,100.000,122,0,0,1,122,1,122,2.71e-87,246
BME_RS08990,BME_RS08990,100.000,430,0,0,1,430,1,430,0.0,873
BME_RS08995,BME_RS08995,100.000,193,0,0,1,193,1,193,1.62e-140,386
BME_RS09000,BME_RS09000,100.000,663,0,0,1,663,1,663,0.0,1301
BME_RS09005,BME_RS09005,100.000,95,0,0,1,95,1,95,1.11e-65,189
BME_RS09010,BME_RS09010,100.000,370,0,0,1,370,1,370,0.0,759
BME_RS09015,BME_RS09015,100.000,156,0,0,1,156,1,156,3.17e-113,314
BME_RS09020,BME_RS09020,100.000,218,0,0,1,218,1,218,2.54e-160,438
BME_RS09025,BME_RS09025,100.000,278,0,0,1,278,1,278,0.0,583
BME_RS09030,BME_RS09030,100.000,813,0,0,1,813,1,813,0.0,1666
BME_RS09035,BME_RS09035,100.000,626,0,0,1,626,1,626,0.0,1277
BME_RS09040,BME_RS09040,100.000,978,0,0,1,978,1,978,0.0,2002
BME_RS09045,BME_RS09045,100.000,471,0,0,1,471,1,471,0.0,962
BME_RS09050,BME_RS09050,100.000,205,0,0,1,205,1,205,3.83e-156,427
BME_RS09055,BME_RS09055,100.000,228,0,0,1,228,1,228,1.18e-166,455
BME_RS09060,BME_RS09060,100.000,230,0,0,1,230,1,230,4.44e-169,461
BME_RS09065,BME_RS09065,100.000,763,0,0,1,763,1,763,0.0,1561
BME_RS09070,BME_RS09070,100.000,268,0,0,1,268,1,268,0.0,552
BME_RS09075,BME_RS09075,100.000,308,0,0,1,308,1,308,0.0,631
BME_RS09080,BME_RS09080,100.000,262,0,0,1,262,1,262,0.0,542
BME_RS09085,BME_RS09085,100.000,276,0,0,1,276,1,276,0.0,561
BME_RS09090,BME_RS09090,100.000,434,0,0,1,434,1,434,0.0,897
BME_RS09095,BME_RS09095,100.000,2867,0,0,1,2867,1,2867,0.0,5879
BME_RS09100,BME_RS09100,100.000,359,0,0,1,359,1,359,0.0,727
BME_RS09105,BME_RS09105,100.000,288,0,0,1,288,1,288,0.0,566
BME_RS09110,BME_RS09110,100.000,288,0,0,1,288,1,288,0.0,559
BME_RS09115,BME_RS09115,100.000,342,0,0,1,342,1,342,0.0,700
BME_RS09120,BME_RS09120,100.000,272,0,0,1,272,1,272,0.0,560
BME_RS09125,BME_RS09125,100.000,161,0,0,1,161,1,161,1.42e-120,333
BME_RS09130,BME_RS09130,100.000,134,0,0,1,134,1,134,3.07e-101,282
BME_RS09135,BME_RS09135,100.000,78,0,0,1,78,1,78,1.68e-54,160
BME_RS09140,BME_RS09140,100.000,124,0,0,1,124,1,124,8.17e-87,245
BME_RS09145,BME_RS09145,100.000,152,0,0,1,152,1,152,1.26e-110,307
BME_RS09150,BME_RS09150,100.000,611,0,0,1,611,1,611,0.0,1256
BME_RS09155,BME_RS09155,100.000,203,0,0,1,203,1,203,5.25e-151,414
BME_RS09160,BME_RS09160,100.000,57,0,0,1,57,1,57,1.18e-37,115
BME_RS09165,BME_RS09165,100.000,262,0,0,1,262,1,262,0.0,524
BME_RS09170,BME_RS09170,100.000,221,0,0,1,221,1,221,1.01e-148,409
BME_RS09175,BME_RS09175,100.000,215,0,0,1,215,1,215,1.02e-159,437
BME_RS09180,BME_RS09180,100.000,895,0,0,1,895,1,895,0.0,1843
BME_RS09185,BME_RS09185,100.000,244,0,0,1,244,1,244,0.0,511
BME_RS09190,BME_RS09190,100.000,133,0,0,1,133,1,133,1.76e-97,273
BME_RS09195,BME_RS09195,100.000,179,0,0,1,179,1,179,4.53e-133,366
BME_RS09200,BME_RS09200,100.000,245,0,0,1,245,1,245,4.62e-176,480
BME_RS09205,BME_RS09205,100.000,850,0,0,1,850,1,850,0.0,1670
BME_RS09210,BME_RS09210,100.000,242,0,0,1,242,1,242,6.03e-180,490
BME_RS09215,BME_RS09215,100.000,70,0,0,1,70,1,70,4.37e-49,145
BME_RS09220,BME_RS09220,100.000,241,0,0,1,241,1,241,6.46e-178,485
BME_RS09225,BME_RS09225,100.000,196,0,0,1,196,1,196,9.28e-146,400
BME_RS09235,BME_RS09235,100.000,97,0,0,1,97,1,97,9.69e-71,202
BME_RS09240,BME_RS09240,100.000,127,0,0,1,127,1,127,3.23e-91,256
BME_RS09245,BME_RS09245,100.000,167,0,0,1,167,1,167,7.94e-125,344
BME_RS09250,BME_RS09250,100.000,64,0,0,1,64,1,64,2.53e-45,135
BME_RS09255,BME_RS09255,100.000,411,0,0,1,411,1,411,0.0,848
BME_RS09260,BME_RS09260,100.000,167,0,0,1,167,1,167,1.30e-117,326
BME_RS09265,BME_RS09265,100.000,219,0,0,1,219,1,219,5.48e-159,435
BME_RS09270,BME_RS09270,100.000,406,0,0,1,406,1,406,0.0,829
BME_RS09275,BME_RS09275,100.000,245,0,0,1,245,1,245,0.0,503
BME_RS09290,BME_RS09290,100.000,287,0,0,1,287,1,287,0.0,575
BME_RS09295,BME_RS09295,100.000,483,0,0,1,483,1,483,0.0,957
BME_RS09300,BME_RS09300,100.000,1077,0,0,1,1077,1,1077,0.0,2217
BME_RS09305,BME_RS09305,100.000,218,0,0,1,218,1,218,1.46e-157,431
BME_RS09310,BME_RS09310,100.000,288,0,0,1,288,1,288,0.0,563
BME_RS09315,BME_RS09315,100.000,62,0,0,1,62,1,62,2.46e-40,123
BME_RS09320,BME_RS09320,100.000,69,0,0,1,69,1,69,6.54e-46,137
BME_RS09325,BME_RS09325,100.000,63,0,0,1,63,1,63,1.55e-43,131
BME_RS09330,BME_RS09330,100.000,229,0,0,1,229,1,229,2.55e-173,472
BME_RS09335,BME_RS09335,100.000,232,0,0,1,232,1,232,5.64e-171,466
BME_RS09340,BME_RS09340,100.000,307,0,0,1,307,1,307,0.0,633
BME_RS09345,BME_RS09345,100.000,297,0,0,1,297,1,297,0.0,606
BME_RS09350,BME_RS09350,100.000,543,0,0,1,543,1,543,0.0,1108
BME_RS09355,BME_RS09355,100.000,387,0,0,1,387,1,387,0.0,775
BME_RS09360,BME_RS09360,100.000,131,0,0,1,131,1,131,8.93e-94,263
BME_RS09365,BME_RS09365,100.000,132,0,0,1,132,1,132,6.76e-95,266
BME_RS09370,BME_RS09370,100.000,334,0,0,1,334,1,334,0.0,691
BME_RS09375,BME_RS09375,100.000,167,0,0,1,167,1,167,1.39e-125,346
BME_RS09380,BME_RS09380,100.000,71,0,0,1,71,1,71,2.59e-49,146
BME_RS09385,BME_RS09385,100.000,241,0,0,1,241,1,241,0.0,496
BME_RS09390,BME_RS09390,100.000,1579,0,0,1,1579,1,1579,0.0,3101
BME_RS09395,BME_RS09395,100.000,639,0,0,1,639,1,639,0.0,1289
BME_RS09400,BME_RS09400,100.000,232,0,0,1,232,1,232,3.26e-163,447
BME_RS09405,BME_RS09405,100.000,121,0,0,1,121,1,121,1.29e-85,241
BME_RS09410,BME_RS09410,100.000,209,0,0,1,209,1,209,4.80e-152,417
BME_RS09415,BME_RS09415,100.000,659,0,0,1,659,1,659,0.0,1342
BME_RS09420,BME_RS09420,100.000,337,0,0,1,337,1,337,0.0,704
BME_RS09425,BME_RS09425,100.000,321,0,0,1,321,1,321,0.0,628
BME_RS09430,BME_RS09430,100.000,202,0,0,1,202,1,202,4.61e-150,411
BME_RS09435,BME_RS09435,100.000,251,0,0,1,251,1,251,0.0,506
BME_RS09440,BME_RS09440,100.000,287,0,0,1,287,1,287,0.0,595
BME_RS09445,BME_RS09445,100.000,315,0,0,1,315,1,315,0.0,635
BME_RS09450,BME_RS09450,100.000,134,0,0,1,134,1,134,2.56e-99,277
BME_RS09455,BME_RS09455,100.000,602,0,0,1,602,1,602,0.0,1208
BME_RS09460,BME_RS09460,100.000,107,0,0,1,107,1,107,1.55e-73,210
BME_RS09465,BME_RS09465,100.000,201,0,0,1,201,1,201,5.90e-147,403
BME_RS09470,BME_RS09470,100.000,427,0,0,1,427,1,427,0.0,877
BME_RS09475,BME_RS09475,100.000,299,0,0,1,299,1,299,0.0,608
BME_RS09480,BME_RS09480,100.000,339,0,0,1,339,1,339,0.0,650
BME_RS09485,BME_RS09485,100.000,566,0,0,1,566,1,566,0.0,1135
BME_RS09490,BME_RS09490,100.000,219,0,0,1,219,1,219,1.03e-156,429
BME_RS09495,BME_RS09495,100.000,450,0,0,1,450,1,450,0.0,900
BME_RS09500,BME_RS09500,100.000,127,0,0,1,127,1,127,6.63e-84,238
BME_RS09505,BME_RS09505,100.000,25,0,0,1,25,1,25,9.30e-13,50.8
BME_RS09510,BME_RS09510,100.000,373,0,0,1,373,1,373,0.0,761
BME_RS09515,BME_RS09515,100.000,144,0,0,1,144,1,144,3.25e-108,301
BME_RS09525,BME_RS09525,100.000,392,0,0,1,392,1,392,0.0,806
BME_RS09530,BME_RS09530,100.000,535,0,0,1,535,1,535,0.0,1095
BME_RS09535,BME_RS09535,100.000,673,0,0,1,673,1,673,0.0,1360
BME_RS09540,BME_RS09540,100.000,287,0,0,1,287,1,287,0.0,585
BME_RS09555,BME_RS09555,100.000,368,0,0,1,368,1,368,0.0,734
BME_RS09560,BME_RS09560,100.000,116,0,0,1,116,1,116,4.31e-83,235
BME_RS09565,BME_RS09565,100.000,66,0,0,1,66,1,66,1.33e-45,136
BME_RS09570,BME_RS09570,100.000,622,0,0,1,622,1,622,0.0,1284
BME_RS09575,BME_RS09575,100.000,612,0,0,1,612,1,612,0.0,1275
BME_RS09580,BME_RS09580,100.000,365,0,0,1,365,1,365,0.0,726
BME_RS09585,BME_RS09585,100.000,379,0,0,1,379,1,379,0.0,762
BME_RS09590,BME_RS09590,100.000,541,0,0,1,541,1,541,0.0,1102
BME_RS09595,BME_RS09595,100.000,318,0,0,1,318,1,318,0.0,653
BME_RS09600,BME_RS09600,100.000,260,0,0,1,260,1,260,0.0,519
BME_RS09605,BME_RS09605,100.000,384,0,0,1,384,1,384,0.0,763
BME_RS09610,BME_RS09610,100.000,372,0,0,1,372,1,372,0.0,751
BME_RS09615,BME_RS09615,100.000,546,0,0,1,546,1,546,0.0,1117
BME_RS09620,BME_RS09620,100.000,88,0,0,1,88,1,88,9.21e-58,169
BME_RS09625,BME_RS09625,100.000,66,0,0,1,66,1,66,9.57e-43,129
BME_RS09630,BME_RS09630,100.000,257,0,0,1,257,1,257,0.0,524
BME_RS09635,BME_RS09635,100.000,293,0,0,1,293,1,293,0.0,597
BME_RS09640,BME_RS09640,100.000,59,0,0,1,59,1,59,5.70e-39,119
BME_RS09645,BME_RS09645,100.000,460,0,0,1,460,1,460,0.0,917
BME_RS09650,BME_RS09650,100.000,116,0,0,1,116,1,116,1.21e-79,226
BME_RS09655,BME_RS09655,100.000,290,0,0,1,290,1,290,0.0,598
BME_RS09660,BME_RS09660,100.000,233,0,0,1,233,1,233,1.12e-172,471
BME_RS09665,BME_RS09665,100.000,334,0,0,1,334,1,334,0.0,677
BME_RS09670,BME_RS09670,100.000,181,0,0,1,181,1,181,4.18e-134,369
BME_RS09675,BME_RS09675,100.000,259,0,0,1,259,1,259,0.0,529
BME_RS09680,BME_RS09680,100.000,145,0,0,1,145,1,145,9.75e-107,297
BME_RS09685,BME_RS09685,100.000,172,0,0,1,172,1,172,3.34e-128,353
BME_RS09690,BME_RS09690,100.000,407,0,0,1,407,1,407,0.0,840
BME_RS09695,BME_RS09695,100.000,272,0,0,1,272,1,272,0.0,555
BME_RS09705,BME_RS09705,100.000,341,0,0,1,341,1,341,0.0,689
BME_RS09710,BME_RS09710,100.000,714,0,0,1,714,1,714,0.0,1446
BME_RS09715,BME_RS09715,100.000,89,0,0,1,89,1,89,1.67e-62,181
BME_RS09720,BME_RS09720,100.000,324,0,0,1,324,1,324,0.0,655
BME_RS09725,BME_RS09725,100.000,150,0,0,1,150,1,150,1.01e-109,305
BME_RS09730,BME_RS09730,100.000,959,0,0,1,959,1,959,0.0,1921
BME_RS09735,BME_RS09735,100.000,217,0,0,1,217,1,217,1.14e-158,434
BME_RS09740,BME_RS09740,100.000,537,0,0,1,537,1,537,0.0,1063
BME_RS09745,BME_RS09745,100.000,219,0,0,1,219,1,219,2.60e-159,436
BME_RS09750,BME_RS09750,100.000,233,0,0,1,233,1,233,7.70e-176,479
BME_RS09755,BME_RS09755,100.000,421,0,0,1,421,1,421,0.0,865
BME_RS09760,BME_RS09760,100.000,137,0,0,1,137,1,137,5.43e-100,279
BME_RS09765,BME_RS09765,100.000,532,0,0,1,532,1,532,0.0,1046
BME_RS09770,BME_RS09770,100.000,372,0,0,1,372,1,372,0.0,747
BME_RS09775,BME_RS09775,100.000,158,0,0,1,158,1,158,1.78e-115,320
BME_RS09780,BME_RS09780,100.000,328,0,0,1,328,1,328,0.0,620
BME_RS09785,BME_RS09785,100.000,467,0,0,1,467,1,467,0.0,965
BME_RS09790,BME_RS09790,100.000,267,0,0,1,267,1,267,0.0,538
BME_RS09795,BME_RS09795,100.000,166,0,0,1,166,1,166,4.09e-122,337
BME_RS09800,BME_RS09800,100.000,229,0,0,1,229,1,229,1.10e-165,453
BME_RS09805,BME_RS09805,100.000,165,0,0,1,165,1,165,1.19e-122,339
BME_RS09810,BME_RS09810,100.000,417,0,0,1,417,1,417,0.0,855
BME_RS09815,BME_RS09815,100.000,93,0,0,1,93,1,93,1.63e-67,194
BME_RS09820,BME_RS09820,100.000,340,0,0,1,340,1,340,0.0,699
BME_RS09825,BME_RS09825,100.000,228,0,0,1,228,1,228,7.96e-167,456
BME_RS09830,BME_RS09830,100.000,240,0,0,1,240,1,240,6.52e-179,487
BME_RS09835,BME_RS09835,100.000,273,0,0,1,273,1,273,0.0,565
BME_RS09840,BME_RS09840,100.000,436,0,0,1,436,1,436,0.0,875
BME_RS09845,BME_RS09845,100.000,496,0,0,1,496,1,496,0.0,981
BME_RS09850,BME_RS09850,100.000,348,0,0,1,348,1,348,0.0,708
BME_RS09855,BME_RS09855,100.000,138,0,0,1,138,1,138,5.04e-98,274
BME_RS09860,BME_RS09860,100.000,118,0,0,1,118,1,118,2.58e-84,238
BME_RS09865,BME_RS09865,100.000,206,0,0,1,206,1,206,1.48e-158,433
BME_RS09870,BME_RS09870,100.000,510,0,0,1,510,1,510,0.0,1014
BME_RS09875,BME_RS09875,100.000,312,0,0,1,312,1,312,0.0,638
BME_RS09880,BME_RS09880,100.000,291,0,0,1,291,1,291,0.0,600
BME_RS09885,BME_RS09885,100.000,95,0,0,1,95,1,95,2.79e-68,196
BME_RS09890,BME_RS09890,100.000,238,0,0,1,238,1,238,4.05e-174,475
BME_RS09895,BME_RS09895,100.000,199,0,0,1,199,1,199,1.14e-148,407
BME_RS09900,BME_RS09900,100.000,377,0,0,1,377,1,377,0.0,769
BME_RS09905,BME_RS09905,100.000,64,0,0,1,64,1,64,7.50e-45,134
BME_RS09910,BME_RS09910,100.000,637,0,0,1,637,1,637,0.0,1280
BME_RS09915,BME_RS09915,100.000,328,0,0,1,328,1,328,0.0,679
BME_RS09920,BME_RS09920,100.000,804,0,0,1,804,1,804,0.0,1623
BME_RS09925,BME_RS09925,100.000,369,0,0,1,369,1,369,0.0,763
BME_RS09930,BME_RS09930,100.000,280,0,0,1,280,1,280,0.0,568
BME_RS09935,BME_RS09935,100.000,134,0,0,1,134,1,134,4.10e-96,269
BME_RS09940,BME_RS09940,100.000,66,0,0,1,66,1,66,6.33e-43,129
BME_RS09945,BME_RS09945,100.000,204,0,0,1,204,1,204,1.31e-149,410
BME_RS09950,BME_RS09950,100.000,178,0,0,1,178,1,178,1.52e-130,360
BME_RS09960,BME_RS09960,100.000,263,0,0,1,263,1,263,0.0,537
BME_RS09965,BME_RS09965,100.000,383,0,0,1,383,1,383,0.0,731
BME_RS09975,BME_RS09975,100.000,99,0,0,1,99,1,99,2.93e-68,196
BME_RS09980,BME_RS09980,100.000,253,0,0,1,253,1,253,0.0,517
BME_RS09985,BME_RS09985,100.000,211,0,0,1,211,1,211,3.95e-158,432
BME_RS09990,BME_RS09990,100.000,222,0,0,1,222,1,222,1.50e-162,444
BME_RS09995,BME_RS09995,100.000,406,0,0,1,406,1,406,0.0,834
BME_RS10000,BME_RS10000,100.000,155,0,0,1,155,1,155,1.79e-113,315
BME_RS10005,BME_RS10005,100.000,279,0,0,1,279,1,279,0.0,561
BME_RS10010,BME_RS10010,100.000,301,0,0,1,301,1,301,0.0,617
BME_RS10015,BME_RS10015,100.000,442,0,0,1,442,1,442,0.0,894
BME_RS10020,BME_RS10020,100.000,107,0,0,1,107,1,107,5.45e-76,216
BME_RS10025,BME_RS10025,100.000,1180,0,0,1,1180,1,1180,0.0,2376
BME_RS10030,BME_RS10030,100.000,1052,0,0,1,1052,1,1052,0.0,2086
BME_RS10035,BME_RS10035,100.000,239,0,0,1,239,1,239,9.17e-178,484
BME_RS10040,BME_RS10040,100.000,511,0,0,1,511,1,511,0.0,1031
BME_RS10045,BME_RS10045,100.000,837,0,0,1,837,1,837,0.0,1698
BME_RS10050,BME_RS10050,100.000,466,0,0,1,466,1,466,0.0,966
BME_RS10055,BME_RS10055,100.000,104,0,0,1,104,1,104,1.56e-75,215
BME_RS10060,BME_RS10060,100.000,133,0,0,1,133,1,133,2.08e-95,267
BME_RS10065,BME_RS10065,100.000,159,0,0,1,159,1,159,8.21e-112,311
BME_RS10070,BME_RS10070,100.000,601,0,0,1,601,1,601,0.0,1204
BME_RS10075,BME_RS10075,100.000,239,0,0,1,239,1,239,1.62e-178,486
BME_RS10080,BME_RS10080,100.000,491,0,0,1,491,1,491,0.0,1017
BME_RS10085,BME_RS10085,100.000,29,0,0,1,29,1,29,2.85e-16,60.1
BME_RS10090,BME_RS10090,100.000,145,0,0,1,145,1,145,8.44e-103,287
BME_RS10095,BME_RS10095,100.000,322,0,0,1,322,1,322,0.0,656
BME_RS10100,BME_RS10100,100.000,107,0,0,1,107,1,107,4.96e-74,211
BME_RS10105,BME_RS10105,100.000,261,0,0,1,261,1,261,0.0,523
BME_RS10110,BME_RS10110,100.000,243,0,0,1,243,1,243,6.20e-177,483
BME_RS10115,BME_RS10115,100.000,216,0,0,1,216,1,216,1.16e-163,447
BME_RS10120,BME_RS10120,100.000,169,0,0,1,169,1,169,8.27e-120,332
BME_RS10125,BME_RS10125,100.000,202,0,0,1,202,1,202,1.20e-149,410
BME_RS10130,BME_RS10130,100.000,184,0,0,1,184,1,184,8.88e-136,374
BME_RS10135,BME_RS10135,100.000,434,0,0,1,434,1,434,0.0,867
BME_RS10140,BME_RS10140,100.000,339,0,0,1,339,1,339,0.0,706
BME_RS10145,BME_RS10145,100.000,126,0,0,1,126,1,126,1.30e-91,257
BME_RS10150,BME_RS10150,100.000,190,0,0,1,190,1,190,8.52e-139,382
BME_RS10155,BME_RS10155,100.000,369,0,0,1,369,1,369,0.0,742
BME_RS10160,BME_RS10160,100.000,231,0,0,1,231,1,231,3.81e-170,464
BME_RS10165,BME_RS10165,100.000,165,0,0,1,165,1,165,3.78e-119,330
BME_RS10170,BME_RS10170,100.000,163,0,0,1,163,1,163,1.01e-120,334
BME_RS10175,BME_RS10175,100.000,234,0,0,1,234,1,234,2.05e-174,475
BME_RS10180,BME_RS10180,100.000,200,0,0,1,200,1,200,2.69e-144,396
BME_RS10185,BME_RS10185,100.000,289,0,0,1,289,1,289,0.0,587
BME_RS10190,BME_RS10190,100.000,199,0,0,1,199,1,199,1.84e-148,407
BME_RS10195,BME_RS10195,100.000,279,0,0,1,279,1,279,0.0,565
BME_RS10205,BME_RS10205,100.000,69,0,0,1,69,1,69,1.46e-44,134
BME_RS10210,BME_RS10210,100.000,225,0,0,1,225,1,225,1.90e-170,464
BME_RS10215,BME_RS10215,100.000,359,0,0,1,359,1,359,0.0,707
BME_RS10220,BME_RS10220,100.000,228,0,0,1,228,1,228,1.30e-157,432
BME_RS10225,BME_RS10225,100.000,251,0,0,1,251,1,251,6.33e-180,491
BME_RS10230,BME_RS10230,100.000,294,0,0,1,294,1,294,0.0,610
BME_RS10235,BME_RS10235,100.000,203,0,0,1,203,1,203,5.07e-152,416
BME_RS10240,BME_RS10240,100.000,212,0,0,1,212,1,212,1.09e-153,421
BME_RS10245,BME_RS10245,100.000,653,0,0,1,653,1,653,0.0,1306
BME_RS10250,BME_RS10250,100.000,496,0,0,1,496,1,496,0.0,1008
BME_RS10255,BME_RS10255,100.000,620,0,0,1,620,1,620,0.0,1284
BME_RS10260,BME_RS10260,100.000,389,0,0,1,389,1,389,0.0,800
BME_RS10265,BME_RS10265,100.000,226,0,0,1,226,1,226,1.11e-168,460
BME_RS10270,BME_RS10270,100.000,482,0,0,1,482,1,482,0.0,964
BME_RS10275,BME_RS10275,100.000,126,0,0,1,126,1,126,1.06e-91,257
BME_RS10280,BME_RS10280,100.000,352,0,0,1,352,1,352,0.0,730
BME_RS10285,BME_RS10285,100.000,328,0,0,1,328,1,328,0.0,660
BME_RS10290,BME_RS10290,100.000,155,0,0,1,155,1,155,2.93e-108,301
BME_RS10295,BME_RS10295,100.000,333,0,0,1,333,1,333,0.0,668
BME_RS10300,BME_RS10300,100.000,512,0,0,1,512,1,512,0.0,1040
BME_RS10305,BME_RS10305,100.000,297,0,0,1,297,1,297,0.0,612
BME_RS10310,BME_RS10310,100.000,412,0,0,1,412,1,412,0.0,847
BME_RS10315,BME_RS10315,100.000,238,0,0,1,238,1,238,2.25e-178,486
BME_RS10320,BME_RS10320,100.000,105,0,0,1,105,1,105,1.52e-72,207
BME_RS10325,BME_RS10325,100.000,116,0,0,1,116,1,116,1.22e-83,236
BME_RS10330,BME_RS10330,100.000,831,0,0,1,831,1,831,0.0,1743
BME_RS10335,BME_RS10335,100.000,238,0,0,1,238,1,238,0.0,493
BME_RS10340,BME_RS10340,100.000,347,0,0,1,347,1,347,0.0,690
BME_RS10345,BME_RS10345,100.000,57,0,0,1,57,1,57,1.59e-36,113
BME_RS10350,BME_RS10350,100.000,239,0,0,1,239,1,239,0.0,493
BME_RS10355,BME_RS10355,100.000,285,0,0,1,285,1,285,0.0,588
BME_RS10360,BME_RS10360,100.000,380,0,0,1,380,1,380,0.0,771
BME_RS10365,BME_RS10365,100.000,361,0,0,1,361,1,361,0.0,749
BME_RS10370,BME_RS10370,100.000,172,0,0,1,172,1,172,2.63e-126,348
BME_RS10375,BME_RS10375,100.000,386,0,0,1,386,1,386,0.0,782
BME_RS10380,BME_RS10380,100.000,467,0,0,1,467,1,467,0.0,936
BME_RS10385,BME_RS10385,100.000,484,0,0,1,484,1,484,0.0,1003
BME_RS10390,BME_RS10390,100.000,1583,0,0,1,1583,1,1583,0.0,3266
BME_RS10395,BME_RS10395,100.000,349,0,0,1,349,1,349,0.0,718
BME_RS10400,BME_RS10400,100.000,156,0,0,1,156,1,156,9.61e-117,323
BME_RS10405,BME_RS10405,100.000,132,0,0,1,132,1,132,3.63e-93,261
BME_RS10410,BME_RS10410,100.000,331,0,0,1,331,1,331,0.0,672
BME_RS10415,BME_RS10415,100.000,258,0,0,1,258,1,258,0.0,518
BME_RS10420,BME_RS10420,100.000,296,0,0,1,296,1,296,0.0,603
BME_RS10425,BME_RS10425,100.000,120,0,0,1,120,1,120,1.08e-85,242
BME_RS10430,BME_RS10430,100.000,25,0,0,1,25,1,25,3.09e-11,47.0
BME_RS10435,BME_RS10435,100.000,212,0,0,1,212,1,212,5.54e-158,432
BME_RS10440,BME_RS10440,100.000,356,0,0,1,356,1,356,0.0,709
BME_RS10445,BME_RS10445,100.000,238,0,0,1,238,1,238,8.45e-174,474
BME_RS10450,BME_RS10450,100.000,67,0,0,1,67,1,67,1.31e-45,136
BME_RS10455,BME_RS10455,100.000,116,0,0,1,116,1,116,2.53e-82,233
BME_RS10460,BME_RS10460,100.000,905,0,0,1,905,1,905,0.0,1843
BME_RS10465,BME_RS10465,100.000,97,0,0,1,97,1,97,3.62e-70,201
BME_RS10470,BME_RS10470,100.000,261,0,0,1,261,1,261,0.0,526
BME_RS10475,BME_RS10475,100.000,421,0,0,1,421,1,421,0.0,823
BME_RS10480,BME_RS10480,100.000,729,0,0,1,729,1,729,0.0,1486
BME_RS10485,BME_RS10485,100.000,250,0,0,1,250,1,250,0.0,493
BME_RS10490,BME_RS10490,100.000,245,0,0,1,245,1,245,0.0,499
BME_RS10495,BME_RS10495,100.000,160,0,0,1,160,1,160,4.26e-116,322
BME_RS10500,BME_RS10500,100.000,238,0,0,1,238,1,238,4.59e-178,485
BME_RS10505,BME_RS10505,100.000,250,0,0,1,250,1,250,0.0,510
BME_RS10510,BME_RS10510,100.000,406,0,0,1,406,1,406,0.0,790
BME_RS10515,BME_RS10515,100.000,316,0,0,1,316,1,316,0.0,599
BME_RS10530,BME_RS10530,100.000,246,0,0,1,246,1,246,0.0,498
BME_RS10535,BME_RS10535,100.000,211,0,0,1,211,1,211,2.14e-148,408
BME_RS10540,BME_RS10540,100.000,170,0,0,1,170,1,170,7.62e-123,340
BME_RS10545,BME_RS10545,100.000,94,0,0,1,94,1,94,1.23e-60,176
