C_crescentus|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_1318,BME_RS05150,36.547,446,265,9,11,452,12,443,7.44e-69,224
CC_1319,BME_RS05145,43.103,58,32,1,117,174,185,241,1.04e-10,55.5
CC_1320,BME_RS05140,59.175,921,342,6,1,902,1,906,0.0,1036
CC_1321,BME_RS08125,31.853,518,301,16,87,577,88,580,5.85e-62,211
CC_1323,BME_RS11610,28.450,471,307,13,64,521,9,462,3.31e-29,116
CC_1324,BME_RS07475,51.626,246,110,4,3,242,9,251,4.59e-66,202
CC_1326,BME_RS07470,46.247,413,212,5,4,415,9,412,3.05e-116,342
CC_1330,BME_RS07680,55.460,348,153,1,12,359,43,388,1.46e-140,401
CC_1331,BME_RS07675,34.711,121,71,3,1,119,1,115,1.08e-11,56.6
CC_1332,BME_RS06545,30.892,314,187,13,211,512,386,681,2.10e-20,91.3
CC_1333,BME_RS06650,43.728,279,132,6,10,266,10,285,2.96e-69,213
CC_1334,BME_RS06645,62.923,561,194,4,6,558,9,563,0.0,699
CC_1335,BME_RS07635,29.815,540,343,10,46,562,48,574,3.55e-62,213
CC_1336,BME_RS07665,41.608,286,154,7,8,288,11,288,2.07e-50,165
CC_1337,BME_RS04425,31.579,152,74,6,44,181,12,147,2.95e-10,53.9
CC_1338,BME_RS00790,48.233,481,189,7,29,505,6,430,6.85e-127,374
CC_1339,BME_RS04875,62.500,112,42,0,1,112,1,112,1.53e-48,147
CC_1341,BME_RS07630,65.292,291,96,3,7,293,5,294,2.82e-140,395
CC_1342,BME_RS07625,46.272,778,331,13,1,692,1,777,0.0,603
CC_1343,BME_RS11465,38.462,78,46,2,8,84,3,79,5.75e-08,43.5
CC_1346,BME_RS08170,45.312,128,58,6,3,123,2,124,4.29e-19,73.9
CC_1347,BME_RS06020,59.443,323,128,2,13,334,25,345,2.82e-132,377
CC_1350,BME_RS03415,65.067,375,131,0,3,377,9,383,0.0,504
CC_1351,BME_RS07550,33.163,196,117,6,1,188,5,194,3.71e-25,94.0
CC_1352,BME_RS06015,42.012,338,188,6,6,340,10,342,3.49e-75,233
CC_1354,BME_RS03410,58.844,294,120,1,1,294,1,293,1.37e-108,314
CC_1355,BME_RS07985,60.506,395,155,1,1,395,1,394,7.58e-166,469
CC_1356,BME_RS06865,53.333,135,63,0,31,165,3,137,2.52e-46,145
CC_1357,BME_RS05995,70.556,180,53,0,3,182,8,187,4.49e-89,274
CC_1358,BME_RS05990,61.290,155,60,0,1,155,1,155,1.72e-70,206
CC_1359,BME_RS05975,50.685,146,71,1,4,149,7,151,1.03e-44,140
CC_1360,BME_RS05970,49.265,136,69,0,9,144,20,155,5.52e-41,132
CC_1363,BME_RS05965,70.042,711,206,5,5,710,8,716,0.0,890
CC_1364,BME_RS13415,26.852,108,76,2,7,114,4,108,3.83e-10,52.0
CC_1365,BME_RS05960,36.000,150,78,6,6,143,14,157,2.11e-23,87.4
CC_1366,BME_RS05955,32.051,156,106,0,18,173,19,174,7.02e-24,89.4
CC_1367,BME_RS05950,29.609,179,105,4,13,175,11,184,1.80e-17,72.8
CC_1368,BME_RS05945,53.191,329,152,2,7,333,4,332,9.76e-126,362
CC_1369,BME_RS05940,56.698,321,139,0,1,321,2,322,2.81e-129,369
CC_1370,BME_RS05935,60.638,94,37,0,1,94,1,94,4.58e-35,112
CC_1371,BME_RS05930,59.341,91,37,0,1,91,1,91,3.20e-37,122
CC_1374,BME_RS05890,45.014,351,164,7,6,342,18,353,1.56e-70,221
CC_1376,BME_RS05870,63.087,149,54,1,5,153,3,150,6.23e-65,192
CC_1377,BME_RS05875,69.427,157,45,2,4,157,2,158,1.01e-76,222
CC_1378,BME_RS05885,61.564,307,117,1,5,310,3,309,3.43e-134,380
CC_1382,BME_RS03600,64.646,396,140,0,1,396,1,396,0.0,563
CC_1383,BME_RS03605,46.065,432,223,3,7,428,6,437,1.32e-128,375
CC_1384,BME_RS03610,61.218,312,120,1,6,316,12,323,1.00e-120,347
CC_1385,BME_RS12255,39.073,302,175,5,30,329,40,334,1.71e-65,207
CC_1386,BME_RS03620,43.170,593,325,8,14,600,7,593,1.99e-138,412
CC_1387,BME_RS03635,61.017,59,23,0,1,59,123,181,5.08e-21,77.8
CC_1388,BME_RS03640,34.711,121,78,1,62,181,32,152,1.05e-21,83.6
CC_1389,BME_RS06200,60.396,101,40,0,1,101,1,101,2.42e-42,131
CC_1396,BME_RS12035,34.530,362,215,7,26,371,9,364,1.99e-56,186
CC_1401,BME_RS07785,65.497,513,168,3,21,529,9,516,0.0,701
CC_1402,BME_RS07790,66.387,238,78,2,1,238,1,236,2.39e-116,329
CC_1404,BME_RS07800,44.637,289,157,2,1,288,1,287,6.05e-89,263
CC_1405,BME_RS07805,48.626,473,212,4,22,463,11,483,1.85e-161,464
CC_1406,BME_RS07810,27.778,144,102,2,8,150,1,143,3.32e-11,55.5
CC_1407,BME_RS07815,43.944,710,374,10,21,718,32,729,0.0,537
CC_1409,BME_RS02270,37.654,162,97,3,57,214,66,227,1.96e-27,101
CC_1410,BME_RS14795,37.333,225,141,0,7,231,5,229,1.24e-53,170
CC_1411,BME_RS10655,44.027,452,248,2,2,452,1,448,5.48e-128,375
CC_1412,BME_RS14980,26.168,214,157,1,62,274,10,223,6.72e-11,57.8
CC_1418,BME_RS05560,39.481,347,194,7,29,375,6,336,7.65e-70,219
CC_1419,BME_RS11920,63.284,335,118,2,2,336,1,330,1.77e-150,423
CC_1420,BME_RS11910,34.821,224,140,2,24,243,17,238,6.87e-30,108
CC_1421,BME_RS11930,79.534,601,122,1,1,600,1,601,0.0,1001
CC_1424,BME_RS06105,46.053,380,199,5,4,381,14,389,1.69e-111,328
CC_1425,BME_RS04635,48.070,285,147,1,1,285,1,284,2.07e-97,285
CC_1426,BME_RS04645,71.560,327,93,0,6,332,4,330,2.79e-176,489
CC_1427,BME_RS07410,35.905,337,200,6,79,408,57,384,1.01e-61,202
CC_1429,BME_RS04245,68.182,264,84,0,23,286,13,276,1.13e-121,346
CC_1430,BME_RS04580,25.342,292,181,13,6,274,3,280,2.47e-10,57.4
CC_1436,BME_RS14160,50.814,307,147,3,1,304,1,306,2.53e-86,258
CC_1437,BME_RS13565,51.146,698,321,8,1,686,1,690,0.0,622
CC_1439,BME_RS06075,48.319,238,123,0,3,240,29,266,3.55e-78,233
CC_1440,BME_RS13130,57.619,210,88,1,5,213,5,214,1.90e-64,196
CC_1441,BME_RS13135,37.931,232,139,3,33,261,28,257,2.97e-45,149
CC_1442,BME_RS05940,28.782,271,156,5,137,390,72,322,1.15e-24,99.8
CC_1448,BME_RS03975,26.519,181,126,3,61,238,222,398,1.22e-08,53.5
CC_1451,BME_RS06450,63.776,196,65,2,45,236,9,202,1.68e-84,248
CC_1452,BME_RS04675,40.650,123,61,5,164,278,160,278,2.64e-12,62.4
CC_1456,BME_RS10210,23.418,158,119,1,31,186,51,208,7.61e-08,47.4
CC_1458,BME_RS10970,30.556,144,92,2,3,139,9,151,7.95e-16,66.6
CC_1459,BME_RS10965,35.000,100,63,2,15,113,16,114,5.56e-12,55.1
CC_1460,BME_RS10910,35.816,282,167,2,4,273,3,282,3.46e-34,122
CC_1461,BME_RS10910,37.722,281,161,3,5,273,3,281,1.81e-35,125
CC_1463,BME_RS10910,36.332,289,160,7,4,277,3,282,1.92e-35,125
CC_1468,BME_RS04385,67.857,168,53,1,1,167,1,168,5.95e-70,206
CC_1471,BME_RS07185,69.874,873,263,0,13,885,2,874,0.0,1285
CC_1473,BME_RS07485,37.179,78,42,1,56,133,81,151,8.41e-10,54.3
CC_1474,BME_RS15370,40.940,298,168,5,1,297,2,292,5.06e-62,195
CC_1476,BME_RS07720,47.907,430,219,2,14,443,14,438,3.09e-145,418
CC_1477,BME_RS03060,69.720,393,117,2,1,392,1,392,0.0,558
CC_1478,BME_RS09035,51.096,593,263,6,8,579,9,595,0.0,550
CC_1480,BME_RS04920,25.581,516,334,9,3,515,5,473,2.12e-34,133
CC_1482,BME_RS08710,61.409,596,230,0,15,610,17,612,0.0,755
CC_1483,BME_RS08715,71.717,297,84,0,15,311,10,306,2.30e-153,428
CC_1486,BME_RS05915,36.000,200,103,8,2,183,318,510,8.08e-28,105
CC_1487,BME_RS12525,45.905,464,241,6,1,457,22,482,6.41e-131,384
CC_1489,BME_RS08655,40.762,341,190,5,23,357,6,340,2.56e-77,238
CC_1490,BME_RS12515,54.167,360,163,2,5,363,1,359,7.43e-134,389
CC_1492,BME_RS07380,38.710,248,145,3,5,252,2,242,4.81e-47,153
CC_1495,BME_RS10240,28.500,200,137,2,8,207,8,201,4.67e-17,73.6
CC_1499,BME_RS08005,39.634,328,163,7,18,344,7,300,5.83e-71,221
CC_1503,BME_RS04945,51.327,113,55,0,8,120,3,115,8.74e-38,121
CC_1508,BME_RS00480,22.791,430,293,11,23,424,13,431,1.72e-24,101
CC_1511,BME_RS06000,31.361,338,214,4,173,492,85,422,1.01e-51,178
CC_1512,BME_RS10245,45.033,151,81,1,65,213,42,192,3.17e-37,133
CC_1515,BME_RS09850,42.727,330,185,3,1,326,1,330,2.25e-85,258
CC_1516,BME_RS09065,41.783,572,310,10,214,768,111,676,3.07e-122,382
CC_1518,BME_RS14120,34.762,210,135,2,5,214,3,210,1.39e-42,143
CC_1521,BME_RS09510,24.658,365,242,8,17,361,1,352,5.46e-15,72.0
CC_1522,BME_RS02930,45.771,804,325,16,1,781,1,716,0.0,595
CC_1523,BME_RS10175,26.341,205,141,5,1,198,1,202,1.33e-12,61.2
CC_1525,BME_RS02940,48.852,610,298,6,3,603,4,608,0.0,526
CC_1526,BME_RS02945,39.273,275,163,3,15,286,12,285,1.61e-61,193
CC_1528,BME_RS02965,53.730,858,331,11,1,803,10,856,0.0,877
CC_1530,BME_RS03000,47.368,57,30,0,1,57,1,57,3.50e-11,49.3
CC_1533,BME_RS11635,30.097,206,134,5,4,206,3,201,5.26e-20,80.9
CC_1534,BME_RS02590,71.750,400,113,0,1,400,1,400,0.0,607
CC_1541,BME_RS06395,29.478,536,319,20,12,505,3,521,2.66e-43,158
CC_1543,BME_RS09910,31.313,99,63,2,106,199,137,235,6.40e-08,50.4
CC_1547,BME_RS02875,29.861,288,186,7,89,373,90,364,3.60e-31,119
CC_1549,BME_RS06530,57.820,211,86,1,16,223,3,213,4.33e-85,248
CC_1550,BME_RS06525,63.784,185,65,1,3,185,2,186,5.85e-87,251
CC_1551,BME_RS04745,32.530,83,50,2,67,143,60,142,7.02e-10,52.4
CC_1552,BME_RS06520,67.073,82,24,1,1,82,1,79,6.17e-32,106
CC_1553,BME_RS06515,47.028,757,360,7,20,742,1,750,0.0,647
CC_1554,BME_RS00595,33.000,100,63,3,1,96,1,100,2.21e-10,52.0
CC_1555,BME_RS06510,65.285,193,65,2,1,192,1,192,3.03e-84,244
CC_1557,BME_RS03095,35.537,242,149,5,1,238,1,239,1.03e-29,108
CC_1558,BME_RS06480,64.885,131,46,0,1,131,1,131,8.50e-60,177
CC_1559,BME_RS06475,46.124,258,113,1,20,277,15,246,7.08e-75,226
CC_1560,BME_RS06470,47.945,219,111,2,11,229,11,226,5.78e-61,188
CC_1562,BME_RS06465,54.045,309,128,1,23,331,15,309,7.54e-116,334
CC_1564,BME_RS06460,40.984,244,142,2,8,250,1,243,2.40e-56,177
CC_1566,BME_RS06035,54.534,783,316,6,1,756,1,770,0.0,833
CC_1569,BME_RS01465,33.025,324,210,3,1,318,9,331,8.14e-41,142
CC_1570,BME_RS12435,27.803,223,140,5,12,217,12,230,2.96e-09,53.9
CC_1571,BME_RS07380,34.524,252,155,5,4,253,1,244,2.80e-36,125
CC_1572,BME_RS06030,54.545,242,105,1,4,240,3,244,6.82e-93,271
CC_1573,BME_RS10925,48.649,74,30,2,9,78,12,81,4.96e-19,82.8
CC_1574,BME_RS05125,59.375,288,113,2,1,284,4,291,2.35e-121,345
CC_1575,BME_RS13990,32.558,172,94,5,4,172,5,157,1.28e-17,74.7
CC_1576,BME_RS13985,36.997,373,204,8,91,439,13,378,9.78e-55,183
CC_1577,BME_RS13995,39.303,402,231,7,7,400,21,417,6.17e-89,272
CC_1579,BME_RS13035,35.465,172,88,7,16,174,12,173,1.01e-23,88.6
CC_1580,BME_RS04405,62.472,906,332,4,17,919,12,912,0.0,1141
CC_1581,BME_RS04415,44.099,161,88,1,1,159,1,161,1.41e-45,144
CC_1582,BME_RS04425,38.863,211,70,4,8,206,5,168,2.33e-40,134
CC_1583,BME_RS04425,38.350,206,68,4,1,194,10,168,6.83e-36,122
CC_1584,BME_RS04425,63.190,163,48,1,4,154,5,167,4.46e-68,201
CC_1585,BME_RS06640,31.858,226,139,7,103,322,95,311,2.56e-18,80.9
CC_1587,BME_RS04430,68.333,360,107,3,1,360,1,353,3.57e-175,488
CC_1588,BME_RS04435,60.784,357,139,1,4,360,6,361,1.49e-160,452
CC_1592,BME_RS08595,28.214,599,378,13,32,609,227,794,1.66e-43,164
CC_1594,BME_RS06670,28.014,282,183,8,623,889,497,773,1.78e-22,99.8
CC_1595,BME_RS06730,38.053,226,126,4,32,253,2,217,4.88e-38,130
CC_1596,BME_RS09110,60.072,278,111,0,40,317,5,282,9.23e-116,333
CC_1597,BME_RS09105,72.727,242,66,0,37,278,38,279,4.57e-115,330
CC_1598,BME_RS09100,59.929,282,111,1,21,300,1,282,5.12e-117,340
CC_1603,BME_RS09395,29.881,589,369,11,72,628,63,639,2.54e-57,201
CC_1604,BME_RS09390,30.361,415,267,6,1002,1398,1169,1579,2.14e-34,140
CC_1605,BME_RS11500,29.680,219,124,10,96,291,68,279,2.69e-11,61.2
CC_1607,BME_RS08645,31.911,492,266,16,6,460,7,466,2.97e-47,167
CC_1609,BME_RS09195,31.515,165,107,4,5,165,4,166,1.26e-11,56.6
CC_1613,BME_RS13600,65.385,104,36,0,6,109,9,112,4.90e-50,151
CC_1614,BME_RS13120,49.454,366,164,5,14,370,139,492,1.69e-108,325
CC_1615,BME_RS13115,54.680,203,87,1,28,225,38,240,3.31e-75,224
CC_1616,BME_RS03360,28.682,129,88,1,117,245,435,559,7.30e-08,50.4
CC_1617,BME_RS14580,67.152,481,155,1,7,484,14,494,0.0,636
CC_1618,BME_RS00670,47.222,108,56,1,25,131,30,137,1.49e-27,95.9
CC_1619,BME_RS01155,31.562,320,168,10,125,420,172,464,3.00e-31,121
CC_1620,BME_RS14530,63.758,447,162,0,10,456,10,456,0.0,594
CC_1621,BME_RS14210,27.200,250,178,3,3,248,1,250,5.97e-15,70.5
CC_1623,BME_RS03255,32.934,167,83,8,32,192,19,162,2.92e-08,53.9
CC_1627,BME_RS00090,33.929,336,212,5,3,333,7,337,4.68e-43,149
CC_1630,BME_RS06985,49.072,377,184,2,3,372,15,390,9.22e-120,349
CC_1631,BME_RS06990,69.801,351,105,1,1,351,1,350,0.0,511
CC_1632,BME_RS15390,36.449,107,64,4,1,105,16,120,1.62e-17,69.3
CC_1634,BME_RS00115,24.790,476,275,15,118,572,77,490,1.19e-22,97.8
CC_1638,BME_RS00115,25.536,466,246,21,88,505,79,491,3.68e-17,80.5
CC_1642,BME_RS07755,59.649,114,46,0,17,130,1,114,4.17e-47,144
CC_1643,BME_RS04860,25.217,230,150,7,30,246,4,224,4.73e-12,60.5
CC_1646,BME_RS01815,27.344,128,93,0,40,167,40,167,5.84e-13,60.8
CC_1651,BME_RS07935,57.600,250,105,1,2,250,23,272,2.54e-105,303
CC_1652,BME_RS07730,32.243,214,134,5,7,215,9,216,3.55e-18,77.4
CC_1654,BME_RS07725,58.628,481,165,4,1,448,1,480,0.0,545
CC_1656,BME_RS07435,55.760,217,95,1,9,225,5,220,1.59e-82,244
CC_1657,BME_RS04585,54.341,311,140,1,22,330,6,316,3.34e-106,310
CC_1658,BME_RS07430,65.226,486,158,4,20,499,14,494,0.0,632
CC_1659,BME_RS07425,30.769,169,111,3,3,166,2,169,2.26e-11,57.0
CC_1660,BME_RS07420,60.538,446,158,4,1,436,1,438,4.01e-180,509
CC_1661,BME_RS12020,43.631,369,190,5,9,360,21,388,1.03e-86,264
CC_1662,BME_RS04400,31.034,203,134,3,18,219,10,207,1.70e-23,90.9
CC_1663,BME_RS01475,29.752,121,84,1,17,136,9,129,2.57e-12,57.4
CC_1665,BME_RS07415,53.459,477,220,2,24,499,23,498,9.97e-176,501
CC_1666,BME_RS03255,28.426,197,108,6,20,202,21,198,3.23e-11,63.2
CC_1667,BME_RS07405,54.375,160,73,0,1,160,1,160,6.33e-59,180
CC_1668,BME_RS07395,91.892,74,6,0,19,92,9,82,1.64e-45,138
CC_1669,BME_RS07390,68.421,95,30,0,1,95,1,95,1.86e-44,139
CC_1673,BME_RS05250,31.847,157,97,3,20,171,1,152,1.44e-18,75.1
CC_1674,BME_RS07385,59.122,296,117,3,1,295,1,293,2.00e-107,312
CC_1675,BME_RS07380,69.919,246,73,1,1,246,1,245,9.05e-119,335
CC_1677,BME_RS07375,76.923,78,18,0,1,78,1,78,4.25e-37,116
CC_1678,BME_RS07370,62.207,426,154,1,1,426,1,419,0.0,511
CC_1679,BME_RS07365,48.443,289,145,2,66,350,105,393,1.43e-92,280
CC_1680,BME_RS07360,45.091,275,147,2,21,293,10,282,1.78e-65,203
CC_1681,BME_RS07355,44.175,206,114,1,8,212,12,217,4.14e-63,192
CC_1682,BME_RS07495,56.471,85,37,0,17,101,1,85,5.64e-31,102
CC_1683,BME_RS13525,38.342,193,110,4,358,541,271,463,8.75e-35,134
CC_1685,BME_RS06380,54.651,258,111,4,1,253,19,275,2.95e-84,249
CC_1686,BME_RS06375,52.584,329,150,3,5,328,8,335,8.12e-107,312
CC_1688,BME_RS00580,35.065,77,49,1,281,356,185,261,1.96e-10,58.5
CC_1689,BME_RS06365,26.248,781,488,20,71,808,54,789,1.77e-65,230
CC_1690,BME_RS06360,29.155,367,244,4,8,368,6,362,5.43e-42,147
CC_1691,BME_RS06355,25.215,349,254,4,1,345,1,346,2.37e-24,100
CC_1692,BME_RS09645,37.166,374,212,11,122,491,103,457,5.22e-54,185
CC_1693,BME_RS06345,43.243,148,84,0,6,153,2,149,3.59e-43,137
CC_1698,BME_RS06335,47.847,627,316,4,1,619,1,624,0.0,574
CC_1699,BME_RS06325,68.613,137,43,0,3,139,4,140,5.08e-65,191
CC_1700,BME_RS01070,60.465,43,17,0,8,50,6,48,8.94e-12,56.6
CC_1701,BME_RS03315,34.146,164,108,0,1,164,1,164,2.02e-26,97.8
CC_1702,BME_RS06250,56.383,188,81,1,5,192,4,190,4.21e-65,196
CC_1703,BME_RS06245,61.310,336,128,2,6,340,11,345,6.30e-146,413
CC_1704,BME_RS06050,50.649,385,187,3,1,383,1,384,1.59e-130,377
CC_1705,BME_RS06670,35.341,249,142,5,183,418,524,766,4.00e-30,122
CC_1708,BME_RS06055,37.053,475,283,5,7,474,14,479,1.85e-78,251
CC_1710,BME_RS06060,59.494,711,283,2,73,782,28,734,0.0,845
CC_1711,BME_RS06235,36.444,225,130,4,4,222,11,228,4.30e-37,127
CC_1720,BME_RS04240,73.273,550,139,2,1,550,1,542,0.0,809
CC_1721,BME_RS01325,72.881,59,16,0,1,59,1,59,1.62e-29,95.5
CC_1723,BME_RS09630,36.585,246,142,4,2,243,6,241,3.02e-45,149
CC_1724,BME_RS04250,73.821,424,110,1,1,424,1,423,0.0,629
CC_1725,BME_RS04260,37.363,91,56,1,8,98,15,104,1.45e-11,53.1
CC_1726,BME_RS04265,68.955,335,103,1,6,339,12,346,3.59e-161,451
CC_1727,BME_RS04270,65.132,456,150,1,3,449,4,459,0.0,588
CC_1729,BME_RS04275,57.456,456,157,7,1,428,1,447,2.73e-157,449
CC_1731,BME_RS04280,54.545,495,186,8,1,465,1,486,8.10e-179,506
CC_1732,BME_RS00975,37.238,478,271,5,19,474,3,473,1.25e-88,276
CC_1733,BME_RS08125,24.390,451,292,16,39,466,114,538,3.33e-17,80.9
CC_1734,BME_RS10410,28.803,309,203,8,52,350,20,321,1.42e-23,96.3
CC_1735,BME_RS04290,68.308,325,99,1,1,325,1,321,3.82e-174,482
CC_1736,BME_RS04295,34.815,135,86,1,15,147,15,149,3.88e-24,88.2
CC_1737,BME_RS04305,51.333,150,73,0,13,162,13,162,3.35e-48,150
CC_1738,BME_RS04310,43.814,388,205,7,6,381,56,442,2.24e-88,271
CC_1739,BME_RS04315,48.052,308,151,4,1,308,25,323,1.00e-87,263
CC_1740,BME_RS04320,46.328,354,183,4,3,351,7,358,1.79e-96,288
CC_1741,BME_RS04325,55.579,484,192,5,8,473,10,488,0.0,535
CC_1742,BME_RS04330,38.227,722,419,11,5,714,60,766,4.35e-140,426
CC_1743,BME_RS04335,62.115,454,170,2,1,453,1,453,0.0,560
CC_1744,BME_RS11965,47.751,289,143,3,2,287,10,293,1.23e-86,258
CC_1745,BME_RS04350,79.452,73,15,0,3,75,2,74,6.17e-42,128
CC_1746,BME_RS04355,56.927,397,160,3,17,405,55,448,1.60e-135,394
CC_1747,BME_RS04575,53.257,261,110,1,21,269,10,270,2.44e-96,281
CC_1750,BME_RS03255,27.052,658,399,24,18,650,19,620,1.56e-43,162
CC_1751,BME_RS03420,59.667,481,190,3,3,480,4,483,0.0,534
CC_1753,BME_RS08655,36.550,342,207,5,2,343,4,335,9.64e-66,208
CC_1758,BME_RS09205,34.656,857,519,15,6,838,9,848,4.00e-117,372
CC_1759,BME_RS09210,54.974,191,85,1,10,199,8,198,3.38e-64,196
CC_1760,BME_RS09220,44.134,179,100,0,31,209,52,230,6.01e-48,154
CC_1763,BME_RS04000,37.668,446,272,4,1,444,26,467,3.21e-98,299
CC_1764,BME_RS02040,28.384,458,214,13,69,520,58,407,5.07e-41,150
CC_1767,BME_RS08975,42.262,168,96,1,7,174,18,184,1.26e-42,137
CC_1768,BME_RS08990,26.744,430,293,8,22,438,3,423,1.23e-27,110
CC_1769,BME_RS13830,55.251,219,98,0,1,219,32,250,1.91e-79,235
CC_1770,BME_RS09405,51.163,129,52,4,3,129,2,121,1.67e-38,123
CC_1771,BME_RS09410,55.882,204,90,0,4,207,6,209,2.24e-75,223
CC_1772,BME_RS09415,69.970,656,196,1,9,663,1,656,0.0,934
CC_1773,BME_RS09420,54.325,289,115,4,22,301,13,293,1.19e-112,328
CC_1774,BME_RS13020,37.592,407,251,2,37,442,22,426,1.68e-72,231
CC_1776,BME_RS01550,28.780,205,134,3,3,200,9,208,5.29e-19,79.0
CC_1777,BME_RS06880,43.842,203,108,3,36,237,2,199,5.54e-53,167
CC_1787,BME_RS12055,32.312,359,230,6,4,356,10,361,9.86e-42,146
CC_1788,BME_RS12060,37.767,1030,622,7,3,1023,5,1024,0.0,712
CC_1792,BME_RS10700,29.148,223,147,5,29,243,8,227,5.93e-19,84.0
CC_1798,BME_RS15170,57.560,377,155,2,3,378,4,376,1.17e-160,452
CC_1801,BME_RS08125,24.528,530,345,17,50,547,67,573,2.86e-21,94.0
CC_1802,BME_RS12120,37.826,230,117,9,67,277,2,224,1.87e-38,139
CC_1803,BME_RS10490,31.646,237,147,7,12,239,11,241,5.19e-26,98.6
CC_1805,BME_RS09880,30.435,253,171,4,6,257,7,255,1.43e-27,105
CC_1806,BME_RS12585,34.727,311,187,9,5,305,37,341,6.50e-42,147
CC_1807,BME_RS09525,25.134,374,270,5,1,368,11,380,3.66e-30,116
CC_1808,BME_RS00140,40.486,247,137,6,7,247,2,244,7.75e-42,140
CC_1809,BME_RS03255,30.872,149,92,3,82,225,20,162,7.59e-11,62.4
CC_1812,BME_RS08125,26.394,538,320,14,40,534,77,581,2.15e-40,150
CC_1814,BME_RS09630,36.047,258,149,5,26,275,8,257,5.14e-38,131
CC_1816,BME_RS12700,33.858,254,156,4,3,250,2,249,5.93e-38,136
CC_1819,BME_RS15175,24.901,253,170,6,54,289,24,273,5.91e-13,67.0
CC_1821,BME_RS04910,45.865,266,139,3,5,268,8,270,1.37e-80,241
CC_1822,BME_RS04915,48.649,259,133,0,4,262,1,259,3.77e-86,254
CC_1823,BME_RS04925,36.025,322,188,8,27,336,39,354,1.20e-47,161
CC_1824,BME_RS04930,54.455,202,89,1,4,202,3,204,2.48e-70,210
CC_1825,BME_RS04940,50.000,170,71,4,7,163,34,202,8.95e-47,159
CC_1829,BME_RS09535,51.927,441,207,2,1,436,19,459,3.50e-128,405
CC_1830,BME_RS13500,32.548,467,265,16,20,445,22,479,1.50e-30,122
CC_1831,BME_RS15660,38.565,223,124,3,1,220,1,213,3.23e-50,165
CC_1832,BME_RS14105,30.909,220,146,1,45,264,57,270,5.50e-26,100
CC_1833,BME_RS10715,26.829,164,113,6,131,290,106,266,1.75e-08,52.0
CC_1838,BME_RS15245,31.538,130,77,5,3,129,75,195,1.53e-10,57.0
CC_1839,BME_RS00165,40.000,70,41,1,6,75,9,77,6.26e-12,52.4
CC_1841,BME_RS11290,27.182,401,255,11,5,375,52,445,1.82e-31,120
CC_1842,BME_RS13420,25.275,455,305,9,5,436,3,445,1.95e-20,89.7
CC_1843,BME_RS13585,48.804,209,105,1,5,211,4,212,7.68e-63,192
CC_1844,BME_RS13575,55.460,1163,493,13,8,1153,14,1168,0.0,1241
CC_1845,BME_RS13570,42.353,85,47,1,21,103,8,92,3.21e-19,73.2
CC_1846,BME_RS09080,28.729,181,123,4,43,218,38,217,1.00e-14,68.2
CC_1847,BME_RS05175,51.538,520,203,10,1,512,1,479,6.63e-162,465
CC_1849,BME_RS00110,31.481,432,274,11,29,453,74,490,6.26e-41,150
CC_1850,BME_RS13420,34.637,179,105,4,169,341,285,457,2.99e-22,94.0
CC_1851,BME_RS15160,35.019,257,155,4,12,267,16,261,9.57e-36,125
CC_1856,BME_RS00335,32.340,235,157,2,7,240,5,238,5.43e-40,136
CC_1858,BME_RS05170,53.000,100,46,1,1,100,17,115,3.44e-35,114
CC_1859,BME_RS05195,60.000,110,44,0,9,118,30,139,9.68e-48,146
CC_1860,BME_RS05200,60.546,403,157,2,7,407,11,413,0.0,511
CC_1861,BME_RS05205,31.880,367,202,6,5,324,42,407,1.19e-46,160
CC_1862,BME_RS05210,63.745,251,89,1,1,249,1,251,1.74e-116,330
CC_1864,BME_RS05215,74.016,508,112,4,1,489,1,507,0.0,800
CC_1865,BME_RS05220,43.570,381,198,6,8,376,8,383,7.92e-79,244
CC_1866,BME_RS11050,31.852,135,87,3,3,136,2,132,1.19e-15,66.6
CC_1867,BME_RS05225,59.434,212,86,0,66,277,1,212,1.76e-95,277
CC_1869,BME_RS05235,38.420,367,217,3,17,378,6,368,1.06e-74,233
CC_1870,BME_RS05240,57.108,415,177,1,5,418,2,416,2.05e-172,485
CC_1871,BME_RS05250,58.000,150,63,0,3,152,5,154,2.58e-64,190
CC_1872,BME_RS06385,37.671,146,88,2,241,383,393,538,3.39e-22,94.7
CC_1874,BME_RS05270,61.290,341,129,1,29,369,1,338,3.65e-154,434
CC_1875,BME_RS05275,46.556,784,356,16,5,736,10,782,0.0,664
CC_1876,BME_RS05280,35.859,396,222,11,17,387,22,410,5.11e-59,194
CC_1877,BME_RS05290,61.538,442,167,2,128,566,199,640,2.36e-176,530
CC_1878,BME_RS05300,34.361,454,283,6,47,489,20,469,2.67e-71,231
CC_1879,BME_RS05305,39.234,209,116,6,31,231,47,252,3.58e-37,128
CC_1880,BME_RS08620,43.320,247,139,1,22,267,6,252,5.54e-55,175
CC_1881,BME_RS08615,37.879,66,40,1,1,66,1,65,9.72e-09,43.5
CC_1882,BME_RS05310,50.360,139,69,0,1,139,1,139,2.66e-49,152
CC_1883,BME_RS05315,59.355,155,57,1,16,170,8,156,4.31e-49,152
CC_1884,BME_RS05320,70.880,443,129,0,1,443,1,443,0.0,652
