Abortus2308|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS21985,AYT27_RS03135,74.432,176,44,1,1,175,1,176,5.09e-94,266
BAB_RS21990,AYT27_RS03130,67.241,58,19,0,1,58,1,58,5.50e-25,84.0
BAB_RS21995,AYT27_RS03125,92.000,25,2,0,1,25,1,25,4.92e-11,45.8
BAB_RS22000,AYT27_RS05370,90.793,391,36,0,1,391,1,391,0.0,704
BAB_RS22005,AYT27_RS03115,95.833,24,1,0,1,24,1,24,4.78e-10,43.1
BAB_RS22015,AYT27_RS03105,57.500,280,106,3,8,284,4,273,2.18e-109,314
BAB_RS22025,AYT27_RS03100,45.045,222,114,3,14,231,19,236,1.85e-60,187
BAB_RS22045,AYT27_RS04285,66.176,68,23,0,1,68,1,68,5.24e-31,99.4
BAB_RS22055,AYT27_RS04275,66.667,252,84,0,5,256,5,256,5.82e-127,357
BAB_RS22060,AYT27_RS04270,46.296,162,79,3,2,157,8,167,9.22e-44,139
BAB_RS22065,AYT27_RS04265,67.027,185,60,1,1,185,1,184,1.04e-90,259
BAB_RS22090,AYT27_RS04025,57.601,592,249,2,1,591,1,591,0.0,670
BAB_RS22095,AYT27_RS05715,33.465,254,154,7,96,345,57,299,6.36e-36,128
BAB_RS22100,AYT27_RS05115,79.692,325,66,0,4,328,3,327,0.0,509
BAB_RS22105,AYT27_RS05120,70.642,436,125,1,1,436,1,433,0.0,637
BAB_RS22110,AYT27_RS05915,28.312,385,253,11,19,388,19,395,8.93e-38,137
BAB_RS22125,AYT27_RS05125,92.000,25,2,0,1,25,1,25,5.88e-10,43.1
BAB_RS22130,AYT27_RS05125,92.000,25,2,0,1,25,1,25,4.19e-10,43.5
BAB_RS22140,AYT27_RS04300,55.745,235,104,0,1,235,1,235,3.14e-98,282
BAB_RS22145,AYT27_RS04295,73.978,269,70,0,1,269,1,269,1.57e-157,436
BAB_RS22150,AYT27_RS04290,54.545,264,105,4,1,249,1,264,1.34e-99,287
BAB_RS22200,AYT27_RS04935,51.923,52,25,0,2,53,126,177,1.71e-15,62.0
BAB_RS22205,AYT27_RS04935,55.340,103,46,0,24,126,12,114,2.57e-39,126
BAB_RS22280,AYT27_RS06615,31.503,346,190,9,5,332,10,326,2.01e-48,162
BAB_RS22320,AYT27_RS05920,33.071,127,83,1,12,136,5,131,5.17e-13,63.9
BAB_RS22335,AYT27_RS06520,23.209,349,230,15,339,680,47,364,2.22e-11,61.6
BAB_RS22340,AYT27_RS05505,32.099,81,55,0,16,96,10,90,4.15e-13,55.8
BAB_RS22345,AYT27_RS05510,38.063,733,438,5,82,806,60,784,2.23e-166,499
BAB_RS22355,AYT27_RS05520,62.366,837,311,4,1,836,1,834,0.0,1033
BAB_RS22360,AYT27_RS05525,58.127,566,236,1,1,566,1,565,0.0,592
BAB_RS22365,AYT27_RS05530,53.416,322,143,3,1,320,1,317,6.24e-112,323
BAB_RS22370,AYT27_RS04950,36.082,97,60,2,5,100,9,104,1.29e-16,67.4
BAB_RS22375,AYT27_RS04950,55.932,59,26,0,5,63,118,176,4.91e-18,70.5
BAB_RS22400,AYT27_RS05535,63.883,515,184,1,5,517,2,516,0.0,683
BAB_RS22410,AYT27_RS05545,92.000,25,2,0,1,25,1,25,1.51e-10,44.7
BAB_RS22425,AYT27_RS02775,30.000,250,161,5,4,252,3,239,3.24e-24,93.6
BAB_RS22430,AYT27_RS05410,29.825,228,148,4,1,225,1,219,8.37e-29,105
BAB_RS22450,AYT27_RS06150,24.188,277,156,7,6,274,6,236,3.99e-10,55.8
BAB_RS22455,AYT27_RS02555,35.686,255,150,5,14,257,12,263,2.61e-47,154
BAB_RS22460,AYT27_RS02560,38.855,332,186,6,14,329,30,360,4.78e-53,174
BAB_RS22480,AYT27_RS04245,29.796,245,151,5,285,511,11,252,2.31e-28,110
BAB_RS22555,AYT27_RS01435,34.123,211,134,4,4,213,3,209,4.18e-38,129
BAB_RS22610,AYT27_RS05560,81.416,339,63,0,1,339,1,339,0.0,588
BAB_RS22625,AYT27_RS05565,64.082,245,87,1,1,245,1,244,1.52e-111,317
BAB_RS22635,AYT27_RS05570,78.820,373,79,0,1,373,1,373,0.0,624
BAB_RS22645,AYT27_RS05575,72.362,597,165,0,11,607,3,599,0.0,917
BAB_RS22650,AYT27_RS05580,50.526,285,139,1,7,291,4,286,6.26e-94,276
BAB_RS22665,AYT27_RS05585,57.344,497,190,5,29,524,30,505,0.0,544
BAB_RS22675,AYT27_RS05590,46.233,292,148,3,1,290,1,285,9.67e-83,248
BAB_RS22680,AYT27_RS05595,45.932,381,194,5,1,379,1,371,9.79e-112,328
BAB_RS22685,AYT27_RS05600,52.121,165,79,0,6,170,5,169,7.89e-68,200
BAB_RS22690,AYT27_RS05605,79.545,264,54,0,1,264,1,264,1.26e-165,455
BAB_RS22695,AYT27_RS05625,47.000,100,51,2,1,100,1,98,2.76e-26,89.7
BAB_RS22700,AYT27_RS04985,30.855,269,178,6,9,272,24,289,1.01e-28,112
BAB_RS22710,AYT27_RS05635,56.021,191,72,5,1,189,1,181,1.76e-66,197
BAB_RS22720,AYT27_RS05640,50.909,55,27,0,1,55,1,55,1.04e-13,55.5
BAB_RS22725,AYT27_RS05645,46.774,62,33,0,7,68,14,75,4.37e-16,63.5
BAB_RS22740,AYT27_RS02210,30.626,431,266,13,61,467,48,469,1.11e-48,169
BAB_RS22755,AYT27_RS05650,65.965,855,211,4,1,855,1,775,0.0,1162
BAB_RS22765,AYT27_RS05655,61.538,208,80,0,20,227,1,208,3.51e-104,296
BAB_RS22770,AYT27_RS05660,44.974,189,94,4,9,189,5,191,7.97e-53,164
BAB_RS22775,AYT27_RS05665,55.439,285,124,1,3,284,4,288,3.85e-109,314
BAB_RS22780,AYT27_RS05670,57.990,607,254,1,3,608,2,608,0.0,750
BAB_RS22790,AYT27_RS05680,65.181,718,244,5,1,716,1,714,0.0,964
BAB_RS22795,AYT27_RS05685,65.461,553,190,1,1,552,1,553,0.0,696
BAB_RS22800,AYT27_RS05690,61.569,255,97,1,25,278,34,288,1.85e-113,325
BAB_RS22805,AYT27_RS05695,49.117,283,143,1,1,282,5,287,3.08e-102,296
BAB_RS22810,AYT27_RS05700,60.465,602,181,10,1,566,1,581,0.0,551
BAB_RS22815,AYT27_RS05705,65.268,429,147,1,12,440,7,433,0.0,576
BAB_RS22820,AYT27_RS05710,39.493,276,167,0,29,304,20,295,1.44e-75,230
BAB_RS22825,AYT27_RS05715,67.638,309,96,2,1,308,1,306,1.90e-152,425
BAB_RS22830,AYT27_RS05720,65.815,313,107,0,5,317,9,321,4.27e-149,418
BAB_RS22835,AYT27_RS05725,73.876,467,118,2,1,466,1,464,0.0,679
BAB_RS22840,AYT27_RS05730,57.527,372,156,2,4,375,1,370,2.69e-149,423
BAB_RS22845,AYT27_RS05735,64.690,371,130,1,1,370,1,371,6.27e-171,478
BAB_RS22850,AYT27_RS05740,54.310,464,204,2,1,457,1,463,3.55e-173,490
BAB_RS22855,AYT27_RS05745,75.000,360,86,1,1,360,1,356,0.0,530
BAB_RS22860,AYT27_RS05750,52.452,469,221,2,10,477,4,471,3.89e-171,486
BAB_RS22865,AYT27_RS05755,59.958,477,190,1,10,485,6,482,0.0,592
BAB_RS22870,AYT27_RS05760,68.914,534,163,2,49,581,35,566,0.0,755
BAB_RS22875,AYT27_RS05765,37.681,138,74,4,1,132,3,134,7.17e-28,96.3
BAB_RS22880,AYT27_RS05770,64.174,321,109,1,17,337,24,338,7.92e-143,404
BAB_RS22890,AYT27_RS05780,61.983,121,46,0,94,214,48,168,5.13e-52,161
BAB_RS22895,AYT27_RS06350,29.452,292,124,9,44,259,21,306,3.01e-30,111
BAB_RS22915,AYT27_RS00905,34.121,381,222,12,48,410,46,415,2.57e-57,189
BAB_RS22930,AYT27_RS05795,40.683,322,168,1,6,327,5,303,7.03e-76,232
BAB_RS22940,AYT27_RS05610,61.806,432,162,3,13,442,2,432,0.0,543
BAB_RS22950,AYT27_RS05800,85.610,549,79,0,1,549,1,549,0.0,969
BAB_RS22985,AYT27_RS06900,43.284,67,38,0,6,72,43,109,1.55e-14,58.9
BAB_RS22990,AYT27_RS05810,59.799,199,80,0,1,199,1,199,5.81e-91,261
BAB_RS22995,AYT27_RS05815,58.046,348,142,2,6,351,6,351,3.06e-143,405
BAB_RS23035,AYT27_RS03545,28.859,149,94,3,9,157,206,342,3.82e-08,47.0
BAB_RS23040,AYT27_RS05850,96.000,25,1,0,1,25,1,25,4.85e-12,48.5
BAB_RS23045,AYT27_RS05855,39.474,228,119,4,27,249,31,244,1.02e-46,152
BAB_RS23055,AYT27_RS05860,55.634,142,63,0,3,144,4,145,1.48e-62,185
BAB_RS23065,AYT27_RS05865,78.487,674,136,4,1,672,1,667,0.0,1037
BAB_RS23070,AYT27_RS05870,47.766,649,315,6,1,645,1,629,0.0,601
BAB_RS23075,AYT27_RS05880,60.682,557,219,0,1,557,1,557,0.0,699
BAB_RS23085,AYT27_RS05895,70.175,399,118,1,1,398,1,399,0.0,602
BAB_RS23105,AYT27_RS05905,80.690,1160,224,0,1,1160,1,1160,0.0,1969
BAB_RS23120,AYT27_RS05910,75.758,66,16,0,1,66,1,66,6.04e-36,111
BAB_RS23130,AYT27_RS05915,77.945,399,88,0,1,399,1,399,0.0,655
BAB_RS23145,AYT27_RS05920,68.439,301,95,0,1,301,1,301,6.47e-168,464
BAB_RS23150,AYT27_RS05925,73.418,316,84,0,1,316,1,316,0.0,500
BAB_RS23155,AYT27_RS05930,59.783,460,185,0,5,464,1,460,0.0,551
BAB_RS23160,AYT27_RS04150,29.371,143,100,1,7,149,1,142,2.47e-20,78.2
BAB_RS23165,AYT27_RS05935,69.341,349,107,0,6,354,2,350,0.0,505
BAB_RS23170,AYT27_RS05940,79.618,157,32,0,1,157,1,157,1.65e-92,261
BAB_RS23180,AYT27_RS00345,30.952,168,106,4,5,168,14,175,4.60e-13,63.9
BAB_RS23200,AYT27_RS05945,36.364,88,54,1,1,88,1,86,1.42e-14,62.8
BAB_RS23205,AYT27_RS05950,75.945,794,161,3,110,902,3,767,0.0,1252
BAB_RS23210,AYT27_RS02585,36.667,90,47,4,77,156,558,647,2.30e-08,50.1
BAB_RS23215,AYT27_RS05910,67.273,55,18,0,4,58,3,57,1.46e-23,80.5
BAB_RS23220,AYT27_RS05955,33.761,234,85,8,1,169,1,229,7.78e-34,115
BAB_RS23225,AYT27_RS05960,58.491,212,87,1,1,212,1,211,7.24e-92,265
BAB_RS23245,AYT27_RS05965,70.306,229,68,0,7,235,6,234,8.52e-120,337
BAB_RS23250,AYT27_RS05970,74.049,447,113,3,1,446,1,445,0.0,641
BAB_RS23265,AYT27_RS05975,56.688,157,68,0,10,166,10,166,1.93e-64,191
BAB_RS23270,AYT27_RS05985,53.846,78,36,0,1,78,1,78,2.45e-25,87.0
BAB_RS23275,AYT27_RS05990,50.538,279,132,4,8,280,6,284,2.77e-90,266
BAB_RS23280,AYT27_RS05995,47.075,359,186,1,5,363,3,357,3.28e-120,348
BAB_RS23285,AYT27_RS06000,52.174,253,116,2,11,262,6,254,6.15e-92,268
BAB_RS23305,AYT27_RS06005,83.495,309,51,0,1,309,1,309,0.0,529
BAB_RS23310,AYT27_RS06010,70.040,494,148,0,9,502,5,498,0.0,698
BAB_RS23315,AYT27_RS06015,75.789,190,46,0,1,190,1,190,2.69e-110,310
BAB_RS23320,AYT27_RS06020,60.204,196,73,1,1,196,1,191,1.94e-78,231
BAB_RS23325,AYT27_RS06035,80.381,367,72,0,1,367,1,367,0.0,614
BAB_RS23345,AYT27_RS06045,61.667,60,23,0,227,286,1,60,2.02e-21,81.6
BAB_RS23360,AYT27_RS02695,36.889,450,238,8,169,610,190,601,3.23e-76,251
BAB_RS23365,AYT27_RS02695,37.469,403,234,4,209,605,211,601,1.05e-80,263
BAB_RS23370,AYT27_RS06060,65.101,149,52,0,1,149,1,149,1.24e-67,198
BAB_RS23405,AYT27_RS06065,56.618,408,177,0,10,417,9,416,5.88e-174,489
BAB_RS23420,AYT27_RS06070,68.249,337,105,1,1,335,7,343,1.68e-172,478
BAB_RS23425,AYT27_RS06075,51.186,295,144,0,1,295,1,295,1.29e-100,293
BAB_RS23430,AYT27_RS06080,41.419,944,536,9,6,947,1,929,0.0,717
BAB_RS23435,AYT27_RS06085,49.928,693,338,5,5,689,7,698,0.0,660
BAB_RS23440,AYT27_RS06440,36.196,163,98,2,6,162,14,176,2.17e-20,79.7
BAB_RS23460,AYT27_RS06095,49.141,291,145,2,1,291,5,292,2.62e-101,295
BAB_RS23470,AYT27_RS06100,63.123,301,111,0,1,301,1,301,2.16e-132,374
BAB_RS23475,AYT27_RS05895,32.192,146,76,6,564,700,243,374,2.28e-08,52.4
BAB_RS23485,AYT27_RS04150,28.000,150,107,1,4,153,1,149,2.49e-20,78.2
BAB_RS23520,AYT27_RS00955,36.170,235,139,3,34,268,12,235,4.69e-40,140
BAB_RS23525,AYT27_RS01235,42.023,257,144,4,4,257,273,527,1.02e-64,207
BAB_RS23530,AYT27_RS01235,45.560,259,138,2,5,261,4,261,4.74e-71,224
BAB_RS23535,AYT27_RS06180,44.853,272,144,1,27,298,43,308,2.87e-73,224
BAB_RS23540,AYT27_RS06185,38.941,321,193,2,15,333,38,357,1.25e-75,233
BAB_RS23570,AYT27_RS06105,44.891,274,134,6,9,273,2,267,9.77e-70,213
BAB_RS23575,AYT27_RS06110,73.048,397,107,0,1,397,1,397,0.0,622
BAB_RS23585,AYT27_RS06115,86.813,91,12,0,1,91,1,91,2.89e-57,167
BAB_RS23595,AYT27_RS06140,34.737,95,62,0,1,95,10,104,3.96e-15,68.9
BAB_RS23600,AYT27_RS06135,60.106,188,70,1,16,198,9,196,2.11e-85,246
BAB_RS23605,AYT27_RS06130,50.481,208,103,0,1,208,1,208,2.14e-70,209
BAB_RS23610,AYT27_RS06125,86.695,233,30,1,1,232,1,233,1.42e-150,414
BAB_RS23615,AYT27_RS06120,54.545,132,54,2,1,130,1,128,1.35e-36,117
BAB_RS23620,AYT27_RS06145,66.216,370,125,0,1,370,1,370,0.0,512
BAB_RS23625,AYT27_RS06150,62.342,316,119,0,1,316,1,316,2.95e-153,428
BAB_RS23630,AYT27_RS06155,96.000,25,1,0,1,25,1,25,6.62e-11,45.4
BAB_RS23650,AYT27_RS02005,36.029,408,233,9,629,1028,46,433,2.10e-64,220
BAB_RS23655,AYT27_RS02055,34.946,558,340,8,25,581,24,559,7.41e-109,337
BAB_RS23675,AYT27_RS00955,47.660,235,122,1,22,255,3,237,2.10e-77,238
BAB_RS23710,AYT27_RS02775,31.020,245,162,4,56,298,2,241,4.04e-27,102
BAB_RS23715,AYT27_RS02775,24.303,251,175,6,9,255,2,241,1.27e-13,64.7
BAB_RS23735,AYT27_RS01310,35.088,285,135,12,13,261,6,276,7.33e-33,117
BAB_RS23775,AYT27_RS02775,33.333,246,162,2,12,257,2,245,2.42e-34,120
BAB_RS23790,AYT27_RS04240,23.982,221,162,3,4,223,3,218,5.48e-21,87.8
BAB_RS23805,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
BAB_RS23810,AYT27_RS07025,78.378,37,8,0,2,38,2,38,1.19e-13,53.1
BAB_RS23815,AYT27_RS07030,86.702,376,48,1,172,545,136,511,0.0,605
BAB_RS23825,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
BAB_RS23830,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
BAB_RS23835,AYT27_RS07045,87.607,468,51,2,1,461,1,468,0.0,756
BAB_RS23845,AYT27_RS01985,32.211,475,313,5,9,477,2,473,4.65e-85,266
BAB_RS23850,AYT27_RS07590,49.733,187,92,1,1,185,2,188,3.91e-70,208
BAB_RS23855,AYT27_RS07595,43.114,167,86,4,5,166,17,179,3.83e-39,128
BAB_RS23870,AYT27_RS03305,32.639,288,170,5,3,289,1,265,4.43e-32,119
BAB_RS23885,AYT27_RS01975,78.571,294,63,0,1,294,1,294,0.0,496
BAB_RS23890,AYT27_RS01980,60.856,327,128,0,18,344,6,332,3.06e-147,415
BAB_RS23895,AYT27_RS07095,35.385,130,72,3,21,150,16,133,1.28e-20,79.0
BAB_RS23900,AYT27_RS05125,92.000,25,2,0,1,25,1,25,6.13e-11,45.4
BAB_RS23905,AYT27_RS01020,70.896,134,39,0,5,138,2,135,1.72e-69,202
BAB_RS23910,AYT27_RS07075,49.550,333,161,3,4,334,7,334,4.71e-113,327
BAB_RS23920,AYT27_RS07070,70.189,265,78,1,1,264,1,265,7.78e-139,387
BAB_RS23925,AYT27_RS07065,41.304,46,27,0,22,67,17,62,1.64e-09,45.1
BAB_RS23930,AYT27_RS07060,76.000,175,42,0,15,189,8,182,1.07e-101,287
BAB_RS23935,AYT27_RS07055,36.211,475,290,3,1,473,8,471,1.13e-89,278
BAB_RS23940,AYT27_RS07640,27.778,144,103,1,1,143,1,144,6.59e-11,52.8
BAB_RS23945,AYT27_RS07635,37.500,96,60,0,22,117,13,108,1.04e-18,71.2
BAB_RS23950,AYT27_RS06040,29.730,148,83,6,1,137,1,138,4.75e-12,58.5
BAB_RS23960,AYT27_RS07630,49.407,253,94,1,86,304,18,270,3.62e-71,218
BAB_RS23965,AYT27_RS07625,46.043,139,73,2,1,137,1,139,1.56e-37,123
BAB_RS23970,AYT27_RS02580,27.928,222,125,10,83,282,54,262,3.95e-13,63.5
BAB_RS23980,AYT27_RS08080,38.912,239,141,3,31,266,424,660,2.68e-44,154
BAB_RS23985,AYT27_RS08080,46.849,365,185,2,13,368,12,376,1.73e-106,323
BAB_RS23990,AYT27_RS08085,39.943,353,192,2,57,391,44,394,1.04e-76,239
BAB_RS23995,AYT27_RS07610,64.706,153,47,1,10,155,30,182,1.24e-68,202
BAB_RS24000,AYT27_RS04150,46.667,150,80,0,5,154,1,150,1.64e-51,157
BAB_RS24015,AYT27_RS07605,76.471,153,36,0,174,326,116,268,4.95e-82,246
BAB_RS24020,AYT27_RS05610,31.899,395,242,9,10,389,2,384,5.77e-48,166
BAB_RS24025,AYT27_RS01970,37.719,228,131,5,238,463,217,435,4.39e-44,156
BAB_RS24030,AYT27_RS01965,77.049,427,98,0,1,427,1,427,0.0,695
BAB_RS24045,AYT27_RS01960,70.801,387,113,0,1,387,1,387,0.0,585
BAB_RS24060,AYT27_RS07655,66.964,448,148,0,9,456,1,448,0.0,639
BAB_RS24065,AYT27_RS07660,78.754,626,130,3,1,624,1,625,0.0,1022
BAB_RS24070,AYT27_RS07665,31.470,483,273,8,7,437,8,484,4.84e-66,216
BAB_RS24085,AYT27_RS07685,60.116,173,64,1,1,168,1,173,1.56e-72,212
BAB_RS24090,AYT27_RS07705,64.598,435,150,3,11,442,7,440,0.0,577
BAB_RS24095,AYT27_RS07710,28.682,387,233,11,1,352,9,387,4.86e-35,128
BAB_RS24100,AYT27_RS07715,45.695,151,77,3,1,147,1,150,4.99e-41,130
BAB_RS24105,AYT27_RS07720,62.128,235,88,1,1,235,1,234,2.78e-103,295
BAB_RS24110,AYT27_RS07725,45.652,138,75,0,5,142,3,140,1.15e-42,134
BAB_RS24115,AYT27_RS07730,83.025,324,55,0,15,338,18,341,0.0,535
BAB_RS24120,AYT27_RS07735,57.561,205,83,2,1,204,1,202,2.15e-73,217
BAB_RS24125,AYT27_RS07740,76.582,158,37,0,1,158,1,158,1.85e-83,239
BAB_RS24130,AYT27_RS07745,44.172,163,83,3,6,165,12,169,3.15e-37,122
BAB_RS24135,AYT27_RS07750,45.098,357,196,0,10,366,13,369,3.89e-112,329
BAB_RS24140,AYT27_RS07755,42.529,174,97,2,31,201,31,204,5.19e-41,135
BAB_RS24145,AYT27_RS07790,37.770,278,159,1,77,340,59,336,7.12e-50,166
BAB_RS24150,AYT27_RS07795,81.720,186,34,0,1,186,1,186,1.29e-117,327
BAB_RS24155,AYT27_RS07800,72.243,263,73,0,1,263,1,263,4.37e-136,380
BAB_RS24170,AYT27_RS07805,59.865,593,234,1,83,671,1,593,0.0,669
BAB_RS24175,AYT27_RS07810,82.192,73,13,0,1,73,1,73,2.30e-44,133
BAB_RS24180,AYT27_RS07695,82.661,248,43,0,1,248,1,248,3.60e-157,432
BAB_RS24190,AYT27_RS01445,33.108,148,88,4,34,174,18,161,1.93e-10,53.5
BAB_RS24200,AYT27_RS05535,47.521,242,119,3,8,245,2,239,1.11e-66,211
BAB_RS24205,AYT27_RS07380,64.469,273,97,0,1,273,1,273,6.79e-136,380
BAB_RS24210,AYT27_RS07375,40.722,194,111,1,6,195,9,202,1.53e-49,155
BAB_RS24215,AYT27_RS07850,47.414,116,54,1,1,116,1,109,2.19e-35,114
BAB_RS24220,AYT27_RS07845,62.921,89,27,2,5,90,6,91,1.30e-30,100
BAB_RS24225,AYT27_RS07840,75.455,660,161,1,1,660,1,659,0.0,1049
BAB_RS24230,AYT27_RS07835,79.104,335,70,0,1,335,1,335,0.0,556
BAB_RS24235,AYT27_RS07830,62.374,396,149,0,1,396,2,397,0.0,514
BAB_RS24245,AYT27_RS08055,39.002,641,364,14,7,631,21,650,1.08e-148,441
BAB_RS24265,AYT27_RS07690,69.397,232,68,1,1,229,1,232,1.33e-118,333
BAB_RS24270,AYT27_RS03835,30.675,326,186,4,37,333,27,341,6.29e-35,126
BAB_RS24300,AYT27_RS07320,76.250,160,38,0,2,161,5,164,4.05e-78,225
BAB_RS24305,AYT27_RS07325,50.430,349,173,0,9,357,59,407,4.33e-129,372
BAB_RS24310,AYT27_RS07340,80.488,41,8,0,1,41,1,41,6.24e-20,69.3
BAB_RS24315,AYT27_RS07345,39.894,188,109,1,40,223,72,259,5.90e-39,131
BAB_RS24320,AYT27_RS07860,66.109,478,162,0,1,478,1,478,0.0,649
BAB_RS24325,AYT27_RS07865,60.163,123,49,0,25,147,44,166,6.87e-54,164
BAB_RS24335,AYT27_RS07870,79.762,84,17,0,3,86,2,85,5.19e-30,98.2
BAB_RS24340,AYT27_RS07890,60.702,598,217,4,1,583,1,595,0.0,724
BAB_RS24350,AYT27_RS07900,52.404,208,99,0,1,208,1,208,2.49e-79,233
BAB_RS24365,AYT27_RS00955,34.894,235,150,1,5,236,2,236,9.46e-39,133
BAB_RS24370,AYT27_RS07905,48.879,446,228,0,48,493,36,481,3.76e-162,464
BAB_RS24380,AYT27_RS07910,63.441,279,102,0,31,309,23,301,3.08e-125,356
BAB_RS24390,AYT27_RS07925,68.947,190,55,2,1,190,1,186,1.19e-92,265
BAB_RS24395,AYT27_RS07920,80.357,112,22,0,1,112,1,112,9.40e-67,192
BAB_RS24405,AYT27_RS07915,40.754,557,253,10,489,1026,6,504,6.78e-127,392
BAB_RS24420,AYT27_RS07930,88.136,59,7,0,1,59,1,59,2.76e-35,109
BAB_RS24425,AYT27_RS04470,37.013,154,93,1,78,227,67,220,3.48e-20,85.1
BAB_RS24430,AYT27_RS07935,61.745,298,114,0,7,304,3,300,3.63e-129,366
BAB_RS24435,AYT27_RS07965,76.156,411,98,0,5,415,3,413,0.0,655
BAB_RS24440,AYT27_RS02775,32.046,259,158,5,1,259,1,241,1.88e-36,125
BAB_RS24450,AYT27_RS04115,45.614,456,231,5,8,463,2,440,3.41e-130,401
BAB_RS24455,AYT27_RS04260,27.966,354,237,10,25,369,26,370,5.47e-31,117
BAB_RS24460,AYT27_RS04260,26.234,385,255,13,1,371,3,372,3.15e-31,117
BAB_RS24470,AYT27_RS04240,49.362,235,117,2,12,245,3,236,4.43e-81,239
BAB_RS24475,AYT27_RS04245,46.212,264,133,3,6,269,1,255,1.02e-76,236
BAB_RS24480,AYT27_RS04250,35.385,325,157,8,138,440,39,332,2.60e-37,135
BAB_RS24485,AYT27_RS04255,36.056,355,173,6,2,302,4,358,1.95e-50,166
BAB_RS24510,AYT27_RS07985,41.322,121,70,1,5,125,13,132,8.90e-22,80.9
BAB_RS24515,AYT27_RS07990,78.154,531,105,5,1,521,1,530,0.0,815
BAB_RS24520,AYT27_RS07995,66.007,303,92,2,1,292,1,303,5.35e-147,410
BAB_RS24525,AYT27_RS08000,85.490,510,72,1,1,508,1,510,0.0,895
BAB_RS24530,AYT27_RS08005,42.458,179,98,1,11,184,13,191,3.61e-43,139
BAB_RS24540,AYT27_RS08020,64.538,736,248,3,18,744,5,736,0.0,962
BAB_RS24545,AYT27_RS08025,77.064,218,49,1,1,217,1,218,2.88e-127,354
BAB_RS24550,AYT27_RS08030,38.728,173,100,1,26,192,18,190,3.24e-40,131
BAB_RS24555,AYT27_RS08035,69.441,877,257,3,4,876,10,879,0.0,1278
BAB_RS24560,AYT27_RS08040,58.252,206,86,0,15,220,22,227,1.26e-87,254
BAB_RS24575,AYT27_RS08055,75.115,651,160,1,1,651,1,649,0.0,1063
BAB_RS24580,AYT27_RS08365,74.510,51,13,0,22,72,21,71,4.80e-22,77.0
BAB_RS24585,AYT27_RS08360,70.526,285,80,2,1,282,1,284,1.53e-147,415
BAB_RS24590,AYT27_RS08355,54.977,442,194,4,27,465,7,446,3.71e-172,487
BAB_RS24595,AYT27_RS08350,48.094,551,276,3,31,576,21,566,1.05e-169,490
BAB_RS24600,AYT27_RS08345,69.517,538,164,0,1,538,1,538,0.0,780
BAB_RS24610,AYT27_RS08390,53.181,1572,702,11,34,1598,18,1562,0.0,1679
BAB_RS24620,AYT27_RS04040,47.186,231,112,3,13,236,32,259,3.29e-68,208
BAB_RS24625,AYT27_RS04045,70.918,196,57,0,12,207,19,214,4.57e-106,300
BAB_RS24630,AYT27_RS08370,74.380,121,31,0,1,121,1,121,6.58e-61,179
BAB_RS24635,AYT27_RS08375,60.215,93,37,0,5,97,2,94,6.00e-37,117
BAB_RS24640,AYT27_RS08380,73.410,519,123,4,1,515,1,508,0.0,704
BAB_RS24645,AYT27_RS00905,29.412,238,150,5,13,237,20,252,1.55e-26,103
BAB_RS24650,AYT27_RS08385,58.879,214,87,1,1,214,1,213,8.82e-96,274
BAB_RS24665,AYT27_RS01985,31.279,438,267,9,35,457,36,454,3.00e-55,188
BAB_RS24670,AYT27_RS05920,26.792,265,179,2,1,255,5,264,2.97e-32,117
BAB_RS24685,AYT27_RS00860,50.909,165,81,0,10,174,3,167,3.53e-63,189
BAB_RS24690,AYT27_RS00855,72.562,441,115,1,1,441,1,435,0.0,648
BAB_RS24695,AYT27_RS00850,42.216,379,198,2,71,449,69,426,4.00e-105,315
BAB_RS24705,AYT27_RS00845,52.976,168,70,1,1,168,1,159,2.01e-59,178
BAB_RS24710,AYT27_RS00840,53.153,111,52,0,7,117,30,140,3.62e-43,134
BAB_RS24715,AYT27_RS00835,55.263,190,85,0,24,213,1,190,3.85e-72,214
BAB_RS24720,AYT27_RS00830,66.427,417,137,3,11,426,3,417,0.0,569
BAB_RS24725,AYT27_RS00825,68.984,374,116,0,2,375,5,378,0.0,531
BAB_RS24730,AYT27_RS00820,78.443,334,72,0,1,334,1,334,0.0,516
BAB_RS24735,AYT27_RS00770,39.326,89,52,1,168,256,1637,1723,6.17e-13,63.9
BAB_RS24750,AYT27_RS00705,79.775,89,18,0,1,89,1,89,5.38e-50,148
BAB_RS24755,AYT27_RS00700,66.667,123,35,2,1,119,1,121,2.07e-53,162
BAB_RS24760,AYT27_RS00695,80.000,30,6,0,1,30,1,30,2.75e-13,52.0
BAB_RS24795,AYT27_RS07020,100.000,25,0,0,1,25,1,25,3.69e-12,48.5
BAB_RS24800,AYT27_RS07025,78.378,37,8,0,2,38,2,38,1.19e-13,53.1
BAB_RS24815,AYT27_RS07035,100.000,25,0,0,1,25,1,25,5.17e-13,50.8
BAB_RS24820,AYT27_RS07040,92.000,25,2,0,1,25,1,25,6.23e-09,40.4
