Melitensis16M|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS04225,SMc01023,64.567,254,90,0,1,254,1,254,1.32e-116,332
BME_RS04230,SMc01024,64.486,107,27,1,1,107,1,96,7.46e-26,93.6
BME_RS04235,SMc02636,53.846,156,71,1,76,230,20,175,1.20e-60,187
BME_RS04240,SMc01025,86.900,542,71,0,1,542,1,542,0.0,972
BME_RS04245,SMc01027,78.929,280,55,1,1,276,1,280,1.26e-142,399
BME_RS04250,SMc01028,82.979,423,72,0,1,423,1,423,0.0,712
BME_RS04260,SMc01029,48.864,88,45,0,14,101,1,88,1.80e-25,89.4
BME_RS04265,SMc01030,82.235,349,58,2,1,346,1,348,0.0,568
BME_RS04270,SMc01031,83.878,459,74,0,1,459,1,459,0.0,770
BME_RS04275,SMc01032,71.366,454,116,4,1,447,1,447,0.0,598
BME_RS04280,SMc01035,85.421,487,65,1,1,487,1,481,0.0,843
BME_RS04290,SMc01037,80.312,320,62,1,1,319,1,320,0.0,548
BME_RS04295,SMc01038,73.154,149,39,1,1,149,1,148,1.34e-77,224
BME_RS04300,SMc01698,40.930,215,114,4,3,209,5,214,9.76e-42,140
BME_RS04305,SMc01039,61.783,157,58,2,8,163,8,163,2.07e-56,172
BME_RS04310,SMc01040,62.051,390,141,4,56,441,36,422,5.98e-160,456
BME_RS04315,SMc01041,61.491,322,122,2,3,324,11,330,9.29e-136,387
BME_RS04320,SMc01042,71.154,364,105,0,14,377,19,382,0.0,542
BME_RS04325,SMc01043,78.099,484,102,3,8,490,4,484,0.0,783
BME_RS04330,SMc01044,55.842,736,316,4,40,771,18,748,0.0,806
BME_RS04335,SMc01045,80.176,454,89,1,1,453,1,454,0.0,754
BME_RS04340,SMc01046,64.629,458,162,0,1,458,1,458,0.0,630
BME_RS04350,SMc01048,93.590,78,5,0,1,78,1,78,1.52e-52,155
BME_RS04355,SMc01049,64.877,447,150,3,26,471,25,465,0.0,530
BME_RS04360,SMc01903,78.218,202,44,0,1,202,1,202,9.25e-123,343
BME_RS04365,SMc01904,88.471,425,48,1,1,424,1,425,0.0,781
BME_RS04370,SMc01905,84.111,793,124,1,22,812,14,806,0.0,1371
BME_RS04375,SMc01906,73.333,90,24,0,1,90,1,90,5.57e-42,130
BME_RS04380,SMc01235,84.497,974,150,1,1,974,1,973,0.0,1669
BME_RS04385,SMc01233,60.920,174,62,1,1,168,1,174,2.21e-67,200
BME_RS04390,SM_b20758,47.699,239,125,0,8,246,6,244,4.41e-68,208
BME_RS04395,SM_b21170,42.697,178,102,0,3,180,4,181,7.60e-41,134
BME_RS04400,SMc01232,64.179,201,72,0,5,205,5,205,8.32e-89,258
BME_RS04405,SMc01231,81.687,901,162,2,5,903,7,906,0.0,1509
BME_RS04415,SMc01209,68.098,163,52,0,1,163,1,163,1.56e-76,223
BME_RS04420,SMc01700,64.881,168,59,0,24,191,21,188,2.65e-75,222
BME_RS04425,SMc01208,76.220,164,39,0,4,167,5,168,5.08e-97,275
BME_RS04430,SMc01207,76.389,360,82,3,1,357,1,360,0.0,544
BME_RS04435,SMc01206,79.200,375,78,0,3,377,2,376,0.0,634
BME_RS04440,SMc01522,33.621,116,75,2,10,123,15,130,8.80e-12,58.5
BME_RS04445,SM_b21497,27.731,357,214,7,35,366,26,363,1.73e-24,100
BME_RS04450,SMc01457,35.905,1011,631,8,3,1006,20,1020,0.0,553
BME_RS04455,SMc03968,57.944,321,135,0,1,321,1,321,9.77e-130,371
BME_RS04460,SMc04882,44.351,239,131,2,4,240,3,241,4.74e-67,209
BME_RS04465,SM_b21181,81.378,392,73,0,3,394,4,395,0.0,675
BME_RS04470,SM_b21182,65.796,383,122,2,5,378,4,386,0.0,522
BME_RS04475,SMc01380,96.429,28,1,0,1,28,1,28,5.44e-13,52.4
BME_RS04490,SMc02287,44.565,184,96,4,17,197,2,182,8.89e-42,137
BME_RS04505,SMc02297,25.954,393,231,15,80,418,115,501,1.82e-15,75.5
BME_RS04510,SMc01380,100.000,28,0,0,1,28,1,28,2.34e-13,53.5
BME_RS04520,SMc01003,64.388,278,98,1,35,311,39,316,5.80e-121,348
BME_RS04525,SMc01004,69.403,134,41,0,4,137,5,138,1.53e-67,199
BME_RS04530,SMc01005,73.118,186,50,0,27,212,16,201,3.43e-92,266
BME_RS04535,SMc01006,67.123,146,48,0,1,146,1,146,2.70e-66,196
BME_RS04540,SMc01007,73.196,97,26,0,19,115,22,118,1.75e-50,154
BME_RS04545,SMc00068,54.217,166,75,1,27,192,21,185,6.46e-49,161
BME_RS04550,SMc00068,33.816,207,116,5,1,188,203,407,4.46e-22,89.7
BME_RS04555,SMc01010,81.003,658,122,3,1,657,2,657,0.0,1139
BME_RS04560,SMc01011,56.420,257,108,2,78,330,67,323,3.16e-100,296
BME_RS04565,SMc01012,46.970,66,35,0,5,70,7,72,1.73e-15,68.9
BME_RS04570,SMc01013,57.071,198,84,1,1,197,1,198,7.53e-77,227
BME_RS04575,SMc01051,61.111,270,105,0,1,270,1,270,1.41e-116,333
BME_RS04580,SM_b20942,43.155,336,172,6,3,333,6,327,5.17e-81,247
BME_RS04585,SMc04030,63.810,315,114,0,2,316,3,317,3.33e-144,407
BME_RS04590,SMc00134,59.259,270,109,1,7,276,6,274,4.97e-100,291
BME_RS04605,SMa1296,32.440,336,214,5,1,325,3,336,1.87e-42,147
BME_RS04610,SM_b20699,33.333,93,62,0,39,131,47,139,4.75e-08,47.8
BME_RS04615,SMc03167,29.019,479,326,6,18,485,45,520,1.25e-50,178
BME_RS04625,SMa2301,42.162,185,98,6,69,244,262,446,2.84e-32,120
BME_RS04630,SMc01171,45.562,169,91,1,2,170,6,173,6.08e-50,157
BME_RS04635,SMc01172,64.286,280,100,0,3,282,7,286,1.68e-139,392
BME_RS04640,SMc01173,71.193,243,69,1,1,243,1,242,8.27e-126,354
BME_RS04645,SMc01174,75.660,341,83,0,1,341,18,358,0.0,541
BME_RS04650,SM_b20880,45.067,446,240,4,89,530,4,448,2.42e-121,363
BME_RS04655,SMc00936,64.407,413,147,0,7,419,3,415,0.0,515
BME_RS04665,SMc00943,64.467,197,70,0,1,197,1,197,4.14e-92,265
BME_RS04670,SMc00944,66.387,238,80,0,9,246,7,244,1.09e-115,329
BME_RS04675,SMa1149,34.091,220,132,4,60,270,51,266,1.62e-29,110
BME_RS04680,SMc00945,75.556,135,33,0,1,135,1,135,1.25e-74,218
BME_RS04685,SMc00828,47.328,131,66,2,24,152,22,151,8.67e-32,109
BME_RS04690,SMc01237,81.324,1269,223,6,1,1261,1,1263,0.0,2094
BME_RS04700,SMc01849,59.111,450,170,4,3,439,4,452,0.0,523
BME_RS04705,SM_b20319,64.000,400,141,1,1,397,1,400,1.83e-178,500
BME_RS04715,SMc00470,48.958,96,49,0,4,99,1,96,1.72e-14,71.2
BME_RS04720,SMc00469,81.295,139,25,1,1,138,8,146,1.38e-77,224
BME_RS04725,SMc00468,36.364,143,89,1,3,145,10,150,7.89e-25,92.0
BME_RS04730,SMc00467,63.838,495,167,1,4,486,5,499,0.0,641
BME_RS04735,SMc00466,53.372,341,157,1,7,347,10,348,9.53e-113,330
BME_RS04740,SMc00548,62.658,158,57,2,19,174,25,182,1.17e-66,199
BME_RS04745,SMc00465,56.897,174,66,2,6,175,2,170,8.05e-64,192
BME_RS04750,SMc00463,69.298,114,35,0,2,115,5,118,5.74e-55,165
BME_RS04755,SMc00462,63.603,272,98,1,5,276,11,281,3.77e-114,327
BME_RS04760,SMc00194,45.251,179,97,1,26,204,40,217,2.46e-53,168
BME_RS04775,SMc00192,69.811,106,31,1,1,106,1,105,4.54e-53,159
BME_RS04785,SMc00190,30.244,1273,674,36,363,1581,976,2088,8.63e-103,362
BME_RS04790,SMc00177,45.596,193,101,4,18,209,15,204,2.93e-51,162
BME_RS04795,SMc00176,41.391,302,148,4,1,302,3,275,2.00e-64,208
BME_RS04800,SMc00175,75.203,246,61,0,23,268,19,264,7.27e-129,364
BME_RS04805,SMc00174,57.143,385,154,7,10,391,3,379,2.56e-130,377
BME_RS04810,SMc00459,63.303,327,119,1,1,326,1,327,1.98e-142,403
BME_RS04815,SMc00169,79.494,751,153,1,13,763,17,766,0.0,1162
BME_RS04825,SMc03172,29.735,491,280,10,3,455,6,469,3.23e-46,164
BME_RS04830,SMc00161,77.818,559,124,0,1,559,1,559,0.0,882
BME_RS04840,SMc00155,80.178,449,89,0,1,449,1,449,0.0,764
BME_RS04845,SMc00154,69.978,463,137,2,1,462,1,462,0.0,661
BME_RS04850,SMc00153,52.349,149,70,1,6,154,6,153,2.48e-47,150
BME_RS04855,SMc00152,67.826,230,74,0,3,232,2,231,1.01e-101,292
BME_RS04860,SMc00151,46.364,220,118,0,8,227,4,223,2.79e-67,204
BME_RS04870,SMc00946,49.278,485,234,4,4,486,9,483,1.84e-134,395
BME_RS04875,SMc00947,89.286,112,12,0,1,112,1,112,1.28e-69,201
BME_RS04880,SMc00948,88.913,469,52,0,1,469,1,469,0.0,891
BME_RS04885,SMc01277,56.107,262,111,3,1,260,1,260,5.36e-98,285
BME_RS04890,SMc01276,52.358,212,95,2,1,206,1,212,6.75e-70,210
BME_RS04895,SM_b20716,23.451,226,162,5,82,299,75,297,2.29e-08,51.6
BME_RS04900,SMc01275,76.829,328,74,1,1,326,1,328,0.0,529
BME_RS04905,SMc03900,60.377,583,230,1,1,583,32,613,0.0,727
BME_RS04910,SMc01194,57.576,264,111,1,10,272,7,270,8.95e-114,326
BME_RS04915,SMc01193,70.155,258,77,0,1,258,1,258,2.52e-135,379
BME_RS04920,SMc01192,71.739,506,141,2,6,509,7,512,0.0,767
BME_RS04925,SMc01190,45.758,330,169,3,14,339,9,332,3.17e-95,285
BME_RS04930,SMc01189,57.143,210,90,0,3,212,14,223,4.74e-87,254
BME_RS04935,SMc01188,51.743,373,180,0,20,392,12,384,1.23e-131,380
BME_RS04940,SMc01187,56.159,276,112,5,25,293,16,289,7.31e-94,283
BME_RS04945,SMc02649,54.783,115,52,0,1,115,1,115,1.55e-41,131
BME_RS04955,SM_b20828,53.659,82,38,0,48,129,1,82,5.85e-26,95.1
BME_RS04990,SMc01206,80.476,210,41,0,1,210,167,376,3.36e-130,369
BME_RS04995,SMc04431,45.882,85,40,2,1,80,1,84,3.32e-18,69.3
BME_RS05000,SMc04432,48.750,80,38,2,28,104,26,105,7.08e-22,80.1
BME_RS05010,SMc00604,33.755,237,126,7,3,236,4,212,1.27e-24,94.7
BME_RS05060,SMc01036,60.241,83,33,0,1,83,1,83,3.68e-27,92.0
BME_RS05065,SM_b21712,80.000,25,5,0,1,25,1,25,2.84e-10,45.4
BME_RS05070,SMc04060,80.000,25,5,0,1,25,1,25,3.93e-08,40.0
BME_RS05075,SMc00150,44.291,508,276,4,31,534,123,627,4.22e-147,434
BME_RS05090,SMc02116,27.926,376,228,13,3,355,9,364,2.36e-20,89.0
BME_RS05095,SMc00145,65.546,119,41,0,1,119,45,163,4.80e-56,169
BME_RS05100,SMc00144,79.532,342,70,0,3,344,8,349,0.0,561
BME_RS05105,SMc00143,37.931,203,108,6,17,212,15,206,1.45e-28,104
BME_RS05110,SMc00142,63.636,44,16,0,4,47,9,52,2.40e-13,62.0
BME_RS05115,SMc00140,60.811,148,52,3,1,148,1,142,4.12e-59,181
BME_RS05125,SMc00133,78.397,287,62,0,5,291,3,289,6.57e-161,447
BME_RS05130,SMc02079,46.646,328,158,7,5,323,110,429,1.07e-89,272
BME_RS05140,SMc02080,68.427,947,262,5,1,910,1,947,0.0,1316
BME_RS05145,SMc02081,57.778,90,38,0,154,243,161,250,1.17e-27,103
BME_RS05150,SMc02082,50.112,447,215,5,16,456,12,456,2.21e-136,397
BME_RS05155,SMc02083,63.470,219,79,1,4,222,2,219,9.50e-91,263
BME_RS05160,SMa1009,39.394,66,40,0,1,66,1,66,6.50e-11,50.1
BME_RS05165,SMc02854,44.853,136,74,1,72,207,29,163,5.96e-36,121
BME_RS05170,SMc00301,68.067,119,37,1,4,121,3,121,2.00e-57,172
BME_RS05175,SMc00522,68.526,502,127,7,1,478,1,495,0.0,652
BME_RS05180,SMc01331,60.643,249,98,0,7,255,7,255,2.11e-97,283
BME_RS05190,SM_b20958,27.957,279,155,10,1,263,1,249,1.43e-18,82.0
BME_RS05195,SMc00302,87.963,108,13,0,32,139,19,126,1.15e-67,198
BME_RS05200,SMc00533,79.419,413,85,0,1,413,1,413,0.0,695
BME_RS05205,SMc00532,53.365,416,191,3,13,425,10,425,2.62e-155,443
BME_RS05210,SMc00531,83.267,251,42,0,1,251,1,251,1.99e-153,424
BME_RS05215,SMc00530,86.193,507,52,1,1,507,1,489,0.0,910
BME_RS05220,SMc00529,56.693,381,164,1,4,383,2,382,5.45e-137,394
BME_RS05225,SMc00528,83.556,225,36,1,1,224,1,225,3.02e-144,399
BME_RS05230,SMc01523,55.556,108,48,0,3,110,6,113,5.24e-41,129
BME_RS05235,SMc00527,63.462,364,131,1,7,368,7,370,1.24e-155,441
BME_RS05240,SMc00526,77.458,417,94,0,1,417,1,417,0.0,659
BME_RS05245,SMc00525,33.932,1114,698,15,29,1132,53,1138,0.0,607
BME_RS05250,SMc00524,61.935,155,58,1,1,154,1,155,1.36e-66,197
BME_RS05255,SMc00523,65.269,167,57,1,1,167,1,166,3.79e-75,224
BME_RS05270,SMc01333,74.926,339,85,0,4,342,1,339,0.0,515
BME_RS05275,SMc01334,68.697,821,251,4,1,819,1,817,0.0,1174
BME_RS05280,SMc01335,50.781,384,172,6,45,422,53,425,2.05e-121,357
BME_RS05290,SMc01336,80.734,436,83,1,189,623,213,648,0.0,731
BME_RS05295,SMc01340,62.696,319,117,1,1,317,1,319,8.52e-133,383
BME_RS05305,SMc01342,55.399,213,95,0,52,264,40,252,1.40e-83,248
BME_RS05310,SMc01343,64.189,148,53,0,1,148,1,148,1.57e-68,202
BME_RS05315,SMc01344,65.625,160,49,4,1,156,1,158,3.33e-61,184
BME_RS05320,SMc01345,82.998,447,75,1,1,447,3,448,0.0,758
BME_RS05325,SMc01346,60.109,183,73,0,1,183,15,197,1.30e-81,238
BME_RS05330,SMc01347,76.724,116,27,0,38,153,30,145,2.36e-66,196
BME_RS05335,SMc01348,75.758,132,28,1,3,134,4,131,4.92e-71,207
BME_RS05340,SMc01349,45.122,164,87,2,1,162,2,164,2.76e-46,146
BME_RS05345,SMc01350,86.800,500,66,0,1,500,17,516,0.0,909
BME_RS05350,SMc02050,67.640,445,144,0,9,453,1,445,0.0,630
BME_RS05355,SMc00957,70.370,27,8,0,1,27,1,27,1.67e-08,41.2
BME_RS05370,SMc02051,73.333,45,12,0,1,45,1,45,3.38e-21,74.3
BME_RS05375,SMc02053,80.217,460,87,2,8,463,9,468,0.0,773
BME_RS05380,SMc02055,50.725,276,135,1,1,276,1,275,3.47e-90,266
BME_RS05385,SMc02056,66.387,119,40,0,1,119,3,121,8.27e-56,168
BME_RS05390,SMc02057,41.655,689,391,3,91,768,169,857,5.05e-152,462
BME_RS05395,SMc02058,69.091,110,33,1,1,109,1,110,3.35e-51,155
BME_RS05400,SMc02059,67.491,283,90,1,5,287,7,287,6.96e-141,396
BME_RS05405,SMc02060,52.720,239,99,4,201,431,280,512,3.03e-70,228
BME_RS05415,SMc02062,40.594,202,119,1,22,222,3,204,2.15e-50,160
BME_RS05420,SMc02063,66.932,251,82,1,1,251,1,250,1.22e-117,334
BME_RS05425,SMc02064,74.005,427,111,0,1,427,1,427,0.0,657
BME_RS05430,SMc02065,76.210,248,59,0,7,254,4,251,3.98e-141,395
BME_RS05435,SMc02066,47.619,126,53,1,1,113,1,126,9.68e-30,107
BME_RS05440,SMc02067,74.242,66,12,1,1,61,1,66,3.48e-22,78.6
BME_RS05445,SMc02069,64.929,211,73,1,31,241,27,236,1.51e-85,252
BME_RS05450,SMc02070,65.283,265,89,2,15,278,14,276,1.43e-123,352
BME_RS05455,SMc02071,57.910,335,141,0,1,335,7,341,2.51e-134,384
BME_RS05460,SMc02072,40.299,402,190,15,623,984,554,945,5.35e-55,204
BME_RS05465,SMc02073,71.282,585,168,0,1,585,1,585,0.0,869
BME_RS05470,SMc02074,64.912,399,139,1,4,401,6,404,0.0,509
BME_RS05475,SMc02075,72.381,105,29,0,4,108,5,109,2.49e-48,147
BME_RS05480,SMc03152,66.383,235,76,2,1,235,1,232,2.07e-100,289
BME_RS05485,SMc02077,73.359,259,69,0,1,259,1,259,5.06e-148,412
BME_RS05490,SMc02078,50.575,261,127,2,1,260,1,260,2.87e-89,263
BME_RS05495,SMc04211,41.104,163,89,2,28,183,6,168,4.18e-33,114
BME_RS05500,SMc04210,55.825,206,87,2,5,208,4,207,4.31e-82,241
BME_RS05505,SMc00131,83.648,159,26,0,1,159,1,159,3.42e-101,285
BME_RS05510,SMc04214,78.869,336,70,1,1,336,1,335,4.64e-174,484
BME_RS05515,SMc04215,41.797,256,142,3,9,260,10,262,5.54e-47,155
BME_RS05520,SMc04216,48.214,56,29,0,6,61,1,56,7.27e-18,67.4
BME_RS05525,SMc04217,47.393,211,111,0,22,232,21,231,9.20e-56,175
BME_RS05530,SMc04235,55.840,351,116,3,24,335,1,351,1.53e-129,372
BME_RS05535,SMc00140,62.308,260,98,0,1,260,1,260,5.77e-120,341
BME_RS05540,SM_b21214,54.839,217,97,1,2,218,20,235,3.44e-81,240
BME_RS05545,SM_b21171,56.349,378,165,0,1,378,1,378,6.91e-156,441
BME_RS05550,SM_b20876,46.531,245,126,2,1,242,1,243,7.29e-68,207
BME_RS05555,SMc01531,43.537,294,164,2,2,293,3,296,1.03e-69,216
BME_RS05560,SMc03798,47.478,337,175,1,1,337,3,337,2.38e-111,325
BME_RS05565,SM_b20828,48.649,74,38,0,47,120,1,74,8.79e-20,79.0
BME_RS05570,SMc04278,90.323,93,9,0,1,93,3,95,1.39e-57,169
BME_RS05575,SMc04275,54.707,393,171,5,4,390,6,397,1.32e-130,378
BME_RS05580,SMc04273,70.023,427,124,4,1,424,1,426,0.0,584
BME_RS05585,SMc04270,85.673,342,49,0,1,342,1,342,0.0,612
BME_RS05590,SMc04268,58.416,303,126,0,5,307,4,306,4.97e-127,362
BME_RS05595,SMc00511,67.265,223,73,0,2,224,4,226,5.94e-117,330
BME_RS05600,SMc00508,85.450,433,63,0,1,433,1,433,0.0,750
BME_RS05605,SMc00115,36.525,282,155,4,21,281,11,289,3.66e-55,178
BME_RS05610,SMc00505,70.652,184,54,0,1,184,1,184,2.19e-103,293
BME_RS05615,SMc02778,33.074,257,159,6,4,255,7,255,4.47e-35,124
BME_RS05620,SMc00496,60.748,107,39,2,1,107,1,104,2.85e-30,101
BME_RS05625,SMc00495,88.976,254,28,0,1,254,1,254,2.28e-173,475
BME_RS05630,SMc00494,86.250,80,11,0,1,80,1,80,1.55e-46,140
BME_RS05635,SMc00493,82.511,223,38,1,1,223,1,222,1.88e-139,387
BME_RS05640,SMc04321,27.488,211,136,6,1,202,3,205,3.24e-13,63.9
BME_RS05645,SMc00492,57.692,130,51,2,4,132,8,134,3.83e-46,144
BME_RS05650,SMc00488,78.629,744,154,3,1,740,1,743,0.0,1147
BME_RS05655,SMc00487,77.922,77,17,0,1,77,1,77,8.85e-42,128
BME_RS05660,SMc00538,80.000,110,22,0,1,110,1,110,2.26e-64,188
BME_RS05665,SMc00537,62.278,395,147,1,21,415,18,410,6.82e-153,436
BME_RS05670,SMc00535,52.091,263,126,0,11,273,10,272,2.65e-95,279
BME_RS05675,SMc00534,74.729,277,69,1,5,280,31,307,2.99e-156,436
BME_RS05680,SMc00485,84.390,205,32,0,1,205,1,205,4.09e-130,362
BME_RS05685,SMc02727,38.158,152,91,2,159,309,167,316,4.62e-25,100
BME_RS05700,SMc01375,72.507,1153,315,2,13,1163,17,1169,0.0,1687
BME_RS05705,SMc01376,73.128,227,61,0,1,227,1,227,3.05e-120,338
BME_RS05710,SMc01935,72.794,408,111,0,30,437,1,408,0.0,622
BME_RS05715,SMc01934,72.273,440,122,0,1,440,1,440,0.0,673
BME_RS05720,SMc01931,55.172,87,39,0,1,87,40,126,1.42e-25,89.7
BME_RS05725,SMc01930,80.597,134,26,0,1,134,1,134,8.00e-78,224
BME_RS05730,SMc01929,66.182,550,186,0,8,557,6,555,0.0,760
BME_RS05735,SMc01928,37.200,250,153,1,9,258,10,255,9.08e-41,139
BME_RS05740,SMc01927,69.053,475,146,1,5,478,6,480,0.0,660
BME_RS05745,SMc01926,80.915,503,95,1,1,502,1,503,0.0,824
BME_RS05750,SMc01925,77.086,659,148,2,5,661,7,664,0.0,1037
BME_RS05755,SMc01924,86.275,102,14,0,1,102,1,102,1.50e-53,160
BME_RS05760,SMc01923,75.369,203,49,1,4,205,2,204,2.26e-107,304
BME_RS05765,SMc01922,89.571,163,17,0,1,163,2,164,1.79e-110,308
BME_RS05770,SMc01921,77.233,347,79,0,1,347,1,347,0.0,531
BME_RS05775,SMc01920,76.801,694,160,1,1,694,1,693,0.0,1110
BME_RS05780,SMc01918,82.529,435,75,1,1,435,1,434,0.0,755
BME_RS05785,SMc01917,70.404,223,63,2,1,221,1,222,5.40e-114,325
BME_RS05790,SMc01915,88.131,396,47,0,1,396,1,396,0.0,741
BME_RS05795,SMc01914,73.604,197,52,0,4,200,3,199,3.19e-107,303
BME_RS05800,SMc01913,90.426,188,18,0,6,193,5,192,9.40e-131,362
BME_RS05805,SMc01912,82.645,121,21,0,1,121,1,121,1.24e-70,204
BME_RS05815,SMc01937,96.000,25,1,0,1,25,1,25,4.15e-12,50.1
BME_RS05820,SMc01938,96.000,25,1,0,1,25,1,25,7.10e-12,49.3
BME_RS05855,SMc01809,78.118,425,93,0,3,427,2,426,0.0,702
BME_RS05860,SMc01805,61.314,137,50,1,1,134,7,143,6.78e-57,171
BME_RS05870,SMc01804,85.714,154,22,0,1,154,1,154,4.58e-99,279
BME_RS05875,SMc01803,79.114,158,30,2,1,158,1,155,1.79e-87,250
BME_RS05880,SMc01802,77.287,317,71,1,1,316,1,317,0.0,511
BME_RS05885,SMc01801,72.727,308,84,0,1,308,1,308,1.35e-169,470
BME_RS05890,SMc01800,61.584,341,128,2,18,356,18,357,1.30e-146,416
BME_RS05895,SMc01799,55.172,58,26,0,9,66,1,58,1.21e-14,59.3
BME_RS05900,SMc01795,37.778,180,111,1,11,189,523,702,7.78e-33,121
BME_RS05905,SMc01794,61.658,193,71,1,3,195,2,191,1.07e-88,256
BME_RS05915,SMc01792,58.627,510,211,0,3,512,11,520,0.0,599
BME_RS05920,SMc02182,100.000,25,0,0,1,25,1,25,2.19e-12,50.8
BME_RS05925,SMc01278,57.843,102,43,0,1,102,1,102,2.50e-34,112
BME_RS05930,SMc01787,60.556,180,66,3,1,179,1,176,5.38e-71,210
BME_RS05935,SMc01786,81.731,104,19,0,1,104,1,104,3.87e-61,179
BME_RS05940,SMc01785,77.399,323,73,0,1,323,1,323,5.24e-180,498
BME_RS05945,SMc01784,71.386,339,97,0,1,339,1,339,0.0,514
BME_RS05950,SMc01783,45.556,180,95,2,4,183,6,182,1.91e-50,158
BME_RS05955,SMc01782,50.000,172,85,1,1,172,1,171,4.79e-45,144
BME_RS05960,SMc01781,60.563,142,51,2,13,154,15,151,1.39e-58,178
BME_RS05965,SMc01780,86.020,701,98,0,5,705,1,701,0.0,1195
BME_RS05970,SMc01778,67.949,156,48,1,10,163,4,159,2.99e-72,212
BME_RS05975,SMc01777,79.861,144,29,0,10,153,8,151,7.35e-83,238
BME_RS05980,SMc01773,73.500,200,53,0,1,200,1,200,8.20e-109,308
BME_RS05985,SMc01772,51.990,402,144,4,14,373,7,401,9.36e-126,365
BME_RS05990,SMc01771,69.595,148,45,0,1,148,1,148,1.17e-76,223
BME_RS05995,SMc01770,89.266,177,19,0,11,187,5,181,2.98e-115,342
BME_RS06000,SMc01769,67.062,422,130,4,15,433,12,427,0.0,569
BME_RS06005,SMc01768,72.781,169,46,0,3,171,2,170,1.26e-79,231
BME_RS06010,SMc01767,37.984,129,80,0,11,139,10,138,1.67e-24,89.7
BME_RS06015,SM_b20752,38.663,344,197,7,10,343,9,348,3.88e-56,184
BME_RS06020,SMc01766,68.788,330,103,0,14,343,48,377,1.82e-161,454
BME_RS06025,SMc01765,47.333,150,79,0,6,155,3,152,8.90e-43,137
BME_RS06030,SMc01764,68.675,249,78,0,1,249,1,249,2.08e-129,364
BME_RS06035,SMc01761,70.519,770,213,1,1,770,1,756,0.0,1146
BME_RS06040,SMc01760,27.749,382,257,7,28,398,23,396,1.75e-45,159
BME_RS06045,SMc01756,84.512,594,92,0,1,594,1,594,0.0,1069
BME_RS06050,SMc00622,66.404,381,128,0,3,383,1,381,0.0,558
BME_RS06055,SMc00619,57.916,499,207,1,6,501,6,504,0.0,538
BME_RS06060,SMc00618,76.653,711,163,2,26,736,24,731,0.0,1120
BME_RS06065,SMc02115,66.250,80,27,0,1,80,1,80,1.00e-38,121
BME_RS06070,SMc02116,43.734,391,201,7,2,387,9,385,2.71e-97,293
BME_RS06075,SMc02121,92.000,250,20,0,20,269,9,258,8.14e-179,490
BME_RS06085,SMc02119,60.769,390,151,1,8,397,10,397,7.47e-166,468
BME_RS06090,SMc02118,68.222,343,107,1,1,343,1,341,0.0,510
BME_RS06095,SMc04406,35.749,207,113,6,36,238,12,202,5.19e-17,75.5
BME_RS06105,SMc02117,65.816,392,129,2,1,388,1,391,0.0,535
BME_RS06115,SMa2297,38.961,77,47,0,5,81,6,82,8.91e-15,67.4
BME_RS06195,SMc00308,84.000,25,4,0,1,25,1,25,1.27e-08,41.2
BME_RS06200,SMc00287,63.366,101,37,0,1,101,1,101,1.07e-47,145
BME_RS06220,SMc00136,73.077,234,63,0,1,234,1,234,8.13e-121,340
BME_RS06230,SM_b20415,28.405,257,138,10,2,234,3,237,4.43e-12,63.2
BME_RS06235,SMc00617,52.018,223,101,2,11,233,8,224,1.66e-73,221
BME_RS06240,SMc00616,62.943,367,134,1,4,370,3,367,2.58e-160,452
BME_RS06245,SMc00615,79.944,354,68,2,8,359,4,356,0.0,533
BME_RS06250,SMc00614,73.545,189,50,0,3,191,7,195,6.32e-96,276
BME_RS06255,SM_b21642,38.012,171,101,4,1,170,1,167,9.36e-32,110
BME_RS06260,SMc00609,66.430,703,234,2,1,702,1,702,0.0,988
BME_RS06265,SMc01807,47.955,269,134,3,5,272,5,268,4.42e-74,226
BME_RS06270,SMc00608,57.143,287,119,1,1,287,1,283,3.30e-117,336
BME_RS06275,SMc00607,37.500,144,87,3,14,156,6,147,2.45e-27,97.4
BME_RS06280,SMc00606,46.032,189,96,2,39,226,66,249,1.05e-59,186
BME_RS06285,SMc00605,57.143,189,81,0,3,191,8,196,1.09e-78,231
BME_RS06290,SMc00604,41.395,215,121,4,1,213,1,212,2.56e-45,147
BME_RS06295,SMc00603,59.756,246,97,1,29,272,9,254,6.99e-107,308
BME_RS06300,SMc00602,77.308,639,141,2,48,684,34,670,0.0,1034
BME_RS06305,SMc00601,82.888,187,32,0,8,194,8,194,3.25e-113,318
BME_RS06310,SMc00600,61.905,84,32,0,2,85,3,86,3.24e-36,115
BME_RS06315,SMc00599,59.060,149,61,0,8,156,4,152,5.35e-62,186
BME_RS06320,SMc03106,43.564,101,57,0,164,264,36,136,1.91e-22,90.5
BME_RS06325,SMc00595,93.571,140,9,0,1,140,1,140,3.03e-94,266
BME_RS06330,SMc00593,54.118,170,77,1,1,170,1,169,5.17e-63,189
BME_RS06335,SMc00590,68.720,633,186,2,1,626,1,628,0.0,889
BME_RS06345,SMc00586,57.718,149,63,0,1,149,1,149,1.34e-60,181
BME_RS06355,SMc00584,46.842,380,199,2,1,380,1,377,4.82e-128,372
