S_meliloti|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMc00789,SMc00789,100.000,284,0,0,1,284,1,284,0.0,580
SMc00790,SMc00790,100.000,275,0,0,1,275,1,275,0.0,563
SMc00791,SMc00791,100.000,114,0,0,1,114,1,114,1.25e-81,232
SMc00792,SMc00792,100.000,56,0,0,1,56,1,56,4.58e-35,110
SMc00793,SMc00793,100.000,376,0,0,1,376,1,376,0.0,730
SMc00794,SMc00794,100.000,265,0,0,1,265,1,265,0.0,535
SMc00795,SMc00795,100.000,82,0,0,1,82,1,82,9.15e-53,156
SMc00796,SMc00796,100.000,54,0,0,1,54,1,54,7.29e-29,94.4
SMc00797,SMc00797,100.000,417,0,0,1,417,1,417,0.0,853
SMc00798,SMc00798,100.000,82,0,0,1,82,1,82,1.47e-57,168
SMc00799,SMc00799,100.000,190,0,0,1,190,1,190,6.10e-137,378
SMc00800,SMc00800,100.000,147,0,0,1,147,1,147,3.84e-95,268
SMc00801,SMc00801,100.000,218,0,0,1,218,1,218,1.10e-160,440
SMc00802,SMc00802,100.000,121,0,0,1,121,1,121,1.71e-88,249
SMc00803,SMc00803,100.000,271,0,0,1,271,1,271,0.0,560
SMc00804,SMc00804,100.000,407,0,0,1,407,1,407,0.0,772
SMc00805,SMc00805,100.000,214,0,0,1,214,1,214,1.28e-157,432
SMc00806,SMc00806,100.000,122,0,0,1,122,1,122,2.80e-83,236
SMc00807,SMc00807,100.000,400,0,0,1,400,1,400,0.0,770
SMc00808,SMc00808,100.000,480,0,0,1,480,1,480,0.0,944
SMc00809,SMc00809,100.000,88,0,0,1,88,1,88,7.09e-61,177
SMc00810,SMc00810,100.000,446,0,0,1,446,1,446,0.0,885
SMc00811,SMc00811,100.000,245,0,0,1,245,1,245,0.0,503
SMc00812,SMc00812,100.000,127,0,0,1,127,1,127,4.03e-91,257
SMc00813,SMc00813,100.000,470,0,0,1,470,1,470,0.0,905
SMc00814,SMc00814,100.000,326,0,0,1,326,1,326,0.0,662
SMc00815,SMc00815,100.000,500,0,0,1,500,1,500,0.0,997
SMc00816,SMc00816,100.000,138,0,0,1,138,1,138,8.06e-100,280
SMc00817,SMc00817,100.000,291,0,0,1,291,1,291,0.0,590
SMc00818,SMc00818,100.000,311,0,0,1,311,1,311,0.0,622
SMc00819,SMc00819,100.000,494,0,0,1,494,1,494,0.0,1033
SMc00820,SMc00820,100.000,316,0,0,1,316,1,316,0.0,651
SMc00821,SMc00821,100.000,98,0,0,1,98,1,98,1.67e-70,202
SMc00822,SMc00822,100.000,98,0,0,1,98,1,98,1.20e-71,205
SMc00823,SMc00823,100.000,131,0,0,1,131,1,131,2.09e-96,270
SMc00824,SMc00824,100.000,277,0,0,1,277,1,277,0.0,556
SMc00825,SMc00825,100.000,457,0,0,1,457,1,457,0.0,947
SMc00826,SMc00826,100.000,245,0,0,1,245,1,245,0.0,494
SMc00827,SMc00827,100.000,514,0,0,1,514,1,514,0.0,1011
SMc00828,SMc00828,100.000,168,0,0,1,168,1,168,1.42e-125,347
SMc00829,SMc00829,100.000,275,0,0,1,275,1,275,0.0,551
SMc00830,SMc00830,100.000,422,0,0,1,422,1,422,0.0,856
SMc00831,SMc00831,100.000,298,0,0,1,298,1,298,0.0,605
SMc00832,SMc00832,100.000,479,0,0,1,479,1,479,0.0,969
SMc00833,SMc00833,100.000,405,0,0,1,405,1,405,0.0,798
SMc00838,SMc00838,100.000,604,0,0,1,604,1,604,0.0,1188
SMc00841,SMc00841,100.000,25,0,0,1,25,1,25,2.05e-12,50.8
SMc00842,SMc00842,100.000,24,0,0,1,24,1,24,1.95e-08,40.8
SMc00849,SMc00849,100.000,160,0,0,1,160,1,160,1.39e-113,316
SMc00850,SMc00850,100.000,172,0,0,1,172,1,172,4.34e-124,344
SMc00851,SMc00851,100.000,721,0,0,1,721,1,721,0.0,1440
SMc00852,SMc00852,100.000,644,0,0,1,644,1,644,0.0,1290
SMc00853,SMc00853,100.000,182,0,0,1,182,1,182,3.89e-132,365
SMc00854,SMc00854,100.000,81,0,0,1,81,1,81,5.18e-57,167
SMc00855,SMc00855,100.000,311,0,0,1,311,1,311,0.0,652
SMc00856,SMc00856,100.000,63,0,0,1,63,1,63,3.42e-41,125
SMc00857,SMc00857,100.000,288,0,0,1,288,1,288,0.0,566
SMc00858,SMc00858,100.000,278,0,0,1,278,1,278,0.0,557
SMc00859,SMc00859,100.000,73,0,0,1,73,1,73,4.28e-47,141
SMc00860,SMc00860,100.000,338,0,0,1,338,1,338,0.0,682
SMc00861,SMc00861,100.000,609,0,0,1,609,1,609,0.0,1227
SMc00862,SMc00862,100.000,301,0,0,1,301,1,301,0.0,598
SMc00863,SMc00863,100.000,180,0,0,1,180,1,180,9.98e-134,369
SMc00864,SMc00864,100.000,359,0,0,1,359,1,359,0.0,741
SMc00865,SMc00865,100.000,183,0,0,1,183,1,183,7.94e-132,364
SMc00866,SMc00866,100.000,385,0,0,1,385,1,385,0.0,786
SMc00867,SMc00867,100.000,216,0,0,1,216,1,216,1.48e-157,432
SMc00868,SMc00868,100.000,161,0,0,1,161,1,161,1.86e-109,306
SMc00869,SMc00869,100.000,204,0,0,1,204,1,204,2.34e-143,395
SMc00870,SMc00870,100.000,75,0,0,1,75,1,75,8.44e-47,141
SMc00871,SMc00871,100.000,250,0,0,1,250,1,250,4.57e-179,489
SMc00872,SMc00872,100.000,148,0,0,1,148,1,148,9.45e-105,293
SMc00873,SMc00873,100.000,622,0,0,1,622,1,622,0.0,1248
SMc00874,SMc00874,100.000,326,0,0,1,326,1,326,0.0,664
SMc00876,SMc00876,100.000,384,0,0,1,384,1,384,0.0,758
SMc00877,SMc00877,100.000,277,0,0,1,277,1,277,0.0,576
SMc00878,SMc00878,100.000,246,0,0,1,246,1,246,0.0,500
SMc00879,SMc00879,100.000,284,0,0,1,284,1,284,0.0,579
SMc00880,SMc00880,100.000,256,0,0,1,256,1,256,0.0,518
SMc00881,SMc00881,100.000,306,0,0,1,306,1,306,0.0,603
SMc00882,SMc00882,100.000,212,0,0,1,212,1,212,1.35e-149,412
SMc00883,SMc00883,100.000,294,0,0,1,294,1,294,0.0,602
SMc00884,SMc00884,100.000,574,0,0,1,574,1,574,0.0,1178
SMc00885,SMc00885,100.000,212,0,0,1,212,1,212,3.18e-150,413
SMc00886,SMc00886,100.000,514,0,0,1,514,1,514,0.0,1066
SMc00887,SMc00887,100.000,448,0,0,1,448,1,448,0.0,907
SMc00888,SMc00888,100.000,578,0,0,1,578,1,578,0.0,1176
SMc00891,SMc00891,100.000,135,0,0,1,135,1,135,9.68e-99,276
SMc00892,SMc00892,100.000,346,0,0,1,346,1,346,0.0,685
SMc00893,SMc00893,100.000,236,0,0,1,236,1,236,3.47e-176,481
SMc00894,SMc00894,100.000,437,0,0,1,437,1,437,0.0,887
SMc00895,SMc00895,100.000,78,0,0,1,78,1,78,6.65e-56,164
SMc00896,SMc00896,100.000,272,0,0,1,272,1,272,0.0,544
SMc00897,SMc00897,100.000,448,0,0,1,448,1,448,0.0,889
SMc00898,SMc00898,100.000,610,0,0,1,610,1,610,0.0,1202
SMc00899,SMc00899,100.000,84,0,0,1,84,1,84,5.61e-55,162
SMc00900,SMc00900,100.000,128,0,0,1,128,1,128,1.19e-92,261
SMc00902,SMc00902,100.000,186,0,0,1,186,1,186,8.93e-133,367
SMc00904,SMc00904,100.000,573,0,0,1,573,1,573,0.0,1107
SMc00905,SMc00905,100.000,149,0,0,1,149,1,149,5.08e-107,299
SMc00906,SMc00906,100.000,159,0,0,1,159,1,159,9.84e-116,322
SMc00907,SMc00907,100.000,204,0,0,1,204,1,204,1.21e-149,411
SMc00908,SMc00908,100.000,969,0,0,1,969,1,969,0.0,1995
SMc00909,SMc00909,100.000,327,0,0,1,327,1,327,0.0,654
SMc00910,SMc00910,100.000,282,0,0,1,282,1,282,0.0,573
SMc00911,SMc00911,100.000,275,0,0,1,275,1,275,0.0,555
SMc00912,SMc00912,100.000,98,0,0,1,98,1,98,6.89e-67,193
SMc00913,SMc00913,100.000,545,0,0,1,545,1,545,0.0,1066
SMc00914,SMc00914,100.000,405,0,0,1,405,1,405,0.0,804
SMc00915,SMc00915,100.000,63,0,0,1,63,1,63,4.87e-43,130
SMc00916,SMc00916,100.000,247,0,0,1,247,1,247,0.0,503
SMc00917,SMc00917,100.000,231,0,0,1,231,1,231,3.55e-167,457
SMc00918,SMc00918,100.000,379,0,0,1,379,1,379,0.0,751
SMc00919,SMc00919,100.000,504,0,0,1,504,1,504,0.0,1015
SMc00921,SMc00921,100.000,128,0,0,1,128,1,128,6.83e-90,254
SMc00922,SMc00922,100.000,485,0,0,1,485,1,485,0.0,973
SMc00923,SMc00923,100.000,211,0,0,1,211,1,211,1.04e-158,434
SMc00924,SMc00924,100.000,246,0,0,1,246,1,246,0.0,506
SMc00925,SMc00925,100.000,231,0,0,1,231,1,231,2.59e-172,471
SMc00926,SMc00926,100.000,443,0,0,1,443,1,443,0.0,905
SMc00928,SMc00928,100.000,385,0,0,1,385,1,385,0.0,792
SMc00929,SMc00929,100.000,326,0,0,1,326,1,326,0.0,655
SMc00930,SMc00930,100.000,299,0,0,1,299,1,299,0.0,597
SMc00931,SMc00931,100.000,141,0,0,1,141,1,141,7.94e-104,290
SMc00932,SMc00932,100.000,605,0,0,1,605,1,605,0.0,1207
SMc00933,SMc00933,100.000,77,0,0,1,77,1,77,5.35e-54,159
SMc00934,SMc03312,100.000,201,0,0,1,201,1,201,1.12e-150,414
SMc00935,SMc00935,100.000,106,0,0,1,106,1,106,5.25e-75,214
SMc00936,SMc00936,100.000,415,0,0,1,415,1,415,0.0,838
SMc00937,SMc00937,100.000,484,0,0,1,484,1,484,0.0,961
SMc00938,SMc00938,100.000,196,0,0,1,196,1,196,5.69e-144,396
SMc00939,SMc00939,100.000,129,0,0,1,129,1,129,4.01e-92,259
SMc00940,SMc00940,100.000,83,0,0,1,83,1,83,3.95e-56,165
SMc00941,SMc00941,100.000,72,0,0,1,72,1,72,7.31e-52,153
SMc00942,SMc00942,100.000,80,0,0,1,80,1,80,1.01e-55,164
SMc00943,SMc00943,100.000,199,0,0,1,199,1,199,4.46e-145,399
SMc00944,SMc00944,100.000,253,0,0,1,253,1,253,0.0,514
SMc00945,SMc00945,100.000,165,0,0,1,165,1,165,3.91e-124,343
SMc00946,SMc00946,100.000,494,0,0,1,494,1,494,0.0,971
SMc00947,SMc00947,100.000,112,0,0,1,112,1,112,9.90e-77,219
SMc00948,SMc00948,100.000,469,0,0,1,469,1,469,0.0,972
SMc00949,SMc00949,100.000,109,0,0,1,109,1,109,3.85e-80,228
SMc00950,SMc00950,100.000,209,0,0,1,209,1,209,1.03e-154,424
SMc00951,SMc00951,100.000,604,0,0,1,604,1,604,0.0,1238
SMc00952,SMc00952,100.000,221,0,0,1,221,1,221,8.27e-164,448
SMc00953,SMc00953,100.000,309,0,0,1,309,1,309,0.0,630
SMc00954,SMc00954,100.000,739,0,0,1,739,1,739,0.0,1523
SMc00955,SMc00955,100.000,391,0,0,1,391,1,391,0.0,799
SMc00956,SMc00956,100.000,264,0,0,1,264,1,264,0.0,540
SMc00957,SMc00957,100.000,27,0,0,1,27,1,27,1.36e-14,56.2
SMc00958,SMc00958,100.000,72,0,0,1,72,1,72,1.17e-47,143
SMc00959,SMc00959,100.000,58,0,0,1,58,1,58,6.77e-37,114
SMc00960,SMc00960,100.000,471,0,0,1,471,1,471,0.0,960
SMc00961,SMc00961,100.000,399,0,0,1,399,1,399,0.0,812
SMc00962,SMc00962,100.000,226,0,0,1,226,1,226,4.94e-165,452
SMc00963,SMc00963,100.000,201,0,0,1,201,1,201,9.71e-138,380
SMc00964,SMc00964,100.000,187,0,0,1,187,1,187,1.39e-123,344
SMc00965,SMc00965,100.000,498,0,0,1,498,1,498,0.0,988
SMc00966,SMc00966,100.000,397,0,0,1,397,1,397,0.0,774
SMc00967,SMc00967,100.000,133,0,0,1,133,1,133,4.94e-97,272
SMc00968,SMc00968,100.000,322,0,0,1,322,1,322,0.0,636
SMc00969,SMc00969,100.000,309,0,0,1,309,1,309,0.0,630
SMc00970,SMc00970,100.000,83,0,0,1,83,1,83,6.62e-56,164
SMc00971,SMc00971,100.000,307,0,0,1,307,1,307,0.0,623
SMc00972,SMc00972,100.000,645,0,0,1,645,1,645,0.0,1300
SMc00973,SMc00973,100.000,251,0,0,1,251,1,251,0.0,504
SMc00974,SMc00974,100.000,415,0,0,1,415,1,415,0.0,836
SMc00975,SMc00975,100.000,707,0,0,1,707,1,707,0.0,1423
SMc00976,SMc00976,100.000,250,0,0,1,250,1,250,0.0,499
SMc00977,SMc00977,100.000,593,0,0,1,593,1,593,0.0,1201
SMc00978,SMc00978,100.000,329,0,0,1,329,1,329,0.0,661
SMc00979,SMc00979,100.000,137,0,0,1,137,1,137,4.32e-95,268
SMc00980,SMc00980,100.000,341,0,0,1,341,1,341,0.0,702
SMc00981,SMc00981,100.000,364,0,0,1,364,1,364,0.0,751
SMc00982,SMc00982,100.000,414,0,0,1,414,1,414,0.0,872
SMc00983,SMc00983,100.000,197,0,0,1,197,1,197,3.47e-151,414
SMc00984,SMc00984,100.000,324,0,0,1,324,1,324,0.0,635
SMc00985,SMc00985,100.000,496,0,0,1,496,1,496,0.0,1004
SMc00986,SMc00986,100.000,769,0,0,1,769,1,769,0.0,1546
SMc00987,SMc00987,100.000,188,0,0,1,188,1,188,1.01e-137,379
SMc00988,SMc00988,100.000,318,0,0,1,318,1,318,0.0,631
SMc00989,SMc00989,100.000,268,0,0,1,268,1,268,0.0,537
SMc00990,SMc00990,100.000,398,0,0,1,398,1,398,0.0,783
SMc00991,SMc00991,100.000,346,0,0,1,346,1,346,0.0,712
SMc00992,SMc00992,100.000,790,0,0,1,790,1,790,0.0,1608
SMc00993,SMc00993,100.000,423,0,0,1,423,1,423,0.0,852
SMc00994,SMc00994,100.000,271,0,0,1,271,1,271,0.0,553
SMc00995,SMc00995,100.000,144,0,0,1,144,1,144,5.51e-104,291
SMc00996,SMc00996,100.000,500,0,0,1,500,1,500,0.0,1019
SMc00997,SMc00997,100.000,242,0,0,1,242,1,242,0.0,498
SMc00998,SMc00998,100.000,202,0,0,1,202,1,202,2.68e-153,420
SMc00999,SMc00999,100.000,202,0,0,1,202,1,202,1.10e-151,416
SMc01000,SMc01000,100.000,220,0,0,1,220,1,220,2.73e-163,447
SMc01001,SMc01001,100.000,243,0,0,1,243,1,243,4.01e-176,481
SMc01002,SMc01002,100.000,142,0,0,1,142,1,142,1.48e-103,290
SMc01003,SMc01003,100.000,321,0,0,1,321,1,321,0.0,652
SMc01004,SMc01004,100.000,150,0,0,1,150,1,150,4.64e-113,314
SMc01005,SMc01005,100.000,204,0,0,1,204,1,204,1.50e-153,421
SMc01006,SMc01006,100.000,148,0,0,1,148,1,148,4.37e-107,299
SMc01007,SMc01007,100.000,124,0,0,1,124,1,124,7.51e-91,256
SMc01008,SMc01008,100.000,145,0,0,1,145,1,145,5.45e-103,288
SMc01009,SMc01009,100.000,179,0,0,1,179,1,179,9.63e-130,358
SMc01010,SMc01010,100.000,661,0,0,1,661,1,661,0.0,1373
SMc01011,SMc01011,100.000,331,0,0,1,331,1,331,0.0,663
SMc01012,SMc01012,100.000,194,0,0,1,194,1,194,1.09e-141,390
SMc01013,SMc01013,100.000,200,0,0,1,200,1,200,2.13e-148,407
SMc01014,SMc01014,100.000,236,0,0,1,236,1,236,6.20e-169,462
SMc01015,SMc01015,100.000,377,0,0,1,377,1,377,0.0,729
SMc01016,SMc01016,100.000,143,0,0,1,143,1,143,1.33e-106,297
SMc01017,SMc01017,100.000,156,0,0,1,156,1,156,2.03e-112,313
SMc01018,SMc01018,100.000,686,0,0,1,686,1,686,0.0,1405
SMc01019,SMc01019,100.000,294,0,0,1,294,1,294,0.0,594
SMc01020,SMc01020,100.000,441,0,0,1,441,1,441,0.0,903
SMc01021,SMc01021,100.000,201,0,0,1,201,1,201,7.81e-145,399
SMc01022,SMc01022,100.000,208,0,0,1,208,1,208,1.43e-150,414
SMc01023,SMc01023,100.000,256,0,0,1,256,1,256,0.0,525
SMc01024,SMc01024,100.000,161,0,0,1,161,1,161,5.88e-108,302
SMc01025,SMc01025,100.000,542,0,0,1,542,1,542,0.0,1110
SMc01026,SMc01026,100.000,296,0,0,1,296,1,296,0.0,585
SMc01027,SMc01027,100.000,280,0,0,1,280,1,280,0.0,573
SMc01028,SMc01028,100.000,424,0,0,1,424,1,424,0.0,863
SMc01029,SMc01029,100.000,93,0,0,1,93,1,93,8.79e-66,190
SMc01030,SMc01030,100.000,348,0,0,1,348,1,348,0.0,719
SMc01031,SMc01031,100.000,460,0,0,1,460,1,460,0.0,927
SMc01032,SMc01032,100.000,447,0,0,1,447,1,447,0.0,885
SMc01033,SMc01033,100.000,213,0,0,1,213,1,213,2.60e-159,436
SMc01034,SMc01034,100.000,195,0,0,1,195,1,195,1.08e-143,395
SMc01035,SMc01035,100.000,481,0,0,1,481,1,481,0.0,972
SMc01036,SMc01036,100.000,83,0,0,1,83,1,83,2.28e-50,150
SMc01037,SMc01037,100.000,322,0,0,1,322,1,322,0.0,669
SMc01038,SMc01038,100.000,149,0,0,1,149,1,149,5.26e-111,309
SMc01039,SMc01039,100.000,165,0,0,1,165,1,165,1.07e-116,325
SMc01040,SMc01040,100.000,434,0,0,1,434,1,434,0.0,879
SMc01041,SMc01041,100.000,342,0,0,1,342,1,342,0.0,690
SMc01042,SMc01042,100.000,382,0,0,1,382,1,382,0.0,777
SMc01043,SMc01043,100.000,484,0,0,1,484,1,484,0.0,978
SMc01044,SMc01044,100.000,753,0,0,1,753,1,753,0.0,1514
SMc01045,SMc01045,100.000,454,0,0,1,454,1,454,0.0,915
SMc01046,SMc01046,100.000,458,0,0,1,458,1,458,0.0,922
SMc01047,SMc01047,100.000,287,0,0,1,287,1,287,0.0,581
SMc01048,SMc01048,100.000,80,0,0,1,80,1,80,5.62e-57,167
SMc01049,SMc01049,100.000,465,0,0,1,465,1,465,0.0,923
SMc01050,SMc04250,100.000,390,0,0,1,390,1,390,0.0,801
SMc01051,SMc01051,100.000,277,0,0,1,277,1,277,0.0,556
SMc01052,SMc01052,100.000,195,0,0,1,195,1,195,8.28e-149,408
SMc01053,SMc01053,100.000,485,0,0,1,485,1,485,0.0,964
SMc01054,SMc01054,100.000,105,0,0,1,105,1,105,9.46e-74,211
SMc01068,SMc01068,100.000,89,0,0,1,89,1,89,3.51e-60,176
SMc01089,SMc01089,100.000,128,0,0,1,128,1,128,6.82e-91,256
SMc01090,SMc01090,100.000,630,0,0,1,630,1,630,0.0,1278
SMc01091,SMc01091,100.000,47,0,0,1,47,1,47,1.75e-30,97.8
SMc01092,SMc01092,100.000,296,0,0,1,296,1,296,0.0,612
SMc01093,SMc01093,100.000,271,0,0,1,271,1,271,0.0,553
SMc01094,SMc01094,100.000,402,0,0,1,402,1,402,0.0,786
SMc01095,SMc01095,100.000,1061,0,0,1,1061,1,1061,0.0,2120
SMc01096,SMc01096,100.000,397,0,0,1,397,1,397,0.0,809
SMc01097,SMc01097,100.000,198,0,0,1,198,1,198,9.45e-134,370
SMc01098,SMc01098,100.000,201,0,0,1,201,1,201,5.13e-147,404
SMc01099,SMc01099,100.000,247,0,0,1,247,1,247,0.0,506
SMc01100,SMc01100,100.000,311,0,0,1,311,1,311,0.0,622
SMc01101,SMc01101,100.000,178,0,0,1,178,1,178,1.80e-129,358
SMc01102,SMc01102,100.000,401,0,0,1,401,1,401,0.0,810
SMc01103,SMc01103,100.000,299,0,0,1,299,1,299,0.0,582
SMc01104,SMc01104,100.000,788,0,0,1,788,1,788,0.0,1589
SMc01105,SMc01105,100.000,314,0,0,1,314,1,314,0.0,633
SMc01106,SMc01106,100.000,143,0,0,1,143,1,143,4.44e-103,288
SMc01107,SMc01107,100.000,85,0,0,1,85,1,85,1.00e-60,177
SMc01108,SMc01108,100.000,251,0,0,1,251,1,251,0.0,513
SMc01109,SMc01109,100.000,426,0,0,1,426,1,426,0.0,873
SMc01110,SMc01110,100.000,139,0,0,1,139,1,139,1.08e-100,282
SMc01111,SMc01111,100.000,531,0,0,1,531,1,531,0.0,1045
SMc01112,SMc01112,100.000,387,0,0,1,387,1,387,0.0,769
SMc01113,SMc01113,100.000,168,0,0,1,168,1,168,2.36e-123,342
SMc01114,SMc01114,100.000,351,0,0,1,351,1,351,0.0,711
SMc01115,SMc01115,100.000,472,0,0,1,472,1,472,0.0,966
SMc01116,SMc01116,100.000,292,0,0,1,292,1,292,0.0,584
SMc01117,SMc01117,100.000,167,0,0,1,167,1,167,8.04e-120,333
SMc01118,SMc01118,100.000,218,0,0,1,218,1,218,8.59e-153,420
SMc01119,SMc01119,100.000,188,0,0,1,188,1,188,2.61e-140,386
SMc01120,SMc01120,100.000,163,0,0,1,163,1,163,4.64e-117,325
SMc01121,SMc01121,100.000,354,0,0,1,354,1,354,0.0,731
SMc01122,SMc01122,100.000,129,0,0,1,129,1,129,5.69e-92,259
SMc01123,SMc01123,100.000,535,0,0,1,535,1,535,0.0,1047
SMc01124,SMc01124,100.000,949,0,0,1,949,1,949,0.0,1938
SMc01125,SMc01125,100.000,916,0,0,1,916,1,916,0.0,1840
SMc01126,SMc01126,100.000,761,0,0,1,761,1,761,0.0,1548
SMc01127,SMc01127,100.000,296,0,0,1,296,1,296,0.0,606
SMc01128,SMc01128,100.000,696,0,0,1,696,1,696,0.0,1372
SMc01129,SMc01129,100.000,166,0,0,1,166,1,166,4.96e-120,333
SMc01130,SMc01130,100.000,288,0,0,1,288,1,288,0.0,582
SMc01131,SMc01131,100.000,384,0,0,1,384,1,384,0.0,774
SMc01132,SMc01132,100.000,152,0,0,1,152,1,152,1.65e-109,305
SMc01133,SMc01133,100.000,114,0,0,1,114,1,114,6.30e-80,228
SMc01134,SMc01134,100.000,103,0,0,1,103,1,103,4.63e-73,209
SMc01135,SMc01135,100.000,319,0,0,1,319,1,319,0.0,631
SMc01136,SMc01136,100.000,222,0,0,1,222,1,222,2.82e-165,452
SMc01137,SMc01137,100.000,186,0,0,1,186,1,186,2.79e-134,370
SMc01138,SMc01138,100.000,270,0,0,1,270,1,270,0.0,540
SMc01139,SMc01139,100.000,514,0,0,1,514,1,514,0.0,1048
SMc01140,SMc01140,100.000,190,0,0,1,190,1,190,1.30e-144,397
SMc01141,SMc01141,100.000,154,0,0,1,154,1,154,3.99e-109,305
SMc01142,SMc01142,100.000,208,0,0,1,208,1,208,2.21e-151,416
SMc01143,SMc01143,100.000,359,0,0,1,359,1,359,0.0,712
SMc01144,SMc01144,100.000,239,0,0,1,239,1,239,1.04e-180,493
SMc01145,SMc01145,100.000,137,0,0,1,137,1,137,1.19e-99,279
SMc01146,SMc01146,100.000,214,0,0,1,214,1,214,2.41e-159,436
SMc01147,SMc01147,100.000,393,0,0,1,393,1,393,0.0,808
SMc01148,SMc01148,100.000,288,0,0,1,288,1,288,0.0,587
SMc01149,SMc01149,100.000,160,0,0,1,160,1,160,1.17e-119,332
SMc01150,SMc01150,100.000,423,0,0,1,423,1,423,0.0,844
SMc01151,SMc01151,100.000,124,0,0,1,124,1,124,1.62e-90,255
SMc01152,SMc01152,100.000,88,0,0,1,88,1,88,2.33e-56,166
SMc01153,SMc01153,100.000,257,0,0,1,257,1,257,0.0,510
SMc01154,SMc01154,100.000,301,0,0,1,301,1,301,0.0,611
SMc01155,SMc01155,100.000,270,0,0,1,270,1,270,0.0,548
SMc01156,SMc01156,100.000,524,0,0,1,524,1,524,0.0,1050
SMc01157,SMc01157,100.000,259,0,0,1,259,1,259,0.0,504
SMc01158,SMc01158,100.000,201,0,0,1,201,1,201,9.06e-141,388
SMc01159,SMc01159,100.000,301,0,0,1,301,1,301,0.0,601
SMc01160,SMc01160,100.000,152,0,0,1,152,1,152,2.94e-109,305
SMc01161,SMc01161,100.000,401,0,0,1,401,1,401,0.0,795
SMc01162,SMc01162,100.000,271,0,0,1,271,1,271,0.0,556
SMc01163,SMc01163,100.000,376,0,0,1,376,1,376,0.0,769
SMc01164,SMc01164,100.000,284,0,0,1,284,1,284,0.0,575
SMc01165,SMc01165,100.000,650,0,0,1,650,1,650,0.0,1317
SMc01166,SMc01166,100.000,617,0,0,1,617,1,617,0.0,1265
SMc01167,SMc01167,100.000,507,0,0,1,507,1,507,0.0,1025
SMc01168,SMc01168,100.000,153,0,0,1,153,1,153,9.56e-112,311
SMc01169,SMc01169,100.000,372,0,0,1,372,1,372,0.0,748
SMc01170,SMc01170,100.000,155,0,0,1,155,1,155,2.60e-114,318
SMc01171,SMc01171,100.000,187,0,0,1,187,1,187,3.62e-140,385
SMc01172,SMc01172,100.000,287,0,0,1,287,1,287,0.0,587
SMc01173,SMc01173,100.000,249,0,0,1,249,1,249,0.0,514
SMc01174,SMc01174,100.000,361,0,0,1,361,1,361,0.0,728
SMc01175,SMc01175,100.000,282,0,0,1,282,1,282,0.0,572
SMc01176,SMc01176,100.000,79,0,0,1,79,1,79,2.04e-53,158
SMc01177,SMc01177,100.000,132,0,0,1,132,1,132,7.33e-94,264
SMc01178,SMc01178,100.000,108,0,0,1,108,1,108,6.79e-71,204
SMc01179,SMc01179,100.000,114,0,0,1,114,1,114,1.75e-75,216
SMc01180,SMc01180,100.000,97,0,0,1,97,1,97,6.43e-66,191
SMc01181,SMc01181,100.000,115,0,0,1,115,1,115,3.16e-82,233
SMc01182,SMc01182,100.000,359,0,0,1,359,1,359,0.0,665
SMc01183,SMc01183,100.000,238,0,0,1,238,1,238,6.59e-173,473
SMc01184,SMc01184,100.000,512,0,0,1,512,1,512,0.0,1055
SMc01185,SMc01185,100.000,495,0,0,1,495,1,495,0.0,1019
SMc01186,SMc01186,100.000,86,0,0,1,86,1,86,3.20e-59,173
SMc01187,SMc01187,100.000,346,0,0,1,346,1,346,0.0,705
SMc01188,SMc01188,100.000,384,0,0,1,384,1,384,0.0,780
SMc01189,SMc01189,100.000,234,0,0,1,234,1,234,2.99e-171,468
SMc01190,SMc01190,100.000,343,0,0,1,343,1,343,0.0,684
SMc01191,SMc01191,100.000,103,0,0,1,103,1,103,1.90e-73,210
SMc01192,SMc01192,100.000,516,0,0,1,516,1,516,0.0,1075
SMc01193,SMc01193,100.000,259,0,0,1,259,1,259,0.0,525
SMc01194,SMc01194,100.000,278,0,0,1,278,1,278,0.0,571
SMc01195,SMc01195,100.000,136,0,0,1,136,1,136,2.76e-99,278
SMc01196,SMc01196,100.000,240,0,0,1,240,1,240,0.0,498
SMc01197,SMc01197,100.000,80,0,0,1,80,1,80,8.72e-57,166
SMc01198,SMc01198,100.000,502,0,0,1,502,1,502,0.0,1011
SMc01199,SMc01199,100.000,70,0,0,1,70,1,70,2.45e-48,144
SMc01200,SMc01200,100.000,193,0,0,1,193,1,193,1.13e-142,392
SMc01202,SMc01202,100.000,194,0,0,1,194,1,194,4.30e-147,404
SMc01203,SMc01203,100.000,195,0,0,1,195,1,195,7.76e-143,393
SMc01204,SMc01204,100.000,294,0,0,1,294,1,294,0.0,583
SMc01205,SMc01205,100.000,251,0,0,1,251,1,251,0.0,513
SMc01206,SMc01206,100.000,376,0,0,1,376,1,376,0.0,773
SMc01207,SMc01207,100.000,360,0,0,1,360,1,360,0.0,727
SMc01208,SMc01208,100.000,169,0,0,1,169,1,169,6.34e-128,353
SMc01209,SMc01209,100.000,163,0,0,1,163,1,163,5.22e-118,328
SMc01210,SMc01210,100.000,57,0,0,1,57,1,57,4.29e-38,117
SMc01211,SMc01211,100.000,467,0,0,1,467,1,467,0.0,906
SMc01212,SMc01212,100.000,415,0,0,1,415,1,415,0.0,810
SMc01213,SMc01213,100.000,311,0,0,1,311,1,311,0.0,636
