B_henselae|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
AYT27_RS03045,AYT27_RS03045,100.000,210,0,0,1,210,1,210,1.13e-160,438
AYT27_RS03050,AYT27_RS03050,100.000,424,0,0,1,424,1,424,0.0,867
AYT27_RS03055,AYT27_RS03055,100.000,807,0,0,1,807,1,807,0.0,1646
AYT27_RS03060,AYT27_RS03060,100.000,91,0,0,1,91,1,91,2.17e-61,177
AYT27_RS03065,AYT27_RS03065,100.000,468,0,0,1,468,1,468,0.0,974
AYT27_RS03070,AYT27_RS03070,100.000,27,0,0,1,27,1,27,1.19e-15,57.8
AYT27_RS03075,AYT27_RS03075,100.000,469,0,0,1,469,1,469,0.0,940
AYT27_RS03080,AYT27_RS03080,100.000,499,0,0,1,499,1,499,0.0,1029
AYT27_RS03085,AYT27_RS03085,100.000,132,0,0,1,132,1,132,6.20e-100,278
AYT27_RS03090,AYT27_RS03090,100.000,141,0,0,1,141,1,141,1.67e-106,295
AYT27_RS03095,AYT27_RS03095,100.000,85,0,0,1,85,1,85,1.38e-59,172
AYT27_RS03100,AYT27_RS03100,100.000,246,0,0,1,246,1,246,0.0,498
AYT27_RS03105,AYT27_RS03105,100.000,274,0,0,1,274,1,274,0.0,566
AYT27_RS03110,AYT27_RS03110,100.000,28,0,0,1,28,1,28,1.96e-16,59.7
AYT27_RS03115,AYT27_RS03115,100.000,24,0,0,1,24,1,24,1.70e-11,47.0
AYT27_RS03120,AYT27_RS05370,100.000,391,0,0,1,391,1,391,0.0,789
AYT27_RS03125,AYT27_RS03125,100.000,25,0,0,1,25,1,25,2.65e-12,48.9
AYT27_RS03130,AYT27_RS03130,100.000,70,0,0,1,70,1,70,1.49e-47,141
AYT27_RS03135,AYT27_RS03135,100.000,176,0,0,1,176,1,176,1.70e-127,351
AYT27_RS03140,AYT27_RS03140,100.000,142,0,0,1,142,1,142,4.92e-103,286
AYT27_RS03145,AYT27_RS03145,100.000,232,0,0,1,232,1,232,1.38e-168,460
AYT27_RS03150,AYT27_RS03150,100.000,172,0,0,1,172,1,172,1.40e-125,346
AYT27_RS03155,AYT27_RS03155,100.000,123,0,0,1,123,1,123,1.46e-79,226
AYT27_RS03160,AYT27_RS03160,100.000,1383,0,0,1,1383,1,1383,0.0,2832
AYT27_RS03165,AYT27_RS03165,100.000,1402,0,0,1,1402,1,1402,0.0,2880
AYT27_RS03170,AYT27_RS03170,100.000,128,0,0,1,128,1,128,5.27e-94,263
AYT27_RS03175,AYT27_RS03175,100.000,229,0,0,1,229,1,229,1.46e-176,479
AYT27_RS03180,AYT27_RS03180,100.000,465,0,0,1,465,1,465,0.0,961
AYT27_RS03185,AYT27_RS03185,100.000,92,0,0,1,92,1,92,3.50e-64,184
AYT27_RS03190,AYT27_RS03190,100.000,449,0,0,1,449,1,449,0.0,927
AYT27_RS03195,AYT27_RS03195,100.000,124,0,0,1,124,1,124,9.72e-94,261
AYT27_RS03200,AYT27_RS03200,100.000,783,0,0,1,783,1,783,0.0,1602
AYT27_RS03205,AYT27_RS03205,100.000,140,0,0,1,140,1,140,3.47e-103,287
AYT27_RS03210,AYT27_RS03210,100.000,153,0,0,1,153,1,153,7.06e-111,307
AYT27_RS03215,AYT27_RS03215,100.000,274,0,0,1,274,1,274,0.0,568
AYT27_RS03220,AYT27_RS03220,100.000,257,0,0,1,257,1,257,0.0,528
AYT27_RS03225,AYT27_RS03225,100.000,307,0,0,1,307,1,307,0.0,611
AYT27_RS03230,AYT27_RS03230,100.000,239,0,0,1,239,1,239,6.29e-176,479
AYT27_RS03235,AYT27_RS03235,100.000,186,0,0,1,186,1,186,6.06e-137,376
AYT27_RS03240,AYT27_RS03240,100.000,271,0,0,1,271,1,271,0.0,529
AYT27_RS03245,AYT27_RS03245,100.000,382,0,0,1,382,1,382,0.0,770
AYT27_RS03250,AYT27_RS03250,100.000,798,0,0,1,798,1,798,0.0,1619
AYT27_RS03255,AYT27_RS03255,100.000,348,0,0,1,348,1,348,0.0,707
AYT27_RS03260,AYT27_RS03260,100.000,155,0,0,1,155,1,155,2.73e-113,313
AYT27_RS03265,AYT27_RS03265,100.000,274,0,0,1,274,1,274,0.0,559
AYT27_RS03270,AYT27_RS03270,100.000,290,0,0,1,290,1,290,0.0,586
AYT27_RS03275,AYT27_RS03275,100.000,401,0,0,1,401,1,401,0.0,814
AYT27_RS03280,AYT27_RS03280,100.000,257,0,0,1,257,1,257,0.0,535
AYT27_RS03285,AYT27_RS03285,100.000,235,0,0,1,235,1,235,4.96e-173,471
AYT27_RS03290,AYT27_RS03290,100.000,239,0,0,1,239,1,239,5.42e-173,471
AYT27_RS03295,AYT27_RS03295,100.000,250,0,0,1,250,1,250,0.0,510
AYT27_RS03300,AYT27_RS03300,100.000,431,0,0,1,431,1,431,0.0,905
AYT27_RS03305,AYT27_RS03305,100.000,483,0,0,1,483,1,483,0.0,997
AYT27_RS03310,AYT27_RS03310,100.000,772,0,0,1,772,1,772,0.0,1565
AYT27_RS03315,AYT27_RS03315,100.000,234,0,0,1,234,1,234,3.98e-173,471
AYT27_RS03320,AYT27_RS03320,100.000,185,0,0,1,185,1,185,1.75e-138,380
AYT27_RS03325,AYT27_RS03325,100.000,463,0,0,1,463,1,463,0.0,952
AYT27_RS03330,AYT27_RS03330,100.000,459,0,0,1,459,1,459,0.0,957
AYT27_RS03335,AYT27_RS03335,100.000,554,0,0,1,554,1,554,0.0,1146
AYT27_RS03340,AYT27_RS03340,100.000,459,0,0,1,459,1,459,0.0,951
AYT27_RS03345,AYT27_RS03345,100.000,467,0,0,1,467,1,467,0.0,961
AYT27_RS03350,AYT27_RS03350,100.000,257,0,0,1,257,1,257,0.0,536
AYT27_RS03355,AYT27_RS03355,100.000,25,0,0,1,25,1,25,1.81e-14,54.3
AYT27_RS03360,AYT27_RS03360,100.000,512,0,0,1,512,1,512,0.0,1043
AYT27_RS03365,AYT27_RS03365,100.000,120,0,0,1,120,1,120,1.45e-86,243
AYT27_RS03370,AYT27_RS03370,100.000,464,0,0,1,464,1,464,0.0,920
AYT27_RS03375,AYT27_RS03375,100.000,78,0,0,1,78,1,78,7.62e-56,162
AYT27_RS03380,AYT27_RS03380,100.000,78,0,0,1,78,1,78,7.43e-51,150
AYT27_RS03385,AYT27_RS03385,100.000,590,0,0,1,590,1,590,0.0,1206
AYT27_RS03390,AYT27_RS03390,100.000,2661,0,0,1,2661,1,2661,0.0,5420
AYT27_RS03395,AYT27_RS03395,100.000,133,0,0,1,133,1,133,5.33e-99,276
AYT27_RS03400,AYT27_RS03400,100.000,68,0,0,1,68,1,68,1.80e-47,140
AYT27_RS03405,AYT27_RS03405,100.000,139,0,0,1,139,1,139,8.56e-99,276
AYT27_RS03410,AYT27_RS03410,100.000,917,0,0,1,917,1,917,0.0,1863
AYT27_RS03415,AYT27_RS03415,100.000,80,0,0,1,80,1,80,1.01e-54,159
AYT27_RS03420,AYT27_RS03420,100.000,160,0,0,1,160,1,160,1.45e-103,289
AYT27_RS03425,AYT27_RS03425,100.000,63,0,0,1,63,1,63,5.81e-41,124
AYT27_RS03430,AYT27_RS03430,100.000,102,0,0,1,102,1,102,6.22e-75,213
AYT27_RS03435,AYT27_RS03435,100.000,92,0,0,1,92,1,92,1.52e-68,196
AYT27_RS03440,AYT27_RS04805,100.000,108,0,0,1,108,1,108,2.05e-76,217
AYT27_RS03445,AYT27_RS03685,100.000,379,0,0,1,379,1,379,0.0,783
AYT27_RS03450,AYT27_RS03450,100.000,600,0,0,1,600,1,600,0.0,1228
AYT27_RS03455,AYT27_RS03455,100.000,2642,0,0,1,2642,1,2642,0.0,5367
AYT27_RS03460,AYT27_RS03460,100.000,138,0,0,1,138,1,138,9.31e-105,291
AYT27_RS03465,AYT27_RS03465,100.000,66,0,0,1,66,1,66,1.74e-46,138
AYT27_RS03470,AYT27_RS03470,100.000,134,0,0,1,134,1,134,9.36e-101,280
AYT27_RS03475,AYT27_RS03475,100.000,134,0,0,1,134,1,134,1.08e-99,278
AYT27_RS03480,AYT27_RS03480,100.000,68,0,0,1,68,1,68,6.75e-48,141
AYT27_RS03485,AYT27_RS03485,100.000,149,0,0,1,149,1,149,5.94e-112,310
AYT27_RS03490,AYT27_RS03490,100.000,135,0,0,1,135,1,135,1.30e-100,280
AYT27_RS03495,AYT27_RS03495,100.000,583,0,0,1,583,1,583,0.0,1202
AYT27_RS03500,AYT27_RS03500,100.000,137,0,0,1,137,1,137,1.50e-103,288
AYT27_RS03505,AYT27_RS03505,100.000,134,0,0,1,134,1,134,5.77e-101,281
AYT27_RS03510,AYT27_RS03510,100.000,66,0,0,1,66,1,66,1.15e-46,138
AYT27_RS03515,AYT27_RS03515,100.000,135,0,0,1,135,1,135,1.47e-99,277
AYT27_RS03520,AYT27_RS03520,100.000,68,0,0,1,68,1,68,1.09e-47,141
AYT27_RS03525,AYT27_RS03525,100.000,135,0,0,1,135,1,135,2.27e-97,271
AYT27_RS03530,AYT27_RS03530,100.000,191,0,0,1,191,1,191,8.42e-142,389
AYT27_RS03535,AYT27_RS03535,100.000,93,0,0,1,93,1,93,1.23e-68,196
AYT27_RS03540,AYT27_RS03540,100.000,99,0,0,1,99,1,99,4.37e-72,205
AYT27_RS03545,AYT27_RS03545,100.000,345,0,0,1,345,1,345,0.0,718
AYT27_RS03550,AYT27_RS03550,100.000,82,0,0,1,82,1,82,9.50e-59,170
AYT27_RS03555,AYT27_RS03555,100.000,207,0,0,1,207,1,207,8.34e-159,433
AYT27_RS03560,AYT27_RS03560,100.000,259,0,0,1,259,1,259,0.0,533
AYT27_RS03565,AYT27_RS03565,100.000,121,0,0,1,121,1,121,2.48e-90,253
AYT27_RS03570,AYT27_RS03570,100.000,127,0,0,1,127,1,127,2.25e-93,261
AYT27_RS03575,AYT27_RS03575,100.000,243,0,0,1,243,1,243,0.0,508
AYT27_RS03580,AYT27_RS03580,100.000,118,0,0,1,118,1,118,4.48e-89,249
AYT27_RS03585,AYT27_RS03585,100.000,124,0,0,1,124,1,124,1.31e-88,249
AYT27_RS03590,AYT27_RS03590,100.000,106,0,0,1,106,1,106,3.82e-76,216
AYT27_RS03595,AYT27_RS03595,100.000,92,0,0,1,92,1,92,1.62e-66,190
AYT27_RS03600,AYT27_RS03600,100.000,119,0,0,1,119,1,119,3.45e-87,244
AYT27_RS03605,AYT27_RS03605,100.000,159,0,0,1,159,1,159,6.29e-121,333
AYT27_RS03610,AYT27_RS03610,100.000,416,0,0,1,416,1,416,0.0,860
AYT27_RS03615,AYT27_RS03615,100.000,128,0,0,1,128,1,128,8.02e-93,259
AYT27_RS03620,AYT27_RS03620,100.000,106,0,0,1,106,1,106,1.05e-78,222
AYT27_RS03625,AYT27_RS03625,100.000,90,0,0,1,90,1,90,7.30e-64,184
AYT27_RS03630,AYT27_RS03630,100.000,96,0,0,1,96,1,96,1.01e-68,196
AYT27_RS03635,AYT27_RS04840,100.000,148,0,0,1,148,1,148,3.71e-112,310
AYT27_RS03640,AYT27_RS03640,100.000,177,0,0,1,177,1,177,6.32e-134,367
AYT27_RS03645,AYT27_RS03645,100.000,86,0,0,1,86,1,86,5.18e-55,160
AYT27_RS03650,AYT27_RS03650,100.000,110,0,0,1,110,1,110,2.31e-79,224
AYT27_RS03655,AYT27_RS03655,100.000,75,0,0,1,75,1,75,1.92e-50,149
AYT27_RS03660,AYT27_RS03660,100.000,89,0,0,1,89,1,89,2.00e-62,180
AYT27_RS03665,AYT27_RS04820,100.000,129,0,0,1,129,1,129,3.56e-92,258
AYT27_RS03670,AYT27_RS04815,100.000,152,0,0,1,152,1,152,3.80e-109,303
AYT27_RS03675,AYT27_RS04810,100.000,107,0,0,1,107,1,107,7.84e-77,218
AYT27_RS03680,AYT27_RS04805,100.000,108,0,0,1,108,1,108,2.05e-76,217
AYT27_RS03685,AYT27_RS03685,100.000,379,0,0,1,379,1,379,0.0,783
AYT27_RS03690,AYT27_RS03690,100.000,600,0,0,1,600,1,600,0.0,1228
AYT27_RS03695,AYT27_RS03695,100.000,2673,0,0,1,2673,1,2673,0.0,5433
AYT27_RS03700,AYT27_RS03700,100.000,138,0,0,1,138,1,138,9.13e-104,288
AYT27_RS03705,AYT27_RS03705,100.000,65,0,0,1,65,1,65,1.06e-45,135
AYT27_RS03710,AYT27_RS03710,100.000,138,0,0,1,138,1,138,1.29e-102,285
AYT27_RS03715,AYT27_RS03715,100.000,66,0,0,1,66,1,66,2.88e-46,137
AYT27_RS03720,AYT27_RS03720,100.000,137,0,0,1,137,1,137,2.04e-102,285
AYT27_RS03725,AYT27_RS03725,100.000,68,0,0,1,68,1,68,2.91e-48,142
AYT27_RS03730,AYT27_RS03730,100.000,134,0,0,1,134,1,134,1.14e-100,280
AYT27_RS03735,AYT27_RS03735,100.000,149,0,0,1,149,1,149,6.14e-112,310
AYT27_RS03740,AYT27_RS03740,100.000,135,0,0,1,135,1,135,1.85e-100,280
AYT27_RS03745,AYT27_RS03745,100.000,583,0,0,1,583,1,583,0.0,1202
AYT27_RS03750,AYT27_RS03750,100.000,134,0,0,1,134,1,134,1.65e-102,285
AYT27_RS03755,AYT27_RS03755,100.000,199,0,0,1,199,1,199,1.03e-148,407
AYT27_RS03760,AYT27_RS03760,100.000,25,0,0,1,25,1,25,1.57e-11,47.0
AYT27_RS03765,AYT27_RS03765,100.000,120,0,0,1,120,1,120,1.51e-84,238
AYT27_RS03770,AYT27_RS03770,100.000,300,0,0,1,300,1,300,0.0,622
AYT27_RS03775,AYT27_RS03775,100.000,165,0,0,1,165,1,165,1.80e-124,343
AYT27_RS03780,AYT27_RS03780,100.000,180,0,0,1,180,1,180,5.04e-125,345
AYT27_RS03785,AYT27_RS03785,100.000,176,0,0,1,176,1,176,1.24e-120,334
AYT27_RS03790,AYT27_RS03790,100.000,201,0,0,1,201,1,201,8.83e-145,397
AYT27_RS03795,AYT27_RS03795,100.000,220,0,0,1,220,1,220,8.30e-155,424
AYT27_RS03800,AYT27_RS03800,100.000,69,0,0,1,69,1,69,6.40e-47,139
AYT27_RS03805,AYT27_RS03805,100.000,105,0,0,1,105,1,105,2.47e-73,209
AYT27_RS03810,AYT27_RS03810,100.000,97,0,0,1,97,1,97,1.14e-68,196
AYT27_RS03815,AYT27_RS03815,100.000,25,0,0,1,25,1,25,5.64e-13,50.8
AYT27_RS03820,AYT27_RS03820,100.000,125,0,0,1,125,1,125,4.83e-92,258
AYT27_RS03825,AYT27_RS03825,100.000,273,0,0,1,273,1,273,0.0,561
AYT27_RS03830,AYT27_RS03830,100.000,309,0,0,1,309,1,309,0.0,637
AYT27_RS03835,AYT27_RS03835,100.000,342,0,0,1,342,1,342,0.0,706
AYT27_RS03840,AYT27_RS03840,100.000,424,0,0,1,424,1,424,0.0,867
AYT27_RS03845,AYT27_RS03845,100.000,391,0,0,1,391,1,391,0.0,806
AYT27_RS03850,AYT27_RS03850,100.000,94,0,0,1,94,1,94,8.78e-66,189
AYT27_RS03855,AYT27_RS03855,100.000,774,0,0,1,774,1,774,0.0,1578
AYT27_RS03860,AYT27_RS03860,100.000,1520,0,0,1,1520,1,1520,0.0,3075
AYT27_RS03865,AYT27_RS03865,100.000,79,0,0,1,79,1,79,1.63e-56,164
AYT27_RS03870,AYT27_RS03870,100.000,447,0,0,1,447,1,447,0.0,916
AYT27_RS03875,AYT27_RS03875,100.000,588,0,0,1,588,1,588,0.0,1211
AYT27_RS03880,AYT27_RS03880,100.000,368,0,0,1,368,1,368,0.0,739
AYT27_RS03885,AYT27_RS03885,100.000,311,0,0,1,311,1,311,0.0,649
AYT27_RS03890,AYT27_RS03890,100.000,437,0,0,1,437,1,437,0.0,906
AYT27_RS03895,AYT27_RS03895,100.000,160,0,0,1,160,1,160,6.71e-116,320
AYT27_RS03900,AYT27_RS03900,100.000,375,0,0,1,375,1,375,0.0,776
AYT27_RS03905,AYT27_RS03905,100.000,206,0,0,1,206,1,206,4.03e-154,421
AYT27_RS03910,AYT27_RS03910,100.000,155,0,0,1,155,1,155,9.60e-115,317
AYT27_RS03915,AYT27_RS03915,100.000,158,0,0,1,158,1,158,3.17e-114,316
AYT27_RS03920,AYT27_RS03920,100.000,159,0,0,1,159,1,159,1.01e-116,323
AYT27_RS03925,AYT27_RS03925,100.000,183,0,0,1,183,1,183,3.24e-138,379
AYT27_RS03930,AYT27_RS03930,100.000,356,0,0,1,356,1,356,0.0,733
AYT27_RS03935,AYT27_RS03935,100.000,324,0,0,1,324,1,324,0.0,663
AYT27_RS03940,AYT27_RS03940,100.000,108,0,0,1,108,1,108,1.68e-76,217
AYT27_RS03945,AYT27_RS03945,100.000,167,0,0,1,167,1,167,1.00e-124,343
AYT27_RS03950,AYT27_RS03950,100.000,658,0,0,1,658,1,658,0.0,1379
AYT27_RS03955,AYT27_RS03955,100.000,117,0,0,1,117,1,117,6.56e-87,244
AYT27_RS03960,AYT27_RS03960,100.000,142,0,0,1,142,1,142,3.25e-106,295
AYT27_RS03965,AYT27_RS03965,100.000,206,0,0,1,206,1,206,2.94e-158,431
AYT27_RS03970,AYT27_RS03970,100.000,28,0,0,1,28,1,28,2.44e-14,54.3
AYT27_RS03975,AYT27_RS03975,100.000,394,0,0,1,394,1,394,0.0,817
AYT27_RS03980,AYT27_RS03980,100.000,164,0,0,1,164,1,164,1.43e-119,330
AYT27_RS03985,AYT27_RS03985,100.000,82,0,0,1,82,1,82,2.92e-57,166
AYT27_RS03990,AYT27_RS03990,100.000,97,0,0,1,97,1,97,5.13e-72,204
AYT27_RS03995,AYT27_RS03995,100.000,117,0,0,1,117,1,117,2.14e-81,230
AYT27_RS04000,AYT27_RS04665,100.000,95,0,0,1,95,1,95,2.68e-65,187
AYT27_RS04005,AYT27_RS04005,100.000,157,0,0,1,157,1,157,2.01e-117,324
AYT27_RS04010,AYT27_RS04010,100.000,121,0,0,1,121,1,121,2.82e-87,245
AYT27_RS04015,AYT27_RS04015,100.000,161,0,0,1,161,1,161,1.03e-119,330
AYT27_RS04020,AYT27_RS04020,100.000,154,0,0,1,154,1,154,1.38e-114,317
AYT27_RS04025,AYT27_RS04025,100.000,594,0,0,1,594,1,594,0.0,1219
AYT27_RS04030,AYT27_RS04030,100.000,685,0,0,1,685,1,685,0.0,1422
AYT27_RS04035,AYT27_RS04035,100.000,245,0,0,1,245,1,245,0.0,514
AYT27_RS04040,AYT27_RS04040,100.000,283,0,0,1,283,1,283,0.0,575
AYT27_RS04045,AYT27_RS04045,100.000,214,0,0,1,214,1,214,1.71e-161,440
AYT27_RS04050,AYT27_RS04050,100.000,79,0,0,1,79,1,79,6.59e-55,160
AYT27_RS04055,AYT27_RS04055,100.000,172,0,0,1,172,1,172,2.08e-126,348
AYT27_RS04060,AYT27_RS04060,100.000,138,0,0,1,138,1,138,5.38e-90,253
AYT27_RS04065,AYT27_RS04065,100.000,205,0,0,1,205,1,205,2.10e-156,427
AYT27_RS04070,AYT27_RS04070,100.000,600,0,0,1,600,1,600,0.0,1228
AYT27_RS04075,AYT27_RS04075,100.000,933,0,0,1,933,1,933,0.0,1776
AYT27_RS04080,AYT27_RS04080,100.000,215,0,0,1,215,1,215,7.89e-166,451
AYT27_RS04085,AYT27_RS04085,100.000,134,0,0,1,134,1,134,9.23e-102,283
AYT27_RS04090,AYT27_RS04090,100.000,63,0,0,1,63,1,63,4.94e-43,129
AYT27_RS04095,AYT27_RS05460,100.000,89,0,0,1,89,1,89,5.04e-64,184
AYT27_RS04100,AYT27_RS05455,100.000,56,0,0,1,56,1,56,3.70e-37,114
AYT27_RS04105,AYT27_RS05450,100.000,103,0,0,1,103,1,103,5.15e-69,197
AYT27_RS04110,AYT27_RS04110,100.000,25,0,0,1,25,1,25,1.34e-12,49.7
AYT27_RS04115,AYT27_RS04115,100.000,452,0,0,1,452,1,452,0.0,927
AYT27_RS04120,AYT27_RS04120,100.000,163,0,0,1,163,1,163,1.22e-117,325
AYT27_RS04125,AYT27_RS04125,100.000,285,0,0,1,285,1,285,0.0,576
AYT27_RS04130,AYT27_RS04130,100.000,61,0,0,1,61,1,61,1.07e-38,118
AYT27_RS04135,AYT27_RS04135,100.000,510,0,0,1,510,1,510,0.0,1060
AYT27_RS04140,AYT27_RS04140,100.000,326,0,0,1,326,1,326,0.0,675
AYT27_RS04145,AYT27_RS04145,100.000,335,0,0,1,335,1,335,0.0,688
AYT27_RS04150,AYT27_RS04150,100.000,163,0,0,1,163,1,163,1.75e-121,335
AYT27_RS04155,AYT27_RS04155,100.000,211,0,0,1,211,1,211,1.35e-160,438
AYT27_RS04160,AYT27_RS04160,100.000,164,0,0,1,164,1,164,2.80e-123,340
AYT27_RS04165,AYT27_RS04165,100.000,55,0,0,1,55,1,55,3.53e-35,108
AYT27_RS04170,AYT27_RS04170,100.000,136,0,0,1,136,1,136,1.88e-97,272
AYT27_RS04175,AYT27_RS04175,100.000,82,0,0,1,82,1,82,8.00e-58,167
AYT27_RS04180,AYT27_RS04180,100.000,757,0,0,1,757,1,757,0.0,1557
AYT27_RS04185,AYT27_RS04185,100.000,853,0,0,1,853,1,853,0.0,1756
AYT27_RS04190,AYT27_RS04190,100.000,68,0,0,1,68,1,68,5.59e-47,139
AYT27_RS04195,AYT27_RS04195,100.000,404,0,0,1,404,1,404,0.0,814
AYT27_RS04200,AYT27_RS04200,100.000,211,0,0,1,211,1,211,9.31e-152,416
AYT27_RS04205,AYT27_RS04205,100.000,431,0,0,1,431,1,431,0.0,876
AYT27_RS04210,AYT27_RS04210,100.000,321,0,0,1,321,1,321,0.0,660
AYT27_RS04215,AYT27_RS04215,100.000,542,0,0,1,542,1,542,0.0,1110
AYT27_RS04220,AYT27_RS04220,100.000,159,0,0,1,159,1,159,1.27e-116,322
AYT27_RS04225,AYT27_RS04225,100.000,95,0,0,1,95,1,95,1.58e-65,188
AYT27_RS04230,AYT27_RS04230,100.000,494,0,0,1,494,1,494,0.0,1016
AYT27_RS04235,AYT27_RS04235,100.000,94,0,0,1,94,1,94,1.01e-65,189
AYT27_RS04240,AYT27_RS04240,100.000,236,0,0,1,236,1,236,3.09e-173,472
AYT27_RS04245,AYT27_RS04245,100.000,260,0,0,1,260,1,260,0.0,540
AYT27_RS04250,AYT27_RS04250,100.000,352,0,0,1,352,1,352,0.0,696
AYT27_RS04255,AYT27_RS04255,100.000,358,0,0,1,358,1,358,0.0,698
AYT27_RS04260,AYT27_RS04260,100.000,377,0,0,1,377,1,377,0.0,770
AYT27_RS04265,AYT27_RS04265,100.000,191,0,0,1,191,1,191,1.44e-143,393
AYT27_RS04270,AYT27_RS04270,100.000,180,0,0,1,180,1,180,4.73e-135,370
AYT27_RS04275,AYT27_RS04275,100.000,257,0,0,1,257,1,257,0.0,528
AYT27_RS04280,AYT27_RS04280,100.000,96,0,0,1,96,1,96,5.91e-67,192
AYT27_RS04285,AYT27_RS04285,100.000,70,0,0,1,70,1,70,3.86e-48,142
AYT27_RS04290,AYT27_RS04290,100.000,264,0,0,1,264,1,264,0.0,545
AYT27_RS04295,AYT27_RS04295,100.000,276,0,0,1,276,1,276,0.0,577
AYT27_RS04300,AYT27_RS04300,100.000,235,0,0,1,235,1,235,3.73e-179,487
AYT27_RS04305,AYT27_RS04305,100.000,278,0,0,1,278,1,278,0.0,568
AYT27_RS04310,AYT27_RS04310,100.000,270,0,0,1,270,1,270,0.0,560
AYT27_RS04315,AYT27_RS04315,100.000,205,0,0,1,205,1,205,1.71e-155,424
AYT27_RS04320,AYT27_RS04320,100.000,292,0,0,1,292,1,292,0.0,607
AYT27_RS04325,AYT27_RS04325,100.000,437,0,0,1,437,1,437,0.0,901
AYT27_RS04330,AYT27_RS04330,100.000,234,0,0,1,234,1,234,9.44e-175,476
AYT27_RS04335,AYT27_RS04335,100.000,25,0,0,1,25,1,25,8.95e-13,50.1
AYT27_RS04340,AYT27_RS04340,100.000,283,0,0,1,283,1,283,0.0,587
AYT27_RS04345,AYT27_RS04345,100.000,387,0,0,1,387,1,387,0.0,795
AYT27_RS04350,AYT27_RS04350,100.000,215,0,0,1,215,1,215,3.10e-161,440
AYT27_RS04355,AYT27_RS04355,100.000,350,0,0,1,350,1,350,0.0,715
AYT27_RS04360,AYT27_RS04360,100.000,519,0,0,1,519,1,519,0.0,1082
AYT27_RS04365,AYT27_RS04365,100.000,257,0,0,1,257,1,257,0.0,533
AYT27_RS04370,AYT27_RS04370,100.000,269,0,0,1,269,1,269,0.0,560
AYT27_RS04375,AYT27_RS04375,100.000,131,0,0,1,131,1,131,2.38e-94,264
AYT27_RS04380,AYT27_RS04380,100.000,348,0,0,1,348,1,348,0.0,727
AYT27_RS04385,AYT27_RS04385,100.000,270,0,0,1,270,1,270,0.0,549
AYT27_RS04390,AYT27_RS04390,100.000,430,0,0,1,430,1,430,0.0,885
AYT27_RS04395,AYT27_RS04395,100.000,114,0,0,1,114,1,114,3.39e-83,234
AYT27_RS04400,AYT27_RS04400,100.000,109,0,0,1,109,1,109,1.41e-76,217
AYT27_RS04405,AYT27_RS04405,100.000,175,0,0,1,175,1,175,1.89e-129,356
AYT27_RS04410,AYT27_RS04410,100.000,91,0,0,1,91,1,91,1.45e-62,180
AYT27_RS04415,AYT27_RS04415,100.000,107,0,0,1,107,1,107,2.60e-76,216
AYT27_RS04420,AYT27_RS04420,100.000,133,0,0,1,133,1,133,1.62e-96,270
AYT27_RS04425,AYT27_RS04425,100.000,414,0,0,1,414,1,414,0.0,866
AYT27_RS04430,AYT27_RS04430,100.000,422,0,0,1,422,1,422,0.0,865
AYT27_RS04435,AYT27_RS04435,100.000,251,0,0,1,251,1,251,0.0,507
AYT27_RS04440,AYT27_RS04440,100.000,503,0,0,1,503,1,503,0.0,1050
AYT27_RS04445,AYT27_RS04445,100.000,384,0,0,1,384,1,384,0.0,790
AYT27_RS04450,AYT27_RS04450,100.000,226,0,0,1,226,1,226,7.16e-174,473
AYT27_RS04455,AYT27_RS04455,100.000,417,0,0,1,417,1,417,0.0,860
AYT27_RS04460,AYT27_RS04460,100.000,158,0,0,1,158,1,158,3.62e-118,326
AYT27_RS04465,AYT27_RS04465,100.000,354,0,0,1,354,1,354,0.0,730
AYT27_RS04470,AYT27_RS04470,100.000,821,0,0,1,821,1,821,0.0,1701
AYT27_RS04475,AYT27_RS04475,100.000,409,0,0,1,409,1,409,0.0,835
AYT27_RS04480,AYT27_RS04480,100.000,66,0,0,1,66,1,66,3.57e-46,137
AYT27_RS04485,AYT27_RS04485,100.000,880,0,0,1,880,1,880,0.0,1806
AYT27_RS04490,AYT27_RS04490,100.000,203,0,0,1,203,1,203,7.36e-155,422
AYT27_RS04495,AYT27_RS04495,100.000,603,0,0,1,603,1,603,0.0,1242
AYT27_RS04500,AYT27_RS04500,100.000,1168,0,0,1,1168,1,1168,0.0,2397
AYT27_RS04505,AYT27_RS04505,100.000,96,0,0,1,96,1,96,1.46e-68,196
AYT27_RS04510,AYT27_RS04510,100.000,226,0,0,1,226,1,226,3.70e-168,458
AYT27_RS04515,AYT27_RS04515,100.000,422,0,0,1,422,1,422,0.0,847
AYT27_RS04520,AYT27_RS04520,100.000,441,0,0,1,441,1,441,0.0,915
AYT27_RS04525,AYT27_RS04525,100.000,558,0,0,1,558,1,558,0.0,1147
AYT27_RS04530,AYT27_RS04530,100.000,267,0,0,1,267,1,267,0.0,548
AYT27_RS04535,AYT27_RS04535,100.000,484,0,0,1,484,1,484,0.0,952
AYT27_RS04540,AYT27_RS04540,100.000,489,0,0,1,489,1,489,0.0,978
AYT27_RS04545,AYT27_RS04545,100.000,654,0,0,1,654,1,654,0.0,1316
AYT27_RS04550,AYT27_RS04550,100.000,102,0,0,1,102,1,102,3.72e-67,193
