Abortus2308|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS25025,BAB_RS25025,100.000,469,0,0,1,469,1,469,0.0,967
BAB_RS25030,BAB_RS25030,100.000,145,0,0,1,145,1,145,3.94e-102,285
BAB_RS25035,BAB_RS25035,100.000,415,0,0,1,415,1,415,0.0,805
BAB_RS25040,BAB_RS25040,100.000,83,0,0,1,83,1,83,3.29e-56,164
BAB_RS25045,BAB_RS25045,100.000,136,0,0,1,136,1,136,2.81e-98,275
BAB_RS25050,BAB_RS25050,100.000,120,0,0,1,120,1,120,1.45e-86,244
BAB_RS25055,BAB_RS25055,100.000,107,0,0,1,107,1,107,3.59e-78,222
BAB_RS25060,BAB_RS25060,100.000,221,0,0,1,221,1,221,2.06e-163,446
BAB_RS25065,BAB_RS25065,100.000,244,0,0,1,244,1,244,0.0,493
BAB_RS25070,BAB_RS25070,100.000,189,0,0,1,189,1,189,5.67e-137,377
BAB_RS25075,BAB_RS25075,100.000,315,0,0,1,315,1,315,0.0,631
BAB_RS25080,BAB_RS25080,100.000,333,0,0,1,333,1,333,0.0,680
BAB_RS25085,BAB_RS25085,100.000,467,0,0,1,467,1,467,0.0,931
BAB_RS25090,BAB_RS25090,100.000,180,0,0,1,180,1,180,1.09e-135,373
BAB_RS25095,BAB_RS25095,100.000,212,0,0,1,212,1,212,1.22e-155,426
BAB_RS25100,BAB_RS25100,100.000,137,0,0,1,137,1,137,3.23e-94,265
BAB_RS25105,BAB_RS25105,100.000,408,0,0,1,408,1,408,0.0,817
BAB_RS25110,BAB_RS25110,100.000,1004,0,0,1,1004,1,1004,0.0,2086
BAB_RS25115,BAB_RS25115,100.000,300,0,0,1,300,1,300,0.0,597
BAB_RS25120,BAB_RS25120,100.000,398,0,0,1,398,1,398,0.0,792
BAB_RS25125,BAB_RS25125,100.000,320,0,0,1,320,1,320,0.0,643
BAB_RS25130,BAB_RS25130,100.000,403,0,0,1,403,1,403,0.0,828
BAB_RS25135,BAB_RS25135,100.000,177,0,0,1,177,1,177,1.34e-125,347
BAB_RS25140,BAB_RS25140,100.000,303,0,0,1,303,1,303,0.0,621
BAB_RS25145,BAB_RS25145,100.000,427,0,0,1,427,1,427,0.0,875
BAB_RS25150,BAB_RS25150,100.000,465,0,0,1,465,1,465,0.0,910
BAB_RS25155,BAB_RS25155,100.000,220,0,0,1,220,1,220,3.63e-159,436
BAB_RS25160,BAB_RS25160,100.000,260,0,0,1,260,1,260,0.0,537
BAB_RS25165,BAB_RS25165,100.000,75,0,0,1,75,1,75,1.41e-51,152
BAB_RS25170,BAB_RS25170,100.000,101,0,0,1,101,1,101,6.84e-74,210
BAB_RS25175,BAB_RS25175,100.000,138,0,0,1,138,1,138,1.04e-99,278
BAB_RS25180,BAB_RS25180,100.000,252,0,0,1,252,1,252,0.0,514
BAB_RS25185,BAB_RS25185,100.000,413,0,0,1,413,1,413,0.0,835
BAB_RS25190,BAB_RS25190,100.000,331,0,0,1,331,1,331,0.0,660
BAB_RS25195,BAB_RS25195,100.000,48,0,0,1,48,1,48,7.34e-32,100
BAB_RS25200,BAB_RS25200,100.000,906,0,0,1,906,1,906,0.0,1864
BAB_RS25205,BAB_RS25205,100.000,68,0,0,1,68,1,68,1.88e-45,136
BAB_RS25210,BAB_RS25210,100.000,428,0,0,1,428,1,428,0.0,872
BAB_RS25230,BAB_RS25230,100.000,28,0,0,1,28,1,28,1.85e-14,55.5
BAB_RS25235,BAB_RS25235,100.000,66,0,0,1,66,1,66,4.29e-45,135
BAB_RS25240,BAB_RS25240,100.000,327,0,0,1,327,1,327,0.0,655
BAB_RS25245,BAB_RS25245,100.000,281,0,0,1,281,1,281,0.0,571
BAB_RS25250,BAB_RS25250,100.000,166,0,0,1,166,1,166,2.59e-117,325
BAB_RS25255,BAB_RS25255,100.000,240,0,0,1,240,1,240,9.55e-177,482
BAB_RS25260,BAB_RS25260,100.000,271,0,0,1,271,1,271,0.0,553
BAB_RS25265,BAB_RS25265,100.000,337,0,0,1,337,1,337,0.0,678
BAB_RS25270,BAB_RS25270,100.000,483,0,0,1,483,1,483,0.0,985
BAB_RS25275,BAB_RS25275,100.000,251,0,0,1,251,1,251,0.0,523
BAB_RS25280,BAB_RS25280,100.000,332,0,0,1,332,1,332,0.0,660
BAB_RS25285,BAB_RS25285,100.000,227,0,0,1,227,1,227,9.71e-170,463
BAB_RS25290,BAB_RS25290,100.000,329,0,0,1,329,1,329,0.0,675
BAB_RS25295,BAB_RS25295,100.000,435,0,0,1,435,1,435,0.0,864
BAB_RS25300,BAB_RS25300,100.000,427,0,0,1,427,1,427,0.0,867
BAB_RS25305,BAB_RS25305,100.000,149,0,0,1,149,1,149,2.25e-105,294
BAB_RS25310,BAB_RS25310,100.000,325,0,0,1,325,1,325,0.0,644
BAB_RS25315,BAB_RS25315,100.000,291,0,0,1,291,1,291,0.0,599
BAB_RS25320,BAB_RS25320,100.000,309,0,0,1,309,1,309,0.0,606
BAB_RS25325,BAB_RS25325,100.000,248,0,0,1,248,1,248,1.08e-177,485
BAB_RS25330,BAB_RS25330,100.000,232,0,0,1,232,1,232,2.03e-176,480
BAB_RS25335,BAB_RS25335,100.000,121,0,0,1,121,1,121,2.65e-90,253
BAB_RS25340,BAB_RS25340,100.000,252,0,0,1,252,1,252,0.0,520
BAB_RS25345,BAB_RS25345,100.000,195,0,0,1,195,1,195,9.35e-145,397
BAB_RS25350,BAB_RS25350,100.000,67,0,0,1,67,1,67,2.09e-42,128
BAB_RS25355,BAB_RS25355,100.000,280,0,0,1,280,1,280,0.0,572
BAB_RS25360,BAB_RS25360,100.000,286,0,0,1,286,1,286,0.0,570
BAB_RS25365,BAB_RS25365,100.000,161,0,0,1,161,1,161,7.81e-117,324
BAB_RS25370,BAB_RS25370,100.000,238,0,0,1,238,1,238,1.22e-175,479
BAB_RS25375,BAB_RS25375,100.000,466,0,0,1,466,1,466,0.0,957
BAB_RS25380,BAB_RS25380,100.000,60,0,0,1,60,1,60,8.88e-40,121
BAB_RS25385,BAB_RS25385,100.000,421,0,0,1,421,1,421,0.0,853
BAB_RS25390,BAB_RS25390,100.000,886,0,0,1,886,1,886,0.0,1791
BAB_RS25395,BAB_RS25395,100.000,178,0,0,1,178,1,178,8.49e-129,355
BAB_RS25400,BAB_RS25400,100.000,259,0,0,1,259,1,259,0.0,525
BAB_RS25405,BAB_RS25405,100.000,368,0,0,1,368,1,368,0.0,755
BAB_RS25410,BAB_RS25410,100.000,321,0,0,1,321,1,321,0.0,655
BAB_RS25415,BAB_RS25415,100.000,339,0,0,1,339,1,339,0.0,692
BAB_RS25420,BAB_RS25420,100.000,186,0,0,1,186,1,186,6.16e-140,384
BAB_RS25425,BAB_RS25425,100.000,25,0,0,1,25,1,25,9.35e-13,50.8
BAB_RS25430,BAB_RS25430,100.000,96,0,0,1,96,1,96,3.41e-64,186
BAB_RS25435,BAB_RS25435,100.000,176,0,0,1,176,1,176,1.62e-130,360
BAB_RS25440,BAB_RS25440,100.000,260,0,0,1,260,1,260,0.0,529
BAB_RS25445,BAB_RS25445,100.000,300,0,0,1,300,1,300,0.0,620
BAB_RS25450,BAB_RS25450,100.000,333,0,0,1,333,1,333,0.0,666
BAB_RS25455,BAB_RS25455,100.000,219,0,0,1,219,1,219,1.78e-160,439
BAB_RS25460,BAB_RS25460,100.000,90,0,0,1,90,1,90,7.46e-64,184
BAB_RS25465,BAB_RS25465,100.000,228,0,0,1,228,1,228,1.53e-157,432
BAB_RS25470,BAB_RS25470,100.000,231,0,0,1,231,1,231,9.06e-173,471
BAB_RS25475,BAB_RS25475,100.000,268,0,0,1,268,1,268,0.0,554
BAB_RS25480,BAB_RS25480,100.000,153,0,0,1,153,1,153,6.88e-108,300
BAB_RS25485,BAB_RS25485,100.000,227,0,0,1,227,1,227,2.05e-168,459
BAB_RS25490,BAB_RS25490,100.000,181,0,0,1,181,1,181,2.25e-133,367
BAB_RS25495,BAB_RS25495,100.000,501,0,0,1,501,1,501,0.0,996
BAB_RS25500,BAB_RS25500,100.000,359,0,0,1,359,1,359,0.0,724
BAB_RS25505,BAB_RS25505,100.000,115,0,0,1,115,1,115,4.70e-83,234
BAB_RS25510,BAB_RS25510,100.000,518,0,0,1,518,1,518,0.0,1026
BAB_RS25525,BAB_RS25525,100.000,223,0,0,1,223,1,223,2.24e-160,439
BAB_RS25530,BAB_RS25530,100.000,97,0,0,1,97,1,97,9.18e-69,197
BAB_RS25535,BAB_RS25535,100.000,271,0,0,1,271,1,271,0.0,550
BAB_RS25540,BAB_RS25540,100.000,140,0,0,1,140,1,140,1.52e-101,283
BAB_RS25545,BAB_RS25545,100.000,804,0,0,1,804,1,804,0.0,1601
BAB_RS25550,BAB_RS25550,100.000,249,0,0,1,249,1,249,0.0,523
BAB_RS25555,BAB_RS25555,100.000,361,0,0,1,361,1,361,0.0,734
BAB_RS25560,BAB_RS25560,100.000,637,0,0,1,637,1,637,0.0,1293
BAB_RS25565,BAB_RS25565,100.000,328,0,0,1,328,1,328,0.0,680
BAB_RS25570,BAB_RS25570,100.000,209,0,0,1,209,1,209,2.46e-161,440
BAB_RS25575,BAB_RS25575,100.000,104,0,0,1,104,1,104,3.51e-74,211
BAB_RS25580,BAB_RS25580,100.000,435,0,0,1,435,1,435,0.0,872
BAB_RS25585,BAB_RS25585,100.000,378,0,0,1,378,1,378,0.0,758
BAB_RS25590,BAB_RS25590,100.000,200,0,0,1,200,1,200,2.44e-147,404
BAB_RS25595,BAB_RS25595,100.000,61,0,0,1,61,1,61,1.43e-39,120
BAB_RS25600,BAB_RS25600,100.000,307,0,0,1,307,1,307,0.0,617
BAB_RS25605,BAB_RS25605,100.000,317,0,0,1,317,1,317,0.0,647
BAB_RS25610,BAB_RS25610,100.000,403,0,0,1,403,1,403,0.0,830
BAB_RS25615,BAB_RS25615,100.000,78,0,0,1,78,1,78,8.79e-56,163
BAB_RS25620,BAB_RS25620,100.000,390,0,0,1,390,1,390,0.0,791
BAB_RS25625,BAB_RS25625,100.000,371,0,0,1,371,1,371,0.0,764
BAB_RS25630,BAB_RS25630,100.000,387,0,0,1,387,1,387,0.0,796
BAB_RS25635,BAB_RS25635,100.000,25,0,0,1,25,1,25,5.85e-12,48.9
BAB_RS25640,BAB_RS25640,100.000,254,0,0,1,254,1,254,0.0,518
BAB_RS25645,BAB_RS25645,100.000,144,0,0,1,144,1,144,1.33e-108,301
BAB_RS25650,BAB_RS25650,100.000,131,0,0,1,131,1,131,2.12e-92,259
BAB_RS25655,BAB_RS25655,100.000,544,0,0,1,544,1,544,0.0,1122
BAB_RS25660,BAB_RS25660,100.000,254,0,0,1,254,1,254,0.0,501
BAB_RS25665,BAB_RS25665,100.000,494,0,0,1,494,1,494,0.0,1012
BAB_RS25670,BAB_RS25670,100.000,506,0,0,1,506,1,506,0.0,1027
BAB_RS25675,BAB_RS25675,100.000,258,0,0,1,258,1,258,0.0,517
BAB_RS25685,BAB_RS25685,100.000,534,0,0,1,534,1,534,0.0,1082
BAB_RS25690,BAB_RS25690,100.000,333,0,0,1,333,1,333,0.0,670
BAB_RS25695,BAB_RS25695,100.000,352,0,0,1,352,1,352,0.0,708
BAB_RS25700,BAB_RS25700,100.000,389,0,0,1,389,1,389,0.0,800
BAB_RS25705,BAB_RS25705,100.000,340,0,0,1,340,1,340,0.0,696
BAB_RS25710,BAB_RS25710,100.000,321,0,0,1,321,1,321,0.0,635
BAB_RS25715,BAB_RS25715,100.000,294,0,0,1,294,1,294,0.0,566
BAB_RS25720,BAB_RS25720,100.000,264,0,0,1,264,1,264,0.0,529
BAB_RS25725,BAB_RS25725,100.000,347,0,0,1,347,1,347,0.0,696
BAB_RS25730,BAB_RS25730,100.000,293,0,0,1,293,1,293,0.0,588
BAB_RS25735,BAB_RS25735,100.000,265,0,0,1,265,1,265,0.0,538
BAB_RS25740,BAB_RS25740,100.000,213,0,0,1,213,1,213,2.20e-157,431
BAB_RS25745,BAB_RS25745,100.000,636,0,0,1,636,1,636,0.0,1287
BAB_RS25750,BAB_RS25750,100.000,442,0,0,1,442,1,442,0.0,896
BAB_RS25755,BAB_RS25755,100.000,666,0,0,1,666,1,666,0.0,1376
BAB_RS25760,BAB_RS25760,100.000,418,0,0,1,418,1,418,0.0,844
BAB_RS25770,BAB_RS25770,100.000,178,0,0,1,178,1,178,8.66e-130,358
BAB_RS25775,BAB_RS25775,100.000,341,0,0,1,341,1,341,0.0,691
BAB_RS25780,BAB_RS25780,100.000,279,0,0,1,279,1,279,0.0,565
BAB_RS25785,BAB_RS25785,100.000,199,0,0,1,199,1,199,7.88e-148,405
BAB_RS25790,BAB_RS25790,100.000,289,0,0,1,289,1,289,0.0,587
BAB_RS25795,BAB_RS25795,100.000,200,0,0,1,200,1,200,2.01e-144,397
BAB_RS25800,BAB_RS25800,100.000,234,0,0,1,234,1,234,7.10e-175,476
BAB_RS25805,BAB_RS25805,100.000,163,0,0,1,163,1,163,1.01e-120,334
BAB_RS25810,BAB_RS25810,100.000,165,0,0,1,165,1,165,3.75e-119,330
BAB_RS25815,BAB_RS25815,100.000,231,0,0,1,231,1,231,4.66e-170,464
BAB_RS25820,BAB_RS25820,100.000,369,0,0,1,369,1,369,0.0,741
BAB_RS25825,BAB_RS25825,100.000,200,0,0,1,200,1,200,5.50e-147,403
BAB_RS25830,BAB_RS25830,100.000,126,0,0,1,126,1,126,1.30e-91,257
BAB_RS25835,BAB_RS25835,100.000,339,0,0,1,339,1,339,0.0,706
BAB_RS25840,BAB_RS25840,100.000,434,0,0,1,434,1,434,0.0,865
BAB_RS25845,BAB_RS25845,100.000,184,0,0,1,184,1,184,8.83e-136,374
BAB_RS25850,BAB_RS25850,100.000,202,0,0,1,202,1,202,1.19e-149,410
BAB_RS25855,BAB_RS25855,100.000,169,0,0,1,169,1,169,8.23e-120,332
BAB_RS25860,BAB_RS25860,100.000,216,0,0,1,216,1,216,2.48e-163,446
BAB_RS25865,BAB_RS25865,100.000,243,0,0,1,243,1,243,6.17e-177,483
BAB_RS25870,BAB_RS25870,100.000,261,0,0,1,261,1,261,0.0,522
BAB_RS25875,BAB_RS25875,100.000,107,0,0,1,107,1,107,4.93e-74,211
BAB_RS25880,BAB_RS25880,100.000,322,0,0,1,322,1,322,0.0,657
BAB_RS25885,BAB_RS25885,100.000,145,0,0,1,145,1,145,8.39e-103,287
BAB_RS25890,BAB_RS25890,100.000,29,0,0,1,29,1,29,2.83e-16,60.1
BAB_RS25895,BAB_RS25895,100.000,491,0,0,1,491,1,491,0.0,1016
BAB_RS25900,BAB_RS25900,100.000,239,0,0,1,239,1,239,1.61e-178,486
BAB_RS25905,BAB_RS25905,100.000,601,0,0,1,601,1,601,0.0,1204
BAB_RS25910,BAB_RS25910,100.000,159,0,0,1,159,1,159,8.17e-112,311
BAB_RS25915,BAB_RS25915,100.000,133,0,0,1,133,1,133,2.07e-95,267
BAB_RS25920,BAB_RS25920,100.000,104,0,0,1,104,1,104,2.81e-75,214
BAB_RS25925,BAB_RS25925,100.000,466,0,0,1,466,1,466,0.0,965
BAB_RS25930,BAB_RS25930,100.000,837,0,0,1,837,1,837,0.0,1699
BAB_RS25935,BAB_RS25935,100.000,511,0,0,1,511,1,511,0.0,1031
BAB_RS25940,BAB_RS25940,100.000,239,0,0,1,239,1,239,7.49e-178,484
BAB_RS25945,BAB_RS25945,100.000,1052,0,0,1,1052,1,1052,0.0,2086
BAB_RS25950,BAB_RS25950,100.000,1180,0,0,1,1180,1,1180,0.0,2376
BAB_RS25955,BAB_RS25955,100.000,107,0,0,1,107,1,107,5.41e-76,216
BAB_RS25960,BAB_RS25960,100.000,442,0,0,1,442,1,442,0.0,894
BAB_RS25965,BAB_RS25965,100.000,301,0,0,1,301,1,301,0.0,618
BAB_RS25970,BAB_RS25970,100.000,279,0,0,1,279,1,279,0.0,563
BAB_RS25975,BAB_RS25975,100.000,155,0,0,1,155,1,155,1.78e-113,315
BAB_RS25980,BAB_RS25980,100.000,406,0,0,1,406,1,406,0.0,834
BAB_RS25985,BAB_RS25985,100.000,222,0,0,1,222,1,222,1.49e-162,444
BAB_RS25990,BAB_RS25990,100.000,211,0,0,1,211,1,211,3.59e-158,432
BAB_RS25995,BAB_RS25995,100.000,253,0,0,1,253,1,253,0.0,516
BAB_RS26000,BAB_RS26000,100.000,148,0,0,1,148,1,148,1.05e-106,297
BAB_RS26005,BAB_RS26005,100.000,77,0,0,1,77,1,77,3.92e-50,149
BAB_RS26010,BAB_RS26010,100.000,280,0,0,1,280,1,280,0.0,535
BAB_RS26015,BAB_RS26015,100.000,263,0,0,1,263,1,263,0.0,537
BAB_RS26025,BAB_RS26025,100.000,178,0,0,1,178,1,178,1.51e-130,360
BAB_RS26030,BAB_RS26030,100.000,204,0,0,1,204,1,204,9.26e-150,410
BAB_RS26035,BAB_RS26035,100.000,66,0,0,1,66,1,66,6.29e-43,129
BAB_RS26040,BAB_RS26040,100.000,134,0,0,1,134,1,134,4.07e-96,269
BAB_RS26045,BAB_RS26045,100.000,280,0,0,1,280,1,280,0.0,568
BAB_RS26050,BAB_RS26050,100.000,369,0,0,1,369,1,369,0.0,764
BAB_RS26055,BAB_RS26055,100.000,804,0,0,1,804,1,804,0.0,1620
BAB_RS26060,BAB_RS26060,100.000,328,0,0,1,328,1,328,0.0,679
BAB_RS26065,BAB_RS26065,100.000,637,0,0,1,637,1,637,0.0,1280
BAB_RS26070,BAB_RS26070,100.000,377,0,0,1,377,1,377,0.0,769
BAB_RS26075,BAB_RS26075,100.000,199,0,0,1,199,1,199,1.01e-148,407
BAB_RS26080,BAB_RS26080,100.000,238,0,0,1,238,1,238,2.51e-174,476
BAB_RS26085,BAB_RS26085,100.000,95,0,0,1,95,1,95,6.39e-68,195
BAB_RS26090,BAB_RS26090,100.000,291,0,0,1,291,1,291,0.0,600
BAB_RS26095,BAB_RS26095,100.000,312,0,0,1,312,1,312,0.0,637
BAB_RS26105,BAB_RS26105,100.000,510,0,0,1,510,1,510,0.0,971
BAB_RS26110,BAB_RS26110,100.000,206,0,0,1,206,1,206,1.68e-158,433
BAB_RS26115,BAB_RS26115,100.000,118,0,0,1,118,1,118,7.03e-85,239
BAB_RS26120,BAB_RS26120,100.000,138,0,0,1,138,1,138,5.01e-98,274
BAB_RS26125,BAB_RS26125,100.000,348,0,0,1,348,1,348,0.0,708
BAB_RS26130,BAB_RS26130,100.000,496,0,0,1,496,1,496,0.0,982
BAB_RS26135,BAB_RS26135,100.000,436,0,0,1,436,1,436,0.0,874
BAB_RS26140,BAB_RS26140,100.000,273,0,0,1,273,1,273,0.0,565
BAB_RS26145,BAB_RS26145,100.000,240,0,0,1,240,1,240,6.49e-179,487
BAB_RS26150,BAB_RS26150,100.000,228,0,0,1,228,1,228,7.92e-167,456
BAB_RS26155,BAB_RS26155,100.000,340,0,0,1,340,1,340,0.0,698
BAB_RS26160,BAB_RS26160,100.000,93,0,0,1,93,1,93,1.52e-67,194
BAB_RS26165,BAB_RS26165,100.000,417,0,0,1,417,1,417,0.0,854
BAB_RS26170,BAB_RS26170,100.000,165,0,0,1,165,1,165,1.18e-122,339
BAB_RS26175,BAB_RS26175,100.000,229,0,0,1,229,1,229,1.09e-165,453
BAB_RS26180,BAB_RS26180,100.000,166,0,0,1,166,1,166,3.73e-122,338
BAB_RS26185,BAB_RS26185,100.000,267,0,0,1,267,1,267,0.0,538
BAB_RS26190,BAB_RS26190,100.000,467,0,0,1,467,1,467,0.0,964
BAB_RS26195,BAB_RS26195,100.000,327,0,0,1,327,1,327,0.0,660
BAB_RS26200,BAB_RS26200,100.000,158,0,0,1,158,1,158,1.77e-115,320
BAB_RS26205,BAB_RS26205,100.000,372,0,0,1,372,1,372,0.0,747
BAB_RS26210,BAB_RS26210,100.000,532,0,0,1,532,1,532,0.0,1045
BAB_RS26215,BAB_RS26215,100.000,137,0,0,1,137,1,137,5.40e-100,279
BAB_RS26220,BAB_RS26220,100.000,421,0,0,1,421,1,421,0.0,864
BAB_RS26225,BAB_RS26225,100.000,233,0,0,1,233,1,233,5.05e-176,479
BAB_RS26230,BAB_RS26230,100.000,219,0,0,1,219,1,219,3.59e-159,436
BAB_RS26235,BAB_RS26235,100.000,537,0,0,1,537,1,537,0.0,1063
BAB_RS26240,BAB_RS26240,100.000,217,0,0,1,217,1,217,1.14e-158,434
BAB_RS26245,BAB_RS26245,100.000,959,0,0,1,959,1,959,0.0,1919
BAB_RS26250,BAB_RS26250,100.000,150,0,0,1,150,1,150,1.64e-109,304
BAB_RS26255,BAB_RS26255,100.000,324,0,0,1,324,1,324,0.0,655
BAB_RS26260,BAB_RS26260,100.000,89,0,0,1,89,1,89,1.66e-62,181
BAB_RS26265,BAB_RS26265,100.000,714,0,0,1,714,1,714,0.0,1447
BAB_RS26270,BAB_RS26270,100.000,341,0,0,1,341,1,341,0.0,689
BAB_RS26280,BAB_RS26280,100.000,272,0,0,1,272,1,272,0.0,555
BAB_RS26285,BAB_RS26285,100.000,407,0,0,1,407,1,407,0.0,840
BAB_RS26290,BAB_RS26290,100.000,172,0,0,1,172,1,172,3.32e-128,353
BAB_RS26295,BAB_RS26295,100.000,145,0,0,1,145,1,145,9.69e-107,297
BAB_RS26300,BAB_RS26300,100.000,259,0,0,1,259,1,259,0.0,529
BAB_RS26305,BAB_RS26305,100.000,181,0,0,1,181,1,181,4.21e-134,369
BAB_RS26310,BAB_RS26310,100.000,334,0,0,1,334,1,334,0.0,677
BAB_RS26315,BAB_RS26315,100.000,233,0,0,1,233,1,233,5.85e-173,471
BAB_RS26320,BAB_RS26320,100.000,290,0,0,1,290,1,290,0.0,598
BAB_RS26325,BAB_RS26325,100.000,116,0,0,1,116,1,116,1.06e-79,226
BAB_RS26330,BAB_RS26330,100.000,460,0,0,1,460,1,460,0.0,915
BAB_RS26335,BAB_RS26335,100.000,59,0,0,1,59,1,59,5.67e-39,119
BAB_RS26340,BAB_RS26340,100.000,293,0,0,1,293,1,293,0.0,597
BAB_RS26345,BAB_RS26345,100.000,257,0,0,1,257,1,257,0.0,524
BAB_RS26350,BAB_RS26350,100.000,88,0,0,1,88,1,88,9.16e-58,169
BAB_RS26375,BAB_RS26375,100.000,397,0,0,1,397,1,397,0.0,814
BAB_RS26385,BAB_RS26385,100.000,313,0,0,1,313,1,313,0.0,620
BAB_RS26390,BAB_RS26390,100.000,311,0,0,1,311,1,311,0.0,632
BAB_RS26395,BAB_RS26395,100.000,259,0,0,1,259,1,259,0.0,502
BAB_RS26400,BAB_RS26400,100.000,359,0,0,1,359,1,359,0.0,696
BAB_RS26405,BAB_RS26405,100.000,523,0,0,1,523,1,523,0.0,1045
BAB_RS26410,BAB_RS26410,100.000,368,0,0,1,368,1,368,0.0,735
BAB_RS26415,BAB_RS26415,100.000,202,0,0,1,202,1,202,2.52e-153,419
BAB_RS26420,BAB_RS26420,100.000,246,0,0,1,246,1,246,0.0,494
BAB_RS26425,BAB_RS26425,100.000,258,0,0,1,258,1,258,0.0,524
BAB_RS26430,BAB_RS26430,100.000,290,0,0,1,290,1,290,0.0,596
BAB_RS26435,BAB_RS26435,100.000,539,0,0,1,539,1,539,0.0,1106
BAB_RS26440,BAB_RS26440,100.000,391,0,0,1,391,1,391,0.0,804
BAB_RS26445,BAB_RS26445,100.000,446,0,0,1,446,1,446,0.0,910
BAB_RS26450,BAB_RS26450,100.000,262,0,0,1,262,1,262,0.0,545
BAB_RS26455,BAB_RS26455,100.000,269,0,0,1,269,1,269,0.0,545
BAB_RS26460,BAB_RS26460,100.000,89,0,0,1,89,1,89,1.65e-57,168
BAB_RS26465,BAB_RS26465,100.000,174,0,0,1,174,1,174,1.33e-125,347
BAB_RS26470,BAB_RS26470,100.000,211,0,0,1,211,1,211,1.01e-148,409
BAB_RS26475,BAB_RS26475,100.000,246,0,0,1,246,1,246,0.0,497
BAB_RS26480,BAB_RS26480,100.000,416,0,0,1,416,1,416,0.0,853
BAB_RS26485,BAB_RS26485,100.000,313,0,0,1,313,1,313,0.0,594
BAB_RS26490,BAB_RS26490,100.000,406,0,0,1,406,1,406,0.0,790
BAB_RS26495,BAB_RS26495,100.000,250,0,0,1,250,1,250,0.0,510
BAB_RS26500,BAB_RS26500,100.000,238,0,0,1,238,1,238,5.10e-178,485
BAB_RS26505,BAB_RS26505,100.000,160,0,0,1,160,1,160,8.93e-116,321
BAB_RS26510,BAB_RS26510,100.000,245,0,0,1,245,1,245,0.0,499
BAB_RS26515,BAB_RS26515,100.000,250,0,0,1,250,1,250,0.0,493
BAB_RS26520,BAB_RS26520,100.000,729,0,0,1,729,1,729,0.0,1485
BAB_RS26525,BAB_RS26525,100.000,421,0,0,1,421,1,421,0.0,824
BAB_RS26530,BAB_RS26530,100.000,261,0,0,1,261,1,261,0.0,526
BAB_RS26535,BAB_RS26535,100.000,83,0,0,1,83,1,83,1.20e-53,158
BAB_RS26540,BAB_RS26540,100.000,905,0,0,1,905,1,905,0.0,1843
BAB_RS26545,BAB_RS26545,100.000,154,0,0,1,154,1,154,2.61e-110,306
BAB_RS26550,BAB_RS26550,100.000,67,0,0,1,67,1,67,2.00e-45,136
BAB_RS26555,BAB_RS26555,100.000,238,0,0,1,238,1,238,8.40e-174,474
BAB_RS26560,BAB_RS26560,100.000,356,0,0,1,356,1,356,0.0,709
BAB_RS26565,BAB_RS26565,100.000,212,0,0,1,212,1,212,5.51e-158,432
BAB_RS26570,BAB_RS26570,100.000,25,0,0,1,25,1,25,3.07e-11,47.0
BAB_RS26575,BAB_RS26575,100.000,120,0,0,1,120,1,120,1.07e-85,242
BAB_RS26580,BAB_RS26580,100.000,296,0,0,1,296,1,296,0.0,602
BAB_RS26585,BAB_RS26585,100.000,258,0,0,1,258,1,258,0.0,518
BAB_RS26590,BAB_RS26590,100.000,331,0,0,1,331,1,331,0.0,672
BAB_RS26595,BAB_RS26595,100.000,132,0,0,1,132,1,132,3.61e-93,261
BAB_RS26600,BAB_RS26600,100.000,156,0,0,1,156,1,156,9.56e-117,323
BAB_RS26605,BAB_RS26605,100.000,349,0,0,1,349,1,349,0.0,718
BAB_RS26610,BAB_RS26610,100.000,1583,0,0,1,1583,1,1583,0.0,3268
BAB_RS26615,BAB_RS26615,100.000,484,0,0,1,484,1,484,0.0,1003
BAB_RS26620,BAB_RS26620,100.000,467,0,0,1,467,1,467,0.0,936
BAB_RS26625,BAB_RS26625,100.000,383,0,0,1,383,1,383,0.0,778
BAB_RS26630,BAB_RS26630,100.000,172,0,0,1,172,1,172,1.89e-126,349
BAB_RS26635,BAB_RS26635,100.000,361,0,0,1,361,1,361,0.0,749
BAB_RS26640,BAB_RS26640,100.000,388,0,0,1,388,1,388,0.0,789
BAB_RS26645,BAB_RS26645,100.000,289,0,0,1,289,1,289,0.0,597
BAB_RS26650,BAB_RS26650,100.000,239,0,0,1,239,1,239,0.0,493
BAB_RS26655,BAB_RS26655,100.000,57,0,0,1,57,1,57,1.58e-36,113
BAB_RS26660,BAB_RS26660,100.000,347,0,0,1,347,1,347,0.0,689
BAB_RS26665,BAB_RS26665,100.000,238,0,0,1,238,1,238,0.0,492
BAB_RS26670,BAB_RS26670,100.000,831,0,0,1,831,1,831,0.0,1744
BAB_RS26675,BAB_RS26675,100.000,116,0,0,1,116,1,116,1.21e-83,236
BAB_RS26680,BAB_RS26680,100.000,105,0,0,1,105,1,105,1.51e-72,207
BAB_RS26685,BAB_RS26685,100.000,238,0,0,1,238,1,238,1.56e-178,486
BAB_RS26690,BAB_RS26690,100.000,412,0,0,1,412,1,412,0.0,847
BAB_RS26695,BAB_RS26695,100.000,297,0,0,1,297,1,297,0.0,612
