Melitensis16M|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS08960,BAB_RS16580,99.474,190,1,0,1,190,1,190,4.61e-142,390
BME_RS08965,BAB_RS16575,100.000,206,0,0,1,206,1,206,1.22e-154,423
BME_RS08970,BAB_RS16570,99.390,164,1,0,1,164,1,164,3.37e-119,330
BME_RS08975,BAB_RS16565,99.465,187,1,0,1,187,1,187,1.30e-137,379
BME_RS08980,BAB_RS29705,98.462,130,2,0,1,130,1,130,1.52e-95,267
BME_RS08985,BAB_RS20720,100.000,122,0,0,1,122,1,122,2.70e-87,246
BME_RS08990,BAB_RS16550,99.767,430,1,0,1,430,1,430,0.0,869
BME_RS08995,BAB_RS16545,99.482,193,1,0,1,193,1,193,6.42e-140,385
BME_RS09000,BAB_RS16540,99.397,663,4,0,1,663,1,663,0.0,1291
BME_RS09005,BAB_RS16535,97.895,95,2,0,1,95,1,95,3.59e-64,185
BME_RS09010,BAB_RS16530,99.730,370,1,0,1,370,1,370,0.0,756
BME_RS09015,BAB_RS16525,97.581,124,3,0,1,124,1,124,2.73e-86,246
BME_RS09020,BAB_RS16520,91.613,155,13,0,1,155,1,155,1.26e-98,282
BME_RS09025,BAB_RS16515,100.000,278,0,0,1,278,1,278,0.0,583
BME_RS09030,BAB_RS16510,99.877,813,1,0,1,813,1,813,0.0,1664
BME_RS09035,BAB_RS16505,99.681,626,2,0,1,626,1,626,0.0,1273
BME_RS09040,BAB_RS16500,99.693,978,3,0,1,978,1,978,0.0,1997
BME_RS09045,BAB_RS16495,99.575,471,2,0,1,471,1,471,0.0,959
BME_RS09050,BAB_RS16490,100.000,205,0,0,1,205,1,205,3.81e-156,427
BME_RS09055,BAB_RS16485,100.000,228,0,0,1,228,1,228,1.18e-166,455
BME_RS09060,BAB_RS16480,100.000,230,0,0,1,230,1,230,4.42e-169,461
BME_RS09065,BAB_RS16475,99.607,763,3,0,1,763,1,763,0.0,1553
BME_RS09070,BAB_RS16470,100.000,268,0,0,1,268,1,268,0.0,552
BME_RS09075,BAB_RS16465,99.026,308,3,0,1,308,1,308,0.0,627
BME_RS09080,BAB_RS16460,99.237,262,2,0,1,262,1,262,0.0,538
BME_RS09085,BAB_RS16455,99.638,276,1,0,1,276,1,276,0.0,560
BME_RS09090,BAB_RS16450,99.770,434,1,0,1,434,1,434,0.0,892
BME_RS09095,BAB_RS16445,99.407,2867,17,0,1,2867,1,2867,0.0,5835
BME_RS09100,BAB_RS16440,100.000,359,0,0,1,359,1,359,0.0,727
BME_RS09105,BAB_RS16435,100.000,288,0,0,1,288,1,288,0.0,566
BME_RS09110,BAB_RS16430,99.653,288,1,0,1,288,1,288,0.0,556
BME_RS09115,BAB_RS16425,99.708,342,1,0,1,342,1,342,0.0,698
BME_RS09120,BAB_RS16420,99.265,272,2,0,1,272,1,272,0.0,555
BME_RS09125,BAB_RS16415,98.758,161,2,0,1,161,1,161,4.69e-119,329
BME_RS09130,BAB_RS16410,100.000,134,0,0,1,134,1,134,3.06e-101,282
BME_RS09135,BAB_RS16405,100.000,78,0,0,1,78,1,78,1.67e-54,160
BME_RS09140,BAB_RS16400,100.000,124,0,0,1,124,1,124,8.13e-87,245
BME_RS09145,BAB_RS16395,99.342,152,1,0,1,152,1,152,6.86e-110,305
BME_RS09150,BAB_RS16390,99.836,611,1,0,1,611,1,611,0.0,1254
BME_RS09155,BAB_RS16385,100.000,203,0,0,1,203,1,203,5.22e-151,414
BME_RS09160,BAB_RS16380,100.000,57,0,0,1,57,1,57,1.17e-37,115
BME_RS09165,BAB_RS16375,99.618,262,1,0,1,262,1,262,0.0,521
BME_RS09170,BAB_RS16370,99.548,221,1,0,1,221,1,221,9.65e-148,407
BME_RS09175,BAB_RS16365,99.535,215,1,0,1,215,1,215,4.99e-159,435
BME_RS09180,BAB_RS16360,99.888,895,1,0,1,895,1,895,0.0,1841
BME_RS09185,BAB_RS16355,100.000,244,0,0,1,244,1,244,0.0,511
BME_RS09190,BAB_RS16350,100.000,133,0,0,1,133,1,133,1.75e-97,273
BME_RS09195,BAB_RS16340,79.825,114,23,0,1,114,1,114,4.80e-61,182
BME_RS09200,BAB_RS16335,100.000,245,0,0,1,245,1,245,4.59e-176,480
BME_RS09205,BAB_RS16330,94.953,852,38,3,1,850,1,849,0.0,1506
BME_RS09210,BAB_RS16325,92.237,219,9,1,1,211,1,219,3.58e-142,394
BME_RS09215,BAB_RS31990,100.000,70,0,0,1,70,1,70,4.34e-49,145
BME_RS09220,BAB_RS16320,100.000,241,0,0,1,241,1,241,6.43e-178,485
BME_RS09225,BAB_RS16315,99.490,196,1,0,1,196,1,196,5.83e-145,398
BME_RS09235,BAB_RS16300,100.000,97,0,0,1,97,1,97,9.64e-71,202
BME_RS09240,BAB_RS16295,99.213,127,1,0,1,127,1,127,5.22e-90,253
BME_RS09245,BAB_RS16290,100.000,167,0,0,1,167,1,167,7.89e-125,344
BME_RS09250,BAB_RS16285,100.000,64,0,0,1,64,1,64,2.51e-45,135
BME_RS09255,BAB_RS16280,99.757,411,1,0,1,411,1,411,0.0,843
BME_RS09260,BAB_RS16275,99.401,167,1,0,1,167,1,167,2.83e-116,323
BME_RS09265,BAB_RS16270,99.543,219,1,0,1,219,1,219,1.71e-158,434
BME_RS09270,BAB_RS16265,100.000,406,0,0,1,406,1,406,0.0,829
BME_RS09275,BAB_RS16260,99.184,245,2,0,1,245,1,245,0.0,498
BME_RS09290,BAB_RS16250,99.652,287,1,0,1,287,1,287,0.0,573
BME_RS09295,BAB_RS16245,99.793,483,1,0,1,483,1,483,0.0,956
BME_RS09300,BAB_RS16240,99.907,1077,1,0,1,1077,1,1077,0.0,2214
BME_RS09305,BAB_RS16235,100.000,218,0,0,1,218,1,218,1.45e-157,431
BME_RS09310,BAB_RS16230,100.000,129,0,0,1,129,1,129,1.03e-84,252
BME_RS09315,BAB_RS16225,100.000,62,0,0,1,62,1,62,2.44e-40,123
BME_RS09320,BAB_RS16220,100.000,69,0,0,1,69,1,69,6.50e-46,137
BME_RS09325,BAB_RS16215,100.000,63,0,0,1,63,1,63,1.54e-43,131
BME_RS09330,BAB_RS16210,98.253,229,4,0,1,229,1,229,1.62e-170,465
BME_RS09335,BAB_RS16205,99.569,232,1,0,1,232,1,232,1.98e-170,465
BME_RS09340,BAB_RS16200,98.697,307,4,0,1,307,1,307,0.0,622
BME_RS09345,BAB_RS16195,99.663,297,1,0,1,297,1,297,0.0,604
BME_RS09350,BAB_RS16190,99.816,543,1,0,1,543,1,543,0.0,1105
BME_RS09355,BAB_RS16185,99.742,387,1,0,1,387,1,387,0.0,773
BME_RS09360,BAB_RS16180,98.473,131,2,0,1,131,1,131,1.86e-92,259
BME_RS09365,BAB_RS16175,99.242,132,1,0,1,132,1,132,1.57e-93,263
BME_RS09370,BAB_RS16170,100.000,334,0,0,1,334,1,334,0.0,691
BME_RS09375,BAB_RS16165,100.000,167,0,0,1,167,1,167,1.38e-125,346
BME_RS09380,BAB_RS16160,100.000,71,0,0,1,71,1,71,2.58e-49,146
BME_RS09385,BAB_RS16155,100.000,241,0,0,1,241,1,241,0.0,496
BME_RS09390,BAB_RS16150,99.937,1579,1,0,1,1579,1,1579,0.0,3098
BME_RS09395,BAB_RS16145,99.687,639,2,0,1,639,1,639,0.0,1286
BME_RS09400,BAB_RS16140,100.000,138,0,0,1,138,1,138,5.78e-71,211
BME_RS09405,BAB_RS16135,99.174,121,1,0,1,121,1,121,9.09e-85,239
BME_RS09410,BAB_RS16130,98.565,209,3,0,1,209,1,209,1.23e-149,410
BME_RS09415,BAB_RS31950,100.000,370,0,0,1,370,1,370,0.0,740
BME_RS09420,BAB_RS16120,100.000,337,0,0,1,337,1,337,0.0,704
BME_RS09425,BAB_RS16115,99.688,321,1,0,1,321,1,321,0.0,626
BME_RS09430,BAB_RS16110,99.010,202,2,0,1,202,1,202,2.54e-148,407
BME_RS09435,BAB_RS16105,100.000,251,0,0,1,251,1,251,0.0,506
BME_RS09440,BAB_RS16100,100.000,287,0,0,1,287,1,287,0.0,595
BME_RS09445,BAB_RS16095,99.663,297,1,0,1,297,1,297,0.0,605
BME_RS09450,BAB_RS16090,100.000,134,0,0,1,134,1,134,2.55e-99,277
BME_RS09455,BAB_RS16085,99.834,602,1,0,1,602,1,602,0.0,1206
BME_RS09460,BAB_RS16080,100.000,107,0,0,1,107,1,107,1.55e-73,210
BME_RS09465,BAB_RS16075,99.502,201,1,0,1,201,1,201,8.44e-146,400
BME_RS09470,BAB_RS16070,100.000,427,0,0,1,427,1,427,0.0,877
BME_RS09475,BAB_RS16065,99.331,299,2,0,1,299,1,299,0.0,602
BME_RS09480,BAB_RS16060,100.000,339,0,0,1,339,1,339,0.0,650
BME_RS09485,BAB_RS16055,99.647,566,2,0,1,566,1,566,0.0,1132
BME_RS09490,BAB_RS16050,99.087,219,2,0,1,219,1,219,3.53e-155,426
BME_RS09495,BAB_RS16045,99.556,450,2,0,1,450,1,450,0.0,897
BME_RS09500,BAB_RS16040,100.000,127,0,0,1,127,1,127,6.59e-84,238
BME_RS09505,BAB_RS16035,100.000,25,0,0,1,25,1,25,9.25e-13,50.8
BME_RS09510,BAB_RS16030,100.000,254,0,0,1,254,1,254,0.0,519
BME_RS09525,BAB_RS16025,99.180,244,2,0,149,392,1,244,0.0,501
BME_RS09530,BAB_RS16020,98.879,535,6,0,1,535,1,535,0.0,1080
BME_RS09535,BAB_RS16015,99.851,673,1,0,1,673,1,673,0.0,1359
BME_RS09540,BAB_RS16010,99.652,287,1,0,1,287,1,287,0.0,583
BME_RS09555,BAB_RS16000,99.178,365,3,0,4,368,20,384,0.0,720
BME_RS09560,BAB_RS15995,95.690,116,5,0,1,116,1,116,4.62e-80,227
BME_RS09565,BAB_RS15990,100.000,66,0,0,1,66,1,66,1.33e-45,136
BME_RS09570,BAB_RS15985,99.839,622,1,0,1,622,1,622,0.0,1281
BME_RS09575,BAB_RS15980,99.187,615,2,1,1,612,1,615,0.0,1266
BME_RS09580,BAB_RS15975,99.726,365,1,0,1,365,1,365,0.0,726
BME_RS09585,BAB_RS15970,99.736,379,1,0,1,379,1,379,0.0,760
BME_RS09590,BAB_RS15965,99.445,541,3,0,1,541,1,541,0.0,1098
BME_RS09595,BAB_RS15960,99.057,318,3,0,1,318,1,318,0.0,647
BME_RS09600,BAB_RS15955,100.000,260,0,0,1,260,1,260,0.0,519
BME_RS09605,BAB_RS10435,100.000,384,0,0,1,384,1,384,0.0,763
BME_RS09610,BAB_RS10425,99.731,372,1,0,1,372,1,372,0.0,749
BME_RS09615,BAB_RS10420,100.000,546,0,0,1,546,1,546,0.0,1117
BME_RS09620,BAB_RS26350,100.000,88,0,0,1,88,1,88,9.16e-58,169
BME_RS09625,BAB_RS33035,93.478,46,3,0,1,46,1,46,4.01e-26,87.4
BME_RS09630,BAB_RS26345,99.222,257,2,0,1,257,1,257,0.0,519
BME_RS09635,BAB_RS26340,100.000,293,0,0,1,293,1,293,0.0,597
BME_RS09640,BAB_RS26335,100.000,59,0,0,1,59,1,59,5.67e-39,119
BME_RS09645,BAB_RS26330,99.565,460,2,0,1,460,1,460,0.0,912
BME_RS09650,BAB_RS26325,99.138,116,1,0,1,116,1,116,1.42e-78,223
BME_RS09655,BAB_RS26320,100.000,290,0,0,1,290,1,290,0.0,598
BME_RS09660,BAB_RS26315,99.571,233,1,0,1,233,1,233,9.39e-172,469
BME_RS09665,BAB_RS26310,100.000,334,0,0,1,334,1,334,0.0,677
BME_RS09670,BAB_RS26305,98.895,181,2,0,1,181,1,181,1.46e-132,365
BME_RS09675,BAB_RS26300,98.842,259,3,0,1,259,1,259,0.0,522
BME_RS09680,BAB_RS26295,100.000,145,0,0,1,145,1,145,9.69e-107,297
BME_RS09685,BAB_RS26290,100.000,172,0,0,1,172,1,172,3.32e-128,353
BME_RS09690,BAB_RS26285,99.509,407,2,0,1,407,1,407,0.0,837
BME_RS09695,BAB_RS26280,100.000,272,0,0,1,272,1,272,0.0,555
BME_RS09705,BAB_RS26270,100.000,341,0,0,1,341,1,341,0.0,689
BME_RS09710,BAB_RS26265,99.860,714,1,0,1,714,1,714,0.0,1445
BME_RS09715,BAB_RS26260,100.000,89,0,0,1,89,1,89,1.66e-62,181
BME_RS09720,BAB_RS26255,99.691,324,1,0,1,324,1,324,0.0,654
BME_RS09725,BAB_RS26250,99.333,150,1,0,1,150,1,150,1.68e-108,302
BME_RS09730,BAB_RS26245,99.896,959,1,0,1,959,1,959,0.0,1916
BME_RS09735,BAB_RS26240,100.000,217,0,0,1,217,1,217,1.14e-158,434
BME_RS09740,BAB_RS26235,100.000,537,0,0,1,537,1,537,0.0,1063
BME_RS09745,BAB_RS26230,99.543,219,1,0,1,219,1,219,1.35e-158,434
BME_RS09750,BAB_RS26225,99.571,233,1,0,1,233,1,233,5.58e-175,477
BME_RS09755,BAB_RS26220,99.287,421,3,0,1,421,1,421,0.0,855
BME_RS09760,BAB_RS26215,100.000,137,0,0,1,137,1,137,5.40e-100,279
BME_RS09765,BAB_RS26210,99.812,532,1,0,1,532,1,532,0.0,1044
BME_RS09770,BAB_RS26205,99.462,372,2,0,1,372,1,372,0.0,742
BME_RS09775,BAB_RS26200,100.000,158,0,0,1,158,1,158,1.77e-115,320
BME_RS09780,BAB_RS26195,100.000,24,0,0,1,24,1,24,3.10e-10,57.0
BME_RS09785,BAB_RS26190,99.572,467,2,0,1,467,1,467,0.0,960
BME_RS09790,BAB_RS26185,99.625,267,1,0,1,267,1,267,0.0,535
BME_RS09795,BAB_RS26180,99.398,166,1,0,1,166,1,166,7.05e-122,337
BME_RS09800,BAB_RS26175,100.000,229,0,0,1,229,1,229,1.09e-165,453
BME_RS09805,BAB_RS26170,100.000,165,0,0,1,165,1,165,1.18e-122,339
BME_RS09810,BAB_RS26165,99.041,417,4,0,1,417,1,417,0.0,845
BME_RS09815,BAB_RS26160,98.925,93,1,0,1,93,1,93,2.03e-66,191
BME_RS09820,BAB_RS26155,99.706,340,1,0,1,340,1,340,0.0,695
BME_RS09825,BAB_RS26150,100.000,228,0,0,1,228,1,228,7.92e-167,456
BME_RS09830,BAB_RS26145,100.000,240,0,0,1,240,1,240,6.49e-179,487
BME_RS09835,BAB_RS26140,100.000,273,0,0,1,273,1,273,0.0,565
BME_RS09840,BAB_RS26135,99.771,436,1,0,1,436,1,436,0.0,872
BME_RS09845,BAB_RS26130,99.798,496,1,0,1,496,1,496,0.0,979
BME_RS09850,BAB_RS26125,100.000,348,0,0,1,348,1,348,0.0,708
BME_RS09855,BAB_RS26120,100.000,138,0,0,1,138,1,138,5.01e-98,274
BME_RS09860,BAB_RS26115,99.153,118,1,0,1,118,1,118,1.64e-83,236
BME_RS09865,BAB_RS26110,99.029,206,2,0,1,206,1,206,1.27e-156,428
BME_RS09870,BAB_RS26105,94.595,111,6,0,1,111,1,111,1.89e-62,209
BME_RS09875,BAB_RS26095,99.038,312,3,0,1,312,1,312,0.0,630
BME_RS09880,BAB_RS26090,99.656,291,1,0,1,291,1,291,0.0,599
BME_RS09885,BAB_RS26085,98.947,95,1,0,1,95,1,95,1.05e-66,192
BME_RS09890,BAB_RS26080,99.580,238,1,0,1,238,1,238,6.91e-173,472
BME_RS09895,BAB_RS26075,99.497,199,1,0,1,199,1,199,1.33e-147,405
BME_RS09900,BAB_RS26070,99.735,377,1,0,1,377,1,377,0.0,767
BME_RS09905,BAB_RS33025,95.161,62,3,0,1,62,1,62,2.16e-41,125
BME_RS09910,BAB_RS26065,99.843,637,1,0,1,637,1,637,0.0,1278
BME_RS09915,BAB_RS26060,99.390,328,2,0,1,328,1,328,0.0,675
BME_RS09920,BAB_RS26055,99.254,804,6,0,1,804,1,804,0.0,1610
BME_RS09925,BAB_RS26050,99.729,369,1,0,1,369,1,369,0.0,761
BME_RS09930,BAB_RS26045,99.643,280,1,0,1,280,1,280,0.0,566
BME_RS09935,BAB_RS26040,100.000,134,0,0,1,134,1,134,4.07e-96,269
BME_RS09940,BAB_RS26035,100.000,66,0,0,1,66,1,66,6.29e-43,129
BME_RS09945,BAB_RS26030,99.510,204,1,0,1,204,1,204,5.36e-149,409
BME_RS09950,BAB_RS26025,100.000,178,0,0,1,178,1,178,1.51e-130,360
BME_RS09960,BAB_RS26015,99.240,263,2,0,1,263,1,263,0.0,534
BME_RS09965,BAB_RS26010,98.929,280,3,0,1,280,1,280,0.0,529
BME_RS09975,BAB_RS26000,100.000,99,0,0,1,99,50,148,6.94e-68,197
BME_RS09980,BAB_RS25995,99.605,253,1,0,1,253,1,253,0.0,514
BME_RS09985,BAB_RS25990,99.526,211,1,0,1,211,1,211,1.04e-156,429
BME_RS09990,BAB_RS25985,100.000,222,0,0,1,222,1,222,1.49e-162,444
BME_RS09995,BAB_RS25980,99.507,406,2,0,1,406,1,406,0.0,832
BME_RS10000,BAB_RS25975,100.000,155,0,0,1,155,1,155,1.78e-113,315
BME_RS10005,BAB_RS25970,98.566,279,4,0,1,279,1,279,0.0,554
BME_RS10010,BAB_RS25965,99.668,301,1,0,1,301,1,301,0.0,616
BME_RS10015,BAB_RS25960,100.000,442,0,0,1,442,1,442,0.0,894
BME_RS10020,BAB_RS25955,100.000,107,0,0,1,107,1,107,5.41e-76,216
BME_RS10025,BAB_RS25950,99.407,1180,7,0,1,1180,1,1180,0.0,2364
BME_RS10030,BAB_RS25945,99.810,1052,2,0,1,1052,1,1052,0.0,2083
BME_RS10035,BAB_RS25940,99.582,239,1,0,1,239,1,239,3.48e-177,483
BME_RS10040,BAB_RS25935,100.000,511,0,0,1,511,1,511,0.0,1031
BME_RS10045,BAB_RS25930,99.761,837,2,0,1,837,1,837,0.0,1696
BME_RS10050,BAB_RS25925,99.785,466,1,0,1,466,1,466,0.0,964
BME_RS10055,BAB_RS25920,99.038,104,1,0,1,104,1,104,8.70e-75,213
BME_RS10060,BAB_RS25915,100.000,133,0,0,1,133,1,133,2.07e-95,267
BME_RS10065,BAB_RS25910,100.000,159,0,0,1,159,1,159,8.17e-112,311
BME_RS10070,BAB_RS25905,99.834,601,1,0,1,601,1,601,0.0,1202
BME_RS10075,BAB_RS25900,100.000,239,0,0,1,239,1,239,1.61e-178,486
BME_RS10080,BAB_RS25895,99.593,491,2,0,1,491,1,491,0.0,1013
BME_RS10085,BAB_RS25890,100.000,29,0,0,1,29,1,29,2.83e-16,60.1
BME_RS10090,BAB_RS25885,100.000,145,0,0,1,145,1,145,8.39e-103,287
BME_RS10095,BAB_RS25880,99.689,322,1,0,1,322,1,322,0.0,656
BME_RS10100,BAB_RS25875,100.000,107,0,0,1,107,1,107,4.93e-74,211
BME_RS10105,BAB_RS25870,99.617,261,1,0,1,261,1,261,0.0,520
BME_RS10110,BAB_RS25865,100.000,243,0,0,1,243,1,243,6.17e-177,483
BME_RS10115,BAB_RS25860,99.074,216,2,0,1,216,1,216,3.46e-162,443
BME_RS10120,BAB_RS25855,100.000,169,0,0,1,169,1,169,8.23e-120,332
BME_RS10125,BAB_RS25850,100.000,202,0,0,1,202,1,202,1.19e-149,410
BME_RS10130,BAB_RS25845,98.913,184,2,0,1,184,1,184,2.51e-134,370
BME_RS10135,BAB_RS25840,99.539,434,2,0,1,434,1,434,0.0,862
BME_RS10140,BAB_RS25835,100.000,339,0,0,1,339,1,339,0.0,706
BME_RS10145,BAB_RS25830,100.000,126,0,0,1,126,1,126,1.30e-91,257
BME_RS10150,BAB_RS25825,100.000,188,0,0,3,190,13,200,3.75e-137,378
BME_RS10155,BAB_RS25820,99.458,369,2,0,1,369,1,369,0.0,735
BME_RS10160,BAB_RS25815,99.567,231,1,0,1,231,1,231,5.56e-169,461
BME_RS10165,BAB_RS25810,100.000,165,0,0,1,165,1,165,3.75e-119,330
BME_RS10170,BAB_RS25805,100.000,163,0,0,1,163,1,163,1.01e-120,334
BME_RS10175,BAB_RS25800,99.573,234,1,0,1,234,1,234,2.80e-174,475
BME_RS10180,BAB_RS25795,99.500,200,1,0,1,200,1,200,6.80e-144,395
BME_RS10185,BAB_RS25790,99.654,289,1,0,1,289,1,289,0.0,585
BME_RS10190,BAB_RS25785,98.492,199,3,0,1,199,1,199,3.75e-146,401
BME_RS10195,BAB_RS25780,100.000,279,0,0,1,279,1,279,0.0,565
BME_RS10205,BAB_RS26795,100.000,69,0,0,1,69,1,69,1.46e-44,134
BME_RS10210,BAB_RS26790,99.111,225,2,0,1,225,1,225,1.38e-168,460
BME_RS10215,BAB_RS26785,99.721,359,1,0,1,359,1,359,0.0,704
BME_RS10220,BAB_RS26780,100.000,228,0,0,1,228,1,228,1.30e-157,432
BME_RS10225,BAB_RS26775,98.805,251,3,0,1,251,1,251,2.25e-178,487
BME_RS10230,BAB_RS26770,96.393,305,0,1,1,294,1,305,0.0,602
BME_RS10235,BAB_RS26765,100.000,203,0,0,1,203,1,203,5.04e-152,416
BME_RS10240,BAB_RS26760,99.057,212,2,0,1,212,1,212,9.02e-152,416
BME_RS10245,BAB_RS26755,99.387,653,4,0,1,653,1,653,0.0,1298
BME_RS10250,BAB_RS26750,99.597,496,2,0,1,496,1,496,0.0,1003
BME_RS10255,BAB_RS26745,99.516,620,3,0,1,620,1,620,0.0,1274
BME_RS10260,BAB_RS26740,99.743,389,1,0,1,389,1,389,0.0,799
BME_RS10265,BAB_RS26735,98.673,226,3,0,1,226,1,226,2.04e-165,452
BME_RS10270,BAB_RS26730,89.781,274,26,2,1,273,1,273,1.22e-174,496
BME_RS10275,BAB_RS26725,100.000,126,0,0,1,126,1,126,1.05e-91,257
BME_RS10280,BAB_RS26720,99.716,352,1,0,1,352,1,352,0.0,728
BME_RS10285,BAB_RS26715,99.695,328,1,0,1,328,1,328,0.0,658
BME_RS10290,BAB_RS26710,100.000,155,0,0,1,155,1,155,2.92e-108,301
BME_RS10295,BAB_RS26705,100.000,333,0,0,1,333,1,333,0.0,668
BME_RS10300,BAB_RS26700,99.609,512,2,0,1,512,1,512,0.0,1036
BME_RS10305,BAB_RS26695,100.000,297,0,0,1,297,1,297,0.0,612
BME_RS10310,BAB_RS26690,99.515,412,2,0,1,412,1,412,0.0,844
BME_RS10315,BAB_RS26685,99.580,238,1,0,1,238,1,238,8.26e-178,484
BME_RS10320,BAB_RS26680,100.000,105,0,0,1,105,1,105,1.51e-72,207
BME_RS10325,BAB_RS26675,100.000,116,0,0,1,116,1,116,1.21e-83,236
BME_RS10330,BAB_RS26670,99.759,831,2,0,1,831,1,831,0.0,1741
BME_RS10335,BAB_RS26665,99.580,238,1,0,1,238,1,238,4.92e-180,490
BME_RS10340,BAB_RS26660,99.135,347,3,0,1,347,1,347,0.0,684
BME_RS10345,BAB_RS26655,100.000,57,0,0,1,57,1,57,1.58e-36,113
BME_RS10350,BAB_RS26650,100.000,239,0,0,1,239,1,239,0.0,493
BME_RS10355,BAB_RS26645,99.649,285,1,0,1,285,5,289,0.0,585
BME_RS10360,BAB_RS26640,97.423,388,2,1,1,380,1,388,0.0,758
BME_RS10365,BAB_RS26635,99.723,361,1,0,1,361,1,361,0.0,748
BME_RS10370,BAB_RS26630,99.419,172,1,0,1,172,1,172,1.03e-125,347
BME_RS10375,BAB_RS26625,99.478,383,2,0,1,383,1,383,0.0,773
BME_RS10380,BAB_RS26620,100.000,467,0,0,1,467,1,467,0.0,936
BME_RS10385,BAB_RS26615,100.000,484,0,0,1,484,1,484,0.0,1003
BME_RS10390,BAB_RS26610,99.937,1583,1,0,1,1583,1,1583,0.0,3266
BME_RS10395,BAB_RS26605,100.000,349,0,0,1,349,1,349,0.0,718
BME_RS10400,BAB_RS26600,100.000,156,0,0,1,156,1,156,9.56e-117,323
BME_RS10405,BAB_RS26595,100.000,132,0,0,1,132,1,132,3.61e-93,261
BME_RS10410,BAB_RS26590,99.698,331,1,0,1,331,1,331,0.0,671
BME_RS10415,BAB_RS26585,99.225,258,2,0,1,258,1,258,0.0,511
BME_RS10420,BAB_RS26580,99.662,296,1,0,1,296,1,296,0.0,602
BME_RS10425,BAB_RS26575,100.000,120,0,0,1,120,1,120,1.07e-85,242
BME_RS10430,BAB_RS26570,100.000,25,0,0,1,25,1,25,3.07e-11,47.0
BME_RS10435,BAB_RS26565,100.000,212,0,0,1,212,1,212,5.51e-158,432
BME_RS10440,BAB_RS26560,99.719,356,1,0,1,356,1,356,0.0,707
BME_RS10445,BAB_RS26555,100.000,238,0,0,1,238,1,238,8.40e-174,474
BME_RS10450,BAB_RS26550,98.507,67,1,0,1,67,1,67,2.72e-45,135
BME_RS10455,BAB_RS26545,89.474,114,12,0,3,116,41,154,3.01e-57,171
BME_RS10460,BAB_RS26540,99.890,905,1,0,1,905,1,905,0.0,1838
BME_RS10470,BAB_RS26530,100.000,261,0,0,1,261,1,261,0.0,526
BME_RS10475,BAB_RS26525,99.287,421,3,0,1,421,1,421,0.0,816
BME_RS10480,BAB_RS26520,99.863,729,1,0,1,729,1,729,0.0,1483
BME_RS10485,BAB_RS26515,100.000,250,0,0,1,250,1,250,0.0,493
BME_RS10490,BAB_RS26510,99.184,245,2,0,1,245,1,245,0.0,496
BME_RS10495,BAB_RS26505,99.375,160,1,0,1,160,1,160,4.95e-115,319
BME_RS10500,BAB_RS26500,99.160,238,2,0,1,238,1,238,5.11e-177,482
BME_RS10505,BAB_RS26495,100.000,250,0,0,1,250,1,250,0.0,510
BME_RS10510,BAB_RS26490,99.507,406,2,0,1,406,1,406,0.0,786
BME_RS10515,BAB_RS26485,99.051,316,0,1,1,316,1,313,0.0,588
BME_RS10530,BAB_RS26475,99.593,246,1,0,1,246,1,246,0.0,494
BME_RS10535,BAB_RS26470,99.526,211,1,0,1,211,1,211,4.64e-148,407
BME_RS10540,BAB_RS26465,96.599,147,5,0,1,147,5,151,3.33e-101,285
BME_RS10545,BAB_RS26460,94.681,94,0,1,1,94,1,89,5.18e-55,162
BME_RS10550,BAB_RS26455,100.000,269,0,0,1,269,1,269,0.0,545
BME_RS10555,BAB_RS26450,100.000,262,0,0,1,262,1,262,0.0,545
BME_RS10560,BAB_RS26445,99.552,446,2,0,1,446,1,446,0.0,906
BME_RS10565,BAB_RS26440,99.233,391,3,0,1,391,1,391,0.0,798
BME_RS10570,BAB_RS26435,99.629,539,2,0,1,539,1,539,0.0,1099
BME_RS10575,BAB_RS26430,100.000,290,0,0,1,290,1,290,0.0,596
BME_RS10580,BAB_RS26425,99.612,258,1,0,1,258,1,258,0.0,522
BME_RS10585,BAB_RS26420,100.000,246,0,0,1,246,1,246,0.0,494
BME_RS10590,BAB_RS26415,100.000,202,0,0,1,202,1,202,2.52e-153,419
BME_RS10595,BAB_RS26410,100.000,188,0,0,1,188,1,188,1.93e-136,382
BME_RS10600,BAB_RS26410,99.401,167,1,0,1,167,202,368,5.59e-116,330
BME_RS10605,BAB_RS26405,99.044,523,5,0,1,523,1,523,0.0,1033
BME_RS10610,BAB_RS26400,100.000,359,0,0,1,359,1,359,0.0,696
BME_RS10615,BAB_RS26395,85.479,303,0,1,1,303,1,259,6.70e-176,483
BME_RS10620,BAB_RS26390,100.000,311,0,0,1,311,1,311,0.0,632
BME_RS10625,BAB_RS26385,99.042,313,3,0,1,313,1,313,0.0,614
BME_RS10635,BAB_RS26375,86.667,30,4,0,1,30,1,30,7.71e-09,53.5
BME_RS10640,BAB_RS31885,92.378,328,25,0,1,328,1,328,0.0,603
BME_RS10645,BAB_RS31880,100.000,397,0,0,1,397,1,397,0.0,823
BME_RS10655,BAB_RS31875,99.333,450,3,0,1,450,1,450,0.0,929
BME_RS10660,BAB_RS33550,99.683,631,2,0,1,631,1,631,0.0,1241
BME_RS10665,BAB_RS31860,100.000,242,0,0,1,242,1,242,0.0,492
