O_anthropi|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS13080,BME_RS05955,88.587,184,21,0,1,184,1,184,2.95e-110,310
OANT_RS13085,BME_RS05960,91.813,171,10,1,1,171,1,167,4.15e-113,315
OANT_RS13090,BME_RS05965,96.657,718,24,0,1,718,1,718,0.0,1372
OANT_RS13095,BME_RS05970,93.452,168,11,0,1,168,1,168,6.74e-115,320
OANT_RS13100,BME_RS05975,96.053,152,6,0,1,152,1,152,2.38e-105,294
OANT_RS13105,BME_RS05980,96.535,202,7,0,1,202,1,202,2.66e-145,399
OANT_RS13110,BME_RS05985,85.523,373,54,0,1,373,1,373,0.0,635
OANT_RS13115,BME_RS05990,94.937,158,8,0,1,158,1,158,1.56e-108,303
OANT_RS13125,BME_RS05995,97.872,188,3,1,1,188,1,187,1.08e-132,386
OANT_RS13130,BME_RS06000,89.376,433,46,0,1,433,1,433,0.0,813
OANT_RS13135,BME_RS06005,91.813,171,14,0,1,171,1,171,3.94e-105,295
OANT_RS13145,BME_RS06010,83.333,144,24,0,1,144,1,144,2.66e-83,238
OANT_RS13150,BME_RS06015,90.258,349,34,0,1,349,1,349,0.0,661
OANT_RS13155,BME_RS06020,93.895,344,21,0,1,344,1,344,0.0,668
OANT_RS13160,BME_RS06025,94.231,156,9,0,1,156,1,156,4.91e-107,298
OANT_RS13165,BME_RS06030,95.181,249,12,0,1,249,1,249,0.0,506
OANT_RS13175,BME_RS06035,96.494,770,27,0,1,770,1,770,0.0,1524
OANT_RS13180,BME_RS06040,76.131,398,95,0,1,398,1,398,0.0,612
OANT_RS13185,BME_RS06045,97.143,595,17,0,1,595,1,595,0.0,1197
OANT_RS13190,BME_RS06050,94.805,385,20,0,1,385,1,385,0.0,742
OANT_RS13195,BME_RS06055,93.164,512,35,0,1,512,1,512,0.0,953
OANT_RS13200,BME_RS06060,93.298,746,47,2,1,743,1,746,0.0,1416
OANT_RS13205,BME_RS06065,92.857,84,6,0,1,84,1,84,8.05e-58,169
OANT_RS13210,BME_RS06070,80.506,395,77,0,7,401,1,395,0.0,630
OANT_RS13235,BME_RS00710,36.250,80,48,1,5,81,6,85,2.17e-08,46.6
OANT_RS13250,BME_RS06075,95.539,269,12,0,1,269,1,269,0.0,540
OANT_RS13255,BME_RS00520,35.032,157,99,1,175,331,18,171,1.00e-22,92.4
OANT_RS13260,BME_RS06085,91.940,397,32,0,1,397,1,397,0.0,724
OANT_RS13265,BME_RS06090,95.627,343,15,0,1,343,1,343,0.0,686
OANT_RS13275,BME_RS06095,70.980,255,74,0,1,255,1,255,4.49e-133,372
OANT_RS13280,BME_RS06105,85.604,389,56,0,1,389,1,389,0.0,702
OANT_RS13285,BME_RS06240,23.512,336,226,8,24,351,19,331,9.72e-10,57.4
OANT_RS13295,BME_RS13780,36.667,120,62,3,1,112,2,115,2.92e-20,75.9
OANT_RS13300,BME_RS06110,86.585,82,11,0,1,82,1,82,2.50e-23,81.6
OANT_RS13305,BME_RS06115,71.250,160,39,4,13,167,13,170,1.44e-57,174
OANT_RS13325,BME_RS04460,35.345,232,149,1,5,236,9,239,1.10e-41,142
OANT_RS13330,BME_RS06195,84.000,25,4,0,1,25,1,25,3.04e-09,42.0
OANT_RS13335,BME_RS06200,87.129,101,13,0,1,101,1,101,2.55e-64,186
OANT_RS13340,BME_RS06205,100.000,25,0,0,1,25,1,25,1.51e-12,50.4
OANT_RS13350,BME_RS06225,65.863,249,69,4,30,276,27,261,3.40e-103,298
OANT_RS13355,BME_RS06230,78.169,284,62,0,1,284,1,284,2.17e-164,454
OANT_RS13360,BME_RS06235,88.646,229,26,0,1,229,5,233,4.41e-149,411
OANT_RS13365,BME_RS06240,89.529,382,40,0,1,382,1,382,0.0,637
OANT_RS13370,BME_RS06245,91.736,363,26,1,1,363,1,359,0.0,663
OANT_RS13375,BME_RS06250,84.390,205,32,0,1,205,1,205,8.71e-124,345
OANT_RS13380,BME_RS06255,85.057,174,26,0,1,174,1,174,1.35e-102,289
OANT_RS13385,BME_RS06260,89.316,702,75,0,1,702,1,702,0.0,1321
OANT_RS13390,BME_RS06265,88.968,281,31,0,1,281,1,281,0.0,497
OANT_RS13395,BME_RS06270,87.241,290,37,0,1,290,1,290,0.0,531
OANT_RS13400,BME_RS06275,80.769,156,29,1,1,155,1,156,6.59e-94,265
OANT_RS13405,BME_RS06280,75.983,229,51,1,1,225,1,229,2.53e-128,358
OANT_RS13410,BME_RS06285,92.965,199,14,0,1,199,1,199,1.04e-140,387
OANT_RS13420,BME_RS12100,31.142,289,193,5,8,291,11,298,1.94e-40,139
OANT_RS13425,BME_RS06290,88.732,213,24,0,1,213,1,213,1.18e-143,396
OANT_RS13430,BME_RS06295,78.148,270,57,1,2,271,5,272,6.99e-161,444
OANT_RS13435,BME_RS06300,91.505,671,53,3,1,669,17,685,0.0,1234
OANT_RS13440,BME_RS06305,94.330,194,11,0,1,194,1,194,8.17e-127,352
OANT_RS13445,BME_RS06310,78.824,85,18,0,1,85,1,85,5.52e-47,141
OANT_RS13450,BME_RS06315,77.124,153,35,0,2,154,6,158,5.96e-91,258
OANT_RS13455,BME_RS06320,80.150,267,53,0,1,267,1,267,2.76e-165,455
OANT_RS13460,BME_RS06325,95.714,140,6,0,1,140,1,140,2.69e-97,273
OANT_RS13465,BME_RS06330,77.647,170,38,0,1,170,1,170,2.26e-100,283
OANT_RS13470,BME_RS06335,93.939,627,38,0,1,627,1,627,0.0,1191
OANT_RS13480,BME_RS06340,88.333,180,20,1,1,179,8,187,1.49e-115,322
OANT_RS13485,BME_RS06345,91.946,149,12,0,1,149,1,149,4.17e-101,283
OANT_RS13490,BME_RS09645,35.904,376,217,10,127,498,104,459,9.07e-56,189
OANT_RS13495,BME_RS06355,87.282,401,51,0,1,401,1,401,0.0,716
OANT_RS13500,BME_RS06360,90.884,362,33,0,1,362,1,362,0.0,654
OANT_RS13505,BME_RS06365,85.732,792,100,2,1,779,1,792,0.0,1420
OANT_RS13510,BME_RS06370,84.639,319,48,1,1,319,1,318,0.0,563
OANT_RS13515,BME_RS06375,81.765,340,62,0,1,340,1,340,0.0,555
OANT_RS13520,BME_RS06380,91.667,276,23,0,1,276,1,276,0.0,520
OANT_RS13525,BME_RS06385,68.858,578,149,8,1,564,1,561,0.0,763
OANT_RS13530,BME_RS06390,85.948,306,43,0,1,306,1,306,0.0,514
OANT_RS13535,BME_RS06395,96.276,537,20,0,1,537,1,537,0.0,1066
OANT_RS13545,BME_RS06400,87.625,501,62,0,5,505,6,506,0.0,922
OANT_RS13550,BME_RS06405,58.182,55,23,0,1,55,1,55,4.04e-15,58.9
OANT_RS13555,BME_RS06415,82.625,259,45,0,1,259,1,259,4.35e-165,454
OANT_RS13560,BME_RS06420,76.224,143,34,0,2,144,1,143,1.02e-80,231
OANT_RS13565,BME_RS06425,86.916,107,14,0,21,127,21,127,2.19e-67,196
OANT_RS13570,BME_RS06430,89.773,88,9,0,1,88,1,88,9.90e-56,164
OANT_RS13575,BME_RS06435,72.874,247,63,2,1,245,10,254,2.77e-128,360
OANT_RS13580,BME_RS03395,28.319,226,161,1,105,330,99,323,1.42e-20,87.4
OANT_RS13595,BME_RS06440,94.369,444,25,0,1,444,1,444,0.0,870
OANT_RS13600,BME_RS06445,77.622,286,64,0,30,315,1,286,5.57e-164,455
OANT_RS13605,BME_RS06450,87.745,204,25,0,1,204,1,204,1.52e-136,377
OANT_RS13610,BME_RS06455,70.238,168,50,0,1,168,1,168,1.43e-78,228
OANT_RS13615,BME_RS06460,88.843,242,27,0,1,242,1,242,1.42e-163,449
OANT_RS13620,BME_RS06465,92.605,311,23,0,1,311,1,311,0.0,594
OANT_RS13625,BME_RS06470,89.744,234,24,0,1,234,1,234,1.08e-158,436
OANT_RS13630,BME_RS06475,93.462,260,17,0,1,260,1,260,0.0,497
OANT_RS13635,BME_RS06480,92.366,131,10,0,1,131,1,131,3.79e-89,253
OANT_RS13640,BME_RS06485,89.474,190,20,0,1,190,1,190,6.40e-108,304
OANT_RS13645,BME_RS06490,87.365,277,35,0,11,287,1,277,0.0,504
OANT_RS13655,BME_RS06495,91.811,403,33,0,1,403,1,403,0.0,751
OANT_RS13660,BME_RS06500,79.955,444,89,0,1,444,1,444,0.0,751
OANT_RS13665,BME_RS06505,83.665,251,39,1,1,249,1,251,9.45e-151,417
OANT_RS13670,BME_RS06510,97.396,192,5,0,1,192,1,192,4.47e-137,377
OANT_RS13675,BME_RS06515,96.800,750,22,2,1,748,1,750,0.0,1489
OANT_RS13680,BME_RS06520,90.299,134,12,1,1,134,1,133,3.74e-78,224
OANT_RS13685,BME_RS06525,96.335,191,7,0,1,191,1,191,4.53e-136,375
OANT_RS13690,BME_RS06530,86.574,216,29,0,1,216,1,216,6.78e-145,399
OANT_RS13695,BME_RS06535,94.304,158,9,0,1,158,1,158,1.83e-111,310
OANT_RS13700,BME_RS06540,94.539,293,16,0,1,293,1,293,0.0,578
OANT_RS13705,BME_RS06545,83.796,685,111,0,1,685,1,685,0.0,1188
OANT_RS13710,BME_RS06550,46.429,224,103,5,1,216,1,215,5.97e-54,169
OANT_RS13715,BME_RS06560,56.190,210,92,0,1,210,1,210,1.00e-82,241
OANT_RS13720,BME_RS06565,66.755,379,102,5,1,372,1,362,4.16e-151,427
OANT_RS13725,BME_RS06570,96.667,30,1,0,1,30,1,30,1.45e-15,58.2
OANT_RS13730,BME_RS06565,72.207,367,85,5,1,355,1,362,1.25e-170,476
OANT_RS13735,BME_RS06580,88.636,308,35,0,1,308,1,308,0.0,590
OANT_RS13740,BME_RS06585,79.885,174,35,0,1,174,1,174,2.86e-104,309
OANT_RS13745,BME_RS06590,74.138,116,30,0,6,121,5,120,6.91e-48,147
OANT_RS13750,BME_RS06595,76.884,199,40,1,82,274,18,216,2.38e-99,286
OANT_RS13760,BME_RS06600,88.018,217,26,0,1,217,40,256,1.32e-138,385
OANT_RS13765,BME_RS06605,84.706,85,13,0,1,85,1,85,1.23e-50,150
OANT_RS13770,BME_RS06615,89.565,115,12,0,1,115,1,115,1.33e-65,191
OANT_RS13775,BME_RS06620,87.288,236,29,1,1,235,1,236,3.58e-158,434
OANT_RS13780,BME_RS06635,92.200,500,39,0,1,500,1,500,0.0,969
OANT_RS13785,BME_RS06640,42.598,331,178,3,1,331,1,319,3.06e-86,259
OANT_RS13790,BME_RS06645,92.430,568,38,1,1,568,1,563,0.0,1068
OANT_RS13795,BME_RS06650,83.681,288,42,2,1,283,1,288,1.89e-176,485
OANT_RS13800,BME_RS06655,90.408,417,40,0,1,417,1,417,0.0,753
OANT_RS13805,BME_RS06660,89.342,319,34,0,1,319,1,319,0.0,545
OANT_RS13810,BME_RS06665,83.012,883,150,0,1,883,1,883,0.0,1543
OANT_RS13815,BME_RS06670,90.051,784,77,1,1,784,1,783,0.0,1446
OANT_RS13820,BME_RS06680,83.759,979,159,0,1,979,1,979,0.0,1679
OANT_RS13825,BME_RS06685,87.768,466,57,0,1,466,2,467,0.0,822
OANT_RS13830,BME_RS06690,95.319,235,11,0,1,235,1,235,2.14e-165,452
OANT_RS13835,BME_RS06695,86.320,519,64,4,1,519,1,512,0.0,852
OANT_RS13840,BME_RS06700,75.949,158,38,0,1,158,1,158,5.55e-87,248
OANT_RS13845,BME_RS06705,91.403,663,57,0,1,663,1,663,0.0,1214
OANT_RS13850,BME_RS06710,91.515,165,14,0,1,165,1,165,7.03e-108,301
OANT_RS13855,BME_RS06715,76.781,379,88,0,1,379,1,379,0.0,585
OANT_RS13860,BME_RS06720,79.605,152,27,2,1,150,1,150,3.21e-80,230
OANT_RS13865,BME_RS06725,86.927,436,57,0,1,436,1,436,0.0,771
OANT_RS13870,BME_RS06730,92.208,231,15,2,1,230,1,229,1.54e-154,425
OANT_RS13875,BME_RS06735,84.694,98,15,0,1,98,1,98,1.18e-56,167
OANT_RS13880,BME_RS06780,67.797,118,38,0,3,120,3,120,5.14e-48,147
OANT_RS13890,BME_RS06800,90.746,724,67,0,1,724,1,724,0.0,1341
OANT_RS13895,BME_RS06805,77.073,205,40,2,1,200,1,203,1.18e-112,317
OANT_RS13900,BME_RS06810,78.889,180,38,0,1,180,1,180,2.94e-111,311
OANT_RS13905,BME_RS06815,76.012,346,75,2,1,344,13,352,6.09e-162,453
OANT_RS13910,BME_RS06820,85.965,114,16,0,1,114,1,114,2.17e-69,200
OANT_RS13915,BME_RS06825,77.439,328,68,3,1,328,1,322,8.57e-178,491
OANT_RS13920,BME_RS06830,76.221,614,141,1,1,614,1,609,0.0,917
OANT_RS13925,BME_RS06835,66.000,150,46,1,1,145,1,150,7.22e-69,202
OANT_RS13930,BME_RS06840,94.326,141,8,0,1,141,1,141,2.68e-98,275
OANT_RS13935,BME_RS06845,81.860,430,78,0,1,430,1,430,0.0,677
OANT_RS13940,BME_RS06850,68.482,257,80,1,1,256,1,257,2.77e-118,336
OANT_RS13945,BME_RS06855,70.199,151,42,1,1,148,1,151,6.79e-73,212
OANT_RS13950,BME_RS06860,62.791,86,32,0,1,86,2,87,5.97e-33,107
OANT_RS13955,BME_RS06865,95.775,142,6,0,1,142,1,142,1.73e-101,283
OANT_RS13960,BME_RS06870,89.799,696,71,0,1,696,1,696,0.0,1305
OANT_RS13965,BME_RS06875,77.670,103,23,0,10,112,9,111,6.89e-58,171
OANT_RS13970,BME_RS08125,30.182,550,353,11,14,547,46,580,2.77e-72,238
OANT_RS13975,BME_RS06905,90.833,120,11,0,1,120,1,120,7.14e-73,209
OANT_RS13990,BME_RS06900,92.843,503,36,0,1,503,1,503,0.0,895
OANT_RS14000,BME_RS06895,92.017,238,19,0,1,238,1,238,3.89e-161,442
OANT_RS14005,BME_RS06885,85.475,179,24,1,1,177,1,179,9.04e-108,305
OANT_RS14010,BME_RS06880,92.424,198,15,0,1,198,1,198,1.12e-138,382
OANT_RS14015,BME_RS06910,79.540,435,81,3,1,432,1,430,0.0,659
OANT_RS14020,BME_RS06915,80.889,225,43,0,1,225,1,225,5.70e-128,357
OANT_RS14025,BME_RS06920,88.485,330,38,0,1,330,1,330,0.0,608
OANT_RS14030,BME_RS06925,82.895,76,13,0,1,76,1,76,5.58e-35,110
OANT_RS14035,BME_RS06930,86.047,129,18,0,1,129,1,129,4.83e-80,228
OANT_RS14040,BME_RS06935,85.806,155,22,0,1,155,1,155,1.17e-98,277
OANT_RS14045,BME_RS06945,91.710,193,16,0,1,193,1,193,3.58e-129,358
OANT_RS14050,BME_RS06950,95.105,429,21,0,1,429,1,429,0.0,852
OANT_RS14055,BME_RS06955,94.456,487,27,0,1,487,1,487,0.0,915
OANT_RS14060,BME_RS07115,46.591,88,47,0,15,102,1,88,7.35e-22,91.3
OANT_RS14070,BME_RS15535,53.241,216,99,1,1,216,127,340,1.27e-77,233
OANT_RS14085,BME_RS14600,85.957,470,66,0,1,470,1,470,0.0,798
OANT_RS14090,BME_RS14595,69.767,473,143,0,1,473,1,473,0.0,661
OANT_RS14105,BME_RS16475,66.000,50,17,0,221,270,1,50,6.27e-16,68.2
OANT_RS14110,BME_RS13770,28.283,297,169,12,2,276,5,279,1.28e-17,79.3
OANT_RS14120,BME_RS10305,25.871,201,121,5,2,176,9,207,1.18e-12,63.5
OANT_RS14140,BME_RS13695,29.091,110,67,2,25,127,47,152,4.82e-09,48.5
OANT_RS14145,BME_RS13700,48.673,113,57,1,2,113,4,116,1.18e-29,100
OANT_RS14150,BME_RS13705,33.657,309,175,9,58,355,23,312,9.65e-38,138
OANT_RS14160,BME_RS13705,30.000,340,202,9,1,332,1,312,9.64e-34,127
OANT_RS14165,BME_RS13700,40.385,104,62,0,1,104,1,104,1.01e-21,80.1
OANT_RS14175,BME_RS16530,34.483,145,77,7,26,163,7,140,1.34e-12,62.8
OANT_RS14195,BME_RS07115,46.591,88,47,0,15,102,1,88,7.35e-22,91.3
OANT_RS14215,BME_RS07100,38.956,249,140,3,4,247,6,247,2.17e-58,182
OANT_RS14220,BME_RS07095,26.556,241,173,4,46,283,21,260,2.90e-25,98.2
OANT_RS14230,BME_RS13695,37.008,127,69,2,24,150,38,153,3.59e-17,70.5
OANT_RS14235,BME_RS13700,55.357,112,50,0,7,118,6,117,3.46e-41,129
OANT_RS14240,BME_RS13705,50.641,312,151,2,1,309,1,312,1.60e-101,305
OANT_RS14245,BME_RS13715,30.065,153,99,3,19,171,15,159,4.98e-14,64.3
OANT_RS14315,BME_RS15535,52.711,332,153,2,2,330,3,333,2.70e-119,345
OANT_RS14325,BME_RS10620,32.000,225,104,8,30,251,4,182,1.85e-20,87.8
OANT_RS14330,BME_RS14790,31.250,336,219,3,16,346,3,331,3.78e-50,167
OANT_RS14335,BME_RS13135,33.929,224,138,7,27,246,35,252,2.97e-29,107
OANT_RS14340,BME_RS00520,30.357,224,141,3,329,546,4,218,1.79e-26,104
OANT_RS14350,BME_RS09070,30.151,199,119,8,3,187,23,215,8.86e-15,68.2
OANT_RS14355,BME_RS15805,54.755,652,277,6,473,1108,791,1440,0.0,663
OANT_RS14360,BME_RS02430,24.750,400,246,12,6,394,14,369,1.49e-17,80.1
OANT_RS14365,BME_RS11585,36.211,475,293,4,18,488,5,473,1.29e-98,303
OANT_RS14370,BME_RS11590,38.509,322,191,5,1,320,1,317,3.67e-62,197
OANT_RS14375,BME_RS11595,42.857,266,150,2,24,288,22,286,3.43e-63,197
OANT_RS14380,BME_RS11600,45.627,263,126,3,4,258,5,258,1.77e-73,225
OANT_RS14385,BME_RS11605,46.121,232,120,2,19,245,31,262,1.91e-72,219
OANT_RS14400,BME_RS03255,33.028,109,69,2,185,290,55,162,4.38e-08,53.1
OANT_RS14410,BME_RS12805,30.928,291,191,5,384,665,40,329,1.10e-23,99.4
OANT_RS14415,BME_RS12100,28.197,305,201,4,1,294,1,298,2.97e-30,112
OANT_RS14425,BME_RS16000,28.621,290,170,9,79,335,52,337,5.86e-28,111
OANT_RS14430,BME_RS11215,35.463,313,202,0,1,313,1,313,1.77e-59,190
OANT_RS14435,BME_RS02185,35.227,264,164,2,4,260,28,291,1.00e-40,139
OANT_RS14440,BME_RS13805,38.795,531,304,10,1,516,1,525,4.15e-111,338
OANT_RS14455,BME_RS14210,29.496,278,188,4,5,278,3,276,5.10e-28,106
OANT_RS14460,BME_RS02055,25.153,326,207,13,10,320,5,308,3.56e-13,66.6
OANT_RS14465,BME_RS14690,45.797,345,161,3,6,325,7,350,9.71e-104,305
OANT_RS14470,BME_RS02065,33.158,190,114,4,101,289,86,263,4.89e-28,107
OANT_RS14475,BME_RS02070,35.581,267,159,9,5,265,2,261,2.30e-35,124
OANT_RS14480,BME_RS06955,38.596,456,273,5,21,472,26,478,4.96e-102,310
OANT_RS14500,BME_RS06845,37.852,391,218,9,64,439,48,428,1.44e-63,208
OANT_RS14505,BME_RS14140,29.605,152,104,2,15,164,22,172,1.02e-14,67.4
OANT_RS14510,BME_RS06075,48.438,256,122,4,238,493,6,251,3.58e-74,232
OANT_RS14515,BME_RS00530,25.769,260,191,2,13,270,7,266,9.23e-24,94.4
OANT_RS14520,BME_RS12910,24.265,272,177,7,16,276,27,280,1.24e-14,68.9
OANT_RS14525,BME_RS02055,33.425,365,211,13,13,349,7,367,3.63e-43,150
OANT_RS14530,BME_RS14690,51.779,253,117,1,1,253,1,248,1.84e-92,277
OANT_RS14535,BME_RS02065,44.330,194,108,0,71,264,78,271,1.15e-60,192
OANT_RS14540,BME_RS02070,37.091,275,151,5,6,276,6,262,9.23e-58,182
OANT_RS14545,BME_RS13820,38.261,345,191,9,12,353,5,330,1.88e-49,166
OANT_RS14550,BME_RS01965,32.824,262,160,9,37,292,18,269,5.13e-24,97.1
OANT_RS14555,BME_RS10885,43.825,502,270,5,4,494,2,502,2.34e-136,400
OANT_RS14560,BME_RS01960,39.812,319,186,3,18,331,15,332,1.06e-61,197
OANT_RS14565,BME_RS15805,47.044,1167,515,22,1444,2578,345,1440,0.0,851
OANT_RS14570,BME_RS14975,42.478,339,189,4,1,335,1,337,9.62e-94,280
OANT_RS14575,BME_RS14970,91.691,337,28,0,11,347,13,349,0.0,624
OANT_RS14580,BME_RS14965,94.182,275,14,1,1,275,1,273,0.0,517
OANT_RS14585,BME_RS14960,89.216,408,44,0,7,414,2,409,0.0,627
OANT_RS14590,BME_RS14955,94.215,242,14,0,1,242,1,242,5.77e-173,472
OANT_RS14595,BME_RS14950,89.139,534,58,0,1,534,1,534,0.0,951
OANT_RS14605,BME_RS12105,27.654,405,257,13,9,397,3,387,7.66e-30,117
OANT_RS14610,BME_RS14000,60.390,308,107,2,4,298,5,310,3.00e-129,368
OANT_RS14615,BME_RS13995,70.283,424,126,0,1,424,1,424,0.0,627
OANT_RS14620,BME_RS13990,61.611,211,81,0,1,211,1,211,1.38e-90,261
OANT_RS14625,BME_RS13985,60.054,368,147,0,7,374,3,370,4.17e-144,410
OANT_RS14630,BME_RS13980,76.087,322,76,1,10,331,22,342,0.0,523
OANT_RS14635,BME_RS12810,41.772,237,134,1,6,242,3,235,6.20e-53,170
OANT_RS14640,BME_RS12805,37.175,269,159,10,67,328,54,319,8.71e-26,102
OANT_RS14645,BME_RS03265,41.948,267,150,4,83,347,69,332,1.73e-38,136
OANT_RS14675,BME_RS13345,36.905,84,53,0,203,286,210,293,5.29e-14,67.4
OANT_RS14685,BME_RS12955,27.767,497,315,12,67,539,225,701,2.09e-39,149
OANT_RS14690,BME_RS12950,26.190,336,220,11,1,312,1,332,1.05e-22,93.2
OANT_RS14695,BME_RS14690,48.333,240,118,1,10,249,3,236,1.69e-76,236
OANT_RS14705,BME_RS08670,42.105,475,250,9,22,474,16,487,1.24e-105,330
OANT_RS14715,BME_RS10625,35.880,301,192,1,4,303,9,309,7.92e-44,149
OANT_RS14725,BME_RS01960,32.166,314,203,4,21,331,27,333,4.90e-38,135
OANT_RS14730,BME_RS12310,34.295,312,180,10,15,312,35,335,3.08e-34,125
OANT_RS14735,BME_RS07005,39.264,489,288,5,5,489,12,495,2.39e-116,349
OANT_RS14740,BME_RS17055,28.125,192,122,6,47,231,67,249,5.74e-09,53.9
OANT_RS14745,BME_RS15510,32.273,220,129,4,9,218,5,214,6.56e-26,98.6
OANT_RS14750,BME_RS08120,37.037,54,34,0,3,56,9,62,4.79e-08,47.8
OANT_RS14760,BME_RS12760,26.829,246,160,7,13,255,5,233,1.47e-13,66.6
OANT_RS14765,BME_RS13135,35.968,253,157,4,1,252,7,255,3.55e-47,154
OANT_RS14770,BME_RS13130,44.512,164,91,0,49,212,52,215,2.27e-41,137
OANT_RS14775,BME_RS13130,43.902,205,111,1,14,214,10,214,9.76e-48,153
OANT_RS14780,BME_RS00500,53.360,253,112,2,3,255,4,250,2.35e-92,269
OANT_RS14785,BME_RS11130,40.134,299,178,1,21,318,28,326,1.30e-73,234
OANT_RS14790,BME_RS10815,34.884,430,257,10,25,444,32,448,1.17e-72,233
OANT_RS14805,BME_RS07510,28.875,329,194,11,17,334,11,310,2.69e-27,106
OANT_RS14815,BME_RS12640,80.000,205,33,1,2,206,12,208,3.36e-124,346
OANT_RS14820,BME_RS14230,91.784,426,35,0,1,426,1,426,0.0,751
OANT_RS14845,BME_RS14810,33.750,80,53,0,112,191,183,262,5.51e-11,59.7
OANT_RS14865,BME_RS12470,31.757,148,101,0,46,193,683,830,1.25e-12,63.5
OANT_RS14870,BME_RS03770,28.947,380,230,13,3,352,15,384,1.25e-32,126
OANT_RS14880,BME_RS14995,72.626,179,48,1,15,192,28,206,1.81e-94,270
OANT_RS14885,BME_RS15000,82.292,192,34,0,1,192,1,192,1.30e-120,336
OANT_RS14890,BME_RS15005,71.094,384,110,1,1,384,1,383,0.0,570
OANT_RS14895,BME_RS02475,37.121,132,75,2,10,141,14,137,2.94e-19,79.7
OANT_RS14900,BME_RS06670,28.685,251,159,7,222,459,527,770,1.29e-20,91.7
OANT_RS14910,BME_RS10900,37.090,701,346,24,487,1164,976,1604,1.77e-75,275
OANT_RS14920,BME_RS08110,47.373,1047,533,6,4,1047,2,1033,0.0,939
OANT_RS14925,BME_RS14655,37.571,354,204,6,43,392,56,396,5.70e-62,202
OANT_RS14935,BME_RS15720,34.576,295,187,4,1,293,1,291,1.30e-49,163
OANT_RS14950,BME_RS02760,26.033,242,147,8,21,235,13,249,3.06e-12,64.3
OANT_RS14970,BME_RS04135,38.983,118,57,2,182,291,131,241,2.27e-12,62.8
OANT_RS14980,BME_RS14795,81.356,236,44,0,1,236,1,236,1.67e-139,387
OANT_RS14985,BME_RS14800,94.432,898,50,0,1,898,1,898,0.0,1694
OANT_RS14990,BME_RS14805,94.085,355,21,0,1,355,1,355,0.0,735
OANT_RS14995,BME_RS14810,97.266,512,14,0,1,512,1,512,0.0,1053
OANT_RS15000,BME_RS14815,84.549,233,35,1,1,232,1,233,8.27e-138,383
OANT_RS15005,BME_RS14820,88.703,239,27,0,2,240,3,241,2.00e-153,423
OANT_RS15010,BME_RS14825,86.517,267,36,0,38,304,1,267,2.03e-163,452
OANT_RS15015,BME_RS14830,73.837,172,45,0,1,172,1,172,3.64e-94,268
OANT_RS15020,BME_RS15085,66.964,224,72,1,11,234,10,231,7.26e-98,281
OANT_RS15025,BME_RS15080,79.375,320,66,0,1,320,1,320,0.0,516
OANT_RS15030,BME_RS15075,70.435,345,100,2,1,343,1,345,2.73e-176,489
OANT_RS15035,BME_RS14880,80.822,146,28,0,1,146,1,146,8.01e-80,229
OANT_RS15040,BME_RS14875,77.427,412,92,1,1,411,1,412,0.0,665
OANT_RS15045,BME_RS01510,58.436,652,264,7,12,659,9,657,0.0,761
OANT_RS15050,BME_RS12255,92.941,340,24,0,1,340,1,340,0.0,637
OANT_RS15055,BME_RS12260,96.893,354,11,0,1,354,1,354,0.0,718
OANT_RS15060,BME_RS12265,98.000,150,3,0,1,150,1,150,3.65e-105,293
OANT_RS15065,BME_RS12270,93.750,256,16,0,1,256,1,256,0.0,496
OANT_RS15070,BME_RS12275,89.764,254,26,0,1,254,1,254,1.12e-167,460
OANT_RS15075,BME_RS12280,93.038,316,22,0,1,316,1,316,0.0,601
OANT_RS15080,BME_RS12285,96.452,310,11,0,1,310,1,310,0.0,623
OANT_RS15085,BME_RS12290,95.817,502,21,0,1,502,1,502,0.0,993
OANT_RS15090,BME_RS12295,90.909,517,47,0,1,517,1,517,0.0,910
OANT_RS15095,BME_RS12300,87.615,218,26,1,1,217,1,218,7.47e-120,336
OANT_RS15100,BME_RS12305,94.942,514,26,0,1,514,1,514,0.0,989
OANT_RS15105,BME_RS12310,98.266,346,6,0,1,346,1,346,0.0,659
OANT_RS15110,BME_RS12315,65.672,67,23,0,1,67,1,67,4.95e-23,93.6
OANT_RS15115,BME_RS12320,97.527,283,7,0,1,283,1,283,0.0,568
OANT_RS15120,BME_RS12295,29.615,520,328,14,4,499,8,513,1.69e-39,146
OANT_RS15125,BME_RS12290,30.189,424,255,14,18,432,3,394,9.23e-48,171
OANT_RS15130,BME_RS14110,83.206,131,22,0,1,131,2,132,1.10e-80,230
OANT_RS15135,BME_RS02210,53.425,292,134,1,19,308,31,322,7.25e-111,321
OANT_RS15140,BME_RS03395,30.573,314,210,1,11,316,10,323,6.29e-55,179
OANT_RS15150,BME_RS11245,30.380,237,156,4,7,239,13,244,4.32e-22,95.5
OANT_RS15155,BME_RS14130,69.196,224,67,1,4,225,2,225,8.11e-108,307
OANT_RS15160,BME_RS14125,82.803,314,54,0,1,314,1,314,4.08e-177,489
OANT_RS15165,BME_RS14120,87.908,306,37,0,1,306,1,306,0.0,554
OANT_RS15170,BME_RS14115,89.067,375,41,0,4,378,5,379,0.0,639
OANT_RS15180,BME_RS15345,39.453,256,154,1,8,262,11,266,3.49e-61,191
