Abortus2308|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS24300,OANT_RS06035,96.296,162,6,0,1,162,3,164,8.80e-111,309
BAB_RS24305,OANT_RS06030,88.547,358,41,0,3,360,7,364,0.0,619
BAB_RS24310,OANT_RS06025,95.122,41,2,0,1,41,1,41,4.52e-24,80.9
BAB_RS24315,OANT_RS06020,79.565,230,46,1,1,229,1,230,2.01e-130,364
BAB_RS24320,OANT_RS06015,97.490,478,12,0,1,478,1,478,0.0,933
BAB_RS24325,OANT_RS06010,95.862,145,6,0,9,153,1,145,5.55e-104,291
BAB_RS24330,OANT_RS06005,79.554,269,55,0,1,269,1,269,1.93e-159,441
BAB_RS24335,OANT_RS25405,98.077,52,1,0,35,86,1,52,2.01e-32,104
BAB_RS24340,OANT_RS05915,92.699,589,43,0,1,589,1,589,0.0,1105
BAB_RS24345,OANT_RS05910,96.429,28,1,0,1,28,1,28,5.42e-13,56.6
BAB_RS24350,OANT_RS05905,88.073,218,26,0,1,218,1,218,9.88e-144,397
BAB_RS24355,OANT_RS05900,86.527,334,45,0,1,334,1,334,0.0,607
BAB_RS24360,OANT_RS05895,82.560,539,92,1,1,539,1,537,0.0,808
BAB_RS24365,OANT_RS05890,77.966,236,52,0,5,240,5,240,8.38e-132,369
BAB_RS24370,OANT_RS05885,91.075,493,44,0,1,493,1,493,0.0,928
BAB_RS24375,OANT_RS05880,77.130,223,51,0,2,224,3,225,1.87e-132,370
BAB_RS24380,OANT_RS05875,93.248,311,21,0,1,311,1,311,0.0,576
BAB_RS24390,OANT_RS05860,97.409,193,3,1,1,191,1,193,1.84e-135,374
BAB_RS24395,OANT_RS05855,96.429,112,4,0,1,112,1,112,4.50e-77,220
BAB_RS24400,OANT_RS05850,81.890,127,17,1,10,130,1,127,3.51e-71,206
BAB_RS24405,OANT_RS05845,90.997,1033,82,6,1,1028,1,1027,0.0,1845
BAB_RS24410,OANT_RS05840,90.863,394,36,0,1,394,1,394,0.0,731
BAB_RS24415,OANT_RS05835,87.413,143,18,0,1,143,1,143,1.11e-85,244
BAB_RS24420,OANT_RS05830,96.610,59,2,0,1,59,1,59,5.25e-38,117
BAB_RS24425,OANT_RS05825,86.066,244,34,0,8,251,1,244,1.84e-161,444
BAB_RS24430,OANT_RS05820,87.829,304,37,0,1,304,1,304,0.0,506
BAB_RS24435,OANT_RS05805,96.667,420,14,0,1,420,1,420,0.0,835
BAB_RS24440,OANT_RS05800,88.973,263,29,0,1,263,1,263,1.70e-166,458
BAB_RS24450,OANT_RS05785,94.987,1157,58,0,1,1157,8,1164,0.0,2277
BAB_RS24455,OANT_RS05780,89.757,371,38,0,1,371,1,371,0.0,656
BAB_RS24460,OANT_RS05775,88.949,371,41,0,1,371,1,371,0.0,677
BAB_RS24465,OANT_RS05770,88.596,114,13,0,1,114,1,114,6.55e-73,209
BAB_RS24470,OANT_RS05765,95.968,248,10,0,1,248,1,248,9.53e-179,488
BAB_RS24475,OANT_RS05760,81.864,397,63,2,3,396,12,402,0.0,626
BAB_RS24480,OANT_RS05755,92.609,460,33,1,1,459,1,460,0.0,844
BAB_RS24485,OANT_RS05750,95.364,302,14,0,1,302,1,302,0.0,569
BAB_RS24490,OANT_RS05745,93.472,337,18,1,1,333,1,337,0.0,661
BAB_RS24495,OANT_RS05740,87.857,420,51,0,1,420,1,420,0.0,738
BAB_RS24500,OANT_RS05735,83.983,231,37,0,1,231,1,231,2.22e-137,382
BAB_RS24505,OANT_RS05725,91.034,145,13,0,1,145,1,145,1.61e-90,256
BAB_RS24510,OANT_RS05720,94.815,135,7,0,1,135,1,135,4.59e-94,265
BAB_RS24515,OANT_RS05715,93.162,468,32,0,43,510,39,506,0.0,890
BAB_RS24520,OANT_RS05710,92.808,292,21,0,1,292,1,292,0.0,536
BAB_RS24525,OANT_RS05705,95.472,508,23,0,1,508,1,508,0.0,990
BAB_RS24530,OANT_RS05700,93.548,186,12,0,1,186,1,186,4.79e-124,345
BAB_RS24535,OANT_RS05695,94.161,137,8,0,1,137,1,137,2.56e-80,230
BAB_RS24540,OANT_RS05690,94.220,744,39,1,1,744,1,740,0.0,1422
BAB_RS24545,OANT_RS05685,98.157,217,4,0,1,217,1,217,6.69e-159,435
BAB_RS24550,OANT_RS05670,83.420,193,32,0,1,193,1,193,3.07e-112,315
BAB_RS24555,OANT_RS05665,91.676,877,73,0,1,877,1,877,0.0,1694
BAB_RS24560,OANT_RS05660,84.753,223,34,0,1,223,1,223,2.39e-135,376
BAB_RS24570,OANT_RS05655,92.632,95,7,0,1,95,1,95,8.65e-65,187
BAB_RS24575,OANT_RS05650,94.316,651,37,0,1,651,1,651,0.0,1280
BAB_RS24580,OANT_RS05645,80.556,72,11,1,1,72,1,69,1.07e-27,92.4
BAB_RS24585,OANT_RS05640,93.538,325,17,1,1,325,1,321,0.0,578
BAB_RS24590,OANT_RS05635,94.444,468,21,2,1,464,1,467,0.0,890
BAB_RS24595,OANT_RS05630,97.586,580,14,0,1,580,1,580,0.0,1160
BAB_RS24600,OANT_RS05625,97.212,538,15,0,1,538,1,538,0.0,1058
BAB_RS24605,OANT_RS05615,80.670,388,75,0,14,401,1,388,0.0,619
BAB_RS24610,OANT_RS05610,92.625,1600,114,1,1,1600,1,1596,0.0,2947
BAB_RS24615,OANT_RS05605,88.732,213,24,0,1,213,1,213,4.09e-139,385
BAB_RS24620,OANT_RS05600,90.187,214,21,0,13,226,43,256,8.00e-144,402
BAB_RS24625,OANT_RS05595,94.203,207,12,0,1,207,1,207,1.20e-147,406
BAB_RS24630,OANT_RS05585,90.291,103,10,0,1,103,1,103,2.65e-69,202
BAB_RS24635,OANT_RS05580,93.137,102,7,0,1,102,1,102,5.20e-66,191
BAB_RS24640,OANT_RS05575,93.372,513,28,2,1,510,1,510,0.0,769
BAB_RS24645,OANT_RS05565,93.091,275,19,0,1,275,1,275,0.0,528
BAB_RS24650,OANT_RS05560,92.019,213,16,1,1,213,1,212,2.14e-149,411
BAB_RS24655,OANT_RS05550,92.593,297,22,0,1,297,1,297,0.0,556
BAB_RS24660,OANT_RS05545,87.097,93,12,0,1,93,1,93,1.24e-42,131
BAB_RS24665,OANT_RS05530,97.189,498,14,0,1,498,1,498,0.0,1000
BAB_RS24670,OANT_RS05525,93.515,293,19,0,1,293,1,293,0.0,552
BAB_RS24675,OANT_RS05520,92.991,214,15,0,1,214,1,214,3.05e-131,365
BAB_RS24680,OANT_RS05515,95.238,84,4,0,1,84,1,84,8.63e-47,141
BAB_RS24685,OANT_RS05510,89.326,178,15,1,1,178,1,174,1.31e-117,327
BAB_RS24690,OANT_RS05500,93.891,442,27,0,1,442,1,442,0.0,835
BAB_RS24695,OANT_RS05495,86.998,423,55,0,23,445,18,440,0.0,741
BAB_RS24705,OANT_RS05485,89.941,169,8,1,1,169,1,160,1.35e-106,299
BAB_RS24710,OANT_RS05480,89.683,126,10,1,1,123,1,126,7.00e-80,228
BAB_RS24715,OANT_RS05475,90.654,214,20,0,1,214,1,214,6.20e-149,410
BAB_RS24720,OANT_RS05470,90.867,427,39,0,1,427,1,427,0.0,758
BAB_RS24725,OANT_RS05465,93.915,378,23,0,1,378,1,378,0.0,689
BAB_RS24730,OANT_RS05460,95.455,330,15,0,1,330,1,330,0.0,592
BAB_RS24740,OANT_RS05455,77.838,185,41,0,1,185,1,185,5.89e-107,301
BAB_RS24745,OANT_RS05450,82.379,227,28,1,2,216,5,231,1.97e-138,384
BAB_RS24750,OANT_RS05445,97.753,89,2,0,1,89,1,89,1.22e-60,176
BAB_RS24755,OANT_RS05440,88.028,142,4,1,1,142,1,129,1.09e-82,236
BAB_RS24760,OANT_RS05435,80.000,30,6,0,1,30,1,30,3.70e-12,50.1
BAB_RS24765,OANT_RS23285,84.768,151,23,0,1,151,1,151,6.82e-95,274
BAB_RS24775,OANT_RS09130,27.749,191,129,6,11,197,19,204,1.16e-12,62.4
BAB_RS24780,OANT_RS23285,84.768,151,23,0,1,151,1,151,6.82e-95,274
BAB_RS24785,OANT_RS03335,63.389,478,174,1,1,477,1,478,0.0,629
BAB_RS24795,OANT_RS21500,100.000,25,0,0,1,25,1,25,1.14e-11,48.5
BAB_RS24800,OANT_RS21505,92.105,38,3,0,1,38,1,38,4.24e-18,65.9
BAB_RS24805,OANT_RS21510,85.075,67,9,1,1,66,1,67,1.19e-24,108
BAB_RS24815,OANT_RS21515,96.000,25,1,0,1,25,1,25,2.37e-12,50.4
BAB_RS24820,OANT_RS21520,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
BAB_RS24825,OANT_RS21525,98.423,317,5,0,1,317,1,317,0.0,581
BAB_RS24830,OANT_RS05365,89.094,651,71,0,1,651,1,651,0.0,1187
BAB_RS24835,OANT_RS05360,82.787,488,73,4,1,477,1,488,0.0,802
BAB_RS24840,OANT_RS05355,94.508,874,47,1,1,874,1,873,0.0,1675
BAB_RS24845,OANT_RS05350,74.905,263,62,3,1,261,1,261,2.31e-80,240
BAB_RS24850,OANT_RS05345,77.580,281,63,0,13,293,1,281,3.95e-159,442
BAB_RS24855,OANT_RS05340,94.944,356,18,0,1,356,1,356,0.0,687
BAB_RS24860,OANT_RS05335,92.328,756,58,0,1,756,1,756,0.0,1420
BAB_RS24865,OANT_RS05330,96.690,423,14,0,1,423,1,423,0.0,837
BAB_RS24870,OANT_RS05325,93.145,248,17,0,1,248,1,248,8.52e-170,465
BAB_RS24875,OANT_RS05320,84.589,292,45,0,5,296,1,292,3.96e-176,486
BAB_RS24880,OANT_RS05315,82.979,141,24,0,1,141,1,141,1.12e-91,259
BAB_RS24885,OANT_RS05310,76.761,284,66,0,1,284,1,284,2.00e-168,465
BAB_RS24890,OANT_RS05305,79.545,88,18,0,1,88,1,88,2.85e-51,153
BAB_RS24895,OANT_RS05300,82.824,262,45,0,1,262,1,262,2.36e-162,448
BAB_RS24900,OANT_RS05295,88.435,294,34,0,1,294,1,294,0.0,522
BAB_RS24905,OANT_RS05060,89.781,411,42,0,2,412,3,413,0.0,723
BAB_RS24920,OANT_RS05050,79.317,556,79,5,1,523,1,553,0.0,795
BAB_RS24925,OANT_RS05045,71.429,476,94,8,1,458,1,452,0.0,606
BAB_RS24930,OANT_RS05040,72.340,235,65,0,1,235,10,244,1.28e-119,338
BAB_RS24935,OANT_RS05035,83.439,314,52,0,1,314,1,314,0.0,532
BAB_RS24940,OANT_RS05030,92.479,359,27,0,1,359,1,359,0.0,656
BAB_RS24945,OANT_RS05025,84.308,325,51,0,2,326,5,329,0.0,551
BAB_RS24950,OANT_RS05020,93.750,96,6,0,1,96,1,96,1.07e-53,159
BAB_RS24955,OANT_RS05015,94.964,139,7,0,1,139,1,139,7.27e-100,280
BAB_RS24960,OANT_RS05010,85.321,218,32,0,1,218,1,218,1.08e-137,382
BAB_RS24965,OANT_RS05005,89.789,284,29,0,2,285,7,290,3.57e-165,457
BAB_RS24970,OANT_RS05000,84.990,493,74,0,1,493,1,493,0.0,870
BAB_RS24975,OANT_RS04960,91.375,858,70,2,1,854,1,858,0.0,1562
BAB_RS24980,OANT_RS04955,93.533,433,28,0,1,433,1,433,0.0,781
BAB_RS24985,OANT_RS04950,92.000,300,24,0,1,300,1,300,0.0,574
BAB_RS24990,OANT_RS04945,93.478,414,27,0,1,414,1,414,0.0,769
BAB_RS24995,OANT_RS04935,88.618,123,14,0,1,123,1,123,3.92e-79,226
BAB_RS25000,OANT_RS04930,97.683,259,6,0,1,259,1,259,0.0,525
BAB_RS25005,OANT_RS04925,96.906,614,18,1,1,613,1,614,0.0,1231
BAB_RS25010,OANT_RS04920,93.130,131,9,0,1,131,1,131,3.05e-89,252
BAB_RS25015,OANT_RS04915,93.939,132,8,0,1,132,1,132,9.01e-90,253
BAB_RS25020,OANT_RS04910,98.026,152,3,0,1,152,1,152,2.65e-108,302
BAB_RS25025,OANT_RS04895,90.192,469,46,0,1,469,1,469,0.0,870
BAB_RS25030,OANT_RS04890,97.241,145,4,0,1,145,1,145,9.21e-99,277
BAB_RS25040,OANT_RS17720,69.841,63,14,1,9,71,8,65,1.39e-19,76.6
BAB_RS25050,OANT_RS10335,61.404,114,43,1,1,113,1,114,1.12e-44,139
BAB_RS25055,OANT_RS10340,71.429,105,30,0,1,105,1,105,2.21e-55,165
BAB_RS25060,OANT_RS10345,51.364,220,103,3,1,217,1,219,8.19e-67,202
BAB_RS25065,OANT_RS04880,85.597,243,32,2,1,240,1,243,2.42e-150,416
BAB_RS25070,OANT_RS04875,86.702,188,25,0,1,188,1,188,2.02e-118,330
BAB_RS25075,OANT_RS04870,90.794,315,29,0,1,315,1,315,0.0,578
BAB_RS25080,OANT_RS04865,61.350,326,126,0,8,333,10,335,4.27e-153,430
BAB_RS25085,OANT_RS04855,96.391,471,13,1,1,467,1,471,0.0,899
BAB_RS25090,OANT_RS04850,86.111,180,25,0,1,180,1,180,1.10e-119,333
BAB_RS25095,OANT_RS04845,92.925,212,15,0,1,212,1,212,1.01e-143,396
BAB_RS25100,OANT_RS04840,89.051,137,15,0,1,137,1,137,1.75e-71,207
BAB_RS25105,OANT_RS04835,89.512,410,40,2,1,408,1,409,0.0,667
BAB_RS25110,OANT_RS04830,95.319,1004,43,1,1,1004,1,1000,0.0,2001
BAB_RS25115,OANT_RS04825,98.667,300,4,0,1,300,1,300,0.0,587
BAB_RS25120,OANT_RS04820,96.985,398,12,0,1,398,1,398,0.0,769
BAB_RS25125,OANT_RS04815,98.125,320,6,0,1,320,1,320,0.0,634
BAB_RS25130,OANT_RS04810,87.467,383,48,0,17,399,1,383,0.0,698
BAB_RS25135,OANT_RS04805,89.385,179,17,1,1,177,1,179,4.88e-105,296
BAB_RS25140,OANT_RS04800,87.789,303,34,1,1,303,1,300,6.66e-180,495
BAB_RS25145,OANT_RS04795,94.145,427,25,0,1,427,1,427,0.0,828
BAB_RS25150,OANT_RS04790,81.781,494,61,4,1,465,1,494,0.0,752
BAB_RS25155,OANT_RS04785,93.636,220,14,0,1,220,1,220,2.63e-151,416
BAB_RS25160,OANT_RS04780,86.538,260,35,0,1,260,1,260,1.61e-164,453
BAB_RS25165,OANT_RS04775,88.000,75,9,0,1,75,94,168,2.11e-45,140
BAB_RS25170,OANT_RS05290,65.517,116,25,1,1,101,1,116,1.52e-50,152
BAB_RS25175,OANT_RS05285,89.855,138,14,0,1,138,1,138,4.44e-91,257
BAB_RS25180,OANT_RS05280,78.486,251,54,0,2,252,6,256,1.52e-147,410
BAB_RS25185,OANT_RS05275,93.705,413,26,0,1,413,1,413,0.0,768
BAB_RS25190,OANT_RS05270,84.478,335,39,3,1,331,1,326,0.0,545
BAB_RS25200,OANT_RS05265,95.695,906,39,0,1,906,1,906,0.0,1717
BAB_RS25210,OANT_RS05255,86.449,428,58,0,1,428,1,428,0.0,775
BAB_RS25230,OANT_RS05245,100.000,28,0,0,1,28,1,28,2.93e-14,55.5
BAB_RS25240,OANT_RS19785,25.249,301,213,6,12,303,2,299,2.53e-17,78.2
BAB_RS25245,OANT_RS19665,31.008,258,165,3,9,265,7,252,1.82e-28,107
BAB_RS25250,OANT_RS21025,39.490,157,94,1,5,160,60,216,2.72e-32,112
BAB_RS25255,OANT_RS14770,35.514,214,138,0,4,217,2,215,1.00e-38,131
BAB_RS25260,OANT_RS18200,52.632,247,117,0,6,252,13,259,7.60e-90,265
BAB_RS25265,OANT_RS23230,61.709,316,121,0,5,320,3,318,2.68e-146,413
BAB_RS25270,OANT_RS15645,46.171,444,234,5,11,452,4,444,5.20e-128,377
BAB_RS25275,OANT_RS13250,71.888,249,70,0,3,251,21,269,1.61e-140,392
BAB_RS25280,OANT_RS17590,37.134,307,170,5,8,311,5,291,3.39e-46,156
BAB_RS25285,OANT_RS06180,30.052,193,133,2,16,208,12,202,3.27e-21,85.5
BAB_RS25290,OANT_RS17590,28.205,273,167,6,4,271,8,256,1.21e-16,76.3
BAB_RS25295,OANT_RS17425,25.330,454,277,21,9,435,11,429,3.50e-15,74.3
BAB_RS25300,OANT_RS05240,92.037,427,34,0,1,427,1,427,0.0,810
BAB_RS25305,OANT_RS05235,85.906,149,21,0,1,149,1,149,3.34e-88,251
BAB_RS25310,OANT_RS05230,89.329,328,32,2,1,325,1,328,0.0,524
BAB_RS25315,OANT_RS05225,95.533,291,13,0,1,291,3,293,0.0,578
BAB_RS25320,OANT_RS05220,96.440,309,11,0,1,309,1,309,0.0,585
BAB_RS25325,OANT_RS05215,98.387,248,4,0,1,248,1,248,3.34e-175,479
BAB_RS25330,OANT_RS05210,84.914,232,35,0,1,232,1,232,1.87e-147,407
BAB_RS25335,OANT_RS05205,88.136,118,14,0,1,118,1,118,5.95e-77,220
BAB_RS25340,OANT_RS05200,82.353,238,42,0,15,252,9,246,2.48e-151,419
BAB_RS25345,OANT_RS05195,87.245,196,24,1,1,195,1,196,4.55e-118,330
BAB_RS25350,OANT_RS05190,89.552,67,7,0,1,67,1,67,3.60e-30,98.2
BAB_RS25355,OANT_RS05185,81.387,274,51,0,7,280,11,284,1.11e-172,476
BAB_RS25360,OANT_RS05180,92.606,284,21,0,1,284,1,284,0.0,511
BAB_RS25365,OANT_RS05170,88.608,158,18,0,1,158,1,158,6.26e-102,286
BAB_RS25370,OANT_RS05160,89.076,238,26,0,1,238,1,238,9.18e-159,437
BAB_RS25375,OANT_RS05155,96.567,466,16,0,1,466,1,466,0.0,930
BAB_RS25380,OANT_RS05150,83.333,60,10,0,1,60,1,60,2.05e-24,83.2
BAB_RS25385,OANT_RS05145,93.349,421,28,0,1,421,1,421,0.0,800
BAB_RS25390,OANT_RS05140,77.592,897,180,5,2,886,10,897,0.0,1303
BAB_RS25395,OANT_RS05135,96.067,178,7,0,1,178,1,178,6.22e-123,341
BAB_RS25400,OANT_RS05130,91.732,254,21,0,1,254,1,254,7.12e-177,484
BAB_RS25405,OANT_RS05125,91.848,368,30,0,1,368,1,368,0.0,678
BAB_RS25410,OANT_RS05120,92.557,309,23,0,1,309,1,309,0.0,589
BAB_RS25415,OANT_RS05115,74.926,339,85,0,1,339,1,339,0.0,532
BAB_RS25420,OANT_RS05110,84.024,169,27,0,6,174,11,179,2.88e-107,302
BAB_RS25430,OANT_RS05105,92.708,96,7,0,1,96,1,96,1.06e-60,177
BAB_RS25435,OANT_RS05100,99.432,176,1,0,1,176,1,176,3.40e-130,359
BAB_RS25440,OANT_RS05095,94.595,259,14,0,1,259,1,259,1.71e-177,486
BAB_RS25445,OANT_RS05090,67.778,270,85,1,22,289,22,291,6.79e-139,392
BAB_RS25450,OANT_RS05085,89.697,330,34,0,4,333,18,347,0.0,599
BAB_RS25455,OANT_RS05080,96.804,219,7,0,1,219,1,219,3.26e-155,426
BAB_RS25460,OANT_RS05070,75.610,82,20,0,9,90,9,90,1.09e-44,136
BAB_RS25465,OANT_RS05065,94.737,228,12,0,1,228,1,228,7.36e-151,416
BAB_RS25470,OANT_RS04965,88.312,231,26,1,1,231,1,230,1.53e-143,397
BAB_RS25475,OANT_RS04970,89.925,268,27,0,1,268,1,268,0.0,508
BAB_RS25480,OANT_RS04980,88.591,149,17,0,1,149,1,149,7.47e-95,268
BAB_RS25485,OANT_RS04985,98.678,227,3,0,1,227,1,227,6.86e-166,454
BAB_RS25490,OANT_RS04990,88.398,181,21,0,1,181,1,181,5.86e-114,318
BAB_RS25525,OANT_RS04750,90.141,213,21,0,8,220,3,215,1.13e-140,389
BAB_RS25530,OANT_RS04755,96.875,96,3,0,1,96,1,96,4.97e-67,193
BAB_RS25535,OANT_RS04760,80.669,269,47,1,8,271,8,276,1.18e-162,449
BAB_RS25540,OANT_RS04765,80.714,140,27,0,1,140,2,141,1.12e-83,239
BAB_RS25545,OANT_RS04770,79.881,840,133,4,1,804,5,844,0.0,1284
BAB_RS25560,OANT_RS04740,96.013,627,25,0,1,627,1,627,0.0,1152
BAB_RS25565,OANT_RS04735,96.951,328,10,0,1,328,1,328,0.0,663
BAB_RS25570,OANT_RS04730,92.344,209,16,0,1,209,1,209,3.22e-150,412
BAB_RS25575,OANT_RS04725,79.612,103,21,0,1,103,1,103,9.08e-54,160
BAB_RS25580,OANT_RS04720,88.657,432,49,0,1,432,1,432,0.0,778
BAB_RS25585,OANT_RS04715,88.267,375,44,0,1,375,1,375,0.0,655
BAB_RS25590,OANT_RS04710,80.102,196,39,0,1,196,1,196,4.72e-117,328
BAB_RS25595,OANT_RS04705,76.000,50,12,0,1,50,1,50,2.16e-23,81.3
BAB_RS25600,OANT_RS04700,87.296,307,39,0,1,307,1,307,0.0,527
BAB_RS25605,OANT_RS04695,95.899,317,13,0,1,317,1,317,0.0,594
BAB_RS25610,OANT_RS04690,84.466,412,55,3,1,403,1,412,0.0,697
BAB_RS25615,OANT_RS04685,84.000,75,12,0,4,78,4,78,6.05e-46,139
BAB_RS25620,OANT_RS04680,84.712,399,33,2,1,389,1,381,0.0,645
BAB_RS25625,OANT_RS04675,85.984,371,52,0,1,371,1,371,0.0,638
BAB_RS25630,OANT_RS04670,93.798,387,24,0,1,387,1,387,0.0,735
BAB_RS25635,OANT_RS04665,100.000,25,0,0,1,25,1,25,9.25e-12,48.9
BAB_RS25640,OANT_RS04535,91.732,254,21,0,1,254,1,254,6.74e-175,479
BAB_RS25645,OANT_RS04530,85.000,140,21,0,1,140,1,140,6.79e-93,263
BAB_RS25655,OANT_RS04525,93.309,538,36,0,1,538,1,538,0.0,1051
BAB_RS25660,OANT_RS04520,91.339,254,22,0,1,254,1,254,1.65e-147,409
BAB_RS25665,OANT_RS04515,88.664,494,56,0,1,494,1,494,0.0,878
BAB_RS25670,OANT_RS04510,95.850,506,21,0,1,506,1,506,0.0,997
BAB_RS25675,OANT_RS04505,94.574,258,14,0,1,258,1,258,2.77e-178,488
BAB_RS25685,OANT_RS04500,95.355,366,17,0,1,366,1,366,0.0,711
BAB_RS25690,OANT_RS04495,92.192,333,26,0,1,333,1,333,0.0,606
BAB_RS25695,OANT_RS04490,93.750,352,21,1,1,352,1,351,0.0,659
BAB_RS25700,OANT_RS04485,86.889,389,51,0,1,389,1,389,0.0,701
BAB_RS25705,OANT_RS04480,89.412,340,36,0,1,340,1,340,0.0,638
BAB_RS25710,OANT_RS04475,96.530,317,11,0,5,321,1,317,0.0,608
BAB_RS25715,OANT_RS04470,96.939,294,9,0,1,294,1,294,0.0,550
BAB_RS25720,OANT_RS04465,92.803,264,19,0,1,264,1,264,1.64e-180,494
BAB_RS25725,OANT_RS04455,90.202,347,34,0,1,347,1,347,0.0,644
BAB_RS25730,OANT_RS04450,94.539,293,16,0,1,293,1,293,0.0,560
BAB_RS25735,OANT_RS04445,95.472,265,12,0,1,265,1,265,0.0,511
BAB_RS25740,OANT_RS04440,87.264,212,27,0,1,212,1,212,9.95e-137,379
BAB_RS25745,OANT_RS04435,87.421,636,80,0,1,636,1,636,0.0,1111
BAB_RS25750,OANT_RS04430,81.674,442,81,0,1,442,1,442,0.0,734
BAB_RS25755,OANT_RS04425,81.392,661,123,0,6,666,12,672,0.0,1134
BAB_RS25760,OANT_RS04420,99.522,418,2,0,1,418,4,421,0.0,843
BAB_RS25770,OANT_RS04415,85.955,178,25,0,1,178,1,178,2.17e-115,322
BAB_RS25775,OANT_RS04410,95.894,341,14,0,1,341,1,341,0.0,672
BAB_RS25780,OANT_RS04405,94.636,261,14,0,1,261,1,261,8.46e-174,478
BAB_RS25785,OANT_RS04400,89.447,199,21,0,1,199,1,199,1.18e-126,352
BAB_RS25790,OANT_RS04395,82.857,280,48,0,10,289,3,282,2.89e-171,473
BAB_RS25795,OANT_RS04390,81.910,199,36,0,1,199,1,199,6.99e-120,335
BAB_RS25800,OANT_RS04385,85.345,232,33,1,1,232,1,231,1.43e-149,413
BAB_RS25805,OANT_RS04380,98.160,163,3,0,1,163,1,163,6.56e-119,330
BAB_RS25810,OANT_RS04375,79.290,169,31,1,1,165,1,169,8.15e-95,269
BAB_RS25815,OANT_RS04370,86.580,231,31,0,1,231,1,231,3.12e-138,384
BAB_RS25820,OANT_RS04365,77.686,363,81,0,5,367,1,363,0.0,563
BAB_RS25825,OANT_RS04360,77.895,190,42,0,1,190,1,190,8.87e-106,300
BAB_RS25830,OANT_RS04355,92.000,125,10,0,1,125,1,125,2.84e-83,237
BAB_RS25835,OANT_RS04350,89.375,320,34,0,20,339,3,322,0.0,601
BAB_RS25840,OANT_RS04345,94.009,434,26,0,1,434,1,434,0.0,830
BAB_RS25845,OANT_RS04335,95.109,184,9,0,1,184,1,184,8.43e-129,356
BAB_RS25850,OANT_RS04330,97.525,202,5,0,1,202,1,202,5.72e-147,404
BAB_RS25855,OANT_RS04325,67.222,180,48,2,1,169,1,180,6.95e-81,234
BAB_RS25860,OANT_RS04320,88.889,216,24,0,1,216,1,216,2.74e-146,403
BAB_RS25865,OANT_RS04315,93.534,232,15,0,1,232,1,232,2.13e-159,439
BAB_RS25870,OANT_RS04310,96.169,261,10,0,1,261,1,261,0.0,504
BAB_RS25875,OANT_RS04305,78.302,106,23,0,1,106,1,106,9.23e-55,163
BAB_RS25880,OANT_RS04300,92.547,322,24,0,1,322,1,322,0.0,617
BAB_RS25885,OANT_RS04290,89.655,145,15,0,1,145,1,145,1.55e-83,239
BAB_RS25890,OANT_RS04285,93.103,29,2,0,1,29,508,536,5.10e-14,59.7
BAB_RS25895,OANT_RS04285,96.130,491,19,0,1,491,1,491,0.0,989
BAB_RS25900,OANT_RS04280,99.163,239,2,0,1,239,1,239,8.44e-177,482
BAB_RS25905,OANT_RS04275,90.397,604,54,1,1,600,1,604,0.0,1087
BAB_RS25910,OANT_RS04270,77.358,159,36,0,1,159,1,159,1.53e-82,238
BAB_RS25915,OANT_RS04265,93.233,133,9,0,1,133,1,133,2.07e-89,253
BAB_RS25920,OANT_RS04260,90.291,103,10,0,1,103,1,103,1.75e-67,195
BAB_RS25925,OANT_RS04250,97.639,466,11,0,1,466,1,466,0.0,947
BAB_RS25930,OANT_RS04245,84.561,842,125,2,1,837,17,858,0.0,1405
BAB_RS25935,OANT_RS04240,82.341,504,88,1,1,503,1,504,0.0,840
BAB_RS25940,OANT_RS04235,78.601,243,48,1,1,239,1,243,4.05e-136,380
BAB_RS25945,OANT_RS04230,86.936,1041,136,0,1,1041,1,1041,0.0,1794
BAB_RS25950,OANT_RS04225,84.576,1180,182,0,1,1180,1,1180,0.0,2000
BAB_RS25955,OANT_RS04220,98.131,107,2,0,1,107,1,107,2.52e-74,213
BAB_RS25960,OANT_RS04205,91.156,441,39,0,1,441,1,441,0.0,819
BAB_RS25965,OANT_RS04200,94.020,301,18,0,1,301,1,301,0.0,585
BAB_RS25970,OANT_RS04195,96.774,279,9,0,1,279,1,279,0.0,550
BAB_RS25975,OANT_RS04190,85.135,148,22,0,8,155,9,156,9.83e-84,240
BAB_RS25980,OANT_RS04185,97.044,406,12,0,1,406,1,406,0.0,815
BAB_RS25985,OANT_RS04180,84.332,217,34,0,1,217,1,217,2.76e-131,366
BAB_RS25990,OANT_RS04175,83.810,210,34,0,1,210,1,210,5.92e-131,364
BAB_RS25995,OANT_RS04170,86.957,253,33,0,1,253,1,253,1.70e-166,457
BAB_RS26000,OANT_RS04165,87.500,144,17,1,1,143,1,144,5.32e-87,248
BAB_RS26005,OANT_RS04160,93.506,77,5,0,1,77,307,383,8.19e-44,142
BAB_RS26010,OANT_RS04160,92.857,280,20,0,1,280,1,280,0.0,508
BAB_RS26015,OANT_RS04155,88.123,261,27,1,1,261,1,257,6.23e-171,469
BAB_RS26025,OANT_RS04150,98.876,178,2,0,1,178,1,178,1.42e-128,355
BAB_RS26030,OANT_RS04145,88.235,204,24,0,1,204,1,204,9.04e-128,355
