Melitensis16M|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BME_RS08025,OANT_RS02115,86.755,453,56,1,2,454,1,449,0.0,762
BME_RS08030,OANT_RS02110,84.375,160,25,0,1,160,1,160,9.97e-100,281
BME_RS08035,OANT_RS02105,87.500,88,11,0,1,88,1,88,7.69e-53,157
BME_RS08040,OANT_RS02100,90.303,330,32,0,7,336,7,336,0.0,611
BME_RS08045,OANT_RS02095,93.388,363,24,0,1,363,1,363,0.0,683
BME_RS08055,OANT_RS02090,92.947,397,28,0,1,397,1,397,0.0,766
BME_RS08060,OANT_RS02085,82.308,130,23,0,1,130,1,130,7.25e-80,228
BME_RS08065,OANT_RS02080,87.574,338,42,0,1,338,1,338,0.0,612
BME_RS08070,OANT_RS02075,93.910,312,19,0,1,312,1,312,0.0,619
BME_RS08075,OANT_RS02070,92.786,402,29,0,1,402,1,402,0.0,776
BME_RS08080,OANT_RS02065,91.111,180,15,1,1,180,1,179,8.50e-114,318
BME_RS08085,OANT_RS02000,40.237,169,77,4,1,169,1,145,6.86e-26,106
BME_RS08090,OANT_RS01995,88.818,313,35,0,1,313,1,313,0.0,534
BME_RS08095,OANT_RS01990,72.991,585,152,2,47,630,2,581,0.0,906
BME_RS08100,OANT_RS01985,66.784,283,90,2,1,280,1,282,4.01e-138,388
BME_RS08110,OANT_RS01980,93.989,1048,60,2,1,1048,1,1045,0.0,1974
BME_RS08115,OANT_RS01975,85.644,404,51,1,1,397,1,404,0.0,624
BME_RS08120,OANT_RS01970,71.782,202,57,0,1,202,1,202,9.01e-109,308
BME_RS08125,OANT_RS01965,85.542,581,84,0,1,581,1,581,0.0,1055
BME_RS08140,OANT_RS01955,83.898,236,38,0,7,242,7,242,5.15e-146,405
BME_RS08145,OANT_RS01950,88.669,353,40,0,1,353,1,353,0.0,629
BME_RS08150,OANT_RS01945,91.803,549,45,0,1,549,1,549,0.0,1047
BME_RS08155,OANT_RS01940,89.051,137,15,0,1,137,1,137,3.37e-90,256
BME_RS08160,OANT_RS01930,80.723,498,88,2,6,495,3,500,0.0,829
BME_RS08165,OANT_RS01925,93.578,436,28,0,1,436,1,436,0.0,850
BME_RS08170,OANT_RS01850,79.070,129,27,0,1,129,1,129,7.02e-71,206
BME_RS08175,OANT_RS01845,79.741,232,42,1,1,227,1,232,1.44e-135,377
BME_RS08180,OANT_RS01840,92.530,415,31,0,1,415,1,415,0.0,801
BME_RS08185,OANT_RS01835,94.824,483,25,0,7,489,2,484,0.0,967
BME_RS08190,OANT_RS01810,93.465,1010,64,1,12,1021,14,1021,0.0,1820
BME_RS08195,OANT_RS01805,81.003,379,63,1,1,379,1,370,0.0,598
BME_RS08200,OANT_RS01800,86.628,516,69,0,1,516,1,516,0.0,863
BME_RS08205,OANT_RS01795,100.000,25,0,0,1,25,1,25,2.24e-13,53.1
BME_RS08210,OANT_RS01785,91.262,206,18,0,1,206,1,206,2.93e-142,392
BME_RS08215,OANT_RS01780,78.070,228,50,0,1,228,1,228,1.45e-124,349
BME_RS08220,OANT_RS01775,88.028,142,17,0,1,142,1,142,5.15e-86,247
BME_RS08225,OANT_RS01770,95.263,570,27,0,1,570,1,570,0.0,1133
BME_RS08230,OANT_RS01765,87.129,101,13,0,1,101,1,101,3.15e-64,186
BME_RS08245,OANT_RS01750,78.445,283,57,1,2,280,1,283,2.52e-160,444
BME_RS08255,OANT_RS09255,47.561,82,38,2,6,86,3,80,1.88e-14,59.7
BME_RS08265,OANT_RS24495,32.487,197,119,5,2,196,3,187,5.14e-19,79.0
BME_RS08280,OANT_RS01740,100.000,25,0,0,1,25,1,25,7.05e-11,46.6
BME_RS08285,OANT_RS25235,79.630,54,11,0,21,74,1,54,1.08e-24,84.7
BME_RS08290,OANT_RS01730,93.706,429,27,0,1,429,1,429,0.0,803
BME_RS08295,OANT_RS01725,85.616,146,21,0,1,146,1,146,7.61e-93,262
BME_RS08300,OANT_RS01720,90.698,430,40,0,1,430,1,430,0.0,784
BME_RS08305,OANT_RS01715,93.125,160,11,0,1,160,1,160,5.93e-111,309
BME_RS08310,OANT_RS01710,85.714,147,21,0,9,155,5,151,7.89e-93,263
BME_RS08315,OANT_RS01705,100.000,72,0,0,1,72,1,72,2.21e-49,147
BME_RS08320,OANT_RS01700,87.500,208,26,0,1,208,1,208,7.12e-135,374
BME_RS08325,OANT_RS01695,78.261,69,15,0,1,69,1,69,1.26e-37,117
BME_RS08330,OANT_RS01690,100.000,25,0,0,1,25,1,25,7.48e-13,51.6
BME_RS08365,OANT_RS04625,41.975,81,45,2,1,79,1,81,3.81e-14,58.9
BME_RS08445,OANT_RS16440,39.394,198,105,7,106,293,135,327,1.16e-20,87.8
BME_RS08475,OANT_RS01680,90.824,425,39,0,1,425,1,425,0.0,810
BME_RS08480,OANT_RS01675,90.000,280,28,0,1,280,1,280,0.0,536
BME_RS08485,OANT_RS01670,86.475,244,33,0,1,244,1,244,3.13e-158,436
BME_RS08495,OANT_RS01660,87.187,359,46,0,1,359,1,359,0.0,652
BME_RS08500,OANT_RS01655,87.037,108,14,0,7,114,3,110,3.93e-72,207
BME_RS08505,OANT_RS01650,89.757,371,38,0,1,371,1,371,0.0,701
BME_RS08510,OANT_RS01645,89.532,363,38,0,1,363,1,363,0.0,677
BME_RS08515,OANT_RS01640,85.862,290,41,0,2,291,3,292,0.0,527
BME_RS08520,OANT_RS01635,91.246,297,26,0,1,297,1,297,1.95e-179,494
BME_RS08525,OANT_RS01630,86.788,439,57,1,1,439,1,438,0.0,763
BME_RS08530,OANT_RS01625,88.931,262,29,0,1,262,1,262,2.96e-177,486
BME_RS08535,OANT_RS01620,73.404,282,75,0,1,282,1,282,6.08e-163,451
BME_RS08540,OANT_RS01605,80.000,180,36,0,1,180,1,180,1.11e-105,298
BME_RS08545,OANT_RS01600,90.782,998,92,0,1,998,1,998,0.0,1865
BME_RS08550,OANT_RS01595,92.079,101,8,0,1,101,1,101,9.92e-70,200
BME_RS08555,OANT_RS01590,94.964,417,21,0,1,417,1,417,0.0,799
BME_RS08560,OANT_RS01585,90.024,421,42,0,1,421,1,421,0.0,793
BME_RS08570,OANT_RS01580,92.233,309,24,0,1,309,3,311,0.0,563
BME_RS08575,OANT_RS01575,75.949,395,95,0,7,401,2,396,1.71e-176,495
BME_RS08580,OANT_RS01570,88.462,312,36,0,1,312,1,312,0.0,556
BME_RS08585,OANT_RS01565,86.179,246,34,0,1,246,1,246,4.11e-140,390
BME_RS08590,OANT_RS01560,84.906,53,8,0,1,53,1,53,4.74e-28,96.7
BME_RS08595,OANT_RS01520,89.588,826,86,0,1,826,1,826,0.0,1477
BME_RS08600,OANT_RS01515,85.997,707,95,2,1,703,1,707,0.0,1248
BME_RS08605,OANT_RS01510,81.443,291,53,1,1,291,1,290,2.84e-163,452
BME_RS08610,OANT_RS01505,84.731,334,51,0,1,334,1,334,0.0,580
BME_RS08615,OANT_RS01500,73.846,65,17,0,1,65,1,65,3.73e-22,77.8
BME_RS08620,OANT_RS01495,92.188,256,20,0,1,256,1,256,1.89e-177,485
BME_RS08625,OANT_RS01490,85.427,199,29,0,3,201,2,200,1.83e-128,357
BME_RS08630,OANT_RS01485,88.820,322,36,0,1,322,1,322,0.0,603
BME_RS08635,OANT_RS01480,90.043,231,23,0,1,231,1,231,1.98e-158,435
BME_RS08640,OANT_RS01475,83.673,196,32,0,1,196,1,196,1.03e-107,309
BME_RS08645,OANT_RS01470,96.017,477,19,0,1,477,1,477,0.0,918
BME_RS08650,OANT_RS01465,88.052,385,45,1,1,384,1,385,0.0,686
BME_RS08655,OANT_RS01455,87.316,339,43,0,1,339,1,339,0.0,602
BME_RS08660,OANT_RS01450,92.437,119,9,0,1,119,1,119,1.04e-78,224
BME_RS08665,OANT_RS01445,93.314,344,20,1,1,341,1,344,0.0,657
BME_RS08670,OANT_RS01440,95.842,505,21,0,1,505,1,505,0.0,988
BME_RS08675,OANT_RS01435,87.616,323,39,1,1,322,1,323,0.0,558
BME_RS08680,OANT_RS01430,86.282,503,66,1,1,500,1,503,0.0,867
BME_RS08685,OANT_RS01425,86.590,261,35,0,1,261,1,261,2.44e-167,460
BME_RS08690,OANT_RS01420,71.548,239,64,1,1,239,1,235,1.08e-126,356
BME_RS08695,OANT_RS01415,80.632,253,49,0,1,253,1,253,5.69e-156,431
BME_RS08700,OANT_RS01030,96.000,25,1,0,1,25,1,25,1.87e-11,48.1
BME_RS08705,OANT_RS01025,74.460,278,71,0,1,278,1,278,1.45e-144,404
BME_RS08710,OANT_RS01020,87.112,644,83,0,1,644,1,644,0.0,1164
BME_RS08715,OANT_RS01015,93.791,306,19,0,1,306,1,306,0.0,578
BME_RS08720,OANT_RS01010,93.640,456,29,0,1,456,1,456,0.0,880
BME_RS08725,OANT_RS01005,70.213,235,70,0,1,235,1,235,5.82e-131,366
BME_RS08730,OANT_RS01000,91.581,1259,97,2,1,1254,1,1255,0.0,2370
BME_RS08735,OANT_RS00995,72.143,140,27,5,1,129,1,139,1.54e-49,152
BME_RS08740,OANT_RS00990,96.296,81,3,0,1,81,1,81,1.23e-51,153
BME_RS08745,OANT_RS00985,81.771,192,35,0,1,192,1,192,2.42e-115,323
BME_RS08750,OANT_RS00980,87.629,97,12,0,1,97,1,97,3.56e-62,181
BME_RS08755,OANT_RS00975,81.503,173,32,0,1,173,1,173,6.88e-102,288
BME_RS08760,OANT_RS00970,85.778,225,32,0,24,248,19,243,1.98e-146,407
BME_RS08765,OANT_RS00965,92.445,503,38,0,1,503,1,503,0.0,966
BME_RS08770,OANT_RS00960,88.043,92,11,0,1,92,1,92,1.89e-54,162
BME_RS08775,OANT_RS00955,86.316,475,65,0,4,478,1,475,0.0,792
BME_RS08780,OANT_RS00950,85.600,125,18,0,1,125,1,125,2.78e-76,219
BME_RS08785,OANT_RS00945,90.759,303,28,0,1,303,1,303,0.0,524
BME_RS08790,OANT_RS00940,90.954,409,32,1,1,404,1,409,0.0,764
BME_RS08795,OANT_RS00935,88.636,220,25,0,1,220,1,220,3.12e-146,404
BME_RS08810,OANT_RS00925,95.378,238,11,0,1,238,1,238,4.65e-171,468
BME_RS08815,OANT_RS00920,92.978,356,25,0,1,356,1,356,0.0,672
BME_RS08820,OANT_RS00915,84.375,224,31,1,1,220,1,224,6.48e-130,363
BME_RS08825,OANT_RS00910,83.486,218,36,0,1,218,1,218,4.45e-130,362
BME_RS08830,OANT_RS00905,92.749,331,23,1,1,330,1,331,0.0,635
BME_RS08835,OANT_RS00900,82.479,234,41,0,1,234,1,234,1.02e-125,353
BME_RS08840,OANT_RS00895,91.176,238,20,1,1,238,1,237,6.39e-161,443
BME_RS08845,OANT_RS00890,84.848,165,25,0,1,165,1,165,1.08e-104,294
BME_RS08850,OANT_RS00885,94.286,140,8,0,1,140,1,140,2.03e-96,271
BME_RS08855,OANT_RS00880,90.123,81,8,0,1,81,1,81,9.41e-53,156
BME_RS08860,OANT_RS00875,95.455,154,7,0,1,154,1,154,4.35e-105,294
BME_RS08865,OANT_RS00870,90.355,197,19,0,1,197,1,197,2.29e-122,341
BME_RS08870,OANT_RS00860,80.039,511,89,2,1,498,1,511,0.0,826
BME_RS08875,OANT_RS00855,91.756,279,21,1,1,277,1,279,0.0,512
BME_RS08880,OANT_RS00850,83.486,218,32,2,1,216,1,216,1.59e-130,363
BME_RS08885,OANT_RS00845,82.700,237,41,0,1,237,1,237,1.25e-145,404
BME_RS08890,OANT_RS00840,86.378,323,44,0,1,323,1,323,0.0,564
BME_RS08895,OANT_RS00835,97.872,94,2,0,1,94,1,94,1.28e-63,184
BME_RS08900,OANT_RS00830,76.636,107,25,0,1,107,1,107,1.35e-56,168
BME_RS08910,OANT_RS00820,87.500,296,32,1,1,296,1,291,0.0,530
BME_RS08915,OANT_RS00815,89.809,157,16,0,1,157,1,157,1.66e-103,290
BME_RS08920,OANT_RS00810,93.594,281,18,0,1,281,1,281,0.0,549
BME_RS08925,OANT_RS00805,94.157,890,52,0,21,910,21,910,0.0,1711
BME_RS08935,OANT_RS00800,96.875,352,11,0,1,352,413,764,0.0,692
BME_RS08940,OANT_RS00795,91.328,934,81,0,1,934,1,934,0.0,1771
BME_RS08945,OANT_RS00790,93.939,528,32,0,1,528,1,528,0.0,963
BME_RS08950,OANT_RS00785,94.085,355,21,0,1,355,1,355,0.0,705
BME_RS08955,OANT_RS00780,83.951,162,26,0,18,179,1,162,1.06e-90,259
BME_RS08960,OANT_RS00775,94.211,190,11,0,1,190,1,190,1.13e-134,372
BME_RS08965,OANT_RS00770,90.777,206,19,0,1,206,1,206,6.42e-143,394
BME_RS08970,OANT_RS00765,92.073,164,13,0,1,164,1,164,4.99e-112,312
BME_RS08975,OANT_RS00760,97.326,187,5,0,1,187,1,187,1.21e-134,371
BME_RS08985,OANT_RS25925,41.667,108,61,1,8,113,2,109,3.55e-23,87.8
BME_RS08990,OANT_RS00750,93.007,429,30,0,1,429,1,429,0.0,787
BME_RS08995,OANT_RS00745,90.155,193,19,0,1,193,626,818,1.31e-124,367
BME_RS09000,OANT_RS00745,88.739,595,67,0,46,640,1,595,0.0,1009
BME_RS09010,OANT_RS00730,97.297,370,10,0,1,370,1,370,0.0,747
BME_RS09015,OANT_RS00725,78.400,125,26,1,1,124,1,125,9.32e-67,197
BME_RS09020,OANT_RS00720,81.651,218,40,0,1,218,1,218,5.65e-126,352
BME_RS09025,OANT_RS00715,88.129,278,33,0,1,278,1,278,0.0,527
BME_RS09030,OANT_RS00705,94.588,813,44,0,1,813,1,813,0.0,1563
BME_RS09035,OANT_RS00700,91.008,645,38,3,1,626,1,644,0.0,1091
BME_RS09040,OANT_RS00695,94.376,978,53,1,1,978,1,976,0.0,1901
BME_RS09045,OANT_RS00690,93.803,468,25,1,2,469,6,469,0.0,905
BME_RS09050,OANT_RS00685,95.610,205,9,0,1,205,1,205,2.08e-149,410
BME_RS09055,OANT_RS00675,74.236,229,58,1,1,228,1,229,1.44e-114,324
BME_RS09060,OANT_RS00670,72.174,230,63,1,1,230,1,229,7.66e-116,327
BME_RS09065,OANT_RS00665,89.767,772,68,5,1,763,1,770,0.0,1383
BME_RS09070,OANT_RS00660,90.672,268,20,1,1,268,1,263,0.0,499
BME_RS09075,OANT_RS00655,88.636,308,35,0,1,308,1,308,0.0,562
BME_RS09080,OANT_RS00645,91.286,241,21,0,1,241,1,241,2.18e-168,462
BME_RS09085,OANT_RS00640,86.957,276,36,0,1,276,1,276,5.58e-173,476
BME_RS09090,OANT_RS00635,95.161,434,21,0,1,434,1,434,0.0,863
BME_RS09095,OANT_RS00630,91.751,2873,229,3,2,2867,19,2890,0.0,5433
BME_RS09100,OANT_RS00625,91.379,348,30,0,1,348,1,348,0.0,649
BME_RS09105,OANT_RS00620,91.438,292,21,1,1,288,3,294,1.51e-167,463
BME_RS09110,OANT_RS00615,91.289,287,25,0,1,287,1,287,3.40e-180,495
BME_RS09115,OANT_RS00610,89.181,342,37,0,1,342,1,342,0.0,621
BME_RS09120,OANT_RS00605,58.800,250,103,0,10,259,1,250,1.15e-105,305
BME_RS09125,OANT_RS00600,68.750,128,35,3,38,161,2,128,3.38e-55,167
BME_RS09130,OANT_RS00595,74.453,137,31,2,1,134,1,136,2.54e-71,207
BME_RS09135,OANT_RS00585,94.872,78,4,0,1,78,1,78,3.00e-52,154
BME_RS09140,OANT_RS00580,85.124,121,18,0,1,121,1,121,1.24e-71,207
BME_RS09145,OANT_RS00575,55.385,130,56,1,13,140,7,136,1.01e-36,120
BME_RS09150,OANT_RS00570,95.417,611,28,0,1,611,1,611,0.0,1184
BME_RS09155,OANT_RS00560,86.802,197,22,1,1,197,1,193,4.24e-125,348
BME_RS09160,OANT_RS00555,90.909,55,5,0,3,57,2,56,4.78e-33,104
BME_RS09165,OANT_RS00550,89.734,263,24,2,1,262,5,265,3.20e-174,478
BME_RS09170,OANT_RS00545,93.301,209,14,0,1,209,1,209,8.64e-114,322
BME_RS09175,OANT_RS00540,79.717,212,34,1,1,212,1,203,9.44e-119,333
BME_RS09180,OANT_RS00535,93.184,895,61,0,1,895,1,895,0.0,1715
BME_RS09185,OANT_RS00525,81.967,244,44,0,1,244,1,244,1.39e-158,437
BME_RS09190,OANT_RS00520,82.707,133,20,2,1,133,1,130,7.63e-73,211
BME_RS09195,OANT_RS00515,92.179,179,14,0,1,179,1,179,1.25e-122,340
BME_RS09200,OANT_RS00510,83.846,260,27,2,1,245,1,260,2.67e-146,406
BME_RS09205,OANT_RS00505,84.724,851,127,2,1,850,1,849,0.0,1349
BME_RS09210,OANT_RS00500,95.960,198,8,0,1,198,1,198,2.76e-136,380
BME_RS09220,OANT_RS00495,81.250,240,44,1,2,241,1,239,1.74e-145,403
BME_RS09225,OANT_RS00490,91.837,196,16,0,1,196,1,196,1.78e-125,349
BME_RS09235,OANT_RS00480,85.417,96,14,0,1,96,1,96,2.16e-60,176
BME_RS09240,OANT_RS00470,91.935,124,10,0,1,124,1,124,6.32e-82,233
BME_RS09245,OANT_RS00465,89.820,167,17,0,1,167,1,167,1.21e-113,317
BME_RS09255,OANT_RS00460,98.054,411,8,0,1,411,1,411,0.0,836
BME_RS09260,OANT_RS00455,73.653,167,44,0,1,167,1,167,3.92e-78,227
BME_RS09265,OANT_RS00450,97.717,219,5,0,1,219,1,219,3.09e-154,424
BME_RS09270,OANT_RS00440,98.522,406,6,0,1,406,1,406,0.0,816
BME_RS09290,OANT_RS00415,86.942,291,26,3,1,287,1,283,1.15e-172,476
BME_RS09295,OANT_RS00410,87.064,487,59,1,1,483,31,517,0.0,835
BME_RS09300,OANT_RS00405,90.808,1077,99,0,1,1077,1,1077,0.0,2035
BME_RS09305,OANT_RS00400,98.165,218,4,0,1,218,1,218,3.85e-155,426
BME_RS09310,OANT_RS00395,65.714,140,37,3,1,129,1,140,1.06e-31,116
BME_RS09315,OANT_RS00390,93.548,62,4,0,1,62,1,62,3.90e-38,118
BME_RS09320,OANT_RS00385,78.261,69,15,0,1,69,1,69,1.53e-34,109
BME_RS09325,OANT_RS00380,82.540,63,11,0,1,63,1,63,2.31e-35,111
BME_RS09330,OANT_RS00375,93.182,220,15,0,1,220,1,220,2.82e-155,427
BME_RS09335,OANT_RS00370,84.507,213,33,0,20,232,1,213,3.89e-132,368
BME_RS09345,OANT_RS04100,41.155,277,162,1,19,295,19,294,1.28e-66,207
BME_RS09350,OANT_RS00335,91.897,543,44,0,1,543,1,543,0.0,1033
BME_RS09355,OANT_RS00330,93.059,389,25,2,1,387,1,389,0.0,689
BME_RS09360,OANT_RS00320,89.231,130,14,0,1,130,1,130,9.87e-84,238
BME_RS09365,OANT_RS00305,66.400,125,42,0,1,125,1,125,2.73e-53,161
BME_RS09370,OANT_RS00300,72.515,342,86,2,1,334,1,342,1.60e-179,498
BME_RS09375,OANT_RS00295,86.826,167,22,0,1,167,1,167,5.00e-107,300
BME_RS09380,OANT_RS00290,57.576,66,28,0,1,66,1,66,9.00e-23,80.1
BME_RS09385,OANT_RS00285,90.871,241,22,0,1,241,1,241,5.94e-168,460
BME_RS09390,OANT_RS00280,83.323,1583,255,3,1,1579,1,1578,0.0,2496
BME_RS09395,OANT_RS00275,89.671,639,66,0,1,639,1,639,0.0,1154
BME_RS09400,OANT_RS00270,62.381,210,66,5,1,204,1,203,3.16e-64,197
BME_RS09405,OANT_RS00265,81.967,122,21,1,1,121,1,122,9.52e-71,204
BME_RS09410,OANT_RS00260,87.560,209,26,0,1,209,1,209,6.25e-133,369
BME_RS09415,OANT_RS00255,92.413,659,50,0,1,659,1,659,0.0,1197
BME_RS09420,OANT_RS00250,85.757,337,46,1,1,337,1,335,0.0,616
BME_RS09425,OANT_RS00245,67.913,321,101,1,1,321,1,319,1.05e-145,410
BME_RS09430,OANT_RS00090,77.333,225,27,3,1,202,1,224,3.16e-117,330
BME_RS09435,OANT_RS00095,90.283,247,24,0,1,247,1,247,7.85e-166,456
BME_RS09440,OANT_RS00100,93.728,287,18,0,1,287,1,287,0.0,566
BME_RS09445,OANT_RS00105,83.838,297,48,0,1,297,1,297,6.94e-177,489
BME_RS09450,OANT_RS00110,85.821,134,19,0,1,134,1,134,9.22e-87,246
BME_RS09455,OANT_RS00115,89.587,605,60,2,1,602,1,605,0.0,1073
BME_RS09460,OANT_RS00120,98.131,107,2,0,1,107,1,107,2.40e-72,207
BME_RS09465,OANT_RS00125,97.015,201,6,0,1,201,1,201,1.21e-142,393
BME_RS09470,OANT_RS00130,88.056,427,43,1,1,427,1,419,0.0,781
BME_RS09475,OANT_RS00140,86.054,294,41,0,1,294,1,294,0.0,513
BME_RS09480,OANT_RS00145,86.310,336,46,0,4,339,1,336,0.0,523
BME_RS09485,OANT_RS00155,98.057,566,11,0,1,566,1,566,0.0,1117
BME_RS09490,OANT_RS00160,90.187,214,21,0,6,219,1,214,5.90e-132,367
BME_RS09495,OANT_RS00165,94.209,449,26,0,1,449,1,449,0.0,847
BME_RS09500,OANT_RS00170,91.358,81,7,0,1,81,1,81,3.67e-44,138
BME_RS09505,OANT_RS00175,100.000,25,0,0,1,25,1,25,1.46e-12,50.8
BME_RS09510,OANT_RS00185,69.468,357,109,0,1,357,1,357,0.0,509
BME_RS09525,OANT_RS00200,96.606,383,13,0,10,392,5,387,0.0,763
BME_RS09530,OANT_RS00205,94.393,535,30,0,1,535,1,535,0.0,1045
BME_RS09535,OANT_RS00210,91.756,655,54,0,19,673,1,655,0.0,1165
BME_RS09540,OANT_RS00215,94.077,287,17,0,1,287,1,287,0.0,554
BME_RS09555,OANT_RS00225,95.380,368,17,0,1,368,1,368,0.0,701
BME_RS09565,OANT_RS00235,83.333,66,11,0,1,66,1,66,2.43e-38,119
BME_RS09570,OANT_RS00085,89.355,620,66,0,1,620,1,620,0.0,1167
BME_RS09575,OANT_RS00080,81.138,615,113,1,1,612,1,615,0.0,1065
BME_RS09580,OANT_RS00075,96.438,365,13,0,1,365,1,365,0.0,704
BME_RS09585,OANT_RS00070,94.709,378,20,0,1,378,1,378,0.0,727
BME_RS09590,OANT_RS00065,90.556,540,51,0,2,541,14,553,0.0,1019
BME_RS09595,OANT_RS00060,87.736,318,39,0,1,318,1,318,0.0,571
BME_RS09600,OANT_RS00040,88.672,256,29,0,5,260,1,256,4.74e-170,467
BME_RS09605,OANT_RS00035,92.147,382,30,0,1,382,1,382,0.0,662
BME_RS09610,OANT_RS00030,97.849,372,8,0,1,372,1,372,0.0,737
BME_RS09615,OANT_RS00025,92.600,527,32,2,20,546,1,520,0.0,995
BME_RS09620,OANT_RS00020,94.318,88,5,0,1,88,1,88,1.48e-54,161
BME_RS09630,OANT_RS03690,89.883,257,26,0,1,257,1,257,1.07e-173,476
BME_RS09635,OANT_RS03695,81.849,292,53,0,1,292,1,292,0.0,497
BME_RS09640,OANT_RS03715,49.153,59,30,0,1,59,1,59,1.23e-14,58.5
BME_RS09645,OANT_RS03765,80.217,460,91,0,1,460,1,460,0.0,732
BME_RS09650,OANT_RS03770,94.828,116,6,0,1,116,1,116,3.24e-75,216
BME_RS09655,OANT_RS03775,83.509,285,47,0,6,290,2,286,0.0,505
BME_RS09660,OANT_RS03780,80.000,230,46,0,1,230,1,230,6.63e-134,375
BME_RS09665,OANT_RS03785,94.611,334,18,0,1,334,1,334,0.0,650
BME_RS09670,OANT_RS03790,82.222,180,32,0,2,181,11,190,6.10e-108,304
BME_RS09675,OANT_RS03800,85.328,259,38,0,1,259,1,259,2.63e-168,462
BME_RS09680,OANT_RS03805,93.103,145,10,0,1,145,1,145,1.18e-99,280
BME_RS09685,OANT_RS03810,93.023,172,12,0,1,172,1,172,1.99e-120,334
BME_RS09690,OANT_RS03815,95.823,407,17,0,1,407,1,407,0.0,815
BME_RS09695,OANT_RS03820,95.588,272,12,0,1,272,1,272,0.0,539
BME_RS09705,OANT_RS03825,69.551,312,93,1,1,310,1,312,2.33e-150,424
BME_RS09710,OANT_RS03830,93.838,714,43,1,1,714,1,713,0.0,1357
BME_RS09715,OANT_RS03835,95.506,89,4,0,1,89,1,89,2.71e-59,173
BME_RS09720,OANT_RS03840,92.593,324,24,0,1,324,1,324,0.0,619
BME_RS09725,OANT_RS03845,88.000,150,18,0,1,150,1,150,3.74e-93,263
BME_RS09730,OANT_RS03850,90.768,964,84,3,1,959,1,964,0.0,1684
BME_RS09735,OANT_RS03855,95.074,203,10,0,15,217,41,243,1.17e-140,390
BME_RS09740,OANT_RS03865,95.000,520,26,0,1,520,1,520,0.0,989
BME_RS09745,OANT_RS03870,90.698,215,20,0,1,215,1,215,8.41e-141,390
BME_RS09750,OANT_RS03875,88.412,233,27,0,1,233,1,233,2.31e-158,435
BME_RS09755,OANT_RS03880,94.762,420,22,0,1,420,1,420,0.0,802
BME_RS09760,OANT_RS03885,92.701,137,8,1,1,137,1,135,8.31e-91,256
BME_RS09765,OANT_RS03890,81.391,532,99,0,1,532,1,532,0.0,855
BME_RS09770,OANT_RS03895,86.863,373,47,1,1,371,1,373,0.0,622
BME_RS09775,OANT_RS03900,88.158,152,18,0,1,152,11,162,1.46e-99,280
BME_RS09780,OANT_RS03905,95.833,24,1,0,1,24,1,24,2.18e-09,55.1
BME_RS09785,OANT_RS03910,92.934,467,28,1,1,467,1,462,0.0,896
BME_RS09790,OANT_RS03915,87.594,266,33,0,1,266,1,266,4.35e-172,473
BME_RS09795,OANT_RS03920,90.854,164,15,0,1,164,1,164,1.79e-110,309
BME_RS09800,OANT_RS03925,75.983,229,55,0,1,229,1,229,3.48e-124,348
BME_RS09805,OANT_RS03930,95.152,165,8,0,1,165,1,165,4.71e-106,297
BME_RS09810,OANT_RS03935,87.770,417,51,0,1,417,1,417,0.0,766
BME_RS09815,OANT_RS03940,91.566,83,7,0,3,85,1,83,1.30e-48,146
BME_RS09820,OANT_RS03945,74.772,329,66,6,15,340,1,315,2.01e-166,463
BME_RS09825,OANT_RS03960,96.053,228,9,0,1,228,1,228,8.70e-160,438
BME_RS09830,OANT_RS03965,98.333,240,4,0,1,240,1,240,1.12e-176,482
BME_RS09835,OANT_RS03970,93.773,273,17,0,1,273,1,273,0.0,538
BME_RS09840,OANT_RS03975,93.607,438,26,1,1,436,1,438,0.0,827
BME_RS09845,OANT_RS03980,92.354,497,37,1,1,496,1,497,0.0,918
BME_RS09850,OANT_RS03985,95.977,348,14,0,1,348,1,348,0.0,687
BME_RS09855,OANT_RS03995,80.292,137,27,0,1,137,1,137,2.01e-78,225
BME_RS09860,OANT_RS04005,94.068,118,7,0,1,118,1,118,4.80e-79,225
BME_RS09865,OANT_RS04025,85.437,206,30,0,1,206,1,206,5.78e-138,381
BME_RS09870,OANT_RS04045,92.157,510,40,0,1,510,1,510,0.0,942
BME_RS09875,OANT_RS04050,95.513,312,14,0,1,312,1,312,0.0,618
BME_RS09880,OANT_RS04055,86.254,291,40,0,1,291,1,291,0.0,540
BME_RS09885,OANT_RS04060,91.579,95,8,0,1,95,1,95,1.37e-61,179
BME_RS09890,OANT_RS04065,89.916,238,20,1,2,235,3,240,3.74e-151,417
BME_RS09895,OANT_RS04075,89.447,199,21,0,1,199,1,199,4.29e-135,374
BME_RS09900,OANT_RS04080,95.225,377,18,0,1,377,2,378,0.0,669
BME_RS09910,OANT_RS04085,93.721,637,39,1,1,637,1,636,0.0,1220
BME_RS09915,OANT_RS04090,84.802,329,49,1,1,328,1,329,0.0,578
BME_RS09920,OANT_RS04120,91.418,804,69,0,1,804,1,804,0.0,1465
BME_RS09925,OANT_RS04125,95.122,369,18,0,1,369,1,369,0.0,732
BME_RS09930,OANT_RS04130,76.071,280,67,0,1,280,1,280,2.89e-150,419
BME_RS09935,OANT_RS04135,97.015,134,4,0,1,134,1,134,1.02e-92,261
