O_anthropi|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS12895,BAB_RS28705,24.642,349,241,12,7,346,8,343,1.57e-14,71.2
OANT_RS12900,BAB_RS31820,32.219,329,193,10,43,357,7,319,1.09e-35,131
OANT_RS12920,BAB_RS32435,61.682,107,33,3,1,104,1,102,2.34e-30,102
OANT_RS12930,BAB_RS19810,95.540,426,19,0,1,426,1,426,0.0,837
OANT_RS12940,BAB_RS19805,82.692,156,19,1,1,156,1,148,1.26e-82,236
OANT_RS12945,BAB_RS19800,94.805,154,8,0,1,154,1,154,8.27e-109,303
OANT_RS12950,BAB_RS19795,98.101,158,3,0,1,158,1,158,1.37e-112,313
OANT_RS12960,BAB_RS25050,34.483,87,55,1,35,119,18,104,9.32e-12,54.7
OANT_RS12965,BAB_RS19790,94.304,316,18,0,1,316,1,316,0.0,613
OANT_RS12970,BAB_RS19785,95.161,310,15,0,1,310,1,310,0.0,605
OANT_RS12980,BAB_RS19780,90.169,356,34,1,1,355,1,356,0.0,606
OANT_RS12985,BAB_RS19775,91.667,72,6,0,1,72,1,72,6.56e-44,132
OANT_RS12995,BAB_RS19770,69.189,185,57,0,549,733,2,186,2.75e-88,272
OANT_RS13000,BAB_RS19765,87.113,194,25,0,3,196,2,195,1.31e-129,359
OANT_RS13005,BAB_RS18565,25.843,178,126,4,210,382,192,368,1.61e-08,52.4
OANT_RS13015,BAB_RS19755,78.101,516,109,1,1,516,1,512,0.0,850
OANT_RS13030,BAB_RS19750,100.000,25,0,0,1,25,1,25,1.10e-12,50.8
OANT_RS13035,BAB_RS25640,34.025,241,154,3,4,241,5,243,2.55e-34,120
OANT_RS13045,BAB_RS17890,59.756,246,98,1,4,249,5,249,6.33e-102,293
OANT_RS13050,BAB_RS19745,85.714,105,15,0,1,105,1,105,7.89e-59,173
OANT_RS13055,BAB_RS19740,97.207,179,5,0,1,179,1,179,9.47e-129,355
OANT_RS13060,BAB_RS19735,96.262,107,4,0,1,107,1,107,3.40e-74,212
OANT_RS13065,BAB_RS19730,94.118,323,19,0,1,323,1,323,0.0,606
OANT_RS13070,BAB_RS19725,96.407,334,12,0,1,334,1,334,0.0,650
OANT_RS13075,BAB_RS19720,87.568,185,23,0,1,185,1,185,6.41e-121,336
OANT_RS13080,BAB_RS19715,88.587,184,21,0,1,184,1,184,2.94e-110,310
OANT_RS13085,BAB_RS19710,91.228,171,11,1,1,171,1,167,1.75e-112,313
OANT_RS13090,BAB_RS19705,96.657,718,24,0,1,718,1,718,0.0,1372
OANT_RS13095,BAB_RS19700,94.048,168,10,0,1,168,1,168,3.83e-116,323
OANT_RS13100,BAB_RS19695,95.395,152,7,0,1,152,1,152,2.55e-104,291
OANT_RS13105,BAB_RS19690,96.535,202,7,0,1,202,1,202,2.64e-145,399
OANT_RS13110,BAB_RS19685,85.791,373,53,0,1,373,1,373,0.0,637
OANT_RS13115,BAB_RS19680,94.937,158,8,0,1,158,1,158,1.55e-108,303
OANT_RS13125,BAB_RS19675,97.494,439,10,1,1,439,1,438,0.0,876
OANT_RS13130,BAB_RS19670,89.838,433,44,0,1,433,1,433,0.0,818
OANT_RS13135,BAB_RS19665,92.398,171,13,0,1,171,1,171,2.55e-106,298
OANT_RS13145,BAB_RS19660,83.333,144,24,0,1,144,1,144,2.65e-83,238
OANT_RS13150,BAB_RS19655,90.258,349,34,0,1,349,1,349,0.0,660
OANT_RS13155,BAB_RS19650,93.895,344,21,0,1,344,1,344,0.0,668
OANT_RS13160,BAB_RS19645,94.231,156,9,0,1,156,1,156,4.89e-107,298
OANT_RS13165,BAB_RS19640,94.779,249,13,0,1,249,1,249,0.0,503
OANT_RS13175,BAB_RS19635,96.364,770,28,0,1,770,1,770,0.0,1523
OANT_RS13180,BAB_RS19630,76.382,398,94,0,1,398,1,398,0.0,613
OANT_RS13185,BAB_RS19625,96.975,595,18,0,1,595,1,595,0.0,1196
OANT_RS13190,BAB_RS19620,94.805,385,20,0,1,385,1,385,0.0,742
OANT_RS13195,BAB_RS19615,92.773,512,37,0,1,512,1,512,0.0,949
OANT_RS13200,BAB_RS19610,93.298,746,47,2,1,743,1,746,0.0,1416
OANT_RS13205,BAB_RS19605,95.238,84,4,0,1,84,1,84,7.31e-59,171
OANT_RS13210,BAB_RS19600,80.506,395,77,0,7,401,1,395,0.0,629
OANT_RS13235,BAB_RS25060,36.250,80,48,1,5,81,6,85,2.11e-08,46.6
OANT_RS13250,BAB_RS19595,95.539,269,12,0,1,269,1,269,0.0,540
OANT_RS13255,BAB_RS25255,35.032,157,99,1,175,331,18,171,9.95e-23,92.4
OANT_RS13260,BAB_RS32410,86.463,229,31,0,1,229,1,229,8.01e-141,404
OANT_RS13265,BAB_RS19575,95.113,266,13,0,78,343,1,266,0.0,533
OANT_RS13275,BAB_RS19565,70.980,255,74,0,1,255,1,255,5.05e-134,375
OANT_RS13280,BAB_RS19560,85.861,389,55,0,1,389,1,389,0.0,704
OANT_RS13285,BAB_RS19425,23.512,336,226,8,24,351,19,331,6.51e-11,61.6
OANT_RS13295,BAB_RS29670,36.667,120,62,3,1,112,2,115,2.91e-20,75.9
OANT_RS13300,BAB_RS19550,86.585,82,11,0,1,82,1,82,1.99e-22,79.3
OANT_RS13305,BAB_RS19545,77.465,142,29,2,1,141,1,140,3.40e-65,194
OANT_RS13325,BAB_RS27945,34.812,293,183,5,5,293,8,296,6.54e-42,143
OANT_RS13330,BAB_RS19465,84.000,25,4,0,1,25,1,25,3.02e-09,42.0
OANT_RS13335,BAB_RS19460,87.129,101,13,0,1,101,1,101,2.54e-64,186
OANT_RS13340,BAB_RS19455,100.000,25,0,0,1,25,1,25,1.50e-12,50.4
OANT_RS13350,BAB_RS19435,65.863,249,69,4,30,276,27,261,3.38e-103,298
OANT_RS13355,BAB_RS19430,78.169,284,62,0,1,284,1,284,4.16e-164,454
OANT_RS13360,BAB_RS19425,88.646,229,26,0,1,229,397,625,4.45e-144,413
OANT_RS13365,BAB_RS19425,89.267,382,41,0,1,382,1,382,0.0,639
OANT_RS13370,BAB_RS19420,92.011,363,25,1,1,363,1,359,0.0,666
OANT_RS13375,BAB_RS19415,84.390,205,32,0,1,205,1,205,8.66e-124,345
OANT_RS13380,BAB_RS19410,85.057,174,26,0,1,174,1,174,1.35e-102,289
OANT_RS13385,BAB_RS19405,89.601,702,73,0,1,702,1,702,0.0,1324
OANT_RS13390,BAB_RS19400,88.612,281,32,0,1,281,1,281,4.90e-180,493
OANT_RS13395,BAB_RS19395,87.586,290,36,0,1,290,1,290,0.0,533
OANT_RS13400,BAB_RS19390,80.128,156,30,1,1,155,1,156,3.55e-93,263
OANT_RS13405,BAB_RS19385,75.983,229,51,1,1,225,1,229,8.58e-128,357
OANT_RS13410,BAB_RS19380,93.467,199,13,0,1,199,1,199,2.11e-141,389
OANT_RS13420,BAB_RS27945,31.142,289,193,5,8,291,11,298,4.20e-42,144
OANT_RS13425,BAB_RS19375,89.202,213,23,0,1,213,1,213,2.26e-144,398
OANT_RS13430,BAB_RS19370,78.148,270,57,1,2,271,5,272,1.89e-160,443
OANT_RS13435,BAB_RS19365,91.505,671,53,3,1,669,22,690,0.0,1234
OANT_RS13440,BAB_RS19360,94.330,194,11,0,1,194,1,194,8.13e-127,352
OANT_RS13445,BAB_RS19355,78.824,85,18,0,1,85,1,85,5.49e-47,141
OANT_RS13450,BAB_RS19350,77.124,153,35,0,2,154,6,158,5.92e-91,258
OANT_RS13455,BAB_RS19345,79.468,263,54,0,1,263,1,263,5.85e-161,444
OANT_RS13460,BAB_RS19340,95.714,140,6,0,1,140,1,140,2.68e-97,273
OANT_RS13465,BAB_RS19335,77.647,170,38,0,1,170,1,170,2.25e-100,283
OANT_RS13470,BAB_RS19330,93.851,618,38,0,1,618,1,618,0.0,1171
OANT_RS13480,BAB_RS19325,87.778,180,21,1,1,179,8,187,1.59e-114,320
OANT_RS13485,BAB_RS19320,91.946,149,12,0,1,149,1,149,4.14e-101,283
OANT_RS13490,BAB_RS19315,91.365,498,42,1,1,498,1,497,0.0,931
OANT_RS13495,BAB_RS19310,87.531,401,50,0,1,401,1,401,0.0,716
OANT_RS13500,BAB_RS19305,90.608,362,34,0,1,362,1,362,0.0,650
OANT_RS13505,BAB_RS19300,85.480,792,102,2,1,779,1,792,0.0,1414
OANT_RS13510,BAB_RS19295,85.266,319,46,1,1,319,1,318,0.0,568
OANT_RS13515,BAB_RS19290,81.471,340,63,0,1,340,1,340,0.0,553
OANT_RS13520,BAB_RS19285,92.029,276,22,0,1,276,1,276,0.0,523
OANT_RS13525,BAB_RS19280,68.858,578,149,8,1,564,1,561,0.0,763
OANT_RS13530,BAB_RS19275,86.275,306,42,0,1,306,1,306,0.0,517
OANT_RS13535,BAB_RS19270,96.276,537,20,0,1,537,1,537,0.0,1066
OANT_RS13545,BAB_RS19265,87.425,501,63,0,5,505,6,506,0.0,920
OANT_RS13550,BAB_RS19260,58.182,55,23,0,1,55,1,55,4.02e-15,58.9
OANT_RS13555,BAB_RS19250,82.625,259,45,0,1,259,1,259,4.33e-165,454
OANT_RS13560,BAB_RS19245,76.923,143,33,0,2,144,1,143,2.04e-81,233
OANT_RS13565,BAB_RS19240,86.916,107,14,0,21,127,21,127,4.79e-68,198
OANT_RS13570,BAB_RS19235,89.773,88,9,0,1,88,1,88,9.84e-56,164
OANT_RS13575,BAB_RS19230,72.470,247,64,2,1,245,10,254,3.10e-127,357
OANT_RS13580,BAB_RS22325,28.761,226,160,1,105,330,99,323,3.79e-21,89.0
OANT_RS13595,BAB_RS19225,94.144,444,26,0,1,444,1,444,0.0,867
OANT_RS13600,BAB_RS19220,77.972,286,63,0,30,315,1,286,1.06e-164,456
OANT_RS13605,BAB_RS19215,87.745,204,25,0,1,204,1,204,1.51e-136,377
OANT_RS13610,BAB_RS19210,70.238,168,50,0,1,168,1,168,1.42e-78,228
OANT_RS13615,BAB_RS19205,89.256,242,26,0,1,242,1,242,1.75e-164,451
OANT_RS13620,BAB_RS19200,92.926,311,22,0,1,311,1,311,0.0,599
OANT_RS13625,BAB_RS19195,89.744,234,24,0,1,234,1,234,1.07e-158,436
OANT_RS13630,BAB_RS19190,93.462,260,17,0,1,260,1,260,0.0,497
OANT_RS13635,BAB_RS19185,92.366,131,10,0,1,131,1,131,3.77e-89,253
OANT_RS13640,BAB_RS19180,89.474,190,20,0,1,190,1,190,6.36e-108,304
OANT_RS13645,BAB_RS19175,87.365,277,35,0,11,287,1,277,0.0,504
OANT_RS13655,BAB_RS19170,92.060,403,32,0,1,403,1,403,0.0,752
OANT_RS13660,BAB_RS19165,79.730,444,90,0,1,444,1,444,0.0,747
OANT_RS13665,BAB_RS19160,83.665,251,39,1,1,249,1,251,3.28e-151,418
OANT_RS13670,BAB_RS19155,97.396,192,5,0,1,192,1,192,4.45e-137,377
OANT_RS13675,BAB_RS19150,96.800,750,22,2,1,748,1,750,0.0,1490
OANT_RS13680,BAB_RS19145,90.299,134,12,1,1,134,1,133,3.72e-78,224
OANT_RS13685,BAB_RS19140,96.859,191,6,0,1,191,1,191,2.38e-137,378
OANT_RS13690,BAB_RS19135,86.574,216,29,0,1,216,1,216,6.74e-145,399
OANT_RS13695,BAB_RS19130,94.304,158,9,0,1,158,1,158,1.82e-111,310
OANT_RS13700,BAB_RS19125,94.539,293,16,0,1,293,1,293,0.0,578
OANT_RS13705,BAB_RS19120,83.796,685,111,0,1,685,1,685,0.0,1188
OANT_RS13710,BAB_RS19115,46.429,224,103,5,1,216,1,215,6.27e-54,169
OANT_RS13715,BAB_RS19105,56.190,210,92,0,1,210,1,210,9.99e-83,241
OANT_RS13720,BAB_RS19100,67.018,379,101,5,1,372,1,362,3.14e-152,430
OANT_RS13725,BAB_RS19095,96.667,30,1,0,1,30,1,30,1.44e-15,58.2
OANT_RS13730,BAB_RS19100,72.480,367,84,5,1,355,1,362,7.37e-172,479
OANT_RS13735,BAB_RS19085,89.286,308,33,0,1,308,1,308,0.0,594
OANT_RS13740,BAB_RS19080,80.978,368,70,0,1,368,1,368,0.0,616
OANT_RS13745,BAB_RS19075,74.138,116,30,0,6,121,5,120,6.87e-48,147
OANT_RS13750,BAB_RS19070,77.387,199,39,1,82,274,18,216,3.65e-100,288
OANT_RS13760,BAB_RS19065,88.018,217,26,0,1,217,40,256,1.65e-138,385
OANT_RS13765,BAB_RS19060,83.529,85,14,0,1,85,1,85,4.93e-50,149
OANT_RS13770,BAB_RS19050,89.565,115,12,0,1,115,1,115,1.32e-65,191
OANT_RS13775,BAB_RS19045,86.864,236,30,1,1,235,1,236,3.09e-157,432
OANT_RS13780,BAB_RS19030,92.200,500,39,0,1,500,1,500,0.0,970
OANT_RS13785,BAB_RS19025,42.900,331,177,3,1,331,1,319,3.02e-87,262
OANT_RS13790,BAB_RS19020,92.254,568,39,1,1,568,1,563,0.0,1066
OANT_RS13795,BAB_RS19015,83.681,288,42,2,1,283,1,288,1.88e-176,485
OANT_RS13800,BAB_RS19010,90.647,417,39,0,1,417,1,417,0.0,754
OANT_RS13805,BAB_RS19005,89.342,319,34,0,1,319,1,319,0.0,545
OANT_RS13810,BAB_RS19000,83.126,883,149,0,1,883,1,883,0.0,1546
OANT_RS13815,BAB_RS18995,90.051,784,77,1,1,784,1,783,0.0,1444
OANT_RS13820,BAB_RS18985,83.555,979,161,0,1,979,1,979,0.0,1673
OANT_RS13825,BAB_RS18980,87.768,466,57,0,1,466,2,467,0.0,818
OANT_RS13830,BAB_RS18975,95.319,235,11,0,1,235,1,235,2.20e-165,452
OANT_RS13835,BAB_RS18970,86.513,519,63,4,1,519,1,512,0.0,854
OANT_RS13840,BAB_RS18965,74.684,158,40,0,1,158,1,158,2.12e-85,244
OANT_RS13845,BAB_RS18960,91.403,663,57,0,1,663,1,663,0.0,1214
OANT_RS13850,BAB_RS18955,91.515,165,14,0,1,165,1,165,6.99e-108,301
OANT_RS13855,BAB_RS18950,77.045,379,87,0,1,379,1,379,0.0,578
OANT_RS13860,BAB_RS18945,80.263,152,26,2,1,150,1,150,1.33e-80,231
OANT_RS13865,BAB_RS18940,86.927,436,57,0,1,436,1,436,0.0,771
OANT_RS13870,BAB_RS18935,92.208,231,15,2,1,230,1,229,1.53e-154,425
OANT_RS13875,BAB_RS18930,84.694,98,15,0,1,98,1,98,1.18e-56,167
OANT_RS13880,BAB_RS18850,67.797,118,38,0,3,120,3,120,3.26e-48,147
OANT_RS13890,BAB_RS18830,90.746,724,67,0,1,724,1,724,0.0,1341
OANT_RS13895,BAB_RS18825,77.073,205,40,2,1,200,1,203,1.18e-112,317
OANT_RS13900,BAB_RS18820,78.889,180,38,0,1,180,1,180,2.95e-111,311
OANT_RS13905,BAB_RS18815,78.035,346,74,1,1,344,13,358,1.42e-168,470
OANT_RS13910,BAB_RS18810,85.965,114,16,0,1,114,1,114,2.16e-69,200
OANT_RS13915,BAB_RS18805,77.439,328,68,3,1,328,1,322,8.52e-178,491
OANT_RS13920,BAB_RS18800,76.384,614,140,1,1,614,1,609,0.0,919
OANT_RS13925,BAB_RS18795,67.586,145,47,0,1,145,1,145,2.57e-70,205
OANT_RS13930,BAB_RS18790,94.326,141,8,0,1,141,1,141,2.67e-98,275
OANT_RS13935,BAB_RS18785,83.130,409,69,0,22,430,15,423,0.0,667
OANT_RS13940,BAB_RS18780,68.939,264,81,1,1,263,1,264,9.21e-126,355
OANT_RS13945,BAB_RS18775,69.536,151,43,1,1,148,1,151,1.57e-72,211
OANT_RS13950,BAB_RS18770,62.791,86,32,0,1,86,2,87,5.94e-33,107
OANT_RS13955,BAB_RS18765,95.775,142,6,0,1,142,1,142,1.72e-101,283
OANT_RS13960,BAB_RS18760,89.943,696,70,0,1,696,1,696,0.0,1308
OANT_RS13965,BAB_RS18755,77.670,103,23,0,10,112,9,111,6.86e-58,171
OANT_RS13970,BAB_RS17460,30.182,550,353,11,14,547,46,580,2.50e-72,238
OANT_RS13975,BAB_RS18725,90.833,120,11,0,1,120,1,120,7.10e-73,209
OANT_RS13990,BAB_RS18730,92.843,503,36,0,1,503,1,503,0.0,895
OANT_RS14000,BAB_RS18735,92.017,238,19,0,1,238,1,238,3.87e-161,442
OANT_RS14005,BAB_RS18745,90.783,217,20,0,1,217,1,217,9.78e-147,404
OANT_RS14010,BAB_RS18750,91.414,198,17,0,1,198,1,198,4.03e-137,378
OANT_RS14015,BAB_RS32330,86.188,181,24,1,19,199,22,201,9.22e-82,254
OANT_RS14020,BAB_RS32320,76.471,119,28,0,1,119,1,119,3.60e-59,179
OANT_RS14025,BAB_RS18705,88.485,330,38,0,1,330,1,330,0.0,608
OANT_RS14030,BAB_RS18700,84.211,76,12,0,1,76,1,76,6.32e-36,112
OANT_RS14035,BAB_RS18695,86.047,129,18,0,1,129,1,129,4.80e-80,228
OANT_RS14040,BAB_RS18690,85.161,155,23,0,1,155,1,155,1.20e-97,275
OANT_RS14045,BAB_RS18680,91.192,193,17,0,1,193,1,193,1.36e-128,356
OANT_RS14050,BAB_RS18675,95.338,429,20,0,1,429,1,429,0.0,856
OANT_RS14055,BAB_RS18670,94.456,487,27,0,1,487,1,487,0.0,915
OANT_RS14060,BAB_RS32270,46.591,88,47,0,15,102,1,88,2.86e-21,89.7
OANT_RS14070,BAB_RS27015,53.241,216,99,1,1,216,127,340,3.72e-78,234
OANT_RS14085,BAB_RS30395,85.745,470,67,0,1,470,1,470,0.0,795
OANT_RS14090,BAB_RS30390,69.767,473,143,0,1,473,1,473,0.0,661
OANT_RS14105,BAB_RS32305,66.000,50,17,0,221,270,1,50,6.23e-16,68.2
OANT_RS14110,BAB_RS29665,26.426,333,210,9,2,328,19,322,1.41e-28,110
OANT_RS14120,BAB_RS26695,25.871,201,121,5,2,176,9,207,1.18e-12,63.5
OANT_RS14140,BAB_RS29600,29.091,110,67,2,25,127,47,152,4.42e-09,48.5
OANT_RS14145,BAB_RS29605,48.673,113,57,1,2,113,4,116,7.42e-30,100
OANT_RS14150,BAB_RS29610,36.170,470,267,10,58,516,23,470,4.11e-77,248
OANT_RS14160,BAB_RS29610,33.455,547,322,12,1,537,1,515,2.34e-81,260
OANT_RS14165,BAB_RS29605,40.385,104,62,0,1,104,1,104,7.52e-22,80.1
OANT_RS14175,BAB_RS32255,34.483,145,77,7,26,163,7,140,1.83e-12,62.4
OANT_RS14195,BAB_RS32270,46.591,88,47,0,15,102,1,88,2.86e-21,89.7
OANT_RS14215,BAB_RS18515,38.956,249,140,3,4,247,6,247,1.46e-58,183
OANT_RS14220,BAB_RS18520,26.141,241,174,4,46,283,21,260,2.12e-24,95.9
OANT_RS14230,BAB_RS29600,37.008,127,69,2,24,150,38,153,2.12e-17,71.2
OANT_RS14235,BAB_RS29605,56.757,111,48,0,7,117,6,116,5.65e-42,131
OANT_RS14240,BAB_RS29610,50.383,522,250,4,1,517,1,518,9.18e-179,510
OANT_RS14245,BAB_RS29615,30.065,153,99,3,19,171,15,159,4.95e-14,64.3
OANT_RS14315,BAB_RS27015,53.313,332,151,2,2,330,3,333,7.51e-121,349
OANT_RS14325,BAB_RS26390,32.000,225,104,8,30,251,4,182,1.84e-20,87.8
OANT_RS14330,BAB_RS27570,30.240,334,221,3,16,346,7,331,1.60e-36,132
OANT_RS14335,BAB_RS29235,29.644,253,169,5,1,245,1,252,1.62e-29,108
OANT_RS14340,BAB_RS25255,30.357,224,141,3,329,546,4,218,1.78e-26,104
OANT_RS14350,BAB_RS16470,30.151,199,119,8,3,187,23,215,8.81e-15,68.2
OANT_RS14355,BAB_RS32980,55.061,652,275,6,473,1108,791,1440,0.0,668
OANT_RS14360,BAB_RS23290,25.000,400,245,12,6,394,14,369,8.65e-18,80.9
OANT_RS14365,BAB_RS30925,36.421,475,292,4,18,488,5,473,3.90e-94,291
OANT_RS14370,BAB_RS30920,38.199,322,192,5,1,320,1,317,2.02e-61,195
OANT_RS14375,BAB_RS30915,42.857,266,150,2,24,288,22,286,3.41e-63,197
OANT_RS14380,BAB_RS30910,45.247,263,127,3,4,258,5,258,6.91e-72,221
OANT_RS14385,BAB_RS30905,45.000,240,127,2,11,245,23,262,1.50e-72,220
OANT_RS14400,BAB_RS22470,33.028,109,69,2,185,290,55,162,4.54e-08,53.1
OANT_RS14410,BAB_RS28675,30.928,291,191,5,384,665,40,329,1.10e-23,99.4
OANT_RS14415,BAB_RS27945,28.852,305,199,4,1,294,1,298,4.03e-33,120
OANT_RS14425,BAB_RS32795,26.697,442,279,12,79,479,52,489,8.77e-32,125
OANT_RS14430,BAB_RS31300,35.463,313,202,0,1,313,1,313,1.76e-59,190
OANT_RS14435,BAB_RS23535,35.985,264,162,2,4,260,28,291,2.30e-42,144
OANT_RS14440,BAB_RS29695,38.795,531,304,10,1,516,1,525,4.13e-111,338
OANT_RS14455,BAB_RS30110,29.496,278,188,4,5,278,3,276,5.08e-28,106
OANT_RS14460,BAB_RS23680,25.153,326,207,13,10,320,5,308,3.41e-13,66.6
OANT_RS14465,BAB_RS30480,45.665,346,162,3,5,325,6,350,2.30e-104,306
OANT_RS14470,BAB_RS31375,31.132,212,133,4,80,290,47,246,3.49e-26,102
OANT_RS14475,BAB_RS23660,35.581,267,159,9,5,265,2,261,2.28e-35,124
OANT_RS14480,BAB_RS18670,38.596,456,273,5,21,472,26,478,4.93e-102,310
OANT_RS14500,BAB_RS18785,37.852,391,218,9,64,439,41,421,1.05e-63,208
OANT_RS14505,BAB_RS30035,29.605,152,104,2,15,164,22,172,1.01e-14,67.4
OANT_RS14510,BAB_RS19595,48.438,256,122,4,238,493,6,251,3.56e-74,232
OANT_RS14515,BAB_RS25245,25.769,260,191,2,13,270,7,266,5.98e-24,95.1
OANT_RS14520,BAB_RS28780,24.265,272,177,7,16,276,27,280,1.24e-14,68.9
OANT_RS14525,BAB_RS23680,33.151,365,212,13,13,349,7,367,1.36e-42,148
OANT_RS14530,BAB_RS30480,47.959,294,141,3,1,287,1,289,1.76e-93,280
OANT_RS14535,BAB_RS31375,36.279,215,128,1,54,268,53,258,4.31e-48,159
OANT_RS14540,BAB_RS23660,37.091,275,151,5,6,276,6,262,9.18e-58,182
OANT_RS14545,BAB_RS29720,38.261,345,191,9,12,353,5,330,1.87e-49,166
OANT_RS14550,BAB_RS23780,32.847,274,167,10,25,292,7,269,2.86e-24,97.8
OANT_RS14555,BAB_RS31640,44.024,502,269,5,4,494,2,502,3.23e-137,402
OANT_RS14560,BAB_RS23785,39.812,319,186,3,18,331,15,332,1.05e-61,197
OANT_RS14565,BAB_RS32980,47.129,1167,514,22,1444,2578,345,1440,0.0,845
OANT_RS14570,BAB_RS30755,42.478,339,189,4,1,335,1,337,1.01e-93,280
OANT_RS14575,BAB_RS30745,91.691,337,28,0,11,347,13,349,0.0,624
OANT_RS14580,BAB_RS30740,96.330,218,8,0,1,218,1,218,3.04e-152,422
OANT_RS14585,BAB_RS30735,88.971,408,45,0,7,414,5,412,0.0,626
OANT_RS14590,BAB_RS30730,94.215,242,14,0,1,242,1,242,5.74e-173,472
OANT_RS14595,BAB_RS30725,89.139,534,58,0,1,534,1,534,0.0,951
OANT_RS14605,BAB_RS27950,27.407,405,258,13,9,397,3,387,1.08e-28,113
OANT_RS14610,BAB_RS29900,60.390,308,107,2,4,298,5,310,2.99e-129,368
OANT_RS14615,BAB_RS29895,70.047,424,127,0,1,424,1,424,0.0,627
OANT_RS14620,BAB_RS29890,61.137,211,82,0,1,211,1,211,9.11e-90,259
OANT_RS14625,BAB_RS29885,59.783,368,148,0,7,374,3,370,3.06e-143,408
OANT_RS14630,BAB_RS29880,76.087,322,76,1,10,331,22,342,0.0,523
OANT_RS14635,BAB_RS28680,41.772,237,134,1,6,242,3,235,6.72e-53,170
OANT_RS14640,BAB_RS28675,37.175,269,159,10,67,328,54,319,8.67e-26,102
OANT_RS14645,BAB_RS22460,41.948,267,150,4,83,347,69,332,1.72e-38,136
OANT_RS14675,BAB_RS33310,36.905,84,53,0,203,286,46,129,1.46e-15,68.9
OANT_RS14685,BAB_RS28825,27.565,497,316,12,67,539,225,701,1.93e-38,147
OANT_RS14690,BAB_RS28820,27.434,339,220,11,1,314,1,338,1.21e-22,93.2
OANT_RS14695,BAB_RS30480,41.551,361,185,10,10,356,3,351,9.03e-78,239
OANT_RS14705,BAB_RS18670,36.797,462,279,3,26,474,9,470,7.03e-95,301
OANT_RS14715,BAB_RS26385,36.545,301,190,1,4,303,9,309,1.48e-45,154
OANT_RS14725,BAB_RS23785,32.166,314,203,4,21,331,27,333,4.87e-38,135
OANT_RS14730,BAB_RS28155,34.295,312,180,10,15,312,35,335,3.06e-34,125
OANT_RS14735,BAB_RS18620,39.059,489,289,5,5,489,12,495,3.58e-116,348
OANT_RS14745,BAB_RS27040,31.818,220,130,4,9,218,5,214,1.57e-24,94.7
OANT_RS14750,BAB_RS17465,37.037,54,34,0,3,56,9,62,5.05e-08,47.8
OANT_RS14760,BAB_RS28630,26.829,246,160,7,13,255,5,233,1.26e-13,67.0
OANT_RS14765,BAB_RS29010,35.573,253,158,4,1,252,7,255,1.85e-46,152
OANT_RS14770,BAB_RS29005,41.148,209,122,1,5,212,7,215,9.22e-42,138
OANT_RS14775,BAB_RS29005,43.902,205,111,1,14,214,10,214,9.30e-48,153
OANT_RS14780,BAB_RS25275,53.360,253,112,2,3,255,4,250,3.42e-92,269
OANT_RS14785,BAB_RS31390,39.429,525,315,3,21,543,28,551,1.59e-138,409
OANT_RS14790,BAB_RS31705,34.884,430,257,10,25,444,32,448,1.16e-72,233
OANT_RS14805,BAB_RS18095,28.875,329,194,11,17,334,11,310,2.76e-27,105
OANT_RS14815,BAB_RS28510,83.415,205,34,0,2,206,12,216,3.06e-132,367
OANT_RS14820,BAB_RS33400,91.880,234,19,0,193,426,1,234,5.87e-149,419
OANT_RS14845,BAB_RS30585,33.750,80,53,0,112,191,183,262,5.34e-11,59.7
OANT_RS14865,BAB_RS24145,36.170,141,72,4,68,195,80,215,1.48e-10,57.0
OANT_RS14870,BAB_RS22000,28.947,380,230,13,3,352,15,384,1.25e-32,126
OANT_RS14880,BAB_RS30775,72.626,179,48,1,15,192,28,206,5.21e-94,269
OANT_RS14885,BAB_RS30780,82.292,192,34,0,1,192,1,192,2.18e-120,335
OANT_RS14890,BAB_RS30785,71.094,384,110,1,1,384,1,383,0.0,570
OANT_RS14895,BAB_RS23245,37.121,132,75,2,10,141,14,137,2.93e-19,79.7
OANT_RS14900,BAB_RS18995,28.685,251,159,7,222,459,527,770,1.26e-20,91.7
OANT_RS14910,BAB_RS27155,33.477,1159,577,35,128,1200,162,1212,1.41e-88,317
OANT_RS14920,BAB_RS17475,47.755,1047,529,6,4,1047,2,1033,0.0,944
OANT_RS14925,BAB_RS30440,36.872,358,215,4,38,392,51,400,2.46e-61,200
OANT_RS14935,BAB_RS26815,34.576,295,187,4,1,293,1,291,1.30e-49,163
OANT_RS14950,BAB_RS22960,26.446,242,146,8,21,235,13,249,8.85e-13,65.9
OANT_RS14970,BAB_RS21565,37.288,118,59,2,182,291,131,241,7.68e-12,61.2
OANT_RS14985,BAB_RS30575,91.429,280,24,0,619,898,18,297,1.33e-173,502
OANT_RS14990,BAB_RS30580,92.926,1244,88,0,1,1244,1,1244,0.0,2450
OANT_RS14995,BAB_RS30585,97.461,512,13,0,1,512,1,512,0.0,1055
OANT_RS15000,BAB_RS30590,84.549,233,35,1,1,232,1,233,4.36e-138,384
OANT_RS15005,BAB_RS30595,88.703,239,27,0,2,240,3,241,1.99e-153,423
OANT_RS15010,BAB_RS30600,83.442,308,46,2,1,304,1,307,1.01e-180,498
OANT_RS15015,BAB_RS30605,73.837,172,45,0,1,172,1,172,3.62e-94,268
