Abortus2308,Melitensis16M,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS20145,BME_RS05525,2.11e-168,460,100,2.1e-168,460,100
BAB_RS20150,BME_RS05520,1.65e-44,133,100,1.65e-44,133,100
BAB_RS20155,BME_RS05515,0,494,99.615,0,494,99.615
BAB_RS20160,BME_RS05510,0,673,99.115,0,673,99.115
BAB_RS20165,BME_RS05505,2.04e-116,323,100,2.03e-116,323,100
BAB_RS20170,BME_RS05500,2.39e-163,446,100,2.27e-163,446,100
BAB_RS20175,BME_RS05495,1.72e-113,316,99.342,2.13e-113,316,99.342
BAB_RS20180,BME_RS05490,0,547,99.625,0,547,99.625
BAB_RS20185,BME_RS05485,0,537,99.615,0,537,99.615
BAB_RS20190,BME_RS05480,2.12e-172,470,100,2.11e-172,470,100
BAB_RS20195,BME_RS05475,9.37e-77,218,100,9.32e-77,218,100
BAB_RS20200,BME_RS05470,0,816,99.751,0,816,99.751
BAB_RS20205,BME_RS05465,0,1186,99.316,0,1186,99.316
BAB_RS20210,BME_RS05460,0,1960,98.687,0,1960,98.687
BAB_RS20215,BME_RS05455,0,684,99.41,0,684,99.41
BAB_RS20220,BME_RS05450,0,562,99.647,0,562,99.647
BAB_RS20225,BME_RS05445,5.26e-176,480,99.585,5.23e-176,480,99.585
BAB_RS20230,BME_RS05440,3.74e-49,145,100,3.72e-49,145,100
BAB_RS20235,BME_RS05435,1.56e-136,376,99.482,1.55e-136,376,99.482
BAB_RS20240,BME_RS05430,0,546,99.635,0,546,99.635
BAB_RS20245,BME_RS05425,0,879,99.766,0,879,99.766
BAB_RS20250,BME_RS05420,0,510,99.216,0,510,99.216
BAB_RS20255,BME_RS05415,1.68e-166,454,99.55,1.67e-166,454,99.55
BAB_RS20260,BME_RS05410,3.68e-40,122,100,3.66e-40,122,100
BAB_RS20265,BME_RS05405,0,866,100,0,866,100
BAB_RS20270,BME_RS05400,0,594,100,0,594,100
BAB_RS20275,BME_RS05395,6.82e-79,224,100,6.79e-79,224,100
BAB_RS20280,BME_RS05390,0,1537,99.484,0,1537,99.484
BAB_RS20285,BME_RS05385,1.36e-92,260,100,1.36e-92,260,100
BAB_RS20290,BME_RS05380,0,560,99.639,0,560,99.639
BAB_RS20295,BME_RS05375,0,962,99.785,0,962,99.785
BAB_RS20300,BME_RS05370,3.32e-31,99,100,3.31e-31,99,100
BAB_RS20305,BME_RS05365,0,734,99.735,0,734,99.735
BAB_RS20310,BME_RS05360,1.09e-137,379,99.471,1.08e-137,379,99.471
BAB_RS20315,BME_RS05355,2.34e-15,57.8,100,2.32e-15,57.8,100
BAB_RS20320,BME_RS05350,0,949,98.763,0,949,98.763
BAB_RS20325,BME_RS05345,0,1023,100,0,1023,100
BAB_RS20330,BME_RS05340,1.14e-126,349,100,1.13e-126,349,100
BAB_RS20335,BME_RS05335,7.13e-101,281,100,7.1e-101,281,100
BAB_RS20340,BME_RS05330,1.87e-117,325,100,1.86e-117,325,100
BAB_RS20345,BME_RS05325,9.07e-141,387,99.471,9.02e-141,387,99.471
BAB_RS20350,BME_RS05320,0,924,99.779,0,924,99.779
BAB_RS20355,BME_RS05315,3.22e-110,306,100,3.2e-110,306,100
BAB_RS20360,BME_RS05310,1.46e-114,318,98.726,1.46e-114,318,98.726
BAB_RS20365,BME_RS05305,0,543,99.623,0,543,99.623
BAB_RS20370,BME_RS05300,0,949,99.788,0,949,99.788
BAB_RS20375,BME_RS05295,0,634,99.369,0,634,99.369
BAB_RS20380,BME_RS05290,0,1747,94.577,0,1788,96.421
BAB_RS20385,BME_RS05285,2.24e-38,118,100,2.23e-38,118,100
BAB_RS20390,BME_RS05280,0,847,99.052,0,847,99.052
BAB_RS20395,BME_RS05275,0,1677,99.756,0,1677,99.756
BAB_RS20400,BME_RS05270,0,706,100,0,706,100
BAB_RS20425,BME_RS05260,1.01e-84,239,100,1.01e-84,239,100
BAB_RS20430,BME_RS05255,0,557,99.636,0,557,99.636
BAB_RS20435,BME_RS05250,4.86e-114,316,99.351,4.83e-114,316,99.351
BAB_RS20440,BME_RS05245,0,2261,99.47,0,2261,99.47
BAB_RS20445,BME_RS05240,0,856,100,0,856,100
BAB_RS20450,BME_RS05235,0,751,99.464,0,751,99.464
BAB_RS20455,BME_RS05230,1.81e-73,210,100,1.8e-73,210,100
BAB_RS20460,BME_RS05225,4.17e-172,469,100,4.15e-172,469,100
BAB_RS20465,BME_RS05220,0,782,100,0,782,100
BAB_RS20470,BME_RS05215,0,1053,99.803,0,1053,99.803
BAB_RS20475,BME_RS05210,0,507,100,0,507,100
BAB_RS20480,BME_RS05205,0,857,99.529,0,857,99.529
BAB_RS20485,BME_RS05200,0,856,100,0,856,100
BAB_RS20490,BME_RS05195,2.09e-99,278,99.281,2.08e-99,278,99.281
BAB_RS20495,BME_RS05190,0,665,100,0,665,100
BAB_RS20500,BME_RS05185,2.64e-12,49.7,100,2.63e-12,49.7,100
BAB_RS20505,BME_RS05180,0,528,100,0,528,100
BAB_RS20510,BME_RS05175,0,978,99.793,0,978,99.793
BAB_RS20515,BME_RS05170,5.24e-92,258,100,5.21e-92,258,100
BAB_RS20520,BME_RS05165,1.43e-59,177,100,3.49e-59,177,100
BAB_RS20525,BME_RS05160,3.94e-43,130,100,3.92e-43,130,100
BAB_RS20530,BME_RS05155,7.1e-162,442,100,7.06e-162,442,100
BAB_RS20535,BME_RS05150,0,918,100,0,918,100
BAB_RS20540,BME_RS05145,1.17e-174,477,100,1.17e-174,477,100
BAB_RS20545,BME_RS05140,0,1861,99.341,0,1861,99.341
BAB_RS20550,BME_RS05135,1.54e-70,202,99,1.53e-70,202,99
BAB_RS20555,BME_RS05130,0,662,100,0,662,100
BAB_RS20565,BME_RS05125,7.95e-148,413,74,8.35e-147,410,73.54
BAB_RS20570,BME_RS05120,3.91e-69,198,100,3.89e-69,198,100
BAB_RS20575,BME_RS05115,2.01e-107,300,99.324,1.67e-107,300,99.324
BAB_RS20580,BME_RS05110,1.26e-119,331,100,1.25e-119,331,100
BAB_RS20585,BME_RS05105,2.03e-164,449,99.548,2.02e-164,449,99.548
BAB_RS20590,BME_RS05100,0,709,99.419,0,709,99.419
BAB_RS20595,BME_RS05095,1.22e-87,246,100,1.22e-87,246,100
BAB_RS20600,BME_RS05090,0,543,98.502,0,543,98.502
BAB_RS20605,BME_RS05085,0,1115,100,0,1115,100
BAB_RS20610,BME_RS05075,0,695,99.408,0,695,99.408
BAB_RS20620,BME_RS05070,1.04e-12,50.8,100,1.03e-12,50.8,100
BAB_RS20625,BME_RS05065,1.05e-13,53.1,100,1.04e-13,53.1,100
BAB_RS20630,BME_RS05060,8.45e-48,143,98.795,8.4e-48,143,98.795
BAB_RS20640,BME_RS05055,1.35e-10,45.4,100,1.34e-10,45.4,100
BAB_RS20645,BME_RS05050,0,698,99.12,0,698,99.12
BAB_RS20650,BME_RS05045,3.37e-45,135,98.507,3.35e-45,135,98.507
BAB_RS20655,BME_RS05040,1.46e-49,147,98.592,1.45e-49,147,98.592
BAB_RS20660,BME_RS05035,2.97e-46,138,100,2.96e-46,138,100
BAB_RS20675,BME_RS05025,1.27e-53,157,100,1.26e-53,157,100
BAB_RS20680,BME_RS05020,2.69e-64,185,100,2.68e-64,185,100
BAB_RS20685,BME_RS05015,8.22e-115,320,100,1.01e-114,320,100
BAB_RS20700,BME_RS05005,1.29e-36,113,98.214,1.28e-36,113,98.214
BAB_RS20705,BME_RS05000,1.86e-72,207,98.077,1.85e-72,207,98.077
BAB_RS20710,BME_RS04995,1.05e-55,163,98.765,1.04e-55,163,98.765
BAB_RS20720,BME_RS08985,2.71e-87,246,100,2.7e-87,246,100
BAB_RS20735,BME_RS04975,3.9e-103,292,99.306,6.9e-103,292,99.306
BAB_RS20740,BME_RS04970,0,977,100,0,977,100
BAB_RS20745,BME_RS04965,0,854,99.756,0,854,99.756
BAB_RS20750,BME_RS04960,0,1063,99.615,0,1063,99.615
BAB_RS20755,BME_RS04955,0,502,98.016,0,502,98.016
BAB_RS20760,BME_RS04945,1.62e-81,231,100,1.61e-81,231,100
BAB_RS20765,BME_RS04940,0,857,99.762,0,857,99.762
BAB_RS20770,BME_RS04935,0,798,99.747,0,798,99.747
BAB_RS20775,BME_RS04930,9.94e-157,429,100,9.88e-157,429,100
BAB_RS20780,BME_RS04925,0,729,99.722,0,729,99.722
BAB_RS20785,BME_RS04920,0,1061,99.417,0,1061,99.417
BAB_RS20790,BME_RS04915,0,536,100,0,536,100
BAB_RS20795,BME_RS04910,0,563,99.632,0,563,99.632
BAB_RS20800,BME_RS04905,0,1221,99.666,0,1221,99.666
BAB_RS20805,BME_RS04900,0,667,99.693,0,667,99.693
BAB_RS20810,BME_RS04895,0,602,99.023,0,602,99.023
BAB_RS20815,BME_RS04890,1.19e-159,437,97.285,1.15e-159,437,97.285
BAB_RS20820,BME_RS04885,0,525,99.615,0,525,99.615
BAB_RS20825,BME_RS04880,0,969,99.574,0,969,99.574
BAB_RS20830,BME_RS04875,4.7e-76,217,100,4.67e-76,217,100
BAB_RS20835,BME_RS04870,0,1008,99.601,0,1008,99.601
BAB_RS20840,BME_RS04865,5.91e-63,182,100,5.88e-63,182,100
BAB_RS20845,BME_RS04860,4.59e-177,482,100,4.57e-177,482,100
BAB_RS20850,BME_RS04855,1.68e-166,455,100,1.67e-166,455,100
BAB_RS20855,BME_RS04850,1.75e-125,347,98.315,1.74e-125,347,98.315
BAB_RS20860,BME_RS04845,0,947,99.784,0,947,99.784
BAB_RS20865,BME_RS04840,0,947,99.346,0,947,99.346
BAB_RS20870,BME_RS04835,1.42e-80,228,100,1.41e-80,228,100
BAB_RS20875,BME_RS04830,0,1151,99.821,0,1151,99.821
BAB_RS20880,BME_RS04825,0,928,99.344,0,928,99.344
BAB_RS20885,BME_RS04820,3.26e-142,395,100,3.25e-142,395,100
BAB_RS20890,BME_RS04815,0,1563,99.742,0,1563,99.742
BAB_RS20895,BME_RS04810,0,654,99.693,0,654,99.693
BAB_RS20900,BME_RS04805,0,770,99.744,0,770,99.744
BAB_RS20905,BME_RS04800,0,577,99.649,0,577,99.649
BAB_RS20910,BME_RS04795,0,665,100,0,665,100
BAB_RS20915,BME_RS04790,1.04e-156,429,100,1.03e-156,429,100
BAB_RS20920,BME_RS04785,0,3120,99.431,0,3120,99.431
BAB_RS20930,BME_RS04775,4.86e-77,219,100,4.84e-77,219,100
BAB_RS20935,BME_RS04770,7.76e-46,137,100,7.72e-46,137,100
BAB_RS20940,BME_RS04765,2.09e-77,220,99.065,2.08e-77,220,99.065
BAB_RS20945,BME_RS04760,2.53e-155,425,99.029,2.51e-155,425,99.029
BAB_RS20950,BME_RS04755,0,561,100,0,561,100
BAB_RS20955,BME_RS04750,1.06e-86,244,100,1.06e-86,244,100
BAB_RS20960,BME_RS04745,5.05e-128,353,98.87,5.03e-128,353,98.87
BAB_RS20965,BME_RS04740,3.08e-128,354,98.87,3.07e-128,354,98.87
BAB_RS20970,BME_RS04735,0,693,99.16,0,693,99.16
BAB_RS20975,BME_RS04730,0,970,99.588,0,970,99.588
BAB_RS20980,BME_RS04725,3.4e-121,335,99.398,3.38e-121,335,99.398
BAB_RS20985,BME_RS04720,2.97e-99,278,100,2.95e-99,278,100
BAB_RS20990,BME_RS04715,0,823,99.761,0,823,99.761
BAB_RS20995,BME_RS04710,7.66e-31,126,98.246,7.61e-31,126,98.246
BAB_RS21000,BME_RS04705,0,809,99.751,0,809,99.751
BAB_RS21005,BME_RS04700,0,876,98.413,0,876,98.413
BAB_RS21010,BME_RS04695,0,829,100,0,829,100
BAB_RS21015,BME_RS04690,0,2608,99.366,0,2608,99.366
BAB_RS21020,BME_RS04685,6.55e-119,329,100,6.52e-119,329,100
BAB_RS21025,BME_RS04680,2.88e-123,340,100,2.86e-123,340,100
BAB_RS21030,BME_RS04675,0,566,99.644,0,566,99.644
BAB_RS21035,BME_RS04670,0,514,99.603,0,514,99.603
BAB_RS21040,BME_RS04665,1.42e-147,405,99.497,1.41e-147,405,99.497
BAB_RS21045,BME_RS04660,1.04e-15,58.5,100,1.03e-15,58.5,100
BAB_RS21050,BME_RS04655,0,845,99.284,0,845,99.284
BAB_RS21055,BME_RS04650,0,1060,99.065,0,1060,99.065
BAB_RS21060,BME_RS04645,0,692,99.415,0,692,99.415
BAB_RS21065,BME_RS04640,0,513,100,0,513,100
BAB_RS21070,BME_RS04635,0,581,99.648,0,581,99.648
BAB_RS21075,BME_RS04630,2.29e-130,359,100,2.28e-130,359,100
BAB_RS21080,BME_RS04620,0,1017,100,0,1017,100
BAB_RS21100,BME_RS04595,0,593,91.94,0,593,91.94
BAB_RS21110,BME_RS04605,2.76e-133,379,77.419,2.75e-133,379,77.419
BAB_RS21115,BME_RS04590,0,558,99.638,0,558,99.638
BAB_RS21120,BME_RS04585,0,632,99.377,0,632,99.377
BAB_RS21125,BME_RS04580,0,697,99.701,0,697,99.701
BAB_RS21130,BME_RS04575,0,551,99.27,0,551,99.27
BAB_RS21135,BME_RS04570,5.63e-155,424,100,5.6e-155,424,100
BAB_RS21140,BME_RS04565,1.02e-60,184,83.636,1.01e-60,184,83.636
BAB_RS21145,BME_RS04560,0,678,100,0,678,100
BAB_RS21150,BME_RS04555,0,1373,99.696,0,1373,99.696
BAB_RS21155,BME_RS04545,1.13e-138,390,100,5.45e-139,390,100
BAB_RS21160,BME_RS04540,1.23e-90,254,100,1.22e-90,254,100
BAB_RS21165,BME_RS04535,1.54e-108,301,100,1.53e-108,301,100
BAB_RS21170,BME_RS04530,1.95e-161,441,100,1.93e-161,441,100
BAB_RS21175,BME_RS04525,1.52e-104,291,100,1.51e-104,291,100
BAB_RS21180,BME_RS04520,0,639,100,0,639,100
BAB_RS21185,BME_RS04515,7.98e-40,121,100,7.93e-40,121,100
BAB_RS21195,BME_RS04505,0,837,99.513,0,837,99.513
BAB_RS21200,BME_RS04500,5.09e-101,281,100,5.06e-101,281,100
BAB_RS21205,BME_RS08260,0,597,99.315,0,597,99.315
BAB_RS21210,BME_RS04490,3.06e-146,402,99.02,3.04e-146,402,99.02
BAB_RS21220,BME_RS04480,7e-130,358,98.305,6.96e-130,358,98.305
BAB_RS21225,BME_RS04510,1.18e-13,53.5,100,1.17e-13,53.5,100
BAB_RS21235,BME_RS04465,0,812,99.492,0,812,99.492
BAB_RS21240,BME_RS04460,0,619,99.355,0,619,99.355
BAB_RS21245,BME_RS04455,0,666,99.694,0,666,99.694
BAB_RS21250,BME_RS04450,0,2066,99.708,0,2066,99.708
BAB_RS21255,BME_RS04445,0,752,98.953,0,752,98.953
BAB_RS21260,BME_RS04440,1.01e-139,384,99.468,1.01e-139,384,99.468
BAB_RS21265,BME_RS04435,0,777,99.735,0,777,99.735
BAB_RS21270,BME_RS04430,0,739,100,0,739,100
BAB_RS21275,BME_RS04425,9.52e-127,349,100,9.47e-127,349,100
BAB_RS21280,BME_RS04420,2.17e-143,394,99.49,2.16e-143,394,99.49
BAB_RS21285,BME_RS04415,1.88e-118,328,100,1.87e-118,328,100
BAB_RS21295,BME_RS04405,0,1867,99.892,0,1867,99.892
BAB_RS21300,BME_RS04400,2.96e-146,402,100,2.94e-146,402,100
BAB_RS21305,BME_RS04395,3.43e-139,383,99.479,3.41e-139,383,99.479
BAB_RS21310,BME_RS04390,0,511,99.209,0,511,99.209
BAB_RS21315,BME_RS16200,2.32e-38,120,100,1.03e-38,120,100
BAB_RS21320,BME_RS04385,6.01e-121,335,98.81,5.98e-121,335,98.81
BAB_RS21325,BME_RS04380,0,1994,99.692,0,1994,99.692
BAB_RS21330,BME_RS04375,1.03e-60,176,100,1.02e-60,176,100
BAB_RS21335,BME_RS04370,0,1631,99.507,0,1631,99.507
BAB_RS21340,BME_RS04365,0,864,100,0,864,100
BAB_RS21345,BME_RS04360,7.96e-158,431,99.522,7.92e-158,431,99.522
BAB_RS21350,BME_RS04355,0,928,98.941,0,928,98.941
BAB_RS21355,BME_RS04350,1.6e-55,162,100,1.59e-55,162,100
BAB_RS21360,BME_RS04345,0,503,98.785,0,503,98.785
BAB_RS21365,BME_RS04340,0,927,100,0,927,100
BAB_RS21370,BME_RS04335,0,909,100,0,909,100
BAB_RS21375,BME_RS04330,0,1566,99.871,0,1566,99.871
BAB_RS21380,BME_RS04325,0,988,99.593,0,988,99.593
BAB_RS21385,BME_RS04320,0,771,99.737,0,771,99.737
BAB_RS21390,BME_RS04315,0,670,99.399,0,670,99.399
BAB_RS21395,BME_RS04310,0,907,100,0,907,100
BAB_RS21400,BME_RS04305,1.19e-116,323,99.394,1.18e-116,323,99.394
BAB_RS21405,BME_RS04300,0,508,100,0,508,100
BAB_RS21410,BME_RS04295,1.98e-113,314,100,1.97e-113,314,100
BAB_RS21415,BME_RS04290,0,668,100,0,668,100
BAB_RS21420,BME_RS04285,8.5e-37,114,98.462,8.45e-37,114,98.462
BAB_RS21425,BME_RS04280,0,991,100,0,991,100
BAB_RS21430,BME_RS04275,0,886,99.553,0,886,99.553
BAB_RS21435,BME_RS04270,0,922,99.783,0,922,99.783
BAB_RS21440,BME_RS04265,0,715,99.711,0,715,99.711
BAB_RS21445,BME_RS04260,9.84e-78,221,99.083,9.79e-78,221,99.083
BAB_RS21450,BME_RS04255,1.59e-146,401,100,1.58e-146,401,100
BAB_RS21455,BME_RS04250,0,861,99.765,0,861,99.765
BAB_RS21460,BME_RS04245,0,566,99.639,0,566,99.639
BAB_RS21465,BME_RS04240,0,1105,99.631,0,1105,99.631
BAB_RS21470,BME_RS04235,4.16e-175,477,99.565,4.14e-175,477,99.565
BAB_RS21475,BME_RS04230,8.26e-100,280,100,8.21e-100,280,100
BAB_RS21480,BME_RS04225,0,510,99.606,0,510,99.606
BAB_RS21485,BME_RS04220,0,1269,99.841,0,1269,99.841
BAB_RS21490,BME_RS04215,0,680,100,0,680,100
BAB_RS21495,BME_RS04210,0,536,100,0,536,100
BAB_RS21500,BME_RS04205,2.66e-118,328,99.394,2.65e-118,328,99.394
BAB_RS21505,BME_RS04200,0,799,99.505,0,799,99.505
BAB_RS21510,BME_RS04195,1.76e-175,479,99.583,1.75e-175,479,99.583
BAB_RS21515,BME_RS04190,0,1137,99.646,0,1137,99.646
BAB_RS21520,BME_RS04180,0,956,99.789,0,956,99.789
BAB_RS21525,BME_RS04175,0,898,99.767,0,898,99.767
BAB_RS21530,BME_RS04170,0,792,100,0,792,100
BAB_RS21535,BME_RS04165,0,589,100,0,589,100
BAB_RS21540,BME_RS04160,0,565,100,0,565,100
BAB_RS21545,BME_RS04155,3.55e-115,319,99.363,3.53e-115,319,99.363
BAB_RS21550,BME_RS04150,0,701,100,0,701,100
BAB_RS21555,BME_RS04145,0,1575,99.616,0,1575,99.616
BAB_RS21560,BME_RS04140,0,757,99.736,0,757,99.736
BAB_RS21565,BME_RS04135,0,509,98.889,0,509,98.889
BAB_RS21570,BME_RS04130,0,508,100,0,508,100
BAB_RS21575,BME_RS04125,4.03e-135,372,99.462,4.01e-135,372,99.462
BAB_RS21580,BME_RS04120,2.5e-174,476,98.75,2.49e-174,476,98.75
BAB_RS21585,BME_RS04115,0,597,100,0,597,100
BAB_RS21590,BME_RS04110,0,522,99.219,0,522,99.219
BAB_RS21595,BME_RS04105,3.59e-99,278,97.857,4.18e-99,278,97.857
BAB_RS21600,BME_RS04100,0,575,100,0,575,100
BAB_RS21605,BME_RS04095,1.44e-108,302,99.351,1.43e-108,302,99.351
BAB_RS21610,BME_RS04090,0,509,100,0,509,100
BAB_RS21615,BME_RS04085,0,811,99.494,0,811,99.494
BAB_RS21620,BME_RS04080,5.9e-104,290,100,5.87e-104,290,100
BAB_RS21625,BME_RS04075,0,1683,100,0,1683,100
BAB_RS21630,BME_RS04070,7.91e-86,242,99.138,7.87e-86,242,99.138
BAB_RS21635,BME_RS04065,0,953,99.788,0,953,99.788
BAB_RS21640,BME_RS04060,2.02e-70,201,100,2.01e-70,201,100
BAB_RS21645,BME_RS04055,2.23e-105,293,99.31,2.21e-105,293,99.31
BAB_RS21650,BME_RS04050,0,895,99.089,0,895,99.089
BAB_RS21655,BME_RS04045,0,536,100,0,536,100
BAB_RS21660,BME_RS04040,4.66e-88,264,98.485,4.69e-88,264,98.485
BAB_RS21665,BME_RS04035,2.05e-88,249,99.219,2.04e-88,249,99.219
BAB_RS21670,BME_RS04030,2.15e-89,251,99.174,2.13e-89,251,99.174
BAB_RS21675,BME_RS04025,5.35e-40,126,98.462,5.37e-40,126,98.462
BAB_RS21680,BME_RS04020,2.98e-72,206,100,2.96e-72,206,100
BAB_RS21685,BME_RS04015,5.94e-117,323,100,5.9e-117,323,100
BAB_RS21695,BME_RS04005,6.43e-133,366,99.444,6.4e-133,366,99.444
BAB_RS21700,BME_RS04000,0,953,99.574,0,953,99.574
BAB_RS21705,BME_RS03995,0,1047,99.412,0,1047,99.412
BAB_RS21710,BME_RS03990,0,1366,100,0,1366,100
BAB_RS21715,BME_RS03985,0,1457,99.719,0,1457,99.719
BAB_RS21720,BME_RS03980,1.75e-84,239,100,1.74e-84,239,100
BAB_RS21725,BME_RS03975,0,1340,99.707,0,1340,99.707
BAB_RS21730,BME_RS03970,0,652,100,0,652,100
BAB_RS21735,BME_RS03965,0,561,100,0,561,100
BAB_RS21740,BME_RS03960,0,555,100,0,555,100
BAB_RS21745,BME_RS03955,6.25e-146,400,99.485,6.22e-146,400,99.485
BAB_RS21750,BME_RS03950,2.5e-99,278,99.265,2.49e-99,278,99.265
BAB_RS21755,BME_RS03945,0,842,100,0,842,100
BAB_RS21760,BME_RS03940,0,988,99.792,0,988,99.792
BAB_RS21765,BME_RS03935,0,1798,100,0,1798,100
BAB_RS21770,BME_RS03930,0,729,100,0,729,100
BAB_RS21775,BME_RS03925,1.32e-159,437,99.091,1.31e-159,437,99.091
BAB_RS21780,BME_RS03920,1.02e-145,399,99.485,1.02e-145,399,99.485
BAB_RS21785,BME_RS03915,0,892,99.314,0,892,99.314
BAB_RS21790,BME_RS03910,0,940,99.789,0,940,99.789
BAB_RS21795,BME_RS03905,5.31e-101,282,100,5.28e-101,282,100
BAB_RS21800,BME_RS03900,0,682,99.407,0,682,99.407
BAB_RS21805,BME_RS03895,2.68e-94,264,100,2.66e-94,264,100
BAB_RS21810,BME_RS03890,2.83e-87,246,100,2.82e-87,246,100
BAB_RS21815,BME_RS03885,3.64e-141,388,99.485,3.62e-141,388,99.485
BAB_RS21820,BME_RS03880,0,891,99.776,0,891,99.776
BAB_RS21825,BME_RS03875,4.26e-107,299,100,4.24e-107,299,100
BAB_RS21830,BME_RS03870,2.2e-43,130,100,2.18e-43,130,100
BAB_RS21835,BME_RS03865,7.96e-135,371,100,7.92e-135,371,100
BAB_RS21840,BME_RS03860,2.88e-82,233,100,2.87e-82,233,100
BAB_RS21845,BME_RS03855,1.91e-125,347,98.87,1.9e-125,347,98.87
BAB_RS21850,BME_RS03850,9.31e-94,263,98.485,9.26e-94,263,98.485
BAB_RS21855,BME_RS03845,1.5e-69,199,99.01,1.49e-69,199,99.01
BAB_RS21860,BME_RS03840,6.57e-138,379,99.459,6.54e-138,379,99.459
BAB_RS21865,BME_RS03835,1e-70,202,100,9.96e-71,202,100
BAB_RS21870,BME_RS03830,5.09e-85,240,99.18,5.07e-85,240,99.18
BAB_RS21875,BME_RS03825,9.34e-56,163,100,9.29e-56,163,100
BAB_RS21880,BME_RS03820,2.79e-42,128,100,2.77e-42,128,100
BAB_RS21885,BME_RS03815,1.78e-99,278,100,1.77e-99,278,100
BAB_RS21890,BME_RS03810,7.37e-177,482,99.576,7.33e-177,482,99.576
BAB_RS21895,BME_RS03805,3.79e-91,256,100,3.77e-91,256,100
BAB_RS21900,BME_RS03800,9.2e-66,189,100,9.15e-66,189,100
BAB_RS21905,BME_RS03795,0,562,99.639,0,562,99.639
BAB_RS21910,BME_RS03790,2.01e-65,189,97.938,2e-65,189,97.938
BAB_RS21915,BME_RS03785,2.63e-120,336,97.661,2.62e-120,336,97.661
BAB_RS21920,BME_RS03780,1.13e-176,481,100,1.12e-176,481,100
BAB_RS21925,BME_RS03775,2.43e-72,206,100,2.42e-72,206,100
BAB_RS21935,BME_RS03765,0,1415,99.712,0,1415,99.712
BAB_RS21940,BME_RS03760,9.98e-115,318,99.359,9.92e-115,318,99.359
BAB_RS21945,BME_RS03755,2.5e-87,246,100,2.49e-87,246,100
BAB_RS21950,BME_RS03750,5.69e-59,172,94.792,6.07e-59,172,94.792
BAB_RS21955,BME_RS03745,0,2870,99.786,0,2870,99.786
BAB_RS21960,BME_RS03740,0,2815,100,0,2815,100
BAB_RS21965,BME_RS03735,1.77e-78,224,100,1.76e-78,224,100
BAB_RS21970,BME_RS03730,1.61e-124,344,100,1.61e-124,344,100
BAB_RS21975,BME_RS03725,1.18e-166,456,99.571,1.18e-166,456,99.571
BAB_RS21980,BME_RS03720,7.85e-103,287,100,7.81e-103,287,100
BAB_RS21985,BME_RS03715,9.69e-127,350,100,9.63e-127,350,100
BAB_RS21990,BME_RS03710,2.32e-44,133,100,2.31e-44,133,100
BAB_RS21995,BME_RS03705,2.06e-11,47.4,100,2.05e-11,47.4,100
BAB_RS22000,BME_RS03770,0,794,100,0,794,100
BAB_RS22005,BME_RS03695,8.13e-11,45.8,100,8.08e-11,45.8,100
BAB_RS22010,BME_RS03690,2.25e-16,60.1,100,2.24e-16,60.1,100
BAB_RS22015,BME_RS03685,0,569,99.301,0,569,99.301
BAB_RS22020,BME_RS03680,2.44e-100,281,99.301,2.42e-100,281,99.301
BAB_RS22025,BME_RS03675,4.23e-176,480,100,4.2e-176,480,100
BAB_RS22030,BME_RS03670,6.13e-157,429,99.061,6.1e-157,429,99.061
BAB_RS22035,BME_RS03665,3.34e-153,419,99.502,3.32e-153,419,99.502
BAB_RS22040,BME_RS03660,7.39e-131,360,100,7.34e-131,360,100
BAB_RS22045,BME_RS03655,3.34e-45,135,100,3.33e-45,135,100
BAB_RS22050,BME_RS03650,0,565,100,0,565,100
BAB_RS22055,BME_RS03645,0,520,99.609,0,520,99.609
BAB_RS22060,BME_RS03640,8.59e-117,323,99.371,8.54e-117,323,99.371
BAB_RS22065,BME_RS03635,1.02e-142,392,98.964,1.01e-142,392,98.964
BAB_RS22070,BME_RS03630,4.4e-132,363,100,4.38e-132,363,100
BAB_RS22080,BME_RS03625,1.27e-44,144,98.571,4.52e-44,144,98.571
BAB_RS22090,BME_RS03620,0,1183,99.832,0,1183,99.832
BAB_RS22095,BME_RS03615,0,712,99.717,0,712,99.717
BAB_RS22100,BME_RS03610,0,657,99.695,0,657,99.695
BAB_RS22105,BME_RS03605,0,884,99.772,0,884,99.772
BAB_RS22110,BME_RS03600,0,833,100,0,833,100
BAB_RS22115,BME_RS03595,1.62e-80,228,100,1.62e-80,228,100
BAB_RS22120,BME_RS03590,0,742,100,0,742,100
BAB_RS22130,BME_RS03585,1.21e-10,45.4,96,1.2e-10,45.4,96
BAB_RS22135,BME_RS03580,1.59e-67,194,100,1.58e-67,194,100
BAB_RS22140,BME_RS03575,1.64e-177,483,99.58,1.63e-177,483,99.58
BAB_RS22145,BME_RS03570,0,572,100,0,572,100
BAB_RS22150,BME_RS03565,0,508,100,0,508,100
BAB_RS22155,BME_RS03560,7.16e-156,427,99.528,7.12e-156,427,99.528
BAB_RS22160,BME_RS03555,0,800,99.751,0,800,99.751
BAB_RS22165,BME_RS03550,0,872,99.536,0,872,99.536
BAB_RS22170,BME_RS03545,1.2e-149,410,99.519,1.19e-149,410,99.519
BAB_RS22175,BME_RS03540,0,498,99.59,0,498,99.59
BAB_RS22180,BME_RS03535,0,1133,99.468,0,1133,99.468
BAB_RS22185,BME_RS03530,1.31e-108,303,99.355,1.36e-108,303,99.355
