Melitensis16M,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS04220,OANT_RS10640,0,1019,82.962,0,1046,82.962
BME_RS04225,OANT_RS10645,6.06e-172,471,91.732,3.85e-172,471,91.732
BME_RS04230,OANT_RS10650,4.5e-65,192,81.935,8.83e-57,171,92.857
BME_RS04235,OANT_RS10655,5.18e-144,399,86.087,6.85e-155,426,86.087
BME_RS04240,OANT_RS10660,0,1081,97.048,0,1081,97.048
BME_RS04245,OANT_RS10665,0,498,92.419,2.32e-177,486,92.419
BME_RS04250,OANT_RS10670,0,846,96.941,0,846,96.941
BME_RS04260,OANT_RS10680,5.5e-71,204,88.991,3.5e-71,204,88.991
BME_RS04265,OANT_RS10685,0,668,91.04,0,648,91.04
BME_RS04270,OANT_RS10690,0,895,95.699,0,895,95.699
BME_RS04275,OANT_RS10695,0,712,86.192,0,739,85.872
BME_RS04280,OANT_RS10705,0,941,93.634,0,941,93.634
BME_RS04285,OANT_RS25640,4.89e-27,90.1,81.967,2.92e-27,90.1,81.967
BME_RS04290,OANT_RS10710,0,621,91.589,0,621,91.589
BME_RS04295,OANT_RS10715,1.21e-102,288,90,7.66e-103,288,90
BME_RS04300,OANT_RS10720,1.93e-138,386,88.517,1.23e-138,386,88.517
BME_RS04305,OANT_RS10725,3e-86,247,78.395,1.89e-86,247,78.395
BME_RS04310,OANT_RS10730,0,728,86.946,0,728,86.946
BME_RS04315,OANT_RS10735,0,575,85.89,0,575,85.89
BME_RS04320,OANT_RS10740,0,696,89.474,0,696,89.474
BME_RS04325,OANT_RS10745,0,941,94.057,0,941,94.057
BME_RS04330,OANT_RS11480,0,1353,86.421,0,1353,86.421
BME_RS04335,OANT_RS11475,0,879,96.026,0,879,96.026
BME_RS04340,OANT_RS11470,0,891,94.978,0,891,94.978
BME_RS04350,OANT_RS11465,2.51e-55,162,100,1.6e-55,162,100
BME_RS04355,OANT_RS11460,0,813,90.042,0,810,90.042
BME_RS04360,OANT_RS11455,1.08e-154,424,97.608,6.86e-155,424,97.608
BME_RS04365,OANT_RS11450,0,848,97.642,0,848,97.642
BME_RS04370,OANT_RS11445,0,1515,94.335,0,1532,94.335
BME_RS04375,OANT_RS11440,2.86e-59,173,97.802,1.82e-59,173,97.802
BME_RS04380,OANT_RS11420,0,1893,95.791,0,1893,95.791
BME_RS04385,OANT_RS11410,5.55e-91,259,88.953,3.63e-96,272,88.953
BME_RS04390,OANT_RS11400,1.86e-133,374,73.878,1.2e-133,374,73.878
BME_RS04395,OANT_RS11355,5.27e-118,330,84.896,3.35e-118,330,84.896
BME_RS04400,OANT_RS11330,4.45e-128,357,93.78,1.04e-135,375,93.78
BME_RS04405,OANT_RS11325,0,1760,94.731,0,1760,94.731
BME_RS04415,OANT_RS11320,1.18e-105,296,91.463,2.77e-109,305,91.463
BME_RS04420,OANT_RS11315,2.12e-128,356,88.776,3.36e-121,338,88.776
BME_RS04425,OANT_RS11310,1.01e-120,335,94.643,6.42e-121,335,94.643
BME_RS04430,OANT_RS11305,0,675,88.981,0,675,88.981
BME_RS04435,OANT_RS11300,0,746,94.947,0,746,94.947
BME_RS04440,OANT_RS11295,3.76e-101,286,75.138,2.3e-101,286,75.138
BME_RS04445,OANT_RS11290,0,624,83.756,0,628,83.756
BME_RS04450,OANT_RS11285,0,1897,93.489,0,1897,93.489
BME_RS04455,OANT_RS11280,0,630,94.172,0,630,94.172
BME_RS04460,OANT_RS11275,3.74e-152,426,85.833,2.34e-152,426,85.833
BME_RS04465,OANT_RS11270,0,791,95.939,0,791,95.939
BME_RS04470,OANT_RS11265,0,710,90,0,710,90
BME_RS04490,OANT_RS24520,3.67e-36,122,38.378,2.15e-36,122,38.378
BME_RS04505,OANT_RS25030,9.9e-21,90.9,26.482,6.34e-21,90.9,26.482
BME_RS04510,OANT_RS11205,1.86e-13,53.5,100,1.18e-13,53.5,100
BME_RS04515,OANT_RS11200,1.22e-12,54.3,49.153,1.14e-12,54.3,49.153
BME_RS04520,OANT_RS11195,0,546,83.492,0,546,83.492
BME_RS04525,OANT_RS11190,8.39e-91,257,86.525,5.42e-91,257,86.525
BME_RS04530,OANT_RS11185,2.56e-125,350,82.075,3.55e-132,367,82.075
BME_RS04535,OANT_RS11180,2.7e-97,274,87.671,1.72e-97,274,87.671
BME_RS04540,OANT_RS11175,2.49e-75,216,84.874,1.54e-75,216,84.874
BME_RS04545,OANT_RS11170,5.08e-117,335,82.292,6.77e-117,335,82.292
BME_RS04555,OANT_RS11165,0,1334,96.201,0,1334,96.201
BME_RS04560,OANT_RS11160,0,521,79.091,0,521,79.091
BME_RS04565,OANT_RS11155,4.57e-47,150,78.889,2.94e-47,150,78.889
BME_RS04570,OANT_RS11150,1.88e-130,362,81.683,1.2e-130,362,81.683
BME_RS04575,OANT_RS11145,1.55e-179,492,87.226,9.85e-180,492,87.226
BME_RS04580,OANT_RS11140,0,655,92.239,0,655,92.239
BME_RS04585,OANT_RS11135,0,517,86.392,0,514,86.392
BME_RS04590,OANT_RS11130,0,505,88.406,0,505,88.406
BME_RS04595,OANT_RS16135,2.27e-167,470,78.644,4.36e-167,469,78.644
BME_RS04620,OANT_RS11120,0,934,90.726,0,934,90.726
BME_RS04625,OANT_RS11115,1.86e-163,451,83.908,1.18e-163,451,83.908
BME_RS04630,OANT_RS11110,8.03e-103,290,76.744,5.11e-103,290,76.744
BME_RS04635,OANT_RS11105,0,521,88.732,0,521,88.732
BME_RS04640,OANT_RS11100,5.11e-162,446,87.045,3.25e-162,446,87.045
BME_RS04645,OANT_RS11095,0,631,89.474,0,631,89.474
BME_RS04650,OANT_RS11090,0,765,87.124,0,754,86.266
BME_RS04655,OANT_RS11085,0,779,91.627,0,775,91.627
BME_RS04660,OANT_RS11080,1.01e-14,56.6,96.429,6.42e-15,56.6,96.429
BME_RS04665,OANT_RS11070,2.76e-136,377,92.424,1.76e-136,377,92.424
BME_RS04670,OANT_RS11065,1.53e-162,447,84.524,9.72e-163,447,84.524
BME_RS04675,OANT_RS11060,0,505,84.342,0,505,84.342
BME_RS04680,OANT_RS11055,2.29e-89,255,89.63,1.46e-89,255,89.63
BME_RS04685,OANT_RS11050,6.46e-101,284,84.568,4.11e-101,284,84.568
BME_RS04690,OANT_RS11045,0,2475,95.724,0,2462,95.724
BME_RS04695,OANT_RS25070,0,688,83.375,0,707,83.375
BME_RS04700,OANT_RS11035,0,608,68.879,0,608,68.879
BME_RS04705,OANT_RS11020,0,577,69.9,0,577,69.9
BME_RS04715,OANT_RS11010,2.01e-143,412,58.85,2.34e-132,384,57.942
BME_RS04720,OANT_RS11005,4.39e-97,273,97.101,2.79e-97,273,97.101
BME_RS04725,OANT_RS11000,1.77e-84,243,71.084,1.12e-84,243,71.084
BME_RS04730,OANT_RS10995,0,904,90.947,0,904,90.947
BME_RS04735,OANT_RS10990,0,533,85.154,0,552,85.154
BME_RS04740,OANT_RS10985,4.31e-120,334,91.525,2.74e-120,334,91.525
BME_RS04745,OANT_RS10980,6.73e-97,275,74.857,4.26e-97,275,74.857
BME_RS04750,OANT_RS10975,1.52e-77,221,87.395,9.65e-78,221,87.395
BME_RS04755,OANT_RS10970,5.88e-150,418,75.636,2.49e-155,431,75.636
BME_RS04760,OANT_RS10965,1.02e-130,363,83.744,8.99e-125,347,82.927
BME_RS04765,OANT_RS10960,4.75e-40,129,65.591,5.51e-40,129,65.591
BME_RS04775,OANT_RS10955,1.19e-72,208,93.458,7.55e-73,208,93.458
BME_RS04785,OANT_RS10945,0,2450,79.951,0,2270,75.902
BME_RS04790,OANT_RS10940,5.18e-121,339,77.512,3.29e-121,339,77.512
BME_RS04795,OANT_RS10935,0,553,82.175,0,553,82.175
BME_RS04800,OANT_RS10930,0,510,91.228,0,511,91.228
BME_RS04805,OANT_RS10925,0,660,87.468,0,682,87.468
BME_RS04810,OANT_RS10920,0,551,82.822,0,551,82.822
BME_RS04815,OANT_RS10890,0,1412,94.839,0,1435,94.839
BME_RS04820,OANT_RS25645,2.17e-33,119,39.766,1.72e-33,118,39.766
BME_RS04825,OANT_RS10885,0,785,85.777,0,783,85.777
BME_RS04830,OANT_RS10880,0,1027,88.909,0,1024,88.909
BME_RS04835,OANT_RS10875,2.59e-67,196,81.897,1.65e-67,196,81.897
BME_RS04840,OANT_RS10870,0,886,94.118,0,886,94.118
BME_RS04845,OANT_RS10865,0,830,85.129,0,815,85.129
BME_RS04850,OANT_RS10860,1.48e-97,277,90.123,7.42e-107,300,89.326
BME_RS04855,OANT_RS10855,2.83e-151,417,89.655,1.8e-151,417,89.655
BME_RS04860,OANT_RS10850,7.08e-149,411,84.052,4.48e-149,411,84.052
BME_RS04865,OANT_RS10845,9.24e-16,63.5,54.762,9.51e-26,88.2,54.762
BME_RS04870,OANT_RS10840,0,731,75.351,0,752,75.351
BME_RS04875,OANT_RS10835,7.39e-76,217,100,4.7e-76,217,100
BME_RS04880,OANT_RS10830,0,928,93.817,0,928,93.817
BME_RS04885,OANT_RS10825,5.97e-178,487,90,3.8e-178,487,90
BME_RS04890,OANT_RS10820,2.43e-128,358,78.636,3.12e-134,373,80.909
BME_RS04895,OANT_RS10815,0,525,88.176,0,540,87.296
BME_RS04900,OANT_RS10810,0,642,93.252,0,642,93.252
BME_RS04905,OANT_RS10805,0,1141,93.656,0,1141,93.813
BME_RS04910,OANT_RS10800,0,498,87.037,0,498,87.037
BME_RS04915,OANT_RS10795,1.03e-175,481,88.417,6.58e-176,481,88.417
BME_RS04920,OANT_RS10790,0,1009,93.786,0,1009,93.786
BME_RS04925,OANT_RS10785,0,599,80.672,0,581,80.672
BME_RS04930,OANT_RS10780,7.01e-130,362,82.71,4.46e-130,362,82.71
BME_RS04935,OANT_RS10775,0,591,73.618,0,581,76.923
BME_RS04940,OANT_RS10770,0,669,76.651,0,653,76.651
BME_RS04945,OANT_RS16560,4.89e-49,150,57.391,3.81e-49,150,57.391
BME_RS04970,OANT_RS01365,5.22e-37,130,87.5,2.6e-38,132,87.5
BME_RS04975,OANT_RS01360,1.6e-156,445,95.982,2.33e-156,445,95.982
BME_RS04995,OANT_RS07960,5.1e-33,106,65.854,3.44e-33,106,65.854
BME_RS05000,OANT_RS03190,9.55e-68,196,92.308,6.08e-68,196,92.308
BME_RS05010,OANT_RS22255,1.12e-116,330,72.152,9.95e-110,311,72.152
BME_RS05020,OANT_RS12050,7.51e-09,45.8,34.118,4.62e-09,45.8,34.118
BME_RS05050,OANT_RS09305,1.06e-15,74.3,24.633,7.17e-16,74.3,24.633
BME_RS05055,OANT_RS10760,2.12e-10,45.4,100,1.35e-10,45.4,100
BME_RS05060,OANT_RS21490,5.38e-36,114,92.308,1.49e-32,105,93.22
BME_RS05065,OANT_RS11505,5.88e-13,52,96,3.74e-13,52,96
BME_RS05070,OANT_RS11540,1.63e-12,50.8,100,1.04e-12,50.8,100
BME_RS05075,OANT_RS11545,0,964,84.572,0,964,84.572
BME_RS05085,OANT_RS11550,0,1087,97.398,0,1087,97.398
BME_RS05095,OANT_RS11575,1.73e-76,219,84.874,1.1e-76,219,84.874
BME_RS05100,OANT_RS11580,0,646,90.116,0,646,90.116
BME_RS05105,OANT_RS11590,9.95e-85,248,57.416,6.02e-85,248,57.416
BME_RS05110,OANT_RS11595,3.24e-21,82.4,70,2.08e-21,82.4,70
BME_RS05120,OANT_RS11615,1.63e-47,147,70.526,2.23e-47,147,70.526
BME_RS05125,OANT_RS11620,0,546,90.345,0,546,90.345
BME_RS05130,OANT_RS11625,1.14e-173,485,74.613,9.16e-174,485,74.613
BME_RS05140,OANT_RS11630,0,1672,93.516,0,1671,93.516
BME_RS05145,OANT_RS11635,4.04e-79,236,54.478,2.74e-79,236,54.478
BME_RS05150,OANT_RS11640,0,770,82.353,0,751,82.353
BME_RS05155,OANT_RS11645,4.48e-138,383,84.685,8.16e-134,372,85.446
BME_RS05160,OANT_RS11650,1.74e-31,101,71.212,1.1e-31,101,71.212
BME_RS05165,OANT_RS11655,3.29e-118,332,77.315,2.16e-118,332,77.315
BME_RS05170,OANT_RS11660,3.63e-81,231,88.889,2.31e-81,231,88.889
BME_RS05175,OANT_RS11670,0,830,87.037,0,836,88.066
BME_RS05180,OANT_RS11675,3.35e-167,459,90.272,4.03e-167,459,90.272
BME_RS05185,OANT_RS11680,4.15e-12,49.7,100,2.64e-12,49.7,100
BME_RS05195,OANT_RS11685,5.41e-90,254,89.928,3.44e-90,254,89.928
BME_RS05200,OANT_RS11690,0,825,95.652,0,825,95.652
BME_RS05205,OANT_RS11695,0,801,91.294,0,801,91.294
BME_RS05210,OANT_RS11700,0,495,97.61,0,495,97.61
BME_RS05215,OANT_RS11705,0,1046,98.817,0,1046,98.817
BME_RS05220,OANT_RS11715,0,639,81.25,0,639,81.25
BME_RS05225,OANT_RS11720,1.15e-166,456,96.429,7.29e-167,456,96.429
BME_RS05230,OANT_RS11725,1.75e-65,190,86.364,1.11e-65,190,86.364
BME_RS05235,OANT_RS16190,5.82e-83,254,40.872,3.68e-83,254,40.872
BME_RS05240,OANT_RS11730,0,816,94.484,0,799,94.484
BME_RS05245,OANT_RS11735,0,1867,81.979,0,1858,81.979
BME_RS05250,OANT_RS11740,1.58e-100,283,87.662,1e-100,283,87.662
BME_RS05255,OANT_RS11745,0,539,95.636,0,539,95.636
BME_RS05260,OANT_RS11750,1.81e-28,104,42.012,1.41e-29,108,42.604
BME_RS05270,OANT_RS11755,0,685,95.93,0,685,95.93
BME_RS05275,OANT_RS11760,0,1580,92.308,0,1580,92.308
BME_RS05280,OANT_RS11765,0,638,79.449,0,638,79.449
BME_RS05285,OANT_RS11770,8.56e-30,97.1,83.607,5.45e-30,97.1,83.607
BME_RS05290,OANT_RS11775,0,1285,81.545,0,1315,81.223
BME_RS05295,OANT_RS11780,0,563,91.167,0,572,91.167
BME_RS05300,OANT_RS11785,0,775,88.323,0,772,88.323
BME_RS05305,OANT_RS11790,1.02e-147,411,77.606,1.23e-154,428,78.358
BME_RS05310,OANT_RS11795,1.46e-105,295,90.446,9.29e-106,295,90.446
BME_RS05315,OANT_RS11800,4.2e-87,249,89.103,1.25e-91,259,91.667
BME_RS05320,OANT_RS11805,0,899,95.796,0,899,95.796
BME_RS05325,OANT_RS11810,1.22e-125,349,86.243,7.94e-126,349,86.243
BME_RS05330,OANT_RS11815,2.79e-99,280,83.974,1.77e-99,280,83.974
BME_RS05335,OANT_RS11820,3.52e-95,268,91.912,2.24e-95,268,91.912
BME_RS05340,OANT_RS11825,5.83e-108,302,84.431,3.71e-108,302,84.431
BME_RS05345,OANT_RS11830,0,995,96.4,0,995,96.4
BME_RS05350,OANT_RS11835,0,936,96.289,0,936,96.289
BME_RS05355,OANT_RS12115,3.67e-15,57.8,100,2.34e-15,57.8,100
BME_RS05360,OANT_RS12120,3.46e-100,285,72.487,2.2e-100,285,72.487
BME_RS05365,OANT_RS12125,0,526,77.719,0,545,77.719
BME_RS05370,OANT_RS25670,1.85e-28,92.4,91.667,1.18e-28,92.4,91.667
BME_RS05375,OANT_RS12130,0,913,94.372,0,916,94.194
BME_RS05380,OANT_RS12135,1.5e-179,493,83.755,9.53e-180,493,83.755
BME_RS05385,OANT_RS12140,3.17e-84,239,90.698,2.02e-84,239,90.698
BME_RS05390,OANT_RS12145,0,1300,88.598,0,1298,88.598
BME_RS05395,OANT_RS12150,1.04e-72,209,92.035,6.63e-73,209,92.035
BME_RS05400,OANT_RS12155,0,544,91.986,0,544,91.986
BME_RS05405,OANT_RS12160,0,660,79.684,0,699,81.982
BME_RS05415,OANT_RS12165,5.75e-145,400,90.541,9.34e-153,420,90.541
BME_RS05420,OANT_RS12170,9.26e-177,484,93.676,5.96e-177,484,93.676
BME_RS05425,OANT_RS12175,0,796,91.803,0,820,91.803
BME_RS05430,OANT_RS12180,0,525,94.526,0,504,94.526
BME_RS05435,OANT_RS12185,8.69e-66,198,72.327,7.82e-64,193,83.471
BME_RS05440,OANT_RS12190,1.75e-34,109,86.842,1.5e-34,109,86.842
BME_RS05445,OANT_RS12195,3.08e-135,377,83.128,1.16e-134,375,83.128
BME_RS05450,OANT_RS12200,5.22e-165,456,85.461,2.24e-166,459,85.461
BME_RS05455,OANT_RS12205,0,635,90.855,0,635,90.855
BME_RS05460,OANT_RS12215,0,951,55.951,0,966,57.25
BME_RS05465,OANT_RS12220,0,1141,94.53,0,1141,94.53
BME_RS05470,OANT_RS12225,0,715,88.806,0,714,88.806
BME_RS05475,OANT_RS12230,4.46e-72,207,93.519,2.84e-72,207,93.519
BME_RS05480,OANT_RS12235,1.02e-151,419,93.191,6.17e-160,439,93.191
BME_RS05485,OANT_RS12240,0,500,89.615,0,500,89.615
BME_RS05490,OANT_RS12245,1.51e-173,476,86.891,9.48e-174,476,86.891
BME_RS05495,OANT_RS12250,1.26e-76,226,63.69,1.96e-70,210,59.788
BME_RS05500,OANT_RS12255,1.37e-137,381,90.995,1.47e-138,383,90.995
BME_RS05505,OANT_RS12260,4.34e-114,317,96.855,2.76e-114,317,96.855
BME_RS05510,OANT_RS12265,0,585,94.395,0,584,94.395
BME_RS05515,OANT_RS12270,4.39e-140,391,79.615,1.52e-133,374,79.615
BME_RS05520,OANT_RS12275,7.57e-29,94.7,67.188,4.82e-29,94.7,67.188
BME_RS05525,OANT_RS12280,3.33e-151,417,88.462,5.5e-142,393,88.462
BME_RS05530,OANT_RS12285,0,552,84.295,0,566,83.901
BME_RS05535,OANT_RS11490,9.25e-179,489,88.806,1.34e-171,471,87.687
BME_RS05540,OANT_RS12290,3.14e-145,402,87.665,2e-145,402,87.665
BME_RS05545,OANT_RS12295,0,688,86.807,0,688,86.807
BME_RS05550,OANT_RS12300,9.37e-156,429,85.185,5.96e-156,429,85.185
BME_RS05555,OANT_RS12305,0,530,87.829,0,532,87.829
BME_RS05560,OANT_RS12310,0,626,87.021,0,626,87.021
BME_RS05565,OANT_RS12315,5.46e-149,413,79.447,2.09e-139,389,76.285
BME_RS05570,OANT_RS12320,1.87e-63,184,98.925,1.19e-63,184,98.925
BME_RS05575,OANT_RS12325,0,689,89.286,0,664,89.286
BME_RS05580,OANT_RS12330,0,813,94.588,0,813,94.588
BME_RS05585,OANT_RS12335,0,677,96.784,0,677,96.784
BME_RS05590,OANT_RS12340,0,577,91.883,0,591,91.883
BME_RS05595,OANT_RS12345,2.47e-159,437,94.667,8.01e-153,420,96.226
BME_RS05600,OANT_RS12350,0,876,98.152,0,876,98.152
BME_RS05605,OANT_RS12355,0,511,88.448,0,511,88.448
BME_RS05610,OANT_RS12360,4.61e-134,370,94.149,2.93e-134,370,94.149
BME_RS05615,OANT_RS12365,9.45e-167,458,94.841,6.3e-167,458,94.841
BME_RS05620,OANT_RS12370,1.28e-63,186,88.785,8.15e-64,186,88.785
BME_RS05625,OANT_RS12375,0,512,98.425,0,512,98.425
BME_RS05630,OANT_RS12380,2.86e-50,150,94.937,1.82e-50,150,94.937
BME_RS05635,OANT_RS12385,2.59e-164,449,97.309,1.65e-164,449,97.309
BME_RS05640,OANT_RS12390,1.26e-146,404,92.093,8.05e-147,404,92.093
BME_RS05645,OANT_RS12395,2.2e-80,230,93.233,4.66e-81,231,93.233
BME_RS05650,OANT_RS12410,0,1439,95.946,0,1439,95.946
BME_RS05655,OANT_RS12415,4.76e-53,156,98.701,3.03e-53,156,98.701
BME_RS05660,OANT_RS12420,1.15e-73,211,91.818,7.29e-74,211,91.818
BME_RS05665,OANT_RS12425,0,728,89.549,0,728,89.549
BME_RS05670,OANT_RS12430,1.75e-175,482,82.182,5.62e-169,465,82.182
BME_RS05675,OANT_RS12435,0,521,92.808,0,544,92.808
BME_RS05680,OANT_RS12445,8.03e-148,406,96.098,5.11e-148,406,96.098
BME_RS05685,OANT_RS12450,7.03e-147,415,60.331,9.26e-143,404,59.392
BME_RS05690,OANT_RS12455,1.15e-74,216,76.866,7.54e-75,216,76.866
BME_RS05695,OANT_RS12460,6.8e-24,82.4,90.164,1.28e-23,81.3,90.164
BME_RS05700,OANT_RS12475,0,2233,92.949,0,2216,92.949
BME_RS05705,OANT_RS12480,4.54e-162,444,95.595,2.89e-162,444,95.595
BME_RS05710,OANT_RS12485,0,813,95.183,0,840,95.183
BME_RS05715,OANT_RS12490,0,881,95.249,0,881,95.249
BME_RS05720,OANT_RS12495,5.45e-56,165,89.888,3.47e-56,165,89.888
BME_RS05725,OANT_RS12500,9.77e-91,256,94.776,6.22e-91,256,94.776
BME_RS05730,OANT_RS12505,0,1085,96.416,0,1085,96.416
BME_RS05735,OANT_RS12510,0,509,95.472,0,509,95.472
BME_RS05740,OANT_RS12515,0,834,93.305,0,854,93.305
BME_RS05745,OANT_RS12520,0,966,94.422,0,951,94.422
BME_RS05750,OANT_RS12525,0,1257,92.47,0,1257,92.47
BME_RS05755,OANT_RS12530,3.93e-66,191,99.02,2.5e-66,191,99.02
BME_RS05760,OANT_RS12535,1.11e-127,355,93.659,7.55e-128,355,93.659
BME_RS05765,OANT_RS12540,3.15e-118,328,96.933,2.01e-118,328,96.933
BME_RS05770,OANT_RS12545,0,670,97.695,0,670,97.695
BME_RS05775,OANT_RS12550,0,1354,94.669,0,1354,94.669
BME_RS05780,OANT_RS12555,0,881,96.782,0,881,96.782
BME_RS05785,OANT_RS12560,1.71e-154,431,93.458,1.26e-157,439,93.578
BME_RS05790,OANT_RS12565,0,801,96.97,0,801,96.97
BME_RS05795,OANT_RS12575,1.21e-142,393,93.564,7.72e-143,393,93.564
BME_RS05800,OANT_RS12580,4.9e-143,393,97.927,3.11e-143,393,97.927
BME_RS05805,OANT_RS12585,8.45e-82,233,95.868,5.38e-82,233,95.868
BME_RS05820,OANT_RS12855,8.63e-13,51.6,100,5.49e-13,51.6,100
BME_RS05845,OANT_RS25925,3.51e-23,87.8,41.667,4.21e-24,90.5,42.609
BME_RS05855,OANT_RS12930,0,837,95.54,0,837,95.54
BME_RS05860,OANT_RS12940,2.09e-85,243,88.806,7.75e-78,224,88.806
BME_RS05870,OANT_RS12945,1.31e-108,303,94.805,8.31e-109,303,94.805
BME_RS05875,OANT_RS12950,1.72e-112,313,98.101,1.09e-112,313,98.101
BME_RS05880,OANT_RS12965,0,609,93.671,0,609,93.671
BME_RS05885,OANT_RS12970,0,604,94.839,0,604,94.839
BME_RS05890,OANT_RS12980,0,631,90.169,0,606,90.169
BME_RS05895,OANT_RS12985,1.04e-43,132,91.667,6.6e-44,132,91.667
BME_RS05900,OANT_RS12995,1.82e-88,271,69.189,2.92e-88,272,69.189
BME_RS05905,OANT_RS13000,6.39e-124,345,87.113,1.32e-129,359,87.113
BME_RS05915,OANT_RS13015,0,845,77.713,0,845,77.713
BME_RS05920,OANT_RS13030,1.74e-12,50.8,100,1.11e-12,50.8,100
BME_RS05925,OANT_RS13050,2.84e-58,172,85.714,1.81e-58,172,85.714
BME_RS05930,OANT_RS13055,1.5e-128,355,97.207,9.52e-129,355,97.207
BME_RS05935,OANT_RS13060,5.37e-74,212,96.262,3.42e-74,212,96.262
BME_RS05940,OANT_RS13065,0,608,94.118,0,606,94.118
BME_RS05945,OANT_RS13070,0,672,95.64,0,648,96.108
BME_RS05950,OANT_RS13075,1.96e-119,333,87.027,1.25e-119,333,87.027
BME_RS05955,OANT_RS13080,1.61e-108,305,88.587,2.95e-110,310,88.587
BME_RS05960,OANT_RS13085,6.26e-113,315,91.813,4.15e-113,315,91.813
BME_RS05965,OANT_RS13090,0,1372,96.657,0,1372,96.657
BME_RS05970,OANT_RS13095,1.08e-114,320,93.452,6.74e-115,320,93.452
BME_RS05975,OANT_RS13100,3.73e-105,294,96.053,2.38e-105,294,96.053
BME_RS05980,OANT_RS13105,4.18e-145,399,96.535,2.66e-145,399,96.535
BME_RS05985,OANT_RS13110,0,613,85.523,0,635,85.523
BME_RS05990,OANT_RS13115,2.46e-108,303,94.937,1.56e-108,303,94.937
BME_RS05995,OANT_RS13125,1.69e-132,386,97.872,1.08e-132,386,97.872
BME_RS06000,OANT_RS13130,0,813,89.376,0,813,89.376
BME_RS06005,OANT_RS13135,4.51e-105,295,91.813,3.94e-105,295,91.813
BME_RS06010,OANT_RS13145,5.79e-88,250,83.333,2.66e-83,238,83.333
BME_RS06015,OANT_RS13150,0,661,90.258,0,661,90.258
BME_RS06020,OANT_RS13155,0,668,93.895,0,668,93.895
BME_RS06025,OANT_RS13160,7.72e-107,298,94.231,4.91e-107,298,94.231
BME_RS06030,OANT_RS13165,0,506,95.181,0,506,95.181
BME_RS06035,OANT_RS13175,0,1524,96.494,0,1524,96.494
BME_RS06040,OANT_RS13180,0,612,76.131,0,612,76.131
BME_RS06045,OANT_RS13185,0,1197,97.143,0,1197,97.143
BME_RS06050,OANT_RS13190,0,742,94.805,0,742,94.805
BME_RS06055,OANT_RS13195,0,953,93.164,0,953,93.164
BME_RS06060,OANT_RS13200,0,1416,93.298,0,1416,93.298
BME_RS06065,OANT_RS13205,1.27e-57,169,92.857,8.05e-58,169,92.857
BME_RS06070,OANT_RS13210,0,630,80.506,0,630,80.506
BME_RS06075,OANT_RS13250,0,540,95.539,0,540,95.539
BME_RS06085,OANT_RS13260,0,724,91.94,0,724,91.94
BME_RS06090,OANT_RS13265,0,686,95.627,0,686,95.627
BME_RS06095,OANT_RS13275,2.01e-124,351,70.98,4.49e-133,372,70.98
BME_RS06105,OANT_RS13280,0,702,85.604,0,702,85.604
BME_RS06110,OANT_RS13300,5.63e-23,81.3,86.585,2.5e-23,81.6,86.585
BME_RS06115,OANT_RS13305,1.07e-57,175,67.925,1.44e-57,174,71.25
BME_RS06195,OANT_RS13330,4.78e-09,42,84,3.04e-09,42,84
BME_RS06200,OANT_RS13335,4.01e-64,186,87.129,2.55e-64,186,87.129
BME_RS06205,OANT_RS13340,2.37e-12,50.4,100,1.51e-12,50.4,100
BME_RS06220,OANT_RS17380,1.25e-154,426,91.453,1.42e-163,448,91.453
BME_RS06225,OANT_RS13350,5.75e-111,318,63.214,3.4e-103,298,65.863
BME_RS06230,OANT_RS13355,1.08e-155,433,78.169,2.17e-164,454,78.169
BME_RS06235,OANT_RS13360,7.03e-149,411,88.646,4.41e-149,411,88.646
BME_RS06240,OANT_RS13365,0,664,89.529,0,637,89.529
BME_RS06245,OANT_RS13370,0,663,91.736,0,663,91.736
BME_RS06250,OANT_RS13375,1.98e-115,324,84.39,8.71e-124,345,84.39
BME_RS06255,OANT_RS13380,4.06e-107,301,85.057,1.35e-102,289,85.057
BME_RS06260,OANT_RS13385,0,1321,89.316,0,1321,89.316
BME_RS06265,OANT_RS13390,0,497,88.968,0,497,88.968
BME_RS06270,OANT_RS13395,0,531,87.241,0,531,87.241
BME_RS06275,OANT_RS13400,1.04e-93,265,80.769,6.59e-94,265,80.769
BME_RS06280,OANT_RS13405,5.54e-126,353,75.983,2.53e-128,358,75.983
BME_RS06285,OANT_RS13410,1.64e-140,387,92.965,1.04e-140,387,92.965
BME_RS06290,OANT_RS13425,1.85e-143,396,88.732,1.18e-143,396,88.732
BME_RS06295,OANT_RS13430,1.1e-160,444,78.148,6.99e-161,444,78.148
BME_RS06300,OANT_RS13435,0,1234,91.356,0,1234,91.505
BME_RS06305,OANT_RS13440,1.81e-126,351,94.33,8.17e-127,352,94.33
BME_RS06310,OANT_RS13445,8.67e-47,141,78.824,5.52e-47,141,78.824
BME_RS06315,OANT_RS13450,3.14e-83,239,77.124,5.96e-91,258,77.124
BME_RS06320,OANT_RS13455,4.34e-165,455,80.15,2.76e-165,455,80.15
BME_RS06325,OANT_RS13460,4.23e-97,273,95.714,2.69e-97,273,95.714
BME_RS06330,OANT_RS13465,3.56e-100,283,77.647,2.26e-100,283,77.647
BME_RS06335,OANT_RS13470,0,1210,93.939,0,1191,93.939
