Abortus2308,O_anthropi,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BAB_RS20285,OANT_RS12140,3.17e-84,239,90.698,2.01e-84,239,90.698
BAB_RS20290,OANT_RS12135,5.17e-179,491,83.394,3.27e-179,491,83.394
BAB_RS20295,OANT_RS12130,0,911,94.156,0,914,93.978
BAB_RS20300,OANT_RS25670,1.85e-28,92.4,91.667,1.17e-28,92.4,91.667
BAB_RS20305,OANT_RS12125,0,529,77.984,0,548,77.984
BAB_RS20310,OANT_RS12120,3.62e-100,285,72.487,2.29e-100,285,72.487
BAB_RS20315,OANT_RS12115,3.67e-15,57.8,100,2.32e-15,57.8,100
BAB_RS20320,OANT_RS11835,0,919,95.052,0,919,95.052
BAB_RS20325,OANT_RS11830,0,995,96.4,0,995,96.4
BAB_RS20330,OANT_RS11825,5.83e-108,302,84.431,3.69e-108,302,84.431
BAB_RS20335,OANT_RS11820,3.52e-95,268,91.912,2.22e-95,268,91.912
BAB_RS20340,OANT_RS11815,2.79e-99,280,83.974,1.76e-99,280,83.974
BAB_RS20345,OANT_RS11810,2.26e-125,348,86.243,1.46e-125,348,86.243
BAB_RS20350,OANT_RS11805,0,900,96.018,0,900,96.018
BAB_RS20355,OANT_RS11800,4.2e-87,249,89.103,1.24e-91,259,91.667
BAB_RS20360,OANT_RS11795,2.88e-105,295,90.446,1.82e-105,295,90.446
BAB_RS20365,OANT_RS11790,1.23e-147,411,77.22,1.47e-153,425,77.985
BAB_RS20370,OANT_RS11785,0,771,88.11,0,769,88.11
BAB_RS20375,OANT_RS11780,0,704,91.473,0,713,91.473
BAB_RS20380,OANT_RS11775,0,1341,84.227,0,1379,84.013
BAB_RS20385,OANT_RS11770,8.56e-30,97.1,83.607,5.41e-30,97.1,83.607
BAB_RS20390,OANT_RS11765,0,640,79.449,0,640,79.449
BAB_RS20395,OANT_RS11760,0,1579,92.063,0,1579,92.063
BAB_RS20400,OANT_RS11755,0,685,95.93,0,685,95.93
BAB_RS20425,OANT_RS11750,1.81e-28,104,42.012,1.4e-29,108,42.604
BAB_RS20430,OANT_RS11745,0,537,95.273,0,537,95.273
BAB_RS20435,OANT_RS11740,3.18e-101,284,88.312,2.01e-101,284,88.312
BAB_RS20440,OANT_RS11735,0,1864,81.979,0,1857,81.979
BAB_RS20445,OANT_RS11730,0,816,94.484,0,799,94.484
BAB_RS20450,OANT_RS16190,1.99e-82,253,40.872,1.25e-82,253,40.872
BAB_RS20455,OANT_RS11725,1.75e-65,190,86.364,1.11e-65,190,86.364
BAB_RS20460,OANT_RS11720,1.15e-166,456,96.429,7.25e-167,456,96.429
BAB_RS20465,OANT_RS11715,0,639,81.25,0,639,81.25
BAB_RS20470,OANT_RS11705,0,1048,99.014,0,1048,99.014
BAB_RS20475,OANT_RS11700,0,495,97.61,0,495,97.61
BAB_RS20480,OANT_RS11695,0,803,91.294,0,803,91.294
BAB_RS20485,OANT_RS11690,0,825,95.652,0,825,95.652
BAB_RS20490,OANT_RS11685,1.98e-89,253,89.209,1.25e-89,253,89.209
BAB_RS20500,OANT_RS11680,4.15e-12,49.7,100,2.63e-12,49.7,100
BAB_RS20505,OANT_RS11675,3.35e-167,459,90.272,4.01e-167,459,90.272
BAB_RS20510,OANT_RS11670,0,830,86.831,0,833,87.86
BAB_RS20515,OANT_RS11660,3.63e-81,231,88.889,2.29e-81,231,88.889
BAB_RS20520,OANT_RS11655,1.34e-54,165,91.667,2.15e-54,165,91.667
BAB_RS20525,OANT_RS11650,1.74e-31,101,71.212,1.1e-31,101,71.212
BAB_RS20530,OANT_RS11645,4.48e-138,383,84.685,8.11e-134,372,85.446
BAB_RS20535,OANT_RS11640,0,770,82.353,0,751,82.353
BAB_RS20540,OANT_RS11635,4.04e-79,236,54.478,2.72e-79,236,54.478
BAB_RS20545,OANT_RS11630,0,1671,93.407,0,1667,93.407
BAB_RS20555,OANT_RS11625,1.14e-173,485,74.613,9.11e-174,485,74.613
BAB_RS20565,OANT_RS11620,1.36e-130,370,66.89,2.63e-129,366,65.862
BAB_RS20570,OANT_RS11615,1.63e-47,147,70.526,2.22e-47,147,70.526
BAB_RS20580,OANT_RS11595,3.24e-21,82.4,70,2.06e-21,82.4,70
BAB_RS20585,OANT_RS11590,4.78e-85,248,57.416,2.88e-85,248,57.416
BAB_RS20590,OANT_RS11580,0,641,89.535,0,641,89.535
BAB_RS20595,OANT_RS11575,1.73e-76,219,84.874,1.1e-76,219,84.874
BAB_RS20605,OANT_RS11550,0,1087,97.398,0,1087,97.398
BAB_RS20610,OANT_RS11545,0,688,75.693,0,696,75.48
BAB_RS20620,OANT_RS11540,1.63e-12,50.8,100,1.03e-12,50.8,100
BAB_RS20625,OANT_RS11505,5.88e-13,52,96,3.72e-13,52,96
BAB_RS20630,OANT_RS21490,3.91e-35,112,90.769,1.36e-31,102,91.525
BAB_RS20640,OANT_RS10760,2.12e-10,45.4,100,1.34e-10,45.4,100
BAB_RS20645,OANT_RS09305,3.84e-16,75.5,25.22,2.57e-16,75.5,25.22
BAB_RS20680,OANT_RS12050,7.51e-09,45.8,34.118,4.6e-09,45.8,34.118
BAB_RS20705,OANT_RS03190,8.26e-69,198,94.231,5.22e-69,198,94.231
BAB_RS20710,OANT_RS07960,8.54e-34,108,67.073,5.73e-34,108,67.073
BAB_RS20735,OANT_RS01360,1.35e-93,279,94.444,3.48e-93,279,94.444
BAB_RS20740,OANT_RS01365,5.22e-37,130,87.5,2.59e-38,132,87.5
BAB_RS20760,OANT_RS16560,4.89e-49,150,57.391,3.79e-49,150,57.391
BAB_RS20765,OANT_RS10770,0,672,76.887,0,656,76.887
BAB_RS20770,OANT_RS10775,0,590,73.367,0,579,76.648
BAB_RS20775,OANT_RS10780,7.01e-130,362,82.71,4.43e-130,362,82.71
BAB_RS20780,OANT_RS10785,0,598,80.392,0,580,80.392
BAB_RS20785,OANT_RS10790,0,1011,93.786,0,1011,93.786
BAB_RS20790,OANT_RS10795,1.03e-175,481,88.417,6.54e-176,481,88.417
BAB_RS20795,OANT_RS10800,0,498,87.407,0,498,87.407
BAB_RS20800,OANT_RS10805,0,1140,93.656,0,1139,93.813
BAB_RS20805,OANT_RS10810,0,639,92.945,0,639,92.945
BAB_RS20810,OANT_RS10815,0,521,87.5,0,536,86.645
BAB_RS20815,OANT_RS10820,2.16e-131,366,82.727,6.48e-140,387,82.727
BAB_RS20820,OANT_RS10825,6.96e-179,489,90.385,4.4e-179,489,90.385
BAB_RS20825,OANT_RS10830,0,929,93.817,0,929,93.817
BAB_RS20830,OANT_RS10835,7.39e-76,217,100,4.67e-76,217,100
BAB_RS20835,OANT_RS10840,0,726,74.95,0,747,74.95
BAB_RS20840,OANT_RS10845,9.24e-16,63.5,54.762,9.45e-26,88.2,54.762
BAB_RS20845,OANT_RS10850,7.08e-149,411,84.052,4.46e-149,411,84.052
BAB_RS20850,OANT_RS10855,2.83e-151,417,89.655,1.79e-151,417,89.655
BAB_RS20855,OANT_RS10860,6.65e-97,275,89.506,4.97e-106,298,88.764
BAB_RS20860,OANT_RS10865,0,829,84.914,0,814,84.914
BAB_RS20865,OANT_RS10870,0,883,93.9,0,884,93.9
BAB_RS20870,OANT_RS10875,2.59e-67,196,81.897,1.64e-67,196,81.897
BAB_RS20875,OANT_RS10880,0,1026,88.73,0,1023,88.73
BAB_RS20880,OANT_RS10885,0,788,85.996,0,795,85.996
BAB_RS20885,OANT_RS25645,4.2e-48,156,41.892,2.17e-48,157,41.892
BAB_RS20890,OANT_RS10890,0,1412,94.839,0,1436,94.839
BAB_RS20895,OANT_RS10920,0,553,83.129,0,553,83.129
BAB_RS20900,OANT_RS10925,0,662,87.468,0,683,87.468
BAB_RS20905,OANT_RS10930,0,513,91.579,0,513,91.579
BAB_RS20910,OANT_RS10935,0,553,82.175,0,553,82.175
BAB_RS20915,OANT_RS10940,5.18e-121,339,77.512,3.28e-121,339,77.512
BAB_RS20920,OANT_RS10945,0,2456,80.271,0,2238,76.027
BAB_RS20930,OANT_RS10955,1.19e-72,208,93.458,7.51e-73,208,93.458
BAB_RS20940,OANT_RS10960,1.91e-39,127,64.516,2.2e-39,127,64.516
BAB_RS20945,OANT_RS10965,7.81e-130,361,83.251,7.1e-124,345,82.439
BAB_RS20950,OANT_RS10970,5.88e-150,418,75.636,2.48e-155,431,75.636
BAB_RS20955,OANT_RS10975,1.52e-77,221,87.395,9.6e-78,221,87.395
BAB_RS20960,OANT_RS10980,1.62e-97,277,75.429,1.02e-97,277,75.429
BAB_RS20965,OANT_RS10985,2.78e-119,332,90.96,1.76e-119,332,90.96
BAB_RS20970,OANT_RS10990,0,532,84.874,0,550,84.874
BAB_RS20975,OANT_RS10995,0,904,90.947,0,904,90.947
BAB_RS20980,OANT_RS11000,7.53e-86,246,71.687,4.76e-86,246,71.687
BAB_RS20985,OANT_RS11005,4.39e-97,273,97.101,2.78e-97,273,97.101
BAB_RS20990,OANT_RS11010,1.45e-144,416,59.071,2.59e-133,386,58.166
BAB_RS20995,OANT_RS11015,0,1558,91.482,0,1577,91.482
BAB_RS21000,OANT_RS11020,0,577,69.9,0,577,69.9
BAB_RS21005,OANT_RS11035,0,602,68.349,0,602,68.349
BAB_RS21010,OANT_RS25070,0,688,83.375,0,707,83.375
BAB_RS21015,OANT_RS11045,0,2464,95.487,0,2456,95.487
BAB_RS21020,OANT_RS11050,6.46e-101,284,84.568,4.09e-101,284,84.568
BAB_RS21025,OANT_RS11055,2.29e-89,255,89.63,1.45e-89,255,89.63
BAB_RS21030,OANT_RS11060,0,508,84.698,0,508,84.698
BAB_RS21035,OANT_RS11065,1.48e-161,445,84.127,9.35e-162,445,84.127
BAB_RS21040,OANT_RS11070,1.08e-135,375,91.919,6.8e-136,375,91.919
BAB_RS21045,OANT_RS11080,1.01e-14,56.6,96.429,6.39e-15,56.6,96.429
BAB_RS21050,OANT_RS11085,0,782,91.866,0,778,91.866
BAB_RS21055,OANT_RS11090,0,758,86.481,0,773,86.695
BAB_RS21060,OANT_RS11095,0,635,90.058,0,635,90.058
BAB_RS21065,OANT_RS11100,5.11e-162,446,87.045,3.23e-162,446,87.045
BAB_RS21070,OANT_RS11105,0,523,89.085,0,523,89.085
BAB_RS21075,OANT_RS11110,8.03e-103,290,76.744,5.08e-103,290,76.744
BAB_RS21080,OANT_RS11120,0,934,90.726,0,934,90.726
BAB_RS21100,OANT_RS16135,5.38e-129,372,83.645,6.4e-129,371,83.645
BAB_RS21115,OANT_RS11130,0,503,88.043,0,503,88.043
BAB_RS21120,OANT_RS11135,0,515,86.392,0,513,86.392
BAB_RS21125,OANT_RS11140,0,657,92.537,0,657,92.537
BAB_RS21130,OANT_RS11145,1.81e-179,492,87.591,1.14e-179,492,87.591
BAB_RS21135,OANT_RS11150,1.88e-130,362,81.683,1.19e-130,362,81.683
BAB_RS21140,OANT_RS11155,9.6e-123,342,83.505,6.11e-123,342,83.505
BAB_RS21145,OANT_RS11160,0,521,79.091,0,521,79.091
BAB_RS21150,OANT_RS11165,0,1332,96.201,0,1332,96.201
BAB_RS21155,OANT_RS11170,0,610,74.257,0,610,74.257
BAB_RS21160,OANT_RS11175,2.49e-75,216,84.874,1.53e-75,216,84.874
BAB_RS21165,OANT_RS11180,2.7e-97,274,87.671,1.71e-97,274,87.671
BAB_RS21170,OANT_RS11185,2.56e-125,350,82.075,3.53e-132,367,82.075
BAB_RS21175,OANT_RS11190,8.39e-91,257,86.525,5.39e-91,257,86.525
BAB_RS21180,OANT_RS11195,0,546,83.492,0,546,83.492
BAB_RS21185,OANT_RS11200,1.22e-12,54.3,49.153,1.13e-12,54.3,49.153
BAB_RS21195,OANT_RS25030,2.09e-20,89.7,26.19,1.4e-20,89.7,26.19
BAB_RS21210,OANT_RS24520,8.24e-36,122,38.378,4.81e-36,122,38.378
BAB_RS21225,OANT_RS11205,1.86e-13,53.5,100,1.17e-13,53.5,100
BAB_RS21235,OANT_RS11270,0,793,96.447,0,793,96.447
BAB_RS21240,OANT_RS11275,3.29e-153,428,86.25,2.05e-153,428,86.25
BAB_RS21245,OANT_RS11280,0,628,93.865,0,628,93.865
BAB_RS21250,OANT_RS11285,0,1903,93.683,0,1903,93.683
BAB_RS21255,OANT_RS11290,0,631,84.518,0,620,84.518
BAB_RS21260,OANT_RS11295,6.87e-101,286,74.586,4.18e-101,286,74.586
BAB_RS21265,OANT_RS11300,0,744,94.947,0,744,94.947
BAB_RS21270,OANT_RS11305,0,675,88.981,0,675,88.981
BAB_RS21275,OANT_RS11310,1.01e-120,335,94.643,6.39e-121,335,94.643
BAB_RS21280,OANT_RS11315,6.28e-128,355,88.265,8.98e-121,337,88.265
BAB_RS21285,OANT_RS11320,1.18e-105,296,91.463,2.75e-109,305,91.463
BAB_RS21295,OANT_RS11325,0,1761,94.841,0,1761,94.841
BAB_RS21300,OANT_RS11330,4.45e-128,357,93.78,1.04e-135,375,93.78
BAB_RS21305,OANT_RS11355,3.36e-117,328,84.375,2.13e-117,328,84.375
BAB_RS21310,OANT_RS11400,6.2e-133,373,73.878,3.97e-133,373,73.878
BAB_RS21320,OANT_RS11410,6.12e-90,257,88.372,5.1e-89,254,86.047
BAB_RS21325,OANT_RS11420,0,1889,95.688,0,1889,95.688
BAB_RS21330,OANT_RS11440,2.86e-59,173,97.802,1.81e-59,173,97.802
BAB_RS21335,OANT_RS11445,0,1511,94.335,0,1529,94.335
BAB_RS21340,OANT_RS11450,0,848,97.642,0,848,97.642
BAB_RS21345,OANT_RS11455,4.15e-156,427,98.086,2.62e-156,427,98.086
BAB_RS21350,OANT_RS11460,0,818,90.466,0,817,90.466
BAB_RS21355,OANT_RS11465,2.51e-55,162,100,1.59e-55,162,100
BAB_RS21365,OANT_RS11470,0,891,94.978,0,891,94.978
BAB_RS21370,OANT_RS11475,0,879,96.026,0,879,96.026
BAB_RS21375,OANT_RS11480,0,1355,86.548,0,1355,86.548
BAB_RS21380,OANT_RS10745,0,942,94.262,0,942,94.262
BAB_RS21385,OANT_RS10740,0,694,89.211,0,694,89.211
BAB_RS21390,OANT_RS10735,0,573,85.89,0,573,85.89
BAB_RS21395,OANT_RS10730,0,728,86.946,0,728,86.946
BAB_RS21400,OANT_RS10725,1.5e-85,245,77.778,9.41e-86,245,77.778
BAB_RS21405,OANT_RS10720,1.93e-138,386,88.517,1.22e-138,386,88.517
BAB_RS21410,OANT_RS10715,1.21e-102,288,90,7.62e-103,288,90
BAB_RS21415,OANT_RS10710,0,621,91.589,0,621,91.589
BAB_RS21420,OANT_RS25640,1.01e-27,92,83.607,5.98e-28,92,83.607
BAB_RS21425,OANT_RS10705,0,941,93.634,0,941,93.634
BAB_RS21430,OANT_RS10695,0,711,85.969,0,734,85.746
BAB_RS21435,OANT_RS10690,0,894,95.484,0,894,95.484
BAB_RS21440,OANT_RS10685,0,670,91.329,0,649,91.329
BAB_RS21445,OANT_RS10680,3.73e-72,207,89.908,2.36e-72,207,89.908
BAB_RS21455,OANT_RS10670,0,849,97.176,0,849,97.176
BAB_RS21460,OANT_RS10665,0,496,92.058,9.68e-177,485,92.058
BAB_RS21465,OANT_RS10660,0,1082,97.048,0,1082,97.048
BAB_RS21470,OANT_RS10655,1.1e-144,400,86.522,5.73e-150,413,86.522
BAB_RS21475,OANT_RS10650,4.5e-65,192,81.935,8.78e-57,171,92.857
BAB_RS21480,OANT_RS10645,4.08e-172,472,92.126,2.58e-172,472,92.126
BAB_RS21485,OANT_RS10640,0,1020,83.121,0,1048,83.121
BAB_RS21490,OANT_RS10635,0,592,90.265,0,592,90.265
BAB_RS21495,OANT_RS10630,4.27e-174,478,89.773,2.68e-174,478,89.773
BAB_RS21500,OANT_RS10625,3.26e-100,282,89.103,1.98e-100,282,89.103
BAB_RS21505,OANT_RS10620,0,577,72.772,0,582,72.772
BAB_RS21510,OANT_RS10610,2.16e-152,421,89.167,1.43e-156,431,90.833
BAB_RS21515,OANT_RS10605,0,1073,64.81,0,1004,65.735
BAB_RS21520,OANT_RS10600,0,877,90.275,0,877,90.275
BAB_RS21525,OANT_RS10595,0,873,96.047,0,873,96.047
BAB_RS21530,OANT_RS10590,0,684,85.604,0,684,85.604
BAB_RS21535,OANT_RS10585,1.02e-167,464,79.798,6.45e-168,464,79.798
BAB_RS21540,OANT_RS10580,0,506,89.568,0,523,89.568
BAB_RS21545,OANT_RS10575,6.38e-109,304,94.231,4.03e-109,304,94.231
BAB_RS21550,OANT_RS10570,0,611,84.615,0,611,84.615
BAB_RS21555,OANT_RS10565,0,1476,91.592,0,1476,91.592
BAB_RS21560,OANT_RS10560,0,659,91.029,0,659,91.029
BAB_RS21565,OANT_RS10555,1.96e-138,388,86.667,5.26e-145,404,86.667
BAB_RS21570,OANT_RS10550,1.2e-167,461,90.98,7.63e-168,461,90.98
BAB_RS21575,OANT_RS10545,1.04e-128,356,93.548,6.56e-129,356,93.548
BAB_RS21580,OANT_RS10540,5.84e-174,475,97.917,3.69e-174,475,97.917
BAB_RS21585,OANT_RS10535,0,544,92.131,0,544,92.131
BAB_RS21590,OANT_RS10530,0,514,97.266,0,514,97.266
BAB_RS21600,OANT_RS10525,0,507,87.05,5.2e-177,486,87.05
BAB_RS21605,OANT_RS10520,1.77e-94,267,88.312,1.12e-94,267,88.312
BAB_RS21610,OANT_RS10515,3.36e-158,436,87.083,2.08e-158,436,87.083
BAB_RS21615,OANT_RS10510,0,687,83.038,0,687,83.038
BAB_RS21620,OANT_RS10505,4.5e-94,265,90,2.85e-94,265,90
BAB_RS21625,OANT_RS10490,0,1558,94.539,0,1599,94.539
BAB_RS21630,OANT_RS10485,5.67e-77,219,94.495,3.37e-77,219,94.495
BAB_RS21635,OANT_RS10480,0,776,84.322,0,773,84.322
BAB_RS21640,OANT_RS10475,3.99e-47,143,69.388,2.55e-47,143,69.388
BAB_RS21645,OANT_RS10470,1.32e-99,280,93.103,8.35e-100,280,93.103
BAB_RS21650,OANT_RS10465,0,780,90.433,0,761,90.433
BAB_RS21655,OANT_RS10460,3.64e-150,417,73.764,2.31e-150,417,73.764
BAB_RS21660,OANT_RS10455,6.32e-176,487,76.78,3.88e-178,492,76.78
BAB_RS21665,OANT_RS10450,1.37e-83,238,92.969,8.65e-84,238,92.969
BAB_RS21670,OANT_RS10445,4.43e-69,200,72.727,2.8e-69,200,72.727
BAB_RS21675,OANT_RS10440,2.3e-32,107,76.923,1.47e-32,107,76.923
BAB_RS21680,OANT_RS10430,2.67e-58,172,81.905,1.7e-58,172,81.905
BAB_RS21685,OANT_RS10425,1.65e-105,295,89.677,1.05e-105,295,89.677
BAB_RS21695,OANT_RS10420,1.47e-119,333,87.222,9.28e-120,333,87.222
BAB_RS21700,OANT_RS10415,0,903,93.191,0,903,93.191
BAB_RS21705,OANT_RS10410,0,1027,96.667,0,1027,96.667
BAB_RS21710,OANT_RS10405,0,1263,92.354,0,1263,92.354
BAB_RS21715,OANT_RS10400,0,1400,95.621,0,1400,95.621
BAB_RS21720,OANT_RS10395,9.17e-69,199,80,5.8e-69,199,80
BAB_RS21725,OANT_RS12620,0,1151,92.273,0,1188,91.618
BAB_RS21730,OANT_RS12625,0,580,87.538,0,563,87.538
BAB_RS21735,OANT_RS10375,2.59e-170,469,82.31,1.65e-170,469,82.31
BAB_RS21740,OANT_RS10370,0,511,91.636,0,511,91.636
BAB_RS21745,OANT_RS10365,2.12e-139,384,94.301,1.34e-139,384,94.301
BAB_RS21750,OANT_RS10360,6.16e-82,234,83.088,3.89e-82,234,83.088
BAB_RS21755,OANT_RS10355,0,808,95.05,0,808,95.05
BAB_RS21765,OANT_RS10330,0,1629,93.333,0,1631,93.333
BAB_RS21770,OANT_RS10325,0,706,96.676,0,706,96.676
BAB_RS21775,OANT_RS10320,5.2e-122,342,90.455,1.14e-122,343,90.455
BAB_RS21780,OANT_RS10315,4.99e-129,358,86.598,3.16e-129,358,86.598
BAB_RS21785,OANT_RS10310,0,840,93.364,0,826,93.458
BAB_RS21790,OANT_RS10305,0,786,82.773,0,786,82.773
BAB_RS21795,OANT_RS10300,1.19e-98,277,97.887,7.54e-99,277,97.887
BAB_RS21800,OANT_RS10295,0,679,97.923,0,679,97.923
BAB_RS21805,OANT_RS10290,4.21e-94,264,100,2.66e-94,264,100
BAB_RS21810,OANT_RS10285,1.1e-85,242,99.18,6.95e-86,242,99.18
BAB_RS21815,OANT_RS10280,1.17e-138,382,97.423,7.42e-139,382,97.423
BAB_RS21820,OANT_RS10275,0,886,98.43,0,886,98.43
BAB_RS21825,OANT_RS10270,3.67e-106,297,98.718,2.32e-106,297,98.718
BAB_RS21830,OANT_RS10265,3.45e-43,130,100,2.18e-43,130,100
BAB_RS21835,OANT_RS10260,4.62e-134,370,99.462,2.92e-134,370,99.462
BAB_RS21840,OANT_RS10255,8.33e-67,194,95.833,6.7e-67,194,95.833
BAB_RS21845,OANT_RS10250,2.48e-123,342,97.74,1.57e-123,342,97.74
BAB_RS21850,OANT_RS10245,7.78e-92,259,96.212,4.92e-92,259,96.212
BAB_RS21855,OANT_RS10240,1.02e-67,195,96.04,6.46e-68,195,96.04
BAB_RS21860,OANT_RS10235,6.72e-133,367,95.135,4.25e-133,367,95.135
BAB_RS21865,OANT_RS10230,2.42e-69,199,98.058,1.53e-69,199,98.058
BAB_RS21870,OANT_RS10225,8.01e-85,240,99.18,5.07e-85,240,99.18
BAB_RS21875,OANT_RS10220,3.51e-54,159,97.5,2.22e-54,159,97.5
BAB_RS21880,OANT_RS10215,4.26e-41,125,98.485,2.69e-41,125,98.485
BAB_RS21885,OANT_RS10210,9.76e-99,276,99.27,6.17e-99,276,99.27
BAB_RS21890,OANT_RS10205,1.31e-176,481,99.576,8.27e-177,481,99.576
BAB_RS21895,OANT_RS10200,1.28e-86,245,95.349,8.12e-87,245,95.349
BAB_RS21900,OANT_RS10195,3.38e-64,186,96.739,2.14e-64,186,96.739
BAB_RS21905,OANT_RS10190,0,550,97.112,0,550,97.112
BAB_RS21910,OANT_RS10185,3.44e-66,191,97.938,2.18e-66,191,97.938
BAB_RS21915,OANT_RS10180,6.45e-147,404,96.602,4.08e-147,404,96.602
BAB_RS21920,OANT_RS10175,1.37e-159,439,96.804,4.69e-162,444,96.413
BAB_RS21925,OANT_RS10170,3.82e-72,206,100,2.42e-72,206,100
BAB_RS21935,OANT_RS10160,0,1388,97.406,0,1388,97.406
BAB_RS21940,OANT_RS10155,1.69e-114,318,98.718,1.07e-114,318,98.718
BAB_RS21945,OANT_RS10150,2.49e-86,244,99.187,1.57e-86,244,99.187
BAB_RS21950,OANT_RS10145,1.46e-52,157,94.505,8.35e-55,162,93.684
BAB_RS21955,OANT_RS10140,0,2846,98.714,0,2846,98.714
BAB_RS21960,OANT_RS10135,0,2763,97.749,0,2763,97.749
BAB_RS21965,OANT_RS10130,2.42e-77,221,98.387,1.53e-77,221,98.387
BAB_RS21970,OANT_RS10125,9.08e-123,340,98.256,5.74e-123,340,98.256
BAB_RS21975,OANT_RS10120,8.84e-165,451,98.276,5.59e-165,451,98.276
BAB_RS21980,OANT_RS10115,1.67e-99,279,95.775,1.06e-99,279,95.775
BAB_RS21985,OANT_RS10110,7.33e-125,346,98.286,4.64e-125,346,98.286
BAB_RS21990,OANT_RS10105,3.64e-44,133,100,2.31e-44,133,100
BAB_RS21995,OANT_RS10100,1.87e-10,45.4,96,1.19e-10,45.4,96
BAB_RS22000,OANT_RS10165,0,778,97.698,0,778,97.698
BAB_RS22005,OANT_RS10090,1.28e-10,45.8,100,8.08e-11,45.8,100
BAB_RS22010,OANT_RS10085,3.54e-16,60.1,100,2.24e-16,60.1,100
BAB_RS22015,OANT_RS10080,0,542,93.357,0,542,93.357
BAB_RS22020,OANT_RS10075,3.31e-90,256,90.21,2.09e-90,256,90.21
BAB_RS22025,OANT_RS10070,4.76e-154,425,83.333,3.06e-154,425,83.333
BAB_RS22030,OANT_RS10065,2.72e-99,284,66.977,1.75e-99,284,66.977
BAB_RS22035,OANT_RS10055,5.62e-126,351,82.09,1.75e-122,341,82.09
BAB_RS22040,OANT_RS10050,2.17e-117,327,88,1.37e-117,327,88
BAB_RS22045,OANT_RS10020,7.29e-43,130,95.588,4.61e-43,130,95.588
BAB_RS22050,OANT_RS10015,0,511,88.686,0,511,88.686
BAB_RS22055,OANT_RS10010,1.34e-166,458,89.844,9.51e-174,476,89.844
BAB_RS22060,OANT_RS10005,4.26e-96,272,86.164,7.15e-106,296,86.164
BAB_RS22065,OANT_RS10000,1.89e-136,377,94.301,1.19e-136,377,94.301
BAB_RS22070,OANT_RS09995,3.91e-104,292,93.151,2.09e-104,292,93.151
BAB_RS22080,OANT_RS09990,3.57e-37,125,86.957,1.67e-37,127,87.143
BAB_RS22090,OANT_RS09985,0,1094,93.603,0,1093,93.603
BAB_RS22100,OANT_RS09980,0,645,96.646,0,645,96.646
BAB_RS22105,OANT_RS09970,0,858,96.355,0,858,96.355
BAB_RS22110,OANT_RS09965,0,815,97.537,0,815,97.537
BAB_RS22115,OANT_RS09960,7.7e-48,146,78.261,7.5e-51,153,78.261
BAB_RS22120,OANT_RS09955,0,580,72.727,0,588,73.318
BAB_RS22130,OANT_RS09950,1.46e-09,43.5,88,9.24e-10,43.5,88
BAB_RS22135,OANT_RS09940,1.66e-57,169,84.043,1.05e-57,169,84.043
BAB_RS22140,OANT_RS09935,8.16e-158,434,90.948,5.03e-158,434,90.948
BAB_RS22145,OANT_RS09930,0,551,95.273,0,551,95.273
BAB_RS22150,OANT_RS09925,1.21e-168,462,89.96,7.66e-169,462,89.96
BAB_RS22155,OANT_RS09920,2.75e-142,393,88.679,7.85e-136,376,88.679
BAB_RS22160,OANT_RS09875,0,628,76.309,0,628,76.309
BAB_RS22165,OANT_RS09870,0,540,65.057,0,554,65.057
BAB_RS22170,OANT_RS09865,1.69e-137,380,92.308,1.07e-137,380,92.308
BAB_RS22175,OANT_RS09860,1.65e-163,449,88.934,1.05e-163,449,88.934
BAB_RS22180,OANT_RS09855,0,868,77.993,0,869,77.993
BAB_RS22185,OANT_RS09850,3.01e-70,206,86.822,1.38e-71,209,87.2
BAB_RS22195,OANT_RS09845,1.87e-158,440,76.14,1.13e-158,440,76.14
BAB_RS22205,OANT_RS09840,4.4e-73,213,90.909,3.78e-73,213,90.909
BAB_RS22210,OANT_RS09835,0,576,79.121,0,558,79.121
BAB_RS22215,OANT_RS09830,1.83e-174,484,81.15,8.65e-180,497,81.651
BAB_RS22220,OANT_RS09825,0,512,74.772,0,500,74.772
BAB_RS22225,OANT_RS09820,0,742,87.385,0,741,87.385
BAB_RS22230,OANT_RS09815,0,514,85.666,0,514,85.666
BAB_RS22235,OANT_RS09810,0,649,90.217,0,624,90.217
BAB_RS22240,OANT_RS09805,2.51e-125,353,75,1.97e-132,370,75
BAB_RS22245,OANT_RS09800,1.21e-164,452,90.04,5.28e-167,458,90.04
BAB_RS22250,OANT_RS09785,1.4e-43,136,66.379,6.79e-44,137,66.379
BAB_RS22255,OANT_RS09780,8.37e-93,263,88.514,6.94e-93,262,88.514
BAB_RS22260,OANT_RS09775,1.16e-163,451,91.538,7.15e-171,469,91.538
BAB_RS22265,OANT_RS09770,6.84e-72,208,96.364,5.48e-72,208,96.364
BAB_RS22270,OANT_RS09765,3.8e-155,425,98.113,2.41e-155,425,98.113
BAB_RS22275,OANT_RS09760,0,2334,89.786,0,2334,89.786
BAB_RS22280,OANT_RS09755,0,676,95.69,0,646,95.69
BAB_RS22285,OANT_RS09750,8.82e-112,312,87.861,5.58e-112,312,87.861
BAB_RS22290,OANT_RS09745,1.87e-120,339,89.302,9.94e-122,342,88.837
BAB_RS22295,OANT_RS09740,1.92e-37,116,93.548,1.21e-37,116,93.548
