Melitensis16M,S_meliloti,G1.evalue,G1.bitscore,G1.pident,G2.evalue,G2.bitscore,G2.pident
BME_RS04935,SMc01188,1.23e-131,380,51.743,4.88e-132,380,53.09
BME_RS04940,SMc01187,7.31e-94,283,56.159,1.38e-93,282,57.678
BME_RS04945,SMc02649,1.55e-41,131,54.783,9.54e-42,131,54.783
BME_RS04955,SM_b20828,5.85e-26,95.1,53.659,1.07e-26,95.1,53.659
BME_RS04995,SMc04431,3.32e-18,69.3,45.882,1.8e-18,69.3,45.882
BME_RS05000,SMc04432,7.08e-22,80.1,48.75,3.61e-22,80.1,48.75
BME_RS05060,SMc01036,3.68e-27,92,60.241,4.19e-17,65.9,60.294
BME_RS05065,SM_b21712,2.84e-10,45.4,80,1.44e-10,45.4,80
BME_RS05075,SMc00150,4.22e-147,434,44.291,2.5e-147,434,44.291
BME_RS05095,SMc00145,4.8e-56,169,65.546,3.41e-56,169,65.546
BME_RS05100,SMc00144,0,561,79.532,0,580,79.532
BME_RS05105,SMc00143,1.45e-28,104,37.931,7.22e-29,104,37.931
BME_RS05110,SMc00142,2.4e-13,62,63.636,1.27e-13,62,63.636
BME_RS05125,SMc00133,6.57e-161,447,78.397,2.06e-167,462,78.397
BME_RS05130,SMc02079,1.07e-89,272,46.646,7.17e-90,272,46.646
BME_RS05140,SMc02080,0,1316,68.427,0,1256,68.427
BME_RS05145,SMc02081,1.17e-27,103,57.778,4.69e-31,112,36.981
BME_RS05150,SMc02082,2.21e-136,397,50.112,1.77e-134,392,50.112
BME_RS05155,SMc02083,9.5e-91,263,63.47,8.19e-95,273,64.762
BME_RS05160,SMa1009,6.5e-11,50.1,39.394,3.63e-11,50.1,39.394
BME_RS05165,SMc02854,5.96e-36,121,44.853,9.17e-37,122,44.853
BME_RS05170,SMc00301,2e-57,172,68.067,1.04e-57,172,68.067
BME_RS05175,SMc00522,0,652,68.526,0,655,69.355
BME_RS05180,SMc01331,2.11e-97,283,60.643,2.5e-97,282,60.643
BME_RS05190,SM_b20958,1.43e-18,82,27.957,6.93e-19,82,27.957
BME_RS05195,SMc00302,1.15e-67,198,87.963,5.25e-68,198,87.963
BME_RS05200,SMc00533,0,695,79.419,0,695,79.419
BME_RS05205,SMc00532,2.62e-155,443,53.365,1.33e-155,443,53.365
BME_RS05210,SMc00531,1.99e-153,424,83.267,1e-153,424,83.267
BME_RS05215,SMc00530,0,910,86.193,0,910,86.193
BME_RS05220,SMc00529,5.45e-137,394,56.693,8.22e-144,410,56.693
BME_RS05225,SMc00528,3.02e-144,399,83.556,1.53e-144,399,83.556
BME_RS05230,SMc01523,5.24e-41,129,55.556,2.72e-41,129,55.556
BME_RS05235,SMc00527,1.24e-155,441,63.462,6.41e-156,441,63.462
BME_RS05240,SMc00526,0,659,77.458,0,659,77.644
BME_RS05245,SMc00525,0,607,33.932,0,587,33.932
BME_RS05250,SMc00524,1.36e-66,197,61.935,6.92e-67,197,61.935
BME_RS05255,SMc00523,3.79e-75,224,65.269,1.2e-75,224,65.269
BME_RS05270,SMc01333,0,515,74.926,0,546,74.926
BME_RS05275,SMc01334,0,1174,68.697,0,1174,68.697
BME_RS05280,SMc01335,2.05e-121,357,50.781,1.04e-121,357,50.781
BME_RS05290,SMc01336,0,731,80.734,0,884,69.369
BME_RS05295,SMc01340,8.52e-133,383,62.696,1.24e-133,384,62.382
BME_RS05305,SMc01342,1.4e-83,248,55.399,3.59e-82,244,57.868
BME_RS05310,SMc01343,1.57e-68,202,64.189,7.5e-69,202,64.189
BME_RS05315,SMc01344,3.33e-61,184,65.625,9.72e-56,169,63.75
BME_RS05320,SMc01345,0,758,82.998,0,776,82.998
BME_RS05325,SMc01346,1.3e-81,238,60.109,7.1e-82,238,60.109
BME_RS05330,SMc01347,2.36e-66,196,76.724,4.59e-69,202,70.896
BME_RS05335,SMc01348,4.92e-71,207,75.758,2.43e-71,207,75.758
BME_RS05340,SMc01349,2.76e-46,146,45.122,1.38e-46,146,45.122
BME_RS05345,SMc01350,0,909,86.8,0,909,86.8
BME_RS05350,SMc02050,0,630,67.64,0,607,67.64
BME_RS05355,SMc00957,1.67e-08,41.2,70.37,8.46e-09,41.2,70.37
BME_RS05370,SMc02051,3.38e-21,74.3,73.333,1.67e-21,74.3,73.333
BME_RS05375,SMc02053,0,773,80.217,0,773,80.217
BME_RS05380,SMc02055,3.47e-90,266,50.725,1.77e-90,266,50.725
BME_RS05385,SMc02056,8.27e-56,168,66.387,1.26e-61,182,68.75
BME_RS05395,SMc02058,3.35e-51,155,69.091,1.65e-51,155,69.091
BME_RS05400,SMc02059,6.96e-141,396,67.491,3.55e-141,396,67.491
BME_RS05405,SMc02060,3.03e-70,228,52.72,8.37e-71,229,52.72
BME_RS05415,SMc02062,2.15e-50,160,40.594,9.99e-51,160,40.594
BME_RS05420,SMc02063,1.22e-117,334,66.932,6.21e-118,334,66.932
BME_RS05425,SMc02064,0,657,74.005,0,657,74.005
BME_RS05430,SMc02065,3.98e-141,395,76.21,3.96e-138,387,71.218
BME_RS05435,SMc02066,9.68e-30,107,47.619,2.52e-30,107,48
BME_RS05440,SMc02067,3.48e-22,78.6,74.242,1.41e-22,79,74.242
BME_RS05445,SMc02069,1.51e-85,252,64.929,2.48e-86,253,64.929
BME_RS05450,SMc02070,1.43e-123,352,65.283,4.94e-117,334,64.419
BME_RS05455,SMc02071,2.51e-134,384,57.91,4.62e-139,395,57.91
BME_RS05460,SMc02072,5.35e-55,204,40.299,2.07e-58,213,41.5
BME_RS05465,SMc02073,0,869,71.282,0,869,71.282
BME_RS05470,SMc02074,0,509,64.912,2.62e-174,489,64.912
BME_RS05475,SMc02075,2.49e-48,147,72.381,5.27e-55,163,72.381
BME_RS05480,SMc03152,2.07e-100,289,66.383,8.89e-109,309,66.383
BME_RS05485,SMc02077,5.06e-148,412,73.359,2.59e-148,412,73.359
BME_RS05490,SMc02078,2.87e-89,263,50.575,1.46e-89,263,50.575
BME_RS05495,SMc04211,4.18e-33,114,41.104,1.01e-31,110,42.953
BME_RS05500,SMc04210,4.31e-82,241,55.825,1.48e-76,226,54.369
BME_RS05505,SMc00131,3.42e-101,285,83.648,1.76e-101,285,83.648
BME_RS05510,SMc04214,4.64e-174,484,78.869,3e-173,481,78.869
BME_RS05515,SMc04215,5.54e-47,155,41.797,8.12e-46,151,42.802
BME_RS05520,SMc04216,7.27e-18,67.4,48.214,4.19e-18,67.4,48.214
BME_RS05525,SMc04217,9.2e-56,175,47.393,3.52e-59,183,47.393
BME_RS05530,SMc04235,1.53e-129,372,55.84,8.14e-130,372,55.84
BME_RS05535,SMc00140,5.77e-120,341,62.308,2.86e-118,335,62.308
BME_RS05540,SM_b21214,3.44e-81,240,54.839,1.84e-81,240,54.839
BME_RS05545,SM_b21171,6.91e-156,441,56.349,3.49e-156,441,56.349
BME_RS05550,SM_b20876,7.29e-68,207,46.531,4.02e-68,207,46.531
BME_RS05555,SMc01531,1.03e-69,216,43.537,1.2e-70,218,43.537
BME_RS05560,SMc03798,2.38e-111,325,47.478,1.2e-111,325,47.478
BME_RS05570,SMc04278,1.39e-57,169,90.323,7.18e-58,169,90.323
BME_RS05575,SMc04275,1.32e-130,378,54.707,1.02e-117,345,54.707
BME_RS05580,SMc04273,0,584,70.023,0,584,70.023
BME_RS05585,SMc04270,0,612,85.673,0,612,85.673
BME_RS05590,SMc04268,4.97e-127,362,58.416,9.08e-132,374,58.416
BME_RS05595,SMc00511,5.94e-117,330,67.265,8.66e-114,322,69.194
BME_RS05600,SMc00508,0,750,85.45,0,753,85.45
BME_RS05605,SMc00115,3.66e-55,178,36.525,1.88e-55,178,36.525
BME_RS05610,SMc00505,2.19e-103,293,70.652,1.08e-103,293,70.652
BME_RS05620,SMc00496,2.85e-30,101,60.748,3.2e-38,120,60.748
BME_RS05625,SMc00495,2.28e-173,475,88.976,1.15e-173,475,88.976
BME_RS05630,SMc00494,1.55e-46,140,86.25,7.82e-47,140,86.25
BME_RS05635,SMc00493,1.88e-139,387,82.511,9.51e-140,387,82.511
BME_RS05640,SMc04321,3.24e-13,63.9,27.488,1.71e-13,63.9,27.488
BME_RS05645,SMc00492,3.83e-46,144,57.692,1.1e-48,149,61.062
BME_RS05650,SMc00488,0,1147,78.629,0,1164,78.629
BME_RS05655,SMc00487,8.85e-42,128,77.922,4.47e-42,128,77.922
BME_RS05660,SMc00538,2.26e-64,188,80,1.15e-64,188,80
BME_RS05665,SMc00537,6.82e-153,436,62.278,4.36e-161,456,62.533
BME_RS05670,SMc00535,2.65e-95,279,52.091,3.31e-91,268,51.383
BME_RS05675,SMc00534,2.99e-156,436,74.729,1.14e-150,421,74.729
BME_RS05680,SMc00485,4.09e-130,362,84.39,2.07e-130,362,84.39
BME_RS05700,SMc01375,0,1687,72.507,0,1712,72.405
BME_RS05705,SMc01376,3.05e-120,338,73.128,1.55e-120,338,73.128
BME_RS05710,SMc01935,0,622,72.794,0,622,72.794
BME_RS05715,SMc01934,0,673,72.273,0,673,72.273
BME_RS05720,SMc01931,1.42e-25,89.7,55.172,1.03e-25,89.7,55.172
BME_RS05725,SMc01930,8e-78,224,80.597,4.04e-78,224,80.597
BME_RS05730,SMc01929,0,760,66.182,0,767,66.182
BME_RS05735,SMc01928,9.08e-41,139,37.2,1.06e-50,163,37.652
BME_RS05740,SMc01927,0,660,69.053,0,648,69.053
BME_RS05745,SMc01926,0,824,80.915,0,831,81.762
BME_RS05750,SMc01925,0,1037,77.086,0,1037,77.086
BME_RS05755,SMc01924,1.5e-53,160,86.275,7.03e-54,160,86.275
BME_RS05760,SMc01923,2.26e-107,304,75.369,6.6e-101,287,75.393
BME_RS05765,SMc01922,1.79e-110,308,89.571,9.1e-111,308,89.571
BME_RS05770,SMc01921,0,531,77.233,0,522,77.233
BME_RS05775,SMc01920,0,1110,76.801,0,1131,76.801
BME_RS05780,SMc01918,0,755,82.529,0,755,82.529
BME_RS05785,SMc01917,5.4e-114,325,70.404,1.39e-113,323,70.909
BME_RS05790,SMc01915,0,741,88.131,0,741,88.131
BME_RS05795,SMc01914,3.19e-107,303,73.604,1.61e-107,303,73.604
BME_RS05800,SMc01913,9.4e-131,362,90.426,4.72e-131,362,90.426
BME_RS05805,SMc01912,1.24e-70,204,82.645,6.26e-71,204,82.645
BME_RS05820,SMc01938,7.1e-12,49.3,96,3.59e-12,49.3,96
BME_RS05855,SMc01809,0,702,78.118,0,702,78.118
BME_RS05860,SMc01805,6.78e-57,171,61.314,8.77e-50,152,61.314
BME_RS05870,SMc01804,4.58e-99,279,85.714,2.32e-99,279,85.714
BME_RS05875,SMc01803,1.79e-87,250,79.114,8.9e-88,250,79.114
BME_RS05880,SMc01802,0,511,77.287,0,511,77.287
BME_RS05885,SMc01801,1.35e-169,470,72.727,6.83e-170,470,72.727
BME_RS05890,SMc01800,1.3e-146,416,61.584,2.29e-129,372,61.584
BME_RS05895,SMc01799,1.21e-14,59.3,55.172,5.26e-15,59.3,55.172
BME_RS05900,SMc01795,7.78e-33,121,37.778,1.45e-32,121,37.778
BME_RS05905,SMc01794,1.07e-88,256,61.658,5.32e-89,256,61.658
BME_RS05915,SMc01792,0,599,58.627,0,615,58.627
BME_RS05920,SMc02182,2.19e-12,50.8,100,1.11e-12,50.8,100
BME_RS05925,SMc01278,2.5e-34,112,57.843,1.25e-34,112,57.843
BME_RS05930,SMc01787,5.38e-71,210,60.556,1.26e-69,206,59.777
BME_RS05935,SMc01786,3.87e-61,179,81.731,2.05e-61,179,81.731
BME_RS05940,SMc01785,5.24e-180,498,77.399,0,510,77.399
BME_RS05945,SMc01784,0,514,71.386,0,509,72.372
BME_RS05950,SMc01783,1.91e-50,158,45.556,9.53e-51,158,45.556
BME_RS05955,SMc01782,4.79e-45,144,50,1.97e-45,144,50
BME_RS05960,SMc01781,1.39e-58,178,60.563,7.02e-59,178,60.563
BME_RS05965,SMc01780,0,1195,86.02,0,1148,86.02
BME_RS05970,SMc01778,2.99e-72,212,67.949,1.42e-72,212,67.949
BME_RS05975,SMc01777,7.35e-83,238,79.861,3.71e-83,238,79.861
BME_RS05980,SMc01773,8.2e-109,308,73.5,4.23e-109,308,73.5
BME_RS05985,SMc01772,9.36e-126,365,51.99,5.09e-126,365,51.99
BME_RS05990,SMc01771,1.17e-76,223,69.595,5.9e-77,223,69.595
BME_RS05995,SMc01770,2.98e-115,342,89.266,3.13e-115,341,89.266
BME_RS06000,SMc01769,0,569,67.062,0,586,67.299
BME_RS06005,SMc01768,1.26e-79,231,72.781,2.2e-78,227,72.781
BME_RS06010,SMc01767,1.67e-24,89.7,37.984,1.25e-23,86.7,37.984
BME_RS06015,SM_b20752,3.88e-56,184,38.663,4.79e-70,219,38.663
BME_RS06020,SMc01766,1.82e-161,454,68.788,1.17e-165,464,68.788
BME_RS06025,SMc01765,8.9e-43,137,47.333,4.44e-43,137,47.333
BME_RS06030,SMc01764,2.08e-129,364,68.675,1.09e-129,364,68.675
BME_RS06035,SMc01761,0,1146,70.519,0,1125,70.519
BME_RS06040,SMc01760,1.75e-45,159,27.749,3e-45,157,28.141
BME_RS06045,SMc01756,0,1069,84.512,0,1069,84.512
BME_RS06050,SMc00622,0,558,66.404,0,558,66.404
BME_RS06055,SMc00619,0,538,57.916,0,558,57.54
BME_RS06060,SMc00618,0,1120,76.653,0,1120,76.653
BME_RS06065,SMc02115,1e-38,121,66.25,4.88e-39,121,66.25
BME_RS06070,SMc02116,2.71e-97,293,43.734,3.73e-88,269,42.711
BME_RS06075,SMc02121,8.14e-179,490,92,3.95e-179,490,92
BME_RS06085,SMc02119,7.47e-166,468,60.769,1.33e-174,489,60.769
BME_RS06090,SMc02118,0,510,68.222,0,510,68.222
BME_RS06095,SMc04406,5.19e-17,75.5,35.749,5.06e-22,88.2,35.749
BME_RS06105,SMc02117,0,535,65.816,0,535,65.816
BME_RS06115,SMa2297,8.91e-15,67.4,38.961,4.79e-11,57,33.028
BME_RS06195,SMc00308,1.27e-08,41.2,84,6.41e-09,41.2,84
BME_RS06200,SMc00287,1.07e-47,145,63.366,5.4e-48,145,63.366
BME_RS06220,SMc00136,8.13e-121,340,73.077,1.19e-132,370,73.077
BME_RS06235,SMc00617,1.66e-73,221,52.018,8.19e-74,221,52.018
BME_RS06240,SMc00616,2.58e-160,452,62.943,6.93e-153,432,62.943
BME_RS06245,SMc00615,0,533,79.944,0,551,79.944
BME_RS06250,SMc00614,6.32e-96,276,73.545,7.33e-100,285,73.545
BME_RS06255,SM_b21642,9.36e-32,110,38.012,9.68e-32,109,41.606
BME_RS06260,SMc00609,0,988,66.43,0,988,66.43
BME_RS06265,SMc01807,4.42e-74,226,47.955,4.78e-77,232,47.842
BME_RS06270,SMc00608,3.3e-117,336,57.143,1.66e-117,336,57.143
BME_RS06275,SMc00607,2.45e-27,97.4,37.5,1.16e-27,97.4,37.5
BME_RS06280,SMc00606,1.05e-59,186,46.032,1.05e-59,185,46.032
BME_RS06285,SMc00605,1.09e-78,231,57.143,5.57e-79,231,57.143
BME_RS06290,SMc00604,2.56e-45,147,41.395,6.57e-49,155,41.395
BME_RS06295,SMc00603,6.99e-107,308,59.756,3.3e-107,308,59.756
BME_RS06300,SMc00602,0,1034,77.308,0,1030,75.299
BME_RS06305,SMc00601,3.25e-113,318,82.888,1.66e-106,300,82.888
BME_RS06310,SMc00600,3.24e-36,115,61.905,1.66e-36,115,61.905
BME_RS06315,SMc00599,5.35e-62,186,59.06,1.75e-67,199,59.06
BME_RS06325,SMc00595,3.03e-94,266,93.571,1.53e-94,266,93.571
BME_RS06330,SMc00593,5.17e-63,189,54.118,2.61e-63,189,54.118
BME_RS06335,SMc00590,0,889,68.72,0,876,68.72
BME_RS06345,SMc00586,1.34e-60,181,57.718,6.76e-61,181,57.718
BME_RS06355,SMc00584,4.82e-128,372,46.842,2.36e-128,372,46.842
BME_RS06360,SMc00583,4.76e-143,407,55.801,2.23e-136,389,55.801
BME_RS06365,SMc00582,0,699,47.952,0,709,47.321
BME_RS06370,SMc00581,1.09e-85,258,44.237,5.46e-86,258,44.237
BME_RS06375,SMc00580,1.88e-125,361,60.355,1.1e-137,391,60.355
BME_RS06380,SMc00579,9.26e-136,382,72.364,4.65e-136,382,72.364
BME_RS06390,SMc02545,8.47e-110,318,54.266,6.93e-105,305,54.266
BME_RS06395,SMc02546,0,825,73.978,0,825,73.978
BME_RS06400,SMc02551,1.89e-178,507,55.159,8.81e-179,507,55.159
BME_RS06415,SMc02553,2.21e-107,309,61.832,1.29e-114,327,61.832
BME_RS06420,SMc02554,1.45e-18,74.7,41.176,7.65e-19,74.7,41.176
BME_RS06425,SMc02555,3.95e-25,90.9,43.119,2.19e-25,90.9,43.119
BME_RS06430,SMc02556,2.03e-19,72.8,45.977,3.82e-24,84.3,45.977
BME_RS06435,SMc02557,5.72e-54,172,42.798,5.5e-55,174,42.798
BME_RS06445,SMc02558,1.43e-76,232,46.35,7.04e-77,232,46.35
BME_RS06450,SMc02559,2.99e-88,256,64.824,1.48e-88,256,64.824
BME_RS06455,SMc02561,2.76e-38,126,47.977,3.44e-38,125,47.977
BME_RS06460,SMc02635,1.59e-103,298,59.494,3.95e-105,301,57.49
BME_RS06465,SMc02651,1.36e-171,476,76.768,6.94e-172,476,76.768
BME_RS06470,SMc02652,3.59e-93,271,60.909,1.85e-93,271,60.909
BME_RS06475,SMc02653,5.24e-112,320,62.753,2.51e-112,320,62.753
BME_RS06480,SMc02654,6.03e-76,219,78.788,3.16e-76,219,78.788
BME_RS06485,SMc02655,1.74e-37,126,40.659,5.82e-37,124,42.767
BME_RS06490,SMc00994,6.41e-84,250,50.199,3.15e-84,250,50.199
BME_RS06495,SMc00990,5.3e-171,481,64.691,0,511,64.691
BME_RS06505,SMa1141,4.56e-34,120,35.909,2.33e-34,120,35.909
BME_RS06515,SMc02659,0,1074,70.628,0,1078,70.628
BME_RS06520,SMc02408,5.98e-66,194,77.037,1.39e-67,197,78.102
BME_RS06525,SMc02407,4.25e-114,320,82.609,2.16e-114,320,82.609
BME_RS06535,SMc02405,2.74e-79,229,70.064,1.4e-79,229,70.064
BME_RS06540,SMc02404,3.66e-161,447,71.429,1.85e-161,447,71.429
BME_RS06545,SMc02403,0,697,55.296,0,706,55.296
BME_RS06575,SMc02400,1.51e-27,108,31.527,5.67e-27,106,32.02
BME_RS06580,SMc02397,1.68e-142,402,66.667,8.53e-143,402,66.667
BME_RS06585,SMc02393,5.73e-69,219,60.479,2.22e-69,219,60.479
BME_RS06590,SMc01519,1.25e-11,55.1,42.478,1.94e-10,51.2,42.478
BME_RS06600,SMc02240,1.88e-47,154,48.241,7.3e-58,180,48.241
BME_RS06605,SMc02392,1.65e-16,65.5,64.179,2.12e-27,92.4,64.179
BME_RS06615,SMc02391,5.59e-21,78.6,44.737,1.29e-24,87,44.737
BME_RS06620,SMc02390,7.21e-127,356,71.983,3.6e-127,356,71.983
BME_RS06635,SMc02386,0,781,74,0,781,74
BME_RS06645,SMc02377,0,942,84.014,0,963,84.014
BME_RS06650,SMc02375,1.77e-67,209,44.444,2.83e-71,218,45.614
BME_RS06655,SMc02372,3.33e-128,374,47.42,1.15e-122,359,47.42
BME_RS06660,SMc02371,1.74e-113,328,58.305,2.44e-109,317,58.305
BME_RS06665,SMc02370,0,1062,59.751,0,1068,59.751
BME_RS06670,SMc02369,0,689,49.595,0,678,49.595
BME_RS06680,SMc02368,0,1048,56.321,0,1066,56.321
BME_RS06685,SMc02367,1.02e-166,476,53.996,5.11e-167,476,53.996
BME_RS06690,SMc02366,4.43e-122,344,75.556,2.22e-122,344,75.556
BME_RS06695,SMc02365,0,569,60.2,0,572,60.324
BME_RS06700,SMc02364,9.79e-57,172,66.667,1.76e-58,176,63.946
BME_RS06705,SMc02363,0,860,68.03,0,897,68.03
BME_RS06710,SMc02362,2.72e-50,156,58.451,1.25e-50,156,58.451
BME_RS06715,SMc02361,6.77e-82,253,42.298,4.31e-86,263,42.559
BME_RS06720,SMc00067,1.96e-34,115,65.06,3.89e-35,115,50.758
BME_RS06725,SMc00129,2.51e-118,351,47.552,3.63e-137,398,47.836
BME_RS06730,SMc00458,5.04e-138,384,81.081,2.48e-138,384,81.081
BME_RS06735,SMc00065,6.98e-10,48.9,51.613,3.28e-14,58.9,51.613
BME_RS06800,SMc00122,0,888,64.023,0,899,64.023
BME_RS06805,SMc00457,1.56e-51,162,46.032,7.56e-52,162,46.032
BME_RS06810,SMc00128,2.97e-38,127,33.526,1.51e-38,127,33.526
BME_RS06815,SMc00120,5.49e-11,60.5,32.624,2.61e-10,57.4,26.74
BME_RS06820,SMc00061,1.36e-24,87.8,43.119,6.92e-25,87.8,43.119
BME_RS06825,SMc00060,1.01e-21,91.3,28.182,2.15e-22,92,28.182
BME_RS06830,SMc00059,5.47e-80,259,44.751,7.4e-84,268,44.986
BME_RS06840,SMc00118,1.24e-55,168,59.701,6.2e-56,168,59.701
BME_RS06845,SMc03245,1.89e-165,470,64.637,2.66e-173,489,64.637
BME_RS06865,SMc00058,8e-54,164,61.069,4.07e-54,164,61.069
BME_RS06870,SMc00114,0,1048,72.806,0,1048,72.806
BME_RS06880,SMc00043,1.16e-126,352,84.925,5.89e-127,352,84.925
BME_RS06885,SMc00103,6.49e-86,251,67.039,3.34e-86,251,67.039
BME_RS06895,SMc00039,3.69e-91,266,55.187,2.12e-90,263,66.667
BME_RS06900,SMc00100,0,694,67.308,0,674,66.73
BME_RS06905,SMc00041,5.94e-39,125,56.489,1.58e-43,135,59.542
BME_RS06920,SMc00399,3.63e-100,296,49.186,1.19e-102,301,46.847
BME_RS06935,SMa0149,1.02e-31,108,45.963,5.3e-32,108,45.963
BME_RS06940,SMc00035,1.72e-147,417,61.656,8.61e-148,417,61.656
BME_RS06945,SMc00095,3.15e-71,212,57.527,3.56e-74,219,57.527
BME_RS06950,SMc00093,0,633,70.163,0,632,70.163
BME_RS06955,SMc00094,0,689,69.121,0,670,69.121
BME_RS06970,SMc03165,2.23e-120,348,58.651,2.54e-126,362,58.651
BME_RS06975,SMc03164,0,709,72.025,0,709,72.025
BME_RS06980,SMc03163,0,773,83.945,0,773,83.945
BME_RS06985,SMc03161,0,573,72.589,0,592,72.589
BME_RS06990,SMc03162,0,631,83.714,0,631,83.714
BME_RS06995,SM_b20720,0,531,79.062,0,520,78.438
BME_RS07000,SM_b20719,0,517,80.374,1.88e-173,481,80.374
BME_RS07005,SMa0270,3.7e-167,481,52.008,1.94e-167,481,52.008
BME_RS07010,SM_b21503,7.15e-12,63.5,31.034,4.37e-12,63.5,31.034
BME_RS07015,SMc03111,1.09e-147,421,53.906,1.33e-151,430,53.906
BME_RS07045,SMc03248,1.57e-11,58.9,30.392,1.19e-11,58.9,30.392
BME_RS07060,SM_b21078,3.73e-19,85.5,25.562,2.04e-19,85.5,25.562
BME_RS07090,SM_b21248,4.12e-50,170,37.405,3.13e-52,175,38.168
BME_RS07100,SM_b20832,2.13e-34,120,34.01,9.38e-35,120,34.01
BME_RS07115,SMa0841,1.12e-23,92.4,68.852,2.72e-24,92.4,68.852
BME_RS07130,SMc00125,5.32e-13,52.4,100,2.69e-13,52.4,100
BME_RS07140,SM_b21232,1.91e-77,258,45.062,1.73e-82,270,36.447
BME_RS07150,SM_b21285,7.29e-47,144,62.393,3.84e-47,144,62.393
BME_RS07155,SM_b20873,8.71e-65,194,59.477,4.43e-65,194,59.477
BME_RS07165,SMc00087,7.66e-147,412,65.993,3.88e-147,412,65.993
BME_RS07170,SMc00026,5.17e-37,130,30.952,9.65e-28,105,30.952
BME_RS07185,SMc00025,0,1433,77.828,0,1417,77.803
BME_RS07190,SMc04266,4.35e-34,112,53.211,2.27e-34,112,53.211
BME_RS07195,SMc04167,2.31e-27,106,29.781,3.39e-23,94,29.781
BME_RS07200,SMc00024,0,1290,65.625,0,1293,65.574
BME_RS07205,SMc00023,2.38e-91,266,61.735,6.57e-92,267,64.481
BME_RS07210,SMc00022,8.67e-41,134,42.857,4.71e-41,134,42.857
BME_RS07215,SMc00452,8.94e-163,457,64.972,3.36e-168,470,64.972
BME_RS07220,SMc00081,2.25e-98,282,66.5,6.91e-99,283,66.5
BME_RS07225,SMc00021,0,630,79.57,0,630,79.57
BME_RS07235,SMc00079,6.53e-102,292,61.842,3.34e-102,292,61.842
BME_RS07250,SMc00020,2.02e-36,123,38.953,2.7e-39,129,38.798
BME_RS07255,SMc00077,0,685,70.563,0,685,70.563
BME_RS07260,SMc00451,0,596,66.038,0,596,66.038
BME_RS07265,SMc00075,1.72e-70,211,53.261,8.54e-71,211,53.261
BME_RS07270,SMc00074,0,1250,62.947,0,1269,62.947
BME_RS07275,SMc00019,4.42e-78,229,53.646,2.24e-78,229,53.646
BME_RS07280,SMc00073,3.44e-29,110,30.537,2.04e-29,110,30.537
BME_RS07285,SMc00072,6.63e-84,241,73.292,5.23e-81,233,75.839
BME_RS07290,SMc00018,8.82e-85,243,78.082,4.43e-85,243,78.082
BME_RS07295,SMc00017,1.94e-161,451,64.724,9.79e-162,451,64.724
BME_RS07300,SMc00016,0,548,79.027,0,548,79.027
BME_RS07305,SMc00085,1.79e-95,277,59.111,8.81e-96,277,59.111
BME_RS07310,SMc00014,3.03e-58,174,62.295,1.53e-58,174,62.295
BME_RS07315,SMc00013,6.7e-170,469,81.507,1.7e-170,470,81.507
BME_RS07320,SMc00012,6.22e-85,247,60.622,3.1e-85,247,60.622
BME_RS07330,SMc00450,1.08e-134,384,66.096,6.09e-135,384,66.096
BME_RS07335,SMc00010,0,895,84.014,0,903,84.014
BME_RS07340,SMc00009,2.27e-135,382,71.375,2.68e-139,392,70.107
BME_RS07345,SMc00071,6.13e-87,251,79.866,4.11e-87,251,79.866
BME_RS07350,SMc00960,0,735,75.536,0,754,75.536
BME_RS07355,SMc00577,5.13e-107,305,70,2.58e-107,305,70
BME_RS07360,SMc00576,4.04e-99,290,53.381,2.13e-99,290,53.381
BME_RS07365,SMc00575,1.51e-155,442,59.563,6.85e-158,447,57.702
BME_RS07370,SMc00574,0,683,80.668,0,648,80.668
BME_RS07375,SMc00573,1.25e-44,135,88.462,6.32e-45,135,88.462
BME_RS07380,SMc00572,1.15e-151,419,81.224,5.82e-152,419,81.224
BME_RS07385,SMc00571,1.28e-171,476,77.778,3.85e-171,474,78.738
BME_RS07390,SMc00568,1.39e-55,169,74.528,7.92e-57,171,75.962
BME_RS07395,SMc00567,4.68e-50,149,86.42,2.36e-50,149,86.42
BME_RS07400,SMc00566,2.5e-64,203,38.75,6.23e-56,181,38.75
BME_RS07405,SMc00565,2.93e-88,254,68.156,4.02e-89,256,66.138
BME_RS07410,SMc02645,1.74e-145,418,51.843,8.61e-146,418,51.843
BME_RS07415,SMc00561,0,838,82.53,0,838,82.53
BME_RS07420,SMc00556,0,753,79.654,0,736,79.654
BME_RS07425,SMc00555,2.11e-80,235,62.371,1.92e-76,224,62.371
BME_RS07430,SMc00554,0,840,81.855,0,817,81.855
BME_RS07435,SMc00553,3.13e-124,350,68.163,1.58e-124,350,68.163
BME_RS07440,SMc00552,8.91e-119,339,69.323,4.56e-125,355,69.323
BME_RS07445,SMc00551,1.13e-117,333,66.81,5.29e-118,333,66.81
BME_RS07450,SMc00550,0,998,78.135,0,1023,78.135
BME_RS07455,SMc02543,1.01e-52,182,45.378,1.21e-52,181,45.378
BME_RS07460,SMc03106,5.9e-25,92.4,42.308,1.64e-24,91.3,45.745
BME_RS07465,SMc02544,1.24e-98,282,65.842,6.42e-99,282,65.842
BME_RS07470,SMc00974,1.22e-152,436,56.627,1.37e-156,445,56.627
BME_RS07475,SMc00973,9.73e-111,317,63.71,4.3e-103,296,63.71
BME_RS07480,SMc00972,0,992,76.923,0,973,76.923
